"TID","HE"
"TID_GATCHA_AD_STATUS_NO_VIDEO","אין סרטון זמין"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","המשך"
"TID_AD_DOUBLER_TITLE","בחירת פרס להכפלה"
"TID_AD_DOUBLER_CONTINUE","המשך"
"TID_GATCHA_CONTINUE","המשך"
"TID_HINT_23","חלק מהבראולרים טובים יותר מאחרים במפות ואירועים מסוימים."
"TID_HINT_24","בראולרים עם טווח ארוך לרוב טובים יותר במפות פתוחות יותר."
"TID_HINT_25","בראולרים עם טווח קצר לרוב טובים יותר במפות עם יותר מקומות מחסה ושיחים."
"TID_SPEC_ABI_SELF_DESTRUCT","פיצוץ אחרון"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","כשהתותח של פני נהרס, הוא יורה מטח אחרון של <VALUE2> פצצות שמכוונות לאויבים בסביבה. כל אחת מהן גורמת לנזק של <c00cc00><VALUE1></c>."
"TID_EVENT_LIST_BRAWL","משחק"
"TID_INVITE_COPIED_TO_CLIPBOARD","קישור להזמנה הועתק ללוח!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","אישור"
"TID_FRIEND_INVITE_POST_MESSAGE","יש ללחוץ על הקישור להוספת <friend> כחבר ב-Brawl Stars!"
"TID_FRIEND_INVITE_POST_TITLE","הזמנת חבר!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","יש ללחוץ על הקישור להצטרפות למועדון ב-Brawl Stars!"
"TID_ALLIANCE_JOIN_POST_TITLE","כדאי להזמין חבר להצטרף למועדון!"
"TID_KEY_BAR_FULL","<VALUE> טוקנים זמינים. הגיע הזמן להילחם!"
"TID_HOMESCREEN_MODE_LOCKED","דרוש מספר כולל של <COUNT> גביעים כדי להילחם כאן!"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> חברים מחוברים"
"TID_ARTILLERY_DUDE_SHORT_DESC","צלפית"
"TID_HAMMER_DUDE_SHORT_DESC","משקל כבד"
"TID_HAMMER_DUDE_DESC","פרנק מניף את הפטיש שלו אל עבר האויבים ויוצר גל הלם. תכונת הסופר שלו היא מכה חזקה במיוחד שמהממת את האויבים!"
"TID_HAMMER_DUDE_WEAPON","מכת פטיש"
"TID_HAMMER_DUDE_WEAPON_DESC","פרנק לוקח ת‘זמן כדי להכין את מכת הפטיש שלו, אבל כשהיא נוחתת היא כל כך חזקה שהיא יוצרת גל הלם."
"TID_HAMMER_DUDE_ULTI","מכה משתקת"
"TID_HAMMER_DUDE_ULTI_DESC","המתקפה החזקה ביותר של פרנק יוצרת גל הלם שהורס את הסביבה ומשתק את האויבים לזמן מה."
"TID_SPEC_ABI_STEAL_SOULS2","גניבת כוח"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","פרנק גונב את הכוח של הבראולר שהוא מביס, ומגדיל את הנזק שלו ב-<c00cc00><VALUE1>%</c> למשך <VALUE2> שניות!"
"TID_ONLINE_FRIENDS_TITLE","שחקנים מחוברים"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","הקבוצה השורדת האחרונה!"
"TID_VS_TEAM_SHOWDOWN","כל הקבוצות נלחמות זו בזו!"
"TID_FIRST_WIN","טוקן כוכב"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","הקבוצה שלך מספר 1!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","ייפתח בעוד <count> גביעים"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","צבירת גביעים"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","איסוף"
"TID_STAR_POWER_INFO","כוח כוכב: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","כוחות כוכב"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>נבחר</c>"
"TID_STAR_POWER_STATUS_0_0","כוח הכוכב הזה לא בבעלותך"
"TID_STAR_POWERS_PICK","בחירה"
"TID_LEAGUE_NAME_0","עץ"
"TID_LEAGUE_NAME_1","ארד"
"TID_LEAGUE_NAME_2","כסף"
"TID_LEAGUE_NAME_3","זהב"
"TID_LEAGUE_NAME_4","יהלום"
"TID_LEAGUE_NAME_5","מאסטר"
"TID_LEAGUE_NAME_6","אליטה"
"TID_LEAGUE_NAME_7","אולסטאר"
"TID_SPECIAL_EVENTS","אירוע יומי"
"TID_SPECIAL_EVENT","אירוע מיוחד:"
"TID_SPECIAL_EVENT_DESC","כדאי לבקר בכל יום למשחק באירוע היומי!"
"TID_SPECIAL_EVENTS_MOD","אירוע מיוחד"
"TID_SPECIAL_EVENT_MOD_DESC","כדאי לבקר בקביעות כדי לגלות מה האירוע המיוחד של היום!"
"TID_PLAYING_AGAIN","משחק מחדש <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","משחק מחדש"
"TID_BRAWL_BOX_INFO_TITLE_1","פרטי תיבה גדולה"
"TID_BRAWL_BOX_INFO_1","תיבה גדולה אחת מעניקה לך פרסים שדומים לפתיחה של שלוש תיבות בראולר. עם זאת, נקודות הכוח מתחלקות בין פחות בראולרים.\n\nיינתנו לך שלוש משיכות אקראיות, ואלה סיכויי הזכייה בפרסים בכל אחת מהן:\n\nנקודות כוח + מטבעות: %<NUM1>\nבראולר נדיר: %<NUM2>\nבראולר נדיר במיוחד: %<NUM3>\nבראולר אדיר: %<NUM4>\nבראולר מדהים: %<NUM5>\nבראולר אגדי: %<NUM6>\nכוח כוכב: %<NUM7>\n\nבנוסף, כל משיכה מעניקה לך סיכוי של 25% לקבל כרטיסים לאירועים, סיכוי של 9% לקבל יהלומים וסיכוי של 3% לקבל מכפיל טוקנים. לתשומת לבך, כוחות כוכב זמינים רק עבור בראולרים שהגיעו לשלב 9. ברגע שפותחים את כל הפרסים מסוג מסוים, למשל בראולרים נדירים, הסבירות לקבל את כל יתר הפרסים תגדל. מזל: על מנת להפוך את החוויה של פתיחת תיבת בראולר להוגנת יותר, קיימת מערכת מזל שמשפיעה על הסבירות של בראולרים אגדיים. ערך המזל שלך עולה עם כל משיכה שלא מניבה לך בראולר חדש, ובכל פעם שמקבלים בראולר חדש, ערך המזל שלך פוחת בהתבסס על רמת הנדירות של הבראולר שקיבלת. כשערך המזל גבוה מספיק יש לך סיכוי גדול יותר לקבל בראולר אגדי, בעוד שהמשמעות של ערך מזל נמוך היא שקשה יותר להשיג בראולר אגדי. משיכות מוקדמות נקבעות מראש כדי להבטיח התחלה שווה לכולם."
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","צריך לצבור 10 טוקנים של כוכב לקבלת תיבה גדולה!"
"TID_HERO_BUNDLE_19","האוצר של פני"
"TID_HERO_BUNDLE_20","התכונה של פרנק"
"TID_KEY_BAR_INFO","מספר <c33a5d7>הטוקנים</c> שאפשר להרוויח מקרבות.\n\nטוקנים משמשים לפתיחת תיבות בראולר."
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","סופשבוע טוקנים כפולים\nאפשר להרוויח פי 2 <c33a5d7>טוקנים</c> מקרבות רגילים.\n\nטוקנים משמשים לפתיחת תיבות בראולר."
"TID_NEW_ONLINE_FRIEND","שחקן מחובר"
"TID_NEW_GAME_ROOM","קבוצה חדשה"
"TID_KEY_BAR_TITLE","טוקנים זמינים מקרב"
"TID_PLAYAGAIN_QUIT","יציאה"
"TID_BATTLE_END_WAITING","בהמתנה לאחרים"
"TID_ERROR_REPLAY_WAITING","הילוך חוזר כבר בהמתנה"
"TID_ERROR_REPLAY_NOT_POSSIBLE","הילוך חוזר לא זמין"
"TID_ERROR_SPECTATE_WAITING","צפייה כבר בהמתנה"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","השחקן לא נלחם כרגע"
"TID_BRAWL_TV_STARTING","BrawlTV נטען..."
"TID_ERROR_BRAWL_TV_WAITING","BrawlTV כבר בהמתנה"
"TID_BRAWL_TV_QUIT","BrawlTV #<NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","אין כלום ב-BrawlTV #<NUM> - מחליף ערוצים"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","הבא בעוד <NUM> שניות"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","AutoNext"
"TID_BRAWL_TV_OFF_RETURN_HOME","יציאה מ-TV"
"TID_FIRST_WIN_INFO_SURVIVAL","ניתן לך <cff8E1b>טוקן כוכב</c> על הסיום הראשון שלך כאחד מ-4 המובילים נגד שחקנים אחרים."
"TID_TEAM_POPOVER_YOUR_ROOM","זו הקבוצה שלך"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","הקבוצה לא נלחמת כרגע"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","לא ניתן להצטרף. הצטרפת כבר לקבוצה הזו"
"TID_TEAM_AD_JOIN_FAIL_FULL","לא ניתן להצטרף. הקבוצה מלאה."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","לא ניתן להתחיל משחק. אין מספיק כרטיסים"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","אירוע זה לא תומך במשחק בקבוצות"
"TID_GAME_MODE_UNLOCKED","נפתח"
"TID_ERROR_SPECTATE_DISABLED","צפייה מושבתת באופן זמני מסיבות טכניות"
"TID_SPECTATE_FOLLOW","יש ללחוץ למעקב:"
"TID_SPECTATE_FOLLOWING","במעקב:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","ניתן לך <cff8E1b>טוקן כוכב</c> מהקרב הראשון שלך."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","ניתן לך <cff8E1b>טוקן כוכב</c> על הפעם הראשונה של סיום כאחד משני המובילים נגד שחקנים אחרים."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","משחק נגד שחקנים אחרים וסיום כאחד מ-4 המובילים במשחק סולו או כאחד משני המובילים במשחק בזוג יתן <cff8E1b>טוקן כוכב</c>."
"TID_CONNECTING_WAIT_FOR_SPECTATE","בהמתנה לצפייה..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","כדאי לצפות בפרסומת כדי\nלהכפיל פרס!\n<VIEWCOUNTREM> צפיות נותרו היום"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","כדאי לצפות בפרסומת כדי\nלהכפיל פרס!\nצפייה <VIEWCOUNTREM> נותרה היום"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","אפשר לקבל פרסים נוספים!\n<VIEWCOUNTREM> צפיות נותרו היום"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","אפשר לקבל פרסים נוספים!\nצפייה <VIEWCOUNTREM> נותרה היום"
"TID_CANNON_DAMAGE","נזק תותח"
"TID_CANNON_HEALTH","חיי תותח"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","לשחקן הזה יש יותר מדי בקשות חברות בהמתנה. נא לנסות שוב מאוחר יותר."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","שלחת יותר מדי בקשות חברות. אפשר להסיר אחת ולנסות שוב."
"TID_ADD_FRIEND_ERROR_GENERIC","משלוח ההזמנה לחבר לא הצליח. נא לנסות שוב מאוחר יותר."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","השחקן שניסית להוסיף לא קיים."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","לא ניתן להזמין את עצמך כחבר!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","לחבר שלך יש יותר מדי חברים. נא לנסות שוב מאוחר יותר."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","יש לך יותר מדי חברים. יש להסיר אחד אחד אם ברצונך להוסיף חברים חדשים."
"TID_HINT_26","פני יכולה לעשות הרבה נזק באמצעות המתקפה שלה כשהמטרות שלה עומדות בשורה."
"TID_HINT_27","הרכבת קבוצה לפני משחק מאפשרת לך לתכנן מראש ולבחור שילוב טוב של בראולרים."
"TID_HINT_28","אפשר לשחק משחקי ידידות כדי להתאמן באירועים, לקיים תחרויות ידידות ועוד!"
"TID_HINT_29","אחרי משחק טוב עם חברי קבוצה חדשים, ניתן ללחוץ על משחק מחדש כדי לשחק איתם עוד משחק!"
"TID_HINT_30","במשחקי ידידות אפשר לבחור כל אירוע ומפה. בנוסף, הבראולרים יהיו משודרגים לחלוטין!"
"TID_HINT_31","פרנק עוצר כדי לבצע את המתקפה ואת תכונת הסופר שלו, וכך מאפשר ליריבים לצאת מהטווח שלו."
"TID_EXPERIENCE","ניסיון"
"TID_HINT_32","אירועים שדורשים כרטיסים לא מבזבזים טוקנים, אלא כרטיסים במקום זאת."
"TID_HINT_33","ניתן להזמין חברי מועדון להיות חברים שלך מרשימת חברי המועדון."
"TID_HINT_34","ניתן להזמין אנשים מקבוצה שהצטרפת אליה להיות חברים שלך."
"TID_HINT_35","אחרי כמה משחקים טובים עם מישהו, אפשר להזמין אותו להיות חבר שלך מרשימת ההצעות לחברים."
"TID_HINT_36","ניתן להזמין אנשים מקבוצה שהצטרפת אליה להיות חברים שלך."
"TID_HINT_37","אפשר להשתמש בכפתור הפרסום כדי לפרסם את הקבוצה שלך לחברים ולחברי מועדון."
"TID_COOP_GENERATED","זירת הקרב"
"TID_MECHANIC_KNIGHT_SKIN","ג‘סי אבירת הדרקון"
"TID_FRANK_CAVEMAN_SKIN","פרנק איש המערות"
"TID_SOLO","סולו"
"TID_DUO","זוג"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","רשימת החברים מלאה!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","יש יותר מדי הזמנות פעילות, יש לנסות שוב אחר כך"
"TID_INVITE_FRIEND_TOKEN_ERROR","שגיאה בהזמנת חברים"
"TID_GOLDRUSH_9","בריכה אפלה"
"TID_TEAM_JOIN_FINISH_TUTORIAL","יש לסיים את ההדרכה כדי להצטרף לקבוצה"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","התחברות נכשלה"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","גרסת הבטא של Brawl Stars לא זמינה עדיין במדינה. יש לבדוק שוב מאוחר יותר!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","אישור"
"TID_CROW_PHEONIX_SKIN","קרואו עוף החול"
"TID_MECHANIC_SUMMER_SKIN","ג‘סי קיצית"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_FREE_BOX_AVAILABLE_0","הפרס החינמי שלך ממתין לך!"
"TID_FREE_BOX_AVAILABLE_1","קבלת הפרס החינמי כעת!"
"TID_FREE_BOX_AVAILABLE_2","כדאי לקבל את הפרס החינמי לפני שהוא ייעלם!"
"TID_FREE_BOX_AVAILABLE_3","פרסים חינמיים ממתינים לך!"
"TID_FREE_BOX_AVAILABLE_4","קבלת הפרס החינמי כעת!"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","קולט\nכוכב רוק"
"TID_ROCKET_BEACH_SKIN_SHOP","ברוק\nבחוף"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","ספייק\nורדרד"
"TID_SHAMAN_PANDA_SKIN_SHOP","ניטה\nפנדה"
"TID_CROW_WHITE_SKIN_SHOP","קרואו\nלבן"
"TID_BULL_HAIR_SKIN_SHOP","בול\nויקינג"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","ריקושט\nאלוף אולימפי"
"TID_BARKEEP_GOLD_SKIN_SHOP","בארלי\nזהוב"
"TID_LUCHADOR_RUDO_SKIN_SHOP","אל פרימו\nהחצוף"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","שלי\nהשודדת"
"TID_LUCHADOR_KING_SKIN_SHOP","אל פרימו\nהמלך"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","ג‘סי\nאבירת הדרקון"
"TID_FRANK_CAVEMAN_SKIN_SHOP","פרנק\nאיש המערות"
"TID_MECHANIC_SUMMER_SKIN_SHOP","ג‘סי\nקיצית"
"TID_CROW_PHEONIX_SKIN_SHOP","קרואו\nעוף החול"
"TID_GOLDRUSH_10","חדר הדהוד"
"TID_BANKHEIST_5","גדרות מגונדרות"
"TID_BATTLE_ROYALE_D7","סופר-קונה"
"TID_BATTLE_ROYALE_8","פלישה לאי"
"TID_BATTLE_ROYALE_6","קרב במערה"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count> הודעות חדשות"
"TID_CLAN_CHAT_NEW","חדש"
"TID_BANKHEIST_6","צומת דרכים"
"TID_GOLDRUSH_11","מכרה מוצף"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","יש להוריד את גרסת הבטא של Brawl Stars מ-Google Play Store (זמין רק במדינות נבחרות). מכשירים פרוצים לא נתמכים כרגע. כדאי לבדוק שוב מאוחר יותר!"
"TID_RATE_APP_MESSAGE_ANDROID","נא לדרג את Brawl Stars או לכתוב ביקורת ב-Play Store כדי לתת לנו משוב מועיל!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","התחברות חדשה ל-Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","האם ברצונך לשמור את המשחק הנוכחי שלך בחשבון Google Play זה?"
"TID_SHOWDOWN_END","קרב מכריע!"
"TID_SETTINGS_FIXES_JOYSTICK","סמן תנועה נעול"
"TID_SETTINGS_SC_ID","מזהה Supercell"
"TID_LANGUAGE_LOCALIZED_NAME","עברית"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","להחליף שפה?"
"TID_POPUP_CHANGE_LANGUAGE","האם באמת ברצונך להחליף את השפה?"
"TID_SKIN_RARITY_1","<cffffff>נפוץ</c>"
"TID_SKIN_RARITY_2","<c0070dd>נדיר</c>"
"TID_SKIN_RARITY_3","<ca335ee>אדיר</c>"
"TID_SKIN_RARITY_4","<cff8000>אגדי</c>"
"TID_BANKHEIST_7","מסדרון הקקטוסים"
"TID_BATTLE_ROYALE_9","רוח מערבית"
"TID_BATTLE_ROYALE_10","חולות נודדים"
"TID_NO_FRIENDS_GO_TO_FRIENDS","עבור אל חברים"
"TID_EVENT_MODIFIER_1","משקה אנרגיה"
"TID_EVENT_MODIFIER_2","רובוט כועס"
"TID_EVENT_MODIFIER_3","מטר מטאורים"
"TID_EVENT_MODIFIER_4","איבוד חיים"
"TID_EVENT_MODIFIER_DESC_1","אם הנך לבד, אולי יופיע משקה אנרגיה בסביבה. אפשר לתפוס אותו כדי לחזק את הנזק שהבראולר שלך מסב ואת המהירות שלו לזמן קצר!"
"TID_EVENT_MODIFIER_DESC_2","רובוט כועס יופיע באקראי ויתקוף את הבראולר הקרוב ביותר. כדאי להיזהר!"
"TID_EVENT_MODIFIER_DESC_3","לא, זה לא מטר מטאורים שתרצה לעצור כדי לצפות בו. זהירות מסלעים גדולים שנופלים עליך!"
"TID_BALL_4","שדות התגנבות"
"TID_EVENT_MODIFIER_DESC_4","הבריאות שלך תרד כל הזמן, אבל אם גורמים נזק לבראולרים יריבים זה יחזיר לך חלק מהבריאות. לאחר שהבסת בראולר בריאותך תתמלא בחזרה! לכל יכולות הריפוי יש כוח מופחת."
"TID_BALL_5","מבצר כדור-בראולר"
"TID_BALL_6","אצטדיון על"
"TID_BALL_7","דילוג בין שלוליות"
"TID_BANKHEIST_8","מנהרת העצמות"
"TID_EVENT_MODIFIER_DESC_3_SD","תנועה בסמיכות צמודה מדי עלולה להיות מסוכנת כשיפלו סלעים ענקיים מהשמיים!"
"TID_DEFEATED_SHOWDOWN","הובסו"
"TID_OFFER_WATCH_AD","צפיה"
"TID_ERROR_REPLAY_DISABLED","הילוך חוזר לא זמין"
