TID,TH
TID_BRAWL_PASS_TAIL_INFO,เมื่อคุณเล่น Brawl Pass ผ่านทั้งหมด คุณจะได้รับกล่องใหญ่เมื่อได้รับโทเค็นทุกๆ <NUM> ชิ้น!
TID_BRAWL_PASS_TAIL_INFO_NEW,เมื่อคุณเล่น Brawl Pass ผ่านทั้งหมด คุณจะได้รับรางวัลพิเศษเมื่อได้รับโทเค็นทุกๆ <NUM> ชิ้น!
TID_BRAWL_PASS_PURCHASE_OR,หรือ
TID_EMOTES_POPUP_TITLE,อีโมจิ
TID_EMOTES_POPUP_TEXT,เลือกอีโมจิเพื่อใช้ระหว่างการต่อสู้
TID_SPRAYS_POPUP_TITLE,สเปรย์
TID_SPRAYS_POPUP_TEXT,เลือกสเปรย์เพื่อใช้ระหว่างการต่อสู้
TID_BRAWL_PASS_INFO_TITLE_0,Brawl Pass ประกอบด้วย
TID_EVIL_GENE_SKIN,จีนี่ผู้ชั่วร้าย
TID_EVIL_GENE_SKIN_SHOP,จีนี่\nผู้ชั่วร้าย
TID_ROGUE_MORTIS_SKIN,วายร้ายมอร์ติส
TID_ROGUE_MORTIS_SKIN_SHOP,วายร้าย\nมอร์ติส
TID_GUARD_RICO_SKIN,ทหารยามริโค
TID_GUARD_RICO_SKIN_SHOP,ทหารยาม\nริโค
TID_MERCHANT_GALE_SKIN,พ่อค้าเกล
TID_MERCHANT_GALE_SKIN_SHOP,พ่อค้า\nเกล
TID_RED_DRAGON_JESSIE_SKIN,เจสซี่มังกรแดง
TID_RED_DRAGON_JESSIE_SKIN_SHOP,เจสซี่\nมังกรแดง
TID_BARBARIAN_KING_BULL_SKIN,ราชันคนเถื่อนบูล
TID_BARBARIAN_KING_BULL_SKIN_SHOP,ราชันคนเถื่อน\nบูล
TID_HOLIDAY_PAM_SKIN,แพม ชุดชายหาด
TID_HOLIDAY_PAM_SKIN_SHOP,แพม\nชุดชายหาด
TID_TROPICAL_SPROUT_SKIN,สเปราต์ ชุดหน้าร้อน
TID_TROPICAL_SPROUT_SKIN_SHOP,สเปราต์\nชุดหน้าร้อน
TID_CONSTRUCTOR_JACKY_SKIN,ช่างก่อสร้างแจ็คกี้
TID_CONSTRUCTOR_JACKY_SKIN_SHOP,ช่างก่อสร้าง\nแจ็คกี้
TID_NOTIFICATION_BP_SEASON_STARTED,ฤดูกาล Brawl Pass ใหม่เริ่มแล้ว!
TID_NOTIFICATION_BP_SEASON_ENDING,ฤดูกาล Brawl Pass กำลังจะสิ้นสุดลงเร็วๆ นี้ คุณยังสามารถปลดล็อครางวัลเพิ่มได้อีก!
TID_NOTIFICATION_QUEST_REFRESH,คุณมีเควสต์ใหม่พร้อมเล่น!
TID_EMOTE_DROP_CHANCE_INFO,แพ็คอีโมจินี้มีอีโมจิคอมมอน <NUM> ชิ้นและอีโมจิพิเศษหนึ่งชิ้น อีโมจิพิเศษอาจเป็นแรร์หรืออีปิค มีความเป็นไปได้ที่จะได้รับ:\n\nอีโมจิแรร์: <Rare>%\nอิโมจิอีปิค: <Epic>%
TID_EMOTE_DROP_CHANCE_INFO_2,แพ็คอีโมจินี้มีอีโมจิคอมมอน <NUM> ชิ้นและอีโมจิพิเศษหนึ่งชิ้น อีโมจิพิเศษอาจเป็นแรร์ อีปิค หรือเลเจนดารี มีความเป็นไปได้ที่จะได้รับ:\n\nอีโมจิแรร์: <Rare>\nอิโมจิอีปิค: <Epic>%\nอีโมจิเลเจนดารี: <LEGENDARY>%
TID_ROBO_WARS_15,โรงงานลัง
TID_ROBO_WARS_16,ป้องกันภัย
TID_ROBO_WARS_17,กิ่งไม้รุงรัง
TID_WANTED_27,คลื่นความร้อน
TID_WANTED_28,ใยแมงมุม
TID_BANKHEIST_27,จราจลอลวน
TID_BANKHEIST_28,ทางแยก
TID_EMOTE_RARITY_NAME_0,คอมมอน
TID_EMOTE_RARITY_NAME_1,แรร์
TID_EMOTE_RARITY_NAME_2,อีปิค
TID_EMOTE_RARITY_NAME_3,เลเจนดารี
TID_EMOTE_RARITY_NAME_4,นักสะสม
TID_ZONE_CAPTURED_OPPONENT,ศัตรูเข้ายึดครองโซนร้อน!
TID_ZONE_CAPTURED_OPPONENT_GAME_OVER,ศัตรูเข้ายึดครองโซนร้อน!\nแมตช์จบแล้ว
TID_ZONE_CAPTURED,ทีมของคุณเข้ายึดครองโซนร้อน!
TID_ZONE_CAPTURED_GAME_OVER,ทีมของคุณเข้ายึดครองโซนร้อน!\nแมตช์จบแล้ว
TID_BRAWL_PASS_NEW_SEASON,ฤดูกาลใหม่!
TID_BRAWL_PASS_UNLOCK_PASS,ซื้อ Brawl Pass เพื่อปลดล็อครางวัลพรีเมียม!
TID_BRAWL_PASS_GET_MORE_POINTS,เก็บโทเค็นเพิ่มเติมเพื่อปลดล็อคขั้นนี้!
TID_RANK_GET_MORE_TROPHIES,เก็บถ้วยรางวัลเพิ่มเติมเพื่อปลดล็อครางวัลนี้!
TID_RANK_COLLECT_PREVIOUS_REWARD,คุณต้องกดรับรางวัลก่อนหน้าก่อน!
TID_BRAWL_PASS_GET_MORE_POINTS_TAIL,เก็บโทเค็นเพิ่มเติมเพื่อรับรางวัลโบนัส!
TID_BRAWL_PASS_SEASON,ฤดูกาล Brawl Pass:
TID_IAP_0520G,เพิ่มอัญมณีหน่อยนะ ขอร้อง!
TID_EMOTE_BUNDLE_1,เซ็ตอีโมจิพ่อค้าเกล
TID_GOLDRUSH_47,อัญมณีปริศนา
TID_GOLDRUSH_48,ลี้ลับแดนตะวันออก
TID_GOLDRUSH_49,เพชรแกร่งกล้า
TID_GOLDRUSH_50,แดนสวรรค์จอมโจร
TID_GOLDRUSH_51,การหลบหนีแดนมรกต
TID_GOLDRUSH_52,ทับทิมแดงเดือด
TID_GOLDRUSH_53,ตลาดบาซาร์ชวนฉงน
TID_QUESTS_NEXT_BATCH_IN,เควสต์ใหม่ใน <time>
TID_QUESTS_THIS_BATCH_IN,เริ่มต้นใน <time>
TID_QUESTS_BATCH_EXPIRES_IN,จบลงใน <time>
TID_QUESTS_DAILY_REFRESH_IN,รีเฟรชใน <time>
TID_BRAWL_PASS_SEASON_END_TITLE,ฤดูกาลจะจบลงใน
TID_QUESTS_DAILY,เควสต์ประจำวัน:
TID_QUESTS_SEASON,เควสต์ประจำฤดูกาล
TID_QUESTS_SPECIAL,เควสต์อีเวนท์พิเศษ
TID_QUESTS_CHRONOS,เควสต์พิเศษ
TID_QUESTS_LVL,เลเวล: <NUM>
TID_CONTEXT_MENU_INVITE_ONLINE,เชิญออนไลน์
TID_CONTEXT_MENU_INVITE_TO_TEAM,เชิญมายังทีม
TID_TENCENT_INVITE_TO_TEAM_TITLE,เชิญมายังทีม
TID_TENCENT_INVITE_TO_TEAM,คุณต้องการเชิญ <c<COLOR>><NAME></c> มาเล่นในทีมของคุณหรือไม่?
TID_TENCENT_INVITE_FRIENDS,เชิญเพื่อน
TID_TENCENT_INVITE_WECHAT_FRIENDS,เชิญเพื่อน WeChat
TID_TENCENT_INVITE_QQ_FRIENDS,เชิญเพื่อน QQ
TID_REGION_CHINA,จีน
TID_QUALIFIED_TITLE_CHINA,线上资格赛已解锁！
TID_QUALIFIED_INFO_CHINA,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_CHINA_REAL_NAME_REGULATION,ลงทะเบียนด้วยชื่อจริง
TID_CHINA_LOGIN_DESC,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_POWER_LEVELER,เซิร์จ
TID_POWER_LEVELER_SHORT_DESC,ตัวทำดาเมจ
TID_POWER_LEVELER_DESC,เซิร์จคือผู้ปกป้องที่รักการปาร์ตี้ เขาโจมตีศัตรูด้วยลำแสงเครื่องดื่มเกลือแร่ที่กระจายออกเป็นสองนัดเมื่อสัมผัส ท่าไม้ตายของเขาจะช่วยอัปเกรดสถานะ 3 ขั้น ก่อนปิดท้ายด้วยการแปลงร่างสุดอลังการ!
TID_POWER_LEVELER_WEAPON,ความสดชื่นแห่งยุติธรรม
TID_POWER_LEVELER_WEAPON_DESC,ยิงกระสุนน้ำเกลือแร่ที่จะกระจายเป็นสองนัดเมื่อสัมผัสศัตรู
TID_POWER_LEVELER_ULTI,กลเม็ดงานปาร์ตี้
TID_POWER_LEVELER_ULTI_DESC,ท่าไม้ตายแต่ละครั้งอัปเกรดเซิร์จ (สูงสุด 3 ครั้ง) การอัปเกรดจะหายไปเมื่อเซิร์จพ่ายแพ้\n\nขั้น 1: บูตส์เพิ่มความเร็ว\nขั้น 2: เพิ่มระยะอาวุธ\nขั้น 3: การโจมตีหลักกระจาย 6 นัด (แทนที่จะเป็น 2 นัด)
TID_SPEC_ABI_POWER_LEVELER_1,ไปให้สุด!
TID_SPEC_ABI_POWER_LEVELER_1_DESC,การโจมตีหลักของเซิร์จในตอนนี้จะกระจายเมื่อปะทะกำแพง
TID_SPEC_ABI_POWER_LEVELER_2,เสิร์ฟเย็นถึงใจ
TID_SPEC_ABI_POWER_LEVELER_2_DESC,เซิร์จรักษาการอัปเกรดท่าไม้ตายขั้น 1 ตลอดทั้งแมตช์
TID_ACCESSORY_POWER_LEVELER_BLINK,ไฟกระชาก
TID_ACCESSORY_POWER_LEVELER_BLINK_DESC,แผงไฟฟ้าของเซิร์จลัดวงจรและเทเลพอร์ตเขาไปข้างหน้าในระยะใกล้ๆ
TID_FRIEND_INVITE_POST_SHARE_TITLE,มาเล่นด้วยกัน!
TID_YOOZOO_TERMS_CHECK_REQUIRED,เพื่อสร้างความมั่นใจให้กับความเป็นส่วนตัวและความปลอดภัยส่วนบุคคลของคุณ\nโปรดอ่านและยอมรับข้อตกลงผู้ใช้และนโยบายความเป็นส่วนตัวก่อน
TID_POPUP_BRAWLTV_TEXT_CN,ชมผู้เล่นเก่งๆ ดวลฝีมือใน Brawl Stars!
TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO_CN,跻身排行榜前列\n可获得的额外奖励
TID_PRO_LEAGUE_POPUP_INFO_CN,在星徽竞技场中证明自己的实力！每天可参加3场星徽竞技场对战，在赛季排行榜上冲击更高排名。赛季结束后，您将根据自己的积分和在排行榜上的排名获得星光点数奖励。
TID_QUALIFIED_INFO_CN,您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！
TID_GAME_MODE_18,มหาวิบัติถล่มเมือง
TID_GAME_MODE_18_DESC,คุณจะปราบสัตว์ประหลาดยักษ์และช่วยเมืองไว้ได้หรือไม่? ผนึกกำลังกับเพื่อนร่วมทีมอีก 2 คนแล้วโค่นเจ้าสัตว์ประหลาดตัวนี้ คุณสามารถกลับมาสู้ได้ตลอดตราบเท่าที่เพื่อนร่วมทีมอย่างน้อย 1 คนยังมีชีวิตอยู่ หากทุกคนพ่ายแพ้ก็เท่ากับเกมโอเวอร์!\n\nการอาละวาดจะรุนแรงขึ้นในความท้าทาย จากธรรมดาไปจนถึงบ้าคลั่ง ทุกครั้งที่คุณเอาชนะสัตว์ประหลาดยักษ์ได้
TID_TENCENT_TEAM_INVITED_FAILED_901203,คำเชิญล้มเหลว การเชิญถึงขีดจำกัดแล้ว!
TID_TENCENT_TEAM_INVITED_FAILED_901204,คำเชิญล้มเหลว การเชิญของผู้รับถึงขีดจำกัดแล้ว!
TID_TENCENT_TEAM_INVITED_FAILED_901205,คำเชิญล้มเหลว คุณสามารถส่งข้อความถึงเพื่อนของคุณได้แค่คนละหนึ่งข้อความต่อวันเท่านั้น!
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS_TOWN_CRUSHER,ผู้เล่นสามคน vs สัตว์ประหลาดยักษ์
TID_BUILDINGS_LEFT,อาคารที่เหลือ: <num>
TID_ONLINE_FRIENDS_POPUP_CODE_TITLE,จัดทีม!
TID_TEAM_INVITE_BUTTON_LABEL_SHORT,คำเชิญทีม
TID_CLAN_INTRO_INVITE_SHORT,เชิญ
TID_ALLIANCE_INVITE_TITLE,เข้าร่วมคลับของฉัน
TID_RAID_TOWN_CRUSH_1,สุดยอดนคร
TID_GUEST_LOGIN_IAP_BLOCKED_TITLE,คำเตือน
TID_GUEST_LOGIN_IAP_BLOCKED,ตามกฎป้องกันการเสพติดเกมล่าสุด คุณไม่สามารถทำการซื้อใดๆ ในเกมได้เมื่อล็อกอินด้วยบัญชีผู้เยี่ยมชม เพื่อให้ได้ประสบการณ์การเล่นเกมชั้นยอด เราขอแนะนำเป็นอย่างยิ่งให้ล็อกอินด้วย QQ หรือ WeChat และยืนยันชื่อจริงของคุณให้เสร็จสิ้น หากคุณล็อกอินด้วยบัญชีผู้เยี่ยมชมอยู่แล้ว คุณสามารถเชื่อมต่อบัญชีของคุณเข้ากับ QQ หรือ WeChat จากหน้า \qการตั้งค่า\q ในเกมได้
