TID,RU
TID_EDIT_ATTACK,АТАКА
TID_EDIT_REVERT,СБРОСИТЬ
TID_EDIT_SCALE,РАЗМЕР
TID_EDIT_HINT_DRAG,"Зажми и потяни джойстик, чтобы изменить его расположение"
TID_EDIT_HINT_PROPS,"Используй ползунок, чтобы изменить размер"
TID_EDIT_FIXED_JOYSTICK,Заблокированная область управления
TID_YOOZOO_LOGIN_AGREEMENT,Мной прочитаны и приняты <UA> и <PP>.
TID_YOOZOO_LOGIN_UA,Пользовательское соглашение
TID_YOOZOO_LOGIN_PP,Политика конфиденциальности
TID_YOOZOO_LOGIN_BUTTON,Вход
TID_YOOZOO_LOGIN_DESC,本网络游戏适合年满12周岁以上的用户使用，\n请您确认已如实进行实名认证。为了您的健康，请合理控制游戏时间。\n健康游戏忠告 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当\n适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
TID_SETTINGS_LOGOUT_BUTTON,Выход
TID_ACCESSORY_BLOWER_TRAMPOLINE,ПРУЖИНОМЁТ
TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC,"Гэйл устанавливает пружину, которая отправляет в воздух как друзей, так и врагов."
TID_ACCESSORY_CONTROLLER_EXPLODE,ВЗРЫВНОЕ ПРИТЯЖЕНИЕ
TID_ACCESSORY_CONTROLLER_EXPLODE_DESC,Нани взрывает Пипа и телепортируется на его место.
TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE,Супер не активирован!
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING,"Так как вы ещё не подтвердили своё настоящее имя, на вашу игру действует ограничение системы предотвращения зависимости. Осталось минут игрового времени на сегодня: <MINS>."
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING,"Так как вы ещё не достигли совершеннолетия, на вашу игру действует ограничение системы предотвращения зависимости. Осталось минут игрового времени на сегодня: <MINS>."
TID_ANTIADDICTION_WARNING_TITLE,Предупреждение
TID_SETTINGS_SOCIAL_TITLE_YOOZOO,YOOZOO
TID_SETTINGS_SOCIAL_TITLE_TENCENT,ОБЩЕНИЕ
TID_SETTINGS_BUTTON_YOOZOO_LOGOUT,Выход
TID_SETTINGS_BUTTON_QQ_LOGIN,Вход в QQ
TID_SETTINGS_BUTTON_WECHAT_LOGIN,Вход в WeChat
TID_SETTINGS_WECHAT_LOGGED_IN,Выполнен вход в WeChat
TID_SETTINGS_QQ_LOGGED_IN,Выполнен вход в QQ
TID_SETTINGS_BUTTON_WECHAT_LOGOUT,Выход
TID_SETTINGS_BUTTON_QQ_LOGOUT,Выход
TID_SETTINGS_WECHAT_NOT_INSTALLED,WeChat ещё не установлен
TID_BRAWL_PASS_BUTTON,BRAWL PASS
TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION,Здесь нельзя использовать гаджет!
TID_TENCENT_MULTIPLE_LOGINS,"Чтобы войти в другую учётную запись, сначала нужно выйти из текущей."
TID_TENCENT_CONFIRM_LOG_OUT_TITLE,Выход
TID_TENCENT_CONFIRM_LOG_OUT,Хотите выйти из этой учётной записи?
TID_API_TOKEN_COPIED,АВТОРИЗАЦИОННЫЙ ТОКЕН СКОПИРОВАН В БУФЕР ОБМЕНА
TID_API_TOKEN_COPY,АВТОРИЗАЦИОННЫЙ ТОКЕН:\n<TOKEN>
TID_API_TOKEN_SHOW,Авторизационный токен
TID_BOXES_EXTRA_INFO,Куплено ящиков сегодня: <AMOUNT>. Всего доступно: <MAX>.
TID_BRAWL_BOX_INFO_LIMIT,\n\nКуплено ящиков сегодня: <AMOUNT>. Всего доступно <MAX>.
TID_YOOZOO_ORDER_DELIVERY_FAILED,"Если покупка не удалась, свяжитесь со службой поддержки."
TID_CHINESE_APP_STORE_CONFLICT_MESSAGE,此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。
TID_IAP_SC10_1,ЮБИЛЕЙНАЯ АКЦИЯ
TID_IAP_SC10_2,ЮБИЛЕЙНАЯ АКЦИЯ
TID_IAP_0620,"ПРИВЕТ, ИЮНЬ!"
TID_IAP_0720,"ПРИВЕТ, ИЮЛЬ!"
TID_IAP_0520C,БОЛЬШАЯ ВЫГОДА
TID_IAP_0620C,ПРАЗДНУЕМ ЗАПУСК В КИТАЕ
TID_IAP_0620D,ПРАЗДНУЕМ ЗАПУСК В КИТАЕ!
TID_IAP_MS20_1,ЛЕТО В РАЗГАРЕ!
TID_IAP_MS20_2,ЛЕТО В РАЗГАРЕ!
TID_IAP_MS20_3,ЛЕТО В РАЗГАРЕ!
TID_IAP_COINS_0620,ВЫГОДНЫЙ НАБОР МОНЕТ
TID_HOMEPAGE_GUIDE_START_BATTLE_1,"Нажми здесь, чтобы начать бой!"
TID_HOMEPAGE_GUIDE_COLLECT_TR_1,"Ты зарабатываешь награду пути к славе!\nНажми, чтобы ЗАБРАТЬ."
TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1,"А теперь о том, как улучшать бойцов.\nНажми здесь, чтобы начать!"
TID_HOMEPAGE_GUIDE_COLLECT_TR_2,"Разблокирован новый боец!\nНажми, чтобы ЗАБРАТЬ."
TID_HOMEPAGE_GUIDE_START_SELECT_NITA,"А теперь выбери нового бойца, нажав здесь!"
TID_HOMEPAGE_GUIDE_START_BRAWL_PASS,"Разблокирован уровень Brawl Pass! Нажми здесь, чтобы ЗАБРАТЬ награду!"
TID_HOMEPAGE_GUIDE_START_BATTLE_2,А теперь испытаем улучшение в бою!
TID_HOMEPAGE_GUIDE_SHOP_FREE,"В магазине появился ПОДАРОК!\nНажми, чтобы перейти туда и ЗАБРАТЬ его!"
TID_HOMEPAGE_GUIDE_ESPORTS_NEW,"Разблокирован новый турнир!\nНажми, чтобы посмотреть подробности события!"
TID_SKIN_INFO_CAMPAIGN_8_NOT_AVAILABLE,Этот скин скоро отправится в архив!
TID_SKIN_INFO_CAMPAIGN_9_NOT_AVAILABLE,Архивный скин. Не входит в число обычных доступных скинов.
TID_SKIN_INFO_CAMPAIGN_10_NOT_AVAILABLE,10 лет Supercell
TID_SKIN_INFO_CAMPAIGN_11_NOT_AVAILABLE,Brawl Pass
TID_SKIN_INFO_CAMPAIGN_12_NOT_AVAILABLE,"Добро пожаловать, Китай!"
TID_HOMEPAGE_GUIDE_NEW_EVENT,Разблокировано новое событие!
TID_HOMEPAGE_GUIDE_NEW_BRAWLER,Разблокирован новый боец!
TID_HOMEPAGE_GUIDE_QUESTS_UNLOCKED,Разблокированы квесты!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKABLE,Разблокированы клубы!
TID_HOMEPAGE_GUIDE_CLUB_FEATURE_UNLOCKED,Найди свой клуб!
TID_HOMEPAGE_GUIDE_FIRST_MASTERY_REWARD,Открыт новый ранг мастерства для бойца <HERO>. Забери награду!
TID_BRAWL_PASS_SEASON_0,БАЗАР ТАРЫ
TID_BRAWL_PASS_TAB_REWARDS,НАГРАДЫ
TID_BRAWL_PASS_TAB_QUESTS,КВЕСТЫ
TID_BRAWL_PASS_TAB_PAST_REWARDS,ПРОШЛЫЙ СЕЗОН
TID_BRAWL_PASS_PREMIUM,BRAWL PASS
TID_BRAWL_PASS_FREE,БЕСПЛАТНО
TID_BRAWL_PASS_BUY,АКТИВИРОВАТЬ
TID_BRAWL_PASS_UNLOCK_ITEM_AT_TIER,<ITEM>: РАЗБЛОКИРУЙ НА <NUM>-М УРОВНЕ
TID_BRAWL_PASS_SEASON_HEADER,СЕЗОН BRAWL PASS
TID_QUEST_NEW_BATCH_IN,До новых квестов
TID_QUEST_NEW_DAILY_IN,До обновления ежедневных квестов
TID_BRAWL_PASS_OLD_BOXES_BUTTON,ОТКРЫТЬ СТАРЫЕ ЯЩИКИ
TID_BRAWL_PASS_TIER_INFO,"Зарабатывай жетоны, чтобы открыть этот уровень. Жетоны можно получить в боях и за прохождение квестов."
TID_BRAWL_PASS_TIER_SHORTCUT,УРОВЕНЬ <NUM>: <REWARD>
TID_BRAWL_PASS_TAIL_TITLE,Бонусные награды!
TID_BRAWL_PASS_TAIL_INFO,"Как только пройдёшь Brawl Pass до конца, будешь получать по большому ящику за каждые <NUM> жетонов!"
TID_BRAWL_PASS_TAIL_INFO_NEW,"Как только пройдёшь весь Brawl Pass, будешь получать дополнительную награду за каждые <NUM> жетонов!"
TID_BRAWL_PASS_PURCHASE_OR,ИЛИ
TID_EMOTES_POPUP_TITLE,ЗНАЧКИ
TID_EMOTES_POPUP_TEXT,"Выбери, какие значки использовать в бою."
TID_SPRAYS_POPUP_TITLE,СПРЕИ
TID_SPRAYS_POPUP_TEXT,"Выбери, какие спреи использовать в бою."
TID_BRAWL_PASS_INFO_TITLE_0,ЧТО ДАЁТ BRAWL PASS
TID_EVIL_GENE_SKIN,ЗЛОЙ ДЖИН
TID_EVIL_GENE_SKIN_SHOP,ЗЛОЙ\nДЖИН
TID_ROGUE_MORTIS_SKIN,КОВАРНЫЙ МОРТИС
TID_ROGUE_MORTIS_SKIN_SHOP,КОВАРНЫЙ\nМОРТИС
TID_GUARD_RICO_SKIN,СТРАЖ РИКО
TID_GUARD_RICO_SKIN_SHOP,СТРАЖ\nРИКО
TID_MERCHANT_GALE_SKIN,ТОРГОВЕЦ ГЭЙЛ
TID_MERCHANT_GALE_SKIN_SHOP,ТОРГОВЕЦ\nГЭЙЛ
TID_RED_DRAGON_JESSIE_SKIN,КРАСНЫЙ ДРАКОН ДЖЕССИ
TID_RED_DRAGON_JESSIE_SKIN_SHOP,КРАСНЫЙ ДРАКОН\nДЖЕССИ
TID_BARBARIAN_KING_BULL_SKIN,КОРОЛЬ ВАРВАРОВ БУЛЛ
TID_BARBARIAN_KING_BULL_SKIN_SHOP,КОРОЛЬ ВАРВАРОВ\nБУЛЛ
TID_HOLIDAY_PAM_SKIN,ПЛЯЖНАЯ ПЭМ
TID_HOLIDAY_PAM_SKIN_SHOP,ПЛЯЖНАЯ\nПЭМ
TID_TROPICAL_SPROUT_SKIN,ТРОПИЧЕСКИЙ СПРАУТ
TID_TROPICAL_SPROUT_SKIN_SHOP,ТРОПИЧЕСКИЙ\nСПРАУТ
TID_CONSTRUCTOR_JACKY_SKIN,СТРОИТЕЛЬНИЦА ДЖЕКИ
TID_CONSTRUCTOR_JACKY_SKIN_SHOP,СТРОИТЕЛЬНИЦА\nДЖЕКИ
TID_NOTIFICATION_BP_SEASON_STARTED,Начался новый СЕЗОН BRAWL PASS!
TID_NOTIFICATION_BP_SEASON_ENDING,СЕЗОН BRAWL PASS скоро закончится. Всё ещё можно заработать награды!
TID_NOTIFICATION_QUEST_REFRESH,Появились новые квесты!
TID_EMOTE_DROP_CHANCE_INFO,В этом наборе <NUM> шт. обычных значков и один особый значок. Особый значок может оказаться редким или эпическим. Шансы получения:\n\nредкий значок — <Rare> %;\nэпический значок — <Epic> %.
TID_EMOTE_DROP_CHANCE_INFO_2,"В этом наборе <NUM> шт. обычных значков и один особый значок. Особый значок может оказаться редким, эпическим или легендарным. Шансы получения:\n\nредкий значок — <Rare> %;\nэпический значок — <Epic> %;\nлегендарный значок — <LEGENDARY> %."
TID_ROBO_WARS_15,Фасовочный цех
TID_ROBO_WARS_16,За забором
TID_ROBO_WARS_17,Оливковая ветвь
TID_WANTED_27,Жара
TID_WANTED_28,Паутина
TID_BANKHEIST_27,Затор
TID_BANKHEIST_28,Перекрёстки
TID_EMOTE_RARITY_NAME_0,обычный
TID_EMOTE_RARITY_NAME_1,редкий
TID_EMOTE_RARITY_NAME_2,эпический
TID_EMOTE_RARITY_NAME_3,легендарный
TID_EMOTE_RARITY_NAME_4,коллекционный
TID_ZONE_CAPTURED_OPPONENT,Враг захватил горячую зону!
TID_ZONE_CAPTURED_OPPONENT_GAME_OVER,Враг захватил горячую зону!\nБой окончен.
TID_ZONE_CAPTURED,Команда захватила горячую зону!
TID_ZONE_CAPTURED_GAME_OVER,Команда захватила горячую зону!\nБой окончен.
TID_BRAWL_PASS_NEW_SEASON,НОВЫЙ СЕЗОН!
TID_BRAWL_PASS_UNLOCK_PASS,"Чтобы разблокировать премиальные награды, нужен BRAWL PASS!"
TID_BRAWL_PASS_GET_MORE_POINTS,"Чтобы открыть этот уровень, нужно больше жетонов!"
TID_RANK_GET_MORE_TROPHIES,"Чтобы разблокировать эту награду, нужно больше трофеев!"
TID_RANK_COLLECT_PREVIOUS_REWARD,Сначала получи предыдущую награду!
TID_BRAWL_PASS_GET_MORE_POINTS_TAIL,"Чтобы получить БОНУСНЫЕ награды, нужно больше жетонов!"
TID_BRAWL_PASS_SEASON,СЕЗОН BRAWL PASS:
TID_IAP_0520G,ДОБАВКА КРИСТАЛЛОВ
TID_EMOTE_BUNDLE_1,НАБОР ЗНАЧКОВ ТОРГОВЦА ГЭЙЛА
TID_GOLDRUSH_47,Таинственные кристаллы
TID_GOLDRUSH_48,Восточный орнамент
TID_GOLDRUSH_49,Неогранённый алмаз
TID_GOLDRUSH_50,Рай для карманника
TID_GOLDRUSH_51,Изумрудное приключение
TID_GOLDRUSH_52,Ковры и рубины
TID_GOLDRUSH_53,Загадочный базар
TID_QUESTS_NEXT_BATCH_IN,До новых квестов <time>
TID_QUESTS_THIS_BATCH_IN,До начала <time>
TID_QUESTS_BATCH_EXPIRES_IN,ДО КОНЦА <time>
TID_QUESTS_DAILY_REFRESH_IN,ДО ОБНОВЛЕНИЯ <time>
TID_BRAWL_PASS_SEASON_END_TITLE,ДО КОНЦА СЕЗОНА
TID_QUESTS_DAILY,КВЕСТЫ ДНЯ
TID_QUESTS_SEASON,КВЕСТЫ СЕЗОНА
TID_QUESTS_SPECIAL,КВЕСТЫ ОСОБОГО СОБЫТИЯ
TID_QUESTS_CHRONOS,ОСОБЫЕ КВЕСТЫ
TID_QUESTS_LVL,<NUM>-Й УР.
TID_CONTEXT_MENU_INVITE_ONLINE,ПРИГЛАСИТЬ В ИГРУ
TID_CONTEXT_MENU_INVITE_TO_TEAM,ПРИГЛАСИТЬ В КОМАНДУ
TID_TENCENT_INVITE_TO_TEAM_TITLE,ПРИГЛАСИТЬ В КОМАНДУ
TID_TENCENT_INVITE_TO_TEAM,Пригласить игрока <c<COLOR>><NAME></c> в команду?
