TID,ES
TID_PORTER_DAMAGE,Daño de los botones robóticos
TID_KING_OF_HILL_3,Templo estruendoso
TID_KING_OF_HILL_4,Brawl frenético
TID_KING_OF_HILL_5,Consolas caóticas
TID_KING_OF_HILL_6,Área analógica
TID_KING_OF_HILL_7,Street brawler 2
TID_KING_OF_HILL_8,Primo Kong Jr.
TID_KING_OF_HILL_9,Una partida más
TID_KING_OF_HILL_10,Brawl and Roll
TID_KING_OF_HILL_11,Puntuación alta
TID_KING_OF_HILL_12,Insertar moneda
TID_KING_OF_HILL_13,Game over
TID_KING_OF_HILL_14,Trampas y trucos
TID_KING_OF_HILL_15,Canicas biónicas
TID_BALL_26,Palancas y botones
TID_BALL_27,Pedaleo y pataleo
TID_BALL_28,Bloques virtuales
TID_BALL_29,Partida amistosa
TID_HERO_INFO_MEDIUM,MEDIO
TID_HERO_INFO_AVERAGE,NORMAL
TID_HERO_UPGRADE_TITLE_LEVEL,¿MEJORAR FUERZA AL NIVEL <LVL>?
TID_DOUBLE_POINTS,¡Doble de puntos!
TID_HERO_INFO_UTILITY_LABEL,UTILIDAD
TID_HERO_INFO_VERSATILITY_LABEL,VERSATILIDAD
TID_HERO_INFO_OFFENSE_LABEL,ATAQUE
TID_HERO_INFO_DEFENSE_LABEL,DEFENSA
TID_UNDERTAKER_HAT_SKIN_SHOP,MORTIS\nCON SOMBRERO
TID_BARLEY_WIZARD_SKIN_SHOP,BARLEY\nMAGO
TID_SHOTGUN_STAR_SKIN_SHOP,SHELLY\nESTRELLA
TID_QUICK_MESSAGE_ONE_MOMENT,Un momento...
TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP,¿Me ayudas a conseguir la ficha estelar?
TID_HERO_SORTING_LATEST,Brawlers nuevos
TID_IAP_BUNDLE_OFFER,Oferta especial
TID_WALLY,SPROUT
TID_SETTINGS_FIND_FRIENDS,JUGAR CON AMIGOS
TID_KAKAO_ACCOUNT_BIND_INFO_TITLE,Conectar con KakaoTalk
TID_KAKAO_ACCOUNT_BIND_INFO,"Conecta tu cuenta de juego con KakaoTalk para ver a todos tus amigos que jueguen a Brawl Stars en la lista de amigos. También podrán ver tu cuenta de Brawl Stars y tu estado de conexión, y podrán invitarte a jugar. ¿Quieres vincularla?"
TID_HERO_SCREEN_ITEM,GADGET
TID_HERO_SCREEN_STAR_POWER,HABILIDAD ESTELAR
TID_TYPE_AGE_GATE_EXT_URL_TITLE,AVISO
TID_TYPE_AGE_GATE_EXT_URL_TEXT,Saldrás de Brawl Stars.
TID_NOTIFICATION_CC_STARTED,¡Ha comenzado el DESAFÍO DEL CAMPEONATO!
TID_NOTIFICATION_CC_ENDING,El DESAFÍO DEL CAMPEONATO terminará pronto. ¡Aún puedes participar y ganar!
TID_NOTIFICATION_PSG_STARTED,¡Ha empezado la PSG CUP! ¡Complétala para ganar un aspecto gratis!
TID_NOTIFICATION_PSG_ENDING,La PSG CUP está a punto de terminar. ¡Aún hay tiempo para completarla!
TID_NOTIFICATION_CHALLENGE_STARTED,¡Ha empezado el <CHALLENGE>!
TID_NOTIFICATION_CHALLENGE_ENDING,El <CHALLENGE> está a punto de terminar. ¡Aún hay tiempo para ganar!
TID_NOTIFICATION_COIN_RUSH,¡Hay un nuevo mapa de ATRAPAGEMAS disponible! ¡Juega para ganar recompensas!
TID_NOTIFICATION_ATTACK_DEFEND,¡ATRACO está disponible! ¡Es hora de ganar más recompensas!
TID_NOTIFICATION_BOUNTY_HUNTER,¡CAZA ESTELAR está disponible! ¡Es hora de ganar más recompensas!
TID_NOTIFICATION_LASER_BALL,¡Hay un nuevo mapa de BALÓN BRAWL disponible! ¡Es hora de ganar más recompensas!
TID_NOTIFICATION_BATTLE_ROYAL,¡Hay un nuevo mapa de SUPERVIVENCIA disponible! ¡Intenta sobrevivir!
TID_NOTIFICATION_BOSS,¡MEGABRAWL está disponible! ¡Gana recompensas increíbles!
TID_NOTIFICATION_COOP,¡PELEA ROBÓTICA está disponible! Gánale a los bots y gana recompensas.
TID_NOTIFICATION_RAID_BOSS,¡Ha vuelto TODOS CONTRA UNO! ¡Derrota al jefe robótico!
TID_NOTIFICATION_ROBO_WARS,¡ASEDIO está disponible! ¡Gana nuevas recompensas!
TID_NOTIFICATION_BOSS_RACE,¡Hay un nuevo mapa de ANIQUILACIÓN disponible! ¡Gana recompensas!
TID_NOTIFICATION_LONE_STAR,¡Hay un nuevo mapa de ESTRELLA SOLITARIA disponible! ¡Gana recompensas!
TID_NOTIFICATION_CTF,¡Hay un nuevo mapa de ROBO DE REGALOS disponible! ¡Gana recompensas!
TID_NOTIFICATION_KING_OF_HILL,¡Hay un nuevo mapa de ZONA RESTRINGIDA disponible! ¡Gana recompensas!
TID_NOTIFICATION_TOWN_CRUSHER,¡Ha vuelto TODOS CONTRA UNO! ¡Derrota al jefe robótico!
TID_NOTIFICATION_MULTIPLE_MODES,¡Hay <PARAM> nuevos mapas disponibles! Juega para ganar nuevas recompensas.
TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED,Ha empezado un nuevo día de eventos de la LIGA DE CLUBS. ¡Juega ahora!
TID_FREE_BOX_AVAILABLE_0,¡Tienes una recompensa disponible!
TID_FREE_BOX_AVAILABLE_1,¡Reclama tu recompensa ahora!
TID_FREE_BOX_AVAILABLE_2,¡Consigue tu recompensa antes de que desaparezca!
TID_FREE_BOX_AVAILABLE_3,¡Tienes recompensas disponibles!
TID_FREE_BOX_AVAILABLE_4,¡Reclama tu recompensa ahora!
TID_SEASON_ENDED_NOTI,¡La liga de trofeos ha terminado! ¡Reclama tus recompensas!
TID_KEY_BAR_FULL,Hay <PARAM> fichas disponibles. ¡A luchar!
TID_COME_BACK_NOTIFICATION_SMALL,¿Te apetece disputar otra batalla?
TID_COME_BACK_NOTIFICATION_MEDIUM,¿Te apetece disputar otra batalla?
TID_COME_BACK_NOTIFICATION_LARGE,¿Te apetece disputar otra batalla?
TID_POWER_PLAY_NOTIFICATION,¡Hay un nuevo mapa de <PARAM> disponible en LUCHA ESTELAR!
TID_NOTIFICATION_NEW_BRAWLER,¡<PARAM> ya está disponible! ¡Échale un vistazo!
TID_NOTIFICATION_DOUBLE_TOKENS_STARTED,¡Ha comenzado el nuevo evento con DOBLE DE FICHAS!
TID_NOTIFICATION_DOUBLE_COINS_STARTED,¡Ha comenzado el nuevo evento con LLUVIA DE MONEDAS! ¡Lucha para conseguir monedas!
TID_A_OUT_OF_B,<VALUE_A>/<VALUE_B>
TID_ENTER_AGE_PROMPT,¿Cuántos años tienes?
TID_ENTER_AGE_CONTINUE,CONFIRMAR
TID_ENTER_AGE_GAMEPLAY,Esto no cambiará nada en el juego.
TID_ENTER_AGE_TIP,Desliza para indicar tu edad.
TID_ENTER_AGE_TITLE,¡Esto es Brawl Stars!
TID_ENTER_AGE_LEGAL,"Si tocas CONFIRMAR, aceptas nuestras <TOS> y nuestra <PP>."
TID_CHALLENGE_WON_TITLE,¡DESAFÍO COMPLETADO!
TID_CHALLENGE_REWARD_CLAIM,RECLAMAR
TID_BUTTON_INVITE_SNS,INVITACIÓN AL EQUIPO
TID_OFFLINE_FRIENDS,INVITAR A AMIGOS (NO EN LÍNEA)
TID_BATTLE_END_CHALLENGE_WIN_LABEL,¡DESAFÍO COMPLETADO!
TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO,¡Enhorabuena! Has ganado la PSG Cup. ¡Eres un auténtico campeón de Brawl Ball!
TID_PSG_TEASER_TITLE,¡Próximamente!
TID_PSG_TEASER_INFO,"¡Prepárate para la PSG Cup!\n\nGana <WIN> partidas de Balón Brawl para conseguir el aspecto Shelly PSG gratis. ¡Juega con amigos o usa la opción \qBuscando equipo\q para tener más oportunidades!\n\nEl desafío solo durará <DURATION> horas, ¡así que aprovéchalo!"
TID_ACCESSORY_BLOCKED_DEAD,¡No puedes usar el gadget si no estás luchando!
TID_ACCESSORY_BLOCKED_NO_USES_LEFT,¡Ya se ha agotado!
TID_ACCESSORY_BLOCKED_COOLDOWN,¡El gadget aún no está disponible!
TID_ACCESSORY_BLOCKED_CARRYING_ITEM,¡No puedes usar el gadget mientras cargas artículos!
TID_ACCESSORY_BLOCKED_TARGET_MISSING,¡No hay ningún objetivo disponible!
TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR,¡El objetivo está demasiado lejos!
TID_ACCESSORY_BLOCKED_NO_AMMO,¡Necesitas más munición!
TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL,¡No puedes activarlo mientras tienes la pelota!
TID_ACCESSORY_BLOCKED_MISSING_TURRET,¡No puedes activarlo sin la torreta!
TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR,¡La torreta está demasiado lejos!
TID_ACCESSORY_BLOCKED_MISSING_BEAR,¡No puedes activarlo si no has desplegado al oso!
TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR,¡El oso está demasiado lejos!
TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE,¡No hay enemigos cerca!
TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR,¡No hay arbustos cerca!
TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE,¡No hay botones cerca!
TID_ACCESSORY_BLOCKED_FULL_HEALTH,¡Tienes la salud máxima!
TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER,¡La embestida debe estar activa!
TID_ACCESSORY_BLOCKED_REQUIRES_WALL,¡La barrera vegetal debe estar activa!
TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED,¡El súper ya está cargado!
TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI,¡Debe haber líquido en el suelo!
TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA,¡No hay rivales sobre el líquido!
TID_ACCESSORY_BLOCKED_REQUIRES_RAGE,¡Necesitas más furia!
TID_ACCESSORY_BLOCKED_SUPER_REQUIRED,¡Necesitas cargar el súper!
TID_ACCESSORY_BLOCKED_REQUIRES_MECHA,¡Requiere la forma de MECA!
TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE,¡Requiere el ego de Lola!
TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR,¡El ego de Lola está demasiado lejos!
TID_WALLY_SHORT_DESC,APOYO
TID_WALLY_DESC,"Sprout es un cíborg sobre ruedas que lanza bombas rebotadoras de semillas con una ternura sin igual. Con su súper, erige una barrera vegetal. ¡Viva la naturaleza viva!"
TID_WALLY_WEAPON,BOMBA DE SEMILLAS
TID_WALLY_WEAPON_DESC,"Sprout lanza una bola de semillas que explota al contacto. Si no alcanza a ningún objetivo, explota tras haber rebotado varias veces."
TID_WALLY_ULTI,BARRERA VEGETAL
TID_WALLY_ULTI_DESC,Sprout planta su supersemilla y hace crecer una gruesa barrera vegetal que funciona como un obstáculo temporal.
TID_SPEC_ABI_WALLY_1,SOBRECRECIMIENTO
TID_SPEC_ABI_WALLY_1_DESC,"Cada <c00cc00><VALUE1></c> segundos, la siguiente bomba de semillas explotará en un radio mayor."
TID_SPEC_ABI_WALLY_2,FOTOSÍNTESIS
TID_SPEC_ABI_WALLY_2_DESC,Sprout activa un escudo que lo protege parcialmente de los ataques mientras está entre los arbustos.
TID_DRILLER_SHORT_DESC,TANQUE
TID_DRILLER_DESC,A Jacky le encanta hacer temblar el suelo y a los rivales con su martillo mecánico. Su súper atrae a los enemigos más cercanos y los hace picadillo. ¡Ten cuidado por dónde pisas!
TID_DRILLER_WEAPON,MARTILLO MECÁNICO
TID_DRILLER_WEAPON_DESC,Jacky se monta en el martillo mecánico. ¡Los rivales que estén cerca sentirán el temblor!
TID_DRILLER_ULTI,ATRACCIÓN MARTILLEANTE
TID_DRILLER_ULTI_DESC,Jacky perfora el suelo y atrae a los rivales para que vean su martillo mecánico más de cerca.
TID_SPEC_ABI_DRILLER_1,NO HAY DE QUÉ
TID_SPEC_ABI_DRILLER_1_DESC,"Al recibir daño, Jacky devuelve el favor y transfiere un <c00cc00><VALUE1> %</c> del daño en un contraataque que dejará a los rivales temblando."
TID_SPEC_ABI_DRILLER_2,CASCO BLINDADO
TID_SPEC_ABI_DRILLER_2_DESC,El casco blindado de Jacky la protege reduciendo el daño que recibe en un <c00cc00><VALUE1> %</c>.
TID_ACCESSORY_GROW_BUSH_DESC,Rosa abona el suelo a su alrededor y hace crecer arbustos que la ayudan a protegerse.
TID_ACCESSORY_CROW_SHIELD_DESC,Crow recibe un escudo que lo protege del <c00cc00><VALUE1> %</c> del daño que recibe durante <c00cc00><VALUE2></c> segundos.
TID_ACCESSORY_WALLY_HEAL_DESC,Sprout se traga un arbusto y restaura <c00cc00><VALUE1></c> puntos de salud.
TID_ACCESSORY_ROCKET_JUMP_DESC,"Brock da un salto y despega del suelo como un cohete, incendiando el suelo a sus pies. La explosión inflige <c00cc00><VALUE1></c> puntos de daño a los rivales que se encuentren cerca."
TID_ACCESSORY_RICO_SHOOT_AROUND_DESC,Rico dispara ráfagas de balas rebotadoras en todas direcciones.
TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC,Spike dispara <c00cc00><VALUE1></c> ráfagas de espinas en todas direcciones e inflige <c00cc00><VALUE2></c> puntos de daño por impacto.
TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC,Penny destruye su cañón creando una potente explosión que destruye los muros e inflige <c00cc00><VALUE1></c> puntos de daño a los rivales que se encuentren cerca.
TID_ACCESSORY_PET_SLAM_DESC,"El oso de Nita monta en cólera y se tira al suelo. Al hacerlo, aturde a todos los rivales que se encuentren en el área de efecto."
TID_ACCESSORY_BARKEEP_SLOW_DESC,Barley rompe una botella que contiene un mejunje pegajoso y deja un charco que ralentiza a todos los rivales que entren en contacto con él.
TID_ACCESSORY_JESSIE_SLOW_DESC,La torreta de Jessie lanza una onda sísmica que ralentiza a todos los rivales que se encuentren dentro del área de efecto.
TID_ACCESSORY_GENE_PUSH_DESC,"Todos los enemigos que se encuentran cerca de Genio se ven empujados hacia atrás al momento. Si hay por lo menos un brawler enemigo cerca, Genio también recuperará <c00cc00><VALUE1></c> puntos de salud."
TID_ACCESSORY_TICK_EXTRA_MINES_DESC,El siguiente ataque de Tick lanza <c00cc00><VALUE1></c> minas.
TID_ACCESSORY_MAX_DASH_DESC,"Max arremete hacia adelante. Mientras lo hace, es inmune a todo daño."
TID_ACCESSORY_SHELLY_DASH_DESC,Shelly arremete hacia adelante ¡con una velocidad envidiable!
TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC,Jacky recibe un subidón de energía y se mueve un <c00cc00><VALUE1> %</c> más rápido durante <c00cc00><VALUE2></c> segundos.
TID_ACCESSORY_TOWER_BURST_HEAL_DESC,La torreta de Pam emite una onda sanadora que la revitaliza a ella y a los aliados cercanos y les restaura <c00cc00><VALUE1></c> puntos de salud.
TID_ACCESSORY_TNT_SPIN_DESC,Dynamike gira furiosamente con una velocidad de movimiento aumentada y tira cartuchos de dinamita a su alrededor. Cada cartucho inflige <c00cc00><VALUE1></c> puntos de daño a los rivales.
TID_ACCESSORY_TELEPORT_TO_PET_DESC,8-BIT se teletransporta a su amplificadaño.
TID_ACCESSORY_BARREL_SPIN_DESC,Darryl rueda y dispara una ráfaga de tiros en todas las direcciones. Cada disparo inflige <c00cc00><VALUE1></c> puntos de daño y recarga su súper un <c00cc00><VALUE2> %</c> si golpea a los enemigos.
TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC,"Frank puede volverse inmune momentáneamente a todo aturdimiento, ralentización o impacto hacia atrás."
TID_ACCESSORY_CARL_TRAIL_DESC,La siguiente piqueta que lance Carl dejará caer un montón de rocas calientes que infligen <c00cc00><VALUE1></c> puntos de daño durante un tiempo a cada enemigo que las toque.
TID_ACCESSORY_BOW_TOTEM_DESC,Bo coloca un tótem que recarga su súper y el de todos los aliados que se encuentren dentro del área de efecto. El tótem pierde salud a medida que pasa el tiempo.
TID_ACCESSORY_PRIMO_GRAB_DESC,El Primo agarra al enemigo más cercano y lo lanza por el aire como si fuera una tortilla.
TID_ACCESSORY_MORTIS_SWING_DESC,"Mortis hace girar la pala y golpea a todos los rivales que se encuentren a su alrededor, infligiendo <c00cc00><VALUE1></c> puntos de daño."
TID_ACCESSORY_TARA_VISION_DESC,"Tara y sus aliados pueden ver a todos los rivales, incluso a los que estén escondidos entre los arbustos, durante <c00cc00><VALUE1></c> segundos."
TID_ACCESSORY_POCO_REGEN_DESC,Poco y todos los aliados cercanos recuperan <c00cc00><VALUE1></c> puntos de salud por segundo durante <c00cc00><VALUE2></c> segundos.
TID_ACCESSORY_SNIPER_HANDGUN_DESC,"Piper dispara un tiro defensivo que inflige <c00cc00><VALUE2></c> puntos de daño al enemigo más cercano, lo empuja hacia atrás y lo ralentiza."
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC,"El señor P fortalece a su botones actual, dotándole <c00cc00><VALUE1></c> puntos más de daño y <c00cc00><VALUE2></c> puntos más de salud."
TID_ACCESSORY_SANDY_SLEEP_DESC,Sandy se duerme durante <c00cc00><VALUE1></c> segundos y su salud se restaura por completo.
TID_ACCESSORY_BEE_SNIPER_SLOW_DESC,Bea deja caer una colmena que salpica miel a su alrededor y ralentiza a todos los rivales que la pisen.
TID_ACCESSORY_BULL_HEAL_DESC,Bull automáticamente recupera <c00cc00><VALUE1></c> puntos de salud.
TID_ACCESSORY_GUNSLINGER_RELOAD_DESC,Colt recarga <c00cc00><VALUE1></c> de munición automáticamente.
TID_ACCESSORY_MUMMY_PUSH_DESC,Emz empuja hacia atrás a todos los rivales cercanos e inflige <c00cc00><VALUE1></c> puntos de daño.
TID_ACCESSORY_NINJA_FAKE_DESC,Leon crea un holograma de sí mismo para confundir a sus rivales.
TID_ACCESSORY_BASEBALL_HEAL_DESC,Bibi recupera <c00cc00><VALUE1></c> puntos de salud por segundo durante <c00cc00><VALUE2></c> segundos.
TID_ACCESSORY_GROW_BUSH,ARBUSTOS ROBUSTOS
TID_ACCESSORY_CROW_SHIELD,PLUMAJE PROTECTOR
TID_ACCESSORY_WALLY_HEAL,ABONO VEGETAL
TID_ACCESSORY_ROCKET_JUMP,ZAPATILLAS EXPLOSIVAS
TID_ACCESSORY_RICO_SHOOT_AROUND,PARQUE DE BOLAS
TID_ACCESSORY_CACTUS_SHOOT_AROUND,LLUVIA DE ESPINAS
TID_ACCESSORY_ARTILLERY_DESTROY_PET,DETONADOR DE BOLSILLO
TID_ACCESSORY_PET_SLAM,GARRAS DE OSO
TID_ACCESSORY_BARKEEP_SLOW,MEJUNJE PEGAJOSO
TID_ACCESSORY_JESSIE_SLOW,BUJÍA
TID_ACCESSORY_GENE_PUSH,LÁMPARA QUEMADA
TID_ACCESSORY_TICK_EXTRA_MINES,DERROCHE DE MINAS
TID_ACCESSORY_MAX_DASH,EMPUJE PODEROSO
TID_ACCESSORY_SHELLY_DASH,PASO AL FRENTE
TID_ACCESSORY_DRILLER_SPEED_BOOST,SUBIDÓN NEUMÁTICO
TID_ACCESSORY_TOWER_BURST_HEAL,MODULADOR SÍSMICO
TID_ACCESSORY_TNT_SPIN,GIROS EXPLOSIVOS
TID_ACCESSORY_TELEPORT_TO_PET,CARTUCHO TELETRANSPORTADOR
TID_ACCESSORY_BARREL_SPIN,DISPAROS 360
TID_ACCESSORY_FRANK_CC_IMMUNITY,CANCELACIÓN DE RUIDO
TID_ACCESSORY_CARL_TRAIL,ROCAS VOLCÁNICAS
TID_ACCESSORY_BOW_TOTEM,SUPERTÓTEM
TID_ACCESSORY_PRIMO_GRAB,VUELTA DE TUERCA
TID_ACCESSORY_MORTIS_SWING,PALA ROTATIVA
TID_ACCESSORY_TARA_VISION,OJO QUE TODO LO VE
TID_ACCESSORY_POCO_REGEN,DIAPASÓN
TID_ACCESSORY_SNIPER_HANDGUN,AUTODISPARO
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,CAMPANA DE SERVICIO
TID_ACCESSORY_SANDY_SLEEP,PASTILLAS PARA DORMIR
TID_ACCESSORY_BEE_SNIPER_SLOW,MIELES FINALES
TID_ACCESSORY_BULL_HEAL,VIGORIZADOR
TID_ACCESSORY_GUNSLINGER_RELOAD,RECARGA RÁPIDA
TID_ACCESSORY_MUMMY_PUSH,ESPACIO PERSONAL
TID_ACCESSORY_NINJA_FAKE,PROYECTOR CLONADOR
TID_ACCESSORY_BASEBALL_HEAL,SUPLEMENTO VITAMÍNICO
TID_KAKAO_TEAM_INVITE,INVITAR
TID_KAKAO_TEAM_INVITING,INVITADO
TID_KAKAO_TEAM_INVITED_SUCCESS,¡Invitación al equipo enviada!
TID_KAKAO_TEAM_INVITED_FAILED_DISABLED,No se ha podido enviar la invitación porque el jugador no acepta recibir mensajes.
TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT,No se ha podido enviar la invitación porque se ha alcanzado el límite diario de invitaciones.
TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT,No se ha podido enviar la invitación porque este jugador ya ha alcanzado el límite mensual de invitaciones.
TID_KAKAO_TEAM_INVITED_FAILED_GENERIC,No se ha podido enviar la invitación. Vuelve a intentarlo más tarde.
TID_MUTE_FREE_TEXT_CHAT,Silenciar el chat
TID_QUICK_MESSAGE_LETS_CHAT,¿Quieres hablar?
TID_FAMILY_FRIENDLY,APTO PARA TODOS
TID_CLAN_INFO_FF_NOTICE,No podrás cambiar esto más tarde.
TID_CLAN_INFO_FF_INFO,"Si tu club es apto para todos, podrán unirse jugadores de cualquier edad."
TID_CLAN_INFO_FF_NOTICE_ON_OFF,"Si activas esto, no podrás desactivarlo más adelante."
TID_SETTINGS_AGE_TITLE,ESTABLECER EDAD
TID_POPUP_AGE_TITLE,¿Cuándo es tu cumpleaños?
TID_POPUP_AGE_CONTINUE,Continuar
TID_POPUP_AGE_DAY,Día
TID_POPUP_AGE_MONTH,Mes
TID_POPUP_AGE_YEAR,Año
TID_TEAM_SETTING_ACCESSORIES,Usar gadgets
TID_FREE_TEXT_CHAT_MUTED,El chat está silenciado
TID_PSG_SHELLY_SKIN,SHELLY PSG
TID_PSG_SHELLY_SKIN_SHOP,SHELLY\nPSG
TID_COACH_MIKE_SKIN,DYNAMIKE ENTRENADOR
TID_COACH_MIKE_SKIN_SHOP,DYNAMIKE\nENTRENADOR
TID_MASCOT_DARRYL_SKIN,DARRYL HINCHA
TID_MASCOT_DARRYL_SKIN_SHOP,DARRYL\nHINCHA
TID_HORUS_BO_SKIN,BO HORUS
TID_HORUS_BO_SKIN_SHOP,BO\nHORUS
TID_TANUKI_JESSIE_SKIN,JESSIE MAPACHE
TID_TANUKI_JESSIE_SKIN_SHOP,JESSIE\nMAPACHE
TID_BLACK_BUNNY_PENNY_SKIN,PENNY CONEJA MALVADA
TID_BLACK_BUNNY_PENNY_SKIN_SHOP,PENNY\nCONEJA MALVADA
TID_COLLEGE_EMZ_SKIN,EMZ UNIVERSITARIA
TID_COLLEGE_EMZ_SKIN_SHOP,EMZ\nUNIVERSITARIA
TID_IAP_PSG_WEEKEND,FINDE DEL PSG
TID_IAP_APRIL20_0,"¡HOLA, ABRIL!"
TID_IAP_GOLDENWEEK20,SEMANA DORADA
TID_IAP_APRIL20_1,DOSIS PEQUEÑA
TID_IAP_APRIL20_2,MONEDAS Y MÁS MONEDAS
TID_BALL_30,Arena galáctica
TID_BALL_31,Césped artificial
TID_BALL_32,Campo abierto
TID_BALL_33,Centrocampo
TID_BALL_34,Playa combada
TID_BATTLE_ROYALE_44,Mil lagos
TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED,¡El botones ya está fortalecido!
TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE,¡El objetivo ya está activo!
TID_ACCESSORY_BLOCKED_FULL_AMMO,¡Tienes la munición máxima!
TID_ENTER_BIRTHDAY_BUTTON,¿Cuál es tu día de nacimiento?
TID_FREE_TEXT_CHAT_MUTED_OTHER,¡Otro de los jugadores tiene el chat silenciado!
TID_FREE_TEXT_CHAT_MUTED_LFG,¡El chat está silenciado cuando usas la opción Buscando equipo!
TID_FREE_TEXT_CHAT_MUTED_YOU,Has silenciado el chat. Ve al menú de jugadores en línea para volver a activarlo.
TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE,Aspecto de PSG
TID_KAKAO_TEAM_INVITED,INVITADO
TID_ACCESSORY_CHARGES_PER_MATCH,Municiones por partida: <NUM>
TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE,Aspecto de Supercell Make\n\nConcepto de\n<cff8000><CREDIT></c>
TID_CLAN_CANNOT_JOIN_NON_FF_CLAN,No puedes unirte a un club que no sea apto para todos.
TID_ALLIANCE_FF_FAILED_NO_RIGHTS,Solo el presidente del club puede hacer el club apto para todos.
TID_QQ_LOGIN_BUTTON,Iniciar sesión con QQ
TID_WECHAT_LOGIN_BUTTON,Iniciar sesión con WeChat
TID_GUEST_LOGIN_BUTTON,Iniciar sesión como invitado
TID_WECHAT_LOGGED_IN,Sesión iniciada con WeChat
TID_QQ_LOGGED_IN,Sesión iniciada con QQ
TID_WECHAT_LOGOUT_BUTTON,Cerrar sesión
TID_WECHAT_NOT_INSTALLED,Aún no has instalado WeChat.
TID_SHARE_DIALOG_TITLE,Compartir
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE,Nueva cuenta de juego
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM,Tu progreso actual está vinculado a otra cuenta. ¿Seguro que quieres iniciar sesión y crear una cuenta nueva con esta cuenta de QQ o WeChat?
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,¿Quieres cargar el progreso de <name> (nivel de XP <number>)?
TID_INFO_POP_UP_IAP_NOTE_TENCENT,"Brawl Stars es gratuito, pero puedes acelerar tu progreso con compras integradas."
TID_MULTIDEVICE_INFO_TENCENT,"Para jugar en varios dispositivos Android, inicia sesión con la misma cuenta de WeChat o QQ."
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,Sincronizar con tu cuenta
TID_LINK_SAME_PLATFORM_TENCENT,"Para jugar en varios dispositivos, inicia sesión con tu cuenta de WeChat o QQ desde los ajustes del juego.\n\nLuego inicia sesión con la misma cuenta de WeChat o QQ en el otro dispositivo; el progreso se sincronizará automáticamente."
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,"Tu progreso actual está vinculado de forma permanente a la cuenta con la que has iniciado sesión.\n\nDebido a que existe cierto progreso (has alcanzado el nivel <level> o has hecho una compra), no se puede sobrescribir."
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,"Para jugar en otro dispositivo Android, descarga Brawl Stars en la tienda de Tencent e inicia sesión con la misma cuenta de WeChat o QQ.\n\nEl progreso se sincronizará automáticamente."
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,Añade a tus amigos de Brawl Stars desde su perfil. Los amigos de WeChat o QQ se añaden automáticamente cuando inicias sesión.
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,"Brawl Stars es gratuito, pero puedes acelerar tu progreso con compras integradas. Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,Conflicto de cuentas
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,La cuenta en la que intentas iniciar sesión es diferente a la cuenta guardada localmente. ¿Quieres cambiar a la cuenta actual?
TID_BUTTON_CONFLICTING_ACCOUNT_YES,"Sí, quiero cambiar a la cuenta actual."
TID_BUTTON_CONFLICTING_ACCOUNT_NO,"No, quiero usar la cuenta original."
TID_TENCENT_AUTH_EXPIRED,La autorización ha caducado. Vuelve a iniciar sesión.
TID_BLOWER,GALE
TID_BLOWER_SHORT_DESC,HÍBRIDO
