TID,TR
TID_CHALLENGE_LIVES_PURCHASE_ERROR_3,Mücadele hakların bitmeden yeni hak satın alamazsın.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_4,Bu mücadele artık etkin değil.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_GENERIC,Yeni mücadele hakkı satın alınamıyor. Daha sonra tekrar dene.
TID_RANKED_COOLDOWN_FLOATER,Maç başlatılamıyor. GÜÇ LİGİNDEN <TIME> boyunca uzaklaştırıldın.
TID_RANKED_COOLDOWN_WARNING,Uzaklaştırılma süresi: <TIME>
TID_RANKED_ENEMY_P1,Kırmızı 1
TID_RANKED_ENEMY_P2,Kırmızı 2
TID_RANKED_ENEMY_P3,Kırmızı 3
TID_NOTIFICATION_RANKED_SEASON_STARTED,Yeni GÜÇ LİGİ sezonu başladı!
TID_NOTIFICATION_RANKED_SEASON_ENDING,GÜÇ LİGİ sezonu yakında bitiyor. Savaşa devam!
TID_POWER_LEAGUE_SEASON,GÜÇ LİGİ
TID_STARTING_SOON,Yakında başlıyor...
TID_RANKED_TEAM_SELECT_HINT_PICK,Savaşçını seç
TID_RANKED_TEAM_SELECT_HINT_BAN,Savaşçı yasakla
TID_RANKED_TEAM_SELECT_HINT_SP,Yıldız gücünü seç
TID_RANKED_TEAM_SELECT_HINT_SP_GADGET,Yıldız gücü ve aksesuarını seç
TID_RANKED_TEAM_SELECT_HINT_GADGET,Aksesuarını seç
TID_RANKED_TEAM_SELECT_HINT_NO_SP_NO_GADGET,HAZIRLAN!
TID_MSG_RANKED_ABANDON_MATCH,Bir GÜÇ LİGİ maçı bitmeden maçtan ayrıldın. Bunu sürekli yaparsan GÜÇ LİGİNDE kalıcı olarak engellenebilirsin!
TID_RANKED_REWARDS_QUALIFY,ÖDÜL HAKKI İÇİN BİR MAÇ OYNAMALISIN
TID_FRIEND_STATUS_RANKED,Güç Ligi
TID_CLAN_MEMBER_ONLINE_STATUS_15,<cff1e00>GÜÇ LİGİ</c>
TID_TEAM_MEMBER_STATUS_15,<cff1e00>GÜÇ LİGİ</c>
TID_TEAM_MEMBER_STATUS_NEW_15,GÜÇ LİGİ
TID_RANKED_TEAM_SELECT_PICK_BAN_TURN,SAVAŞÇI SEÇME VE YASAKLAMAYA KALAN:
TID_RANKED_TEAM_MODE_NOT_UNLOCKED,Takımdaki bir oyuncu bu modu açmamış!
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED,Güç Ligi maç tekrarlarını açmak için <RANK> rütbesine ulaşmalısın.
TID_TEAM_ERROR_RANKED_NOT_UNLOCKED,GÜÇ LİGİ henüz açılmadı
TID_RANKED_COINFLIP_LEADER_HEADER,Takım Lideri
TID_ROUND_OVER,Tur bitti
TID_GAME_OVER_KNOCKOUT_BLUE,Turu kaybettin!\nMaç bitti
TID_GAME_OVER_KNOCKOUT_RED,Turu kazandın!\nMaç bitti
TID_KNOCKOUT_BLUE,Turu kaybettin!
TID_KNOCKOUT_RED,Turu kazandın!
TID_GAME_MODE_20,NAKAVT
TID_GAME_MODE_20_DESC,"Nakavt turu yarışmasında üç maçtan ikisini kazanan galibiyet elde ediyor! Dikkatli ol, yok edilen savaşçılar turun geri kalanında oyun dışı kalır. Kısa bir süre sonra zehir bulutları kenarlardan haritaya sızmaya başlayacak, acele etmelisin!\n\nİki turu ilk kazanan takım maçı kazanır."
TID_KNOCKOUT_INTRO_TEXT,Rakip savaşçıları yok et!
TID_INBOX_CAPTION_72_28,HEDİYE: SİMGE
TID_RANKED_YOUR_TURN,SENİN SIRAN!
TID_RANKED_BAN_YOUR_TURN,SENİN YASAKLAMA SIRAN!
TID_RANKED_PICK_YOUR_TURN,SENİN SEÇME SIRAN!
TID_KNOCKOUT_TIEBREAK_BAR,Eşitliği bozma hasarı
TID_HOMESCREEN_INFO_RANKED_SOLO,Güç Ligi savaşlarını kazandıkça daha yüksek rütbelere ulaşır ve daha iyi ödüller alırsın.\n\nŞu anki SOLO RÜTBEN:\n<RANK>
TID_HOMESCREEN_INFO_RANKED_TEAM,Güç Ligi savaşlarını kazandıkça daha yüksek rütbelere ulaşır ve daha iyi ödüller alırsın.\n\nŞu anki TAKIM RÜTBEN:\n<RANK>
TID_NAME_TECHNICAL_ERROR_TRY_AGAIN,"Teknik bir hata nedeniyle ad kontrol edilemiyor, lütfen daha sonra tekrar dene."
TID_NOTIFICATION_KNOCKOUT,Yeni NAKAVT haritası açıldı! Yeni ödüller kazanma zamanı!
TID_HERO_AND_SKIN_PREVIEW_BP_HERO,BRAWL PASS SAVAŞÇISI
TID_HERO_AND_SKIN_PREVIEW_BP_SKIN,BRAWL PASS ÖZEL KOSTÜMÜ
TID_HERO_AND_SKIN_PREVIEW_TR_HERO,KUPA YOLU SAVAŞÇISI
TID_HERO_AND_SKIN_PREVIEW_PL_SKIN,GÜÇ LİGİ ÖZEL KOSTÜMÜ
TID_HERO_AND_SKIN_PREVIEW_CHALLENGE_SKIN,MÜCADELE ZAFERİ KOSTÜMÜ
TID_MSG_RANKED_ABANDON_MATCH_BANNED,Çok sayıda maçı yarıda bıraktığın için GÜÇ LİGİ'nden geçici olarak uzaklaştırıldın.\n\nMaçları yarıda bırakmaya devam edersen daha uzun süre uzaklaştırılacaksın ve rütbe skorun azaltılacak.
TID_MSG_RANKED_ABANDON_MATCH_BANNED_ELO,Çok sayıda maçı yarıda bıraktığın için GÜÇ LİGİ'nden geçici olarak uzaklaştırıldın ve rütbe skorun azaltıldı.\n\nMaçları yarıda bırakmaya devam edersen daha uzun süre uzaklaştırılacaksın ve rütbe skorun daha da azaltılacak.
TID_BRAWL_PASS_SEASON_5,ALTIN KOL ÇETESİ
TID_ARCHVILLAIN_BEA_SKIN,BAŞ DÜŞMAN BEA
TID_ARCHVILLAIN_BEA_SKIN_SHOP,BAŞ DÜŞMAN\nBEA
TID_NEKO_BEA_SKIN,NEKO BEA
TID_NEKO_BEA_SKIN_SHOP,NEKO\nBEA
TID_GOLD_NEKO_BEA_SKIN,ALTIN NEKO BEA
TID_GOLD_NEKO_BEA_SKIN_SHOP,ALTIN NEKO\nBEA
TID_LANTERN_SANDY_SKIN,FENER SANDY
TID_LANTERN_SANDY_SKIN_SHOP,FENER\nSANDY
TID_MARSHAL_RUFFS_SKIN,MAREŞAL RUFFS
TID_MARSHAL_RUFFS_SKIN_SHOP,MAREŞAL\nRUFFS
TID_BELLE_GOLDHAND_SKIN,ALTIN EL BELLE
TID_BELLE_GOLDHAND_SKIN_SHOP,ALTIN EL\nBELLE
TID_GUNSLINGER_COLT_SKIN,SİLAHŞOR COLT
TID_GUNSLINGER_COLT_SKIN_SHOP,SİLAHŞOR\nCOLT
TID_SALOON_8BIT_SKIN,BAR DEMİRBAŞI 8-BIT
TID_SALOON_8BIT_SKIN_SHOP,BAR DEMİRBAŞI\n8-BIT
TID_QUICK_DRAW_EDGAR_SKIN,HIZLI SİLAHŞOR EDGAR
TID_QUICK_DRAW_EDGAR_SKIN_SHOP,HIZLI SİLAHŞOR\nEDGAR
TID_MISFORTUNE_TARA_SKIN,TALİH DÜŞMANI TARA
TID_MISFORTUNE_TARA_SKIN_SHOP,TALİH DÜŞMANI\nTARA
TID_AMBER_DE_LA_VEGA_SKIN,AMBER DE LA VEGA
TID_AMBER_DE_LA_VEGA_SKIN_SHOP,AMBER\nDE LA VEGA
TID_DYI_SURGE_SKIN,EL YAPIMI SURGE
TID_DYI_SURGE_SKIN_SHOP,EL YAPIMI\nSURGE
TID_MAR2021MAPS_1,Yılan Nehri
TID_MAR2021MAPS_2,Issız Zirve
TID_MAR2021MAPS_3,Küçük Kapı
TID_MAR2021MAPS_4,Keskin Yara
TID_MAR2021MAPS_5,Çiftlik Kitabı
TID_MAR2021MAPS_6,Eski Kasaba
TID_MAR2021MAPS_7,Yılan Dişi
TID_MAR2021MAPS_8,Suç Nehri
TID_MAR2021MAPS_9,Zalim Düzlükler
TID_MAR2021MAPS_10,Belle'in Kayaları
TID_MAR2021MAPS_11,Kafatası Geçidi
TID_MAR2021MAPS_12,Temiz Şehir
TID_MAR2021MAPS_13,Yüksekteki Kaplıca
TID_MAR2021MAPS_14,Altın Kol Geçidi
TID_KNOCKOUT_01,Darboğaz
TID_KNOCKOUT_02,Orta Yol
TID_KNOCKOUT_03,Yarış
TID_KNOCKOUT_04,Hızlı Şok
TID_KNOCKOUT_05,Çifte Blöf
TID_KNOCKOUT_06,Yılan Deliği
TID_KNOCKOUT_07,Bölüşme
TID_TRUE_GOLD_NITA_SKIN,SAF ALTIN NITA
TID_TRUE_GOLD_NITA_SKIN_SHOP,SAF ALTIN\nNITA
TID_TRUE_GOLD_SPIKE,SAF ALTIN SPIKE
TID_TRUE_GOLD_SPIKE_SHOP,SAF ALTIN\nSPIKE
TID_TRUE_GOLD_GENE,SAF ALTIN GENE
TID_TRUE_GOLD_GENE_SHOP,SAF ALTIN\nGENE
TID_TRUE_SILVER_NITA_SKIN,SAF GÜMÜŞ NITA
TID_TRUE_SILVER_NITA_SKIN_SHOP,SAF GÜMÜŞ\nNITA
TID_TRUE_SILVER_SPIKE,SAF GÜMÜŞ SPIKE
TID_TRUE_SILVER_SPIKE_SHOP,SAF GÜMÜŞ\nSPIKE
TID_TRUE_SILVER_GENE,SAF GÜMÜŞ GENE
TID_TRUE_SILVER_GENE_SHOP,SAF GÜMÜŞ\nGENE
TID_CHALLENGE_TEASER_INFO_NOUNIQUE,"<CHALLENGE> başlıyor!\n\n<WIN> maç kazan ve ödülünü al! Arkadaşlarınla oynayabilirsin veya şansını yükseltmek için \qTakım Arıyorum\q özelliğini kullanabilirsin.\n\nMücadele <DURATION> saat sürecek, kaçırma!"
TID_CC_POPUP_TITLE_ANNIVERSARY,YIL DÖNÜMÜ MÜCADELESİ
TID_CC_POPUP_QUALIFY_INFO_GENERIC_NOUNIQUE,Ücretsiz mega kutu kazanmak için mücadeleyi başarıyla tamamla!
TID_QUALIFIED_INFO_GENERIC_NOUNIQUE,"Tebrikler, <CHALLENGE> başarıyla tamamlandı! Ücretsiz bir mega kutu kazandın!"
TID_INBOX_CAPTION_65,BAĞIŞ: KOSTÜM ALMA SEÇENEĞİ
TID_ROPE_DUDE,BUZZ
TID_ROPE_DUDE_SHORT_DESC,SUİKASTÇİ
TID_ROPE_DUDE_DESC,"Buzz, Velocirapids'de cankurtaran olarak çalışıyor. Sürekli olarak torpido şamandırasını atabileceği birilerini arar, ancak fırlatma konusunda biraz fazla heveslidir."
TID_ROPE_DUDE_WEAPON,BUZZ ELLER
TID_ROPE_DUDE_WEAPON_DESC,"Buzz, cankurtaran düdüğünü çalar ve koni şeklinde bir alanda düşmanlara beş kez hasar verir."
TID_ROPE_DUDE_ULTI,TORPİDO ATIŞI
TID_ROPE_DUDE_ULTI_DESC,"Buzz, torpido şamandırasını atar. Şamandıra bir rakibe veya duvara çarparsa Buzz kendini oraya çeker ve varış noktasındaki rakipleri sersemletir."
TID_SPEC_ABI_ROPE_DUDE_1,GÜÇLÜ TORPİDO
TID_SPEC_ABI_ROPE_DUDE_1_DESC,Buzz'ın süper saldırısında minimum sersemletme süresi <c00cc00><VALUE1></c> saniye artar.
TID_SPEC_ABI_ROPE_DUDE_2,KESKİN GÖZLER
TID_SPEC_ABI_ROPE_DUDE_2_DESC,Buzz'ın süper saldırısını dolduran alan <c00cc00>%<VALUE1></c> genişler.
TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI,YEDEK ŞAMANDIRA
TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI_DESC,Süper saldırıyı anında doldurur ancak sonraki torpido atışı rakipleri sersemletmez.
TID_DONATION_FROM_SUPPORT,BRAWL STARS DESTEK'TEN HEDİYE
TID_ASSAULT_SHOTGUN,GRIFF
TID_ASSAULT_SHOTGUN_SHORT_DESC,GÖZETMEN
TID_ASSAULT_SHOTGUN_DESC,"Griff, Starr Park'ta hediye dükkanının sahibidir. İşler kesat olsa da paraları har vurup harman savurur. Tabii çalışanların bahşiş kavanozundan aldığı paraları!"
TID_ASSAULT_SHOTGUN_WEAPON,YAZI TURA
TID_ASSAULT_SHOTGUN_WEAPON_DESC,"Öfkeli Griff, rakiplerine para fırlatır. Koni şeklinde yayılan üç ayrı atış yapar."
TID_ASSAULT_SHOTGUN_ULTI,PARA İADESİ
TID_ASSAULT_SHOTGUN_ULTI_DESC,"Griff, geniş koni şeklinde yayılan keskin kenarlı bir sürü banknot fırlatır. Banknotlar, onlardan ayrılamayan Griff'e geri döner, bu sırada aynı hedefe iki kez hasar verebilir. Düşmanlar ne kadar uzaktaysa o kadar fazla hasar verir."
TID_SPEC_ABI_ASSAULT_SHOTGUN_1,ÜSTÜ KALSIN
TID_SPEC_ABI_ASSAULT_SHOTGUN_1_DESC,"Öfkeli Griff, paralarını daha hızlı fırlatır, tam salvo için gereken süre <c00cc00>%<VALUE1></c> azalır."
TID_SPEC_ABI_ASSAULT_SHOTGUN_2,İŞ DİSİPLİNİ
TID_SPEC_ABI_ASSAULT_SHOTGUN_2_DESC,"Her <c00cc00><VALUE2></c> saniyede bir Griff, kaybettiği sağlığın <c00cc00>%<VALUE1></c> kadarını geri kazanır."
TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB,KUMBARA
TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB_DESC,"Griff, yere maytap dolu bir kumbara bırakır. Bu kumbara kısa bir süre sonra patlayarak engelleri yok eder ve etki alanındaki düşmanlara <c00cc00><VALUE1></c> hasar verir."
TID_KNIGHT,ASH
TID_KNIGHT_SHORT_DESC,TANK
TID_KNIGHT_DESC,Temizlemesi gereken çöpler Ash'i deli ediyor. Hasar aldığında veya verdiğinde daha da çok öfkeleniyor. Öfkesiyle daha hızlı ve tehlikeli hale gelse de zamanla sakinleşiyor.
TID_KNIGHT_WEAPON,TEMİZLİK
TID_KNIGHT_WEAPON_DESC,"Ash, süpürgesini öfkeyle savurur. Yolundan çekilmeyenler pişman olur!"
TID_KNIGHT_ULTI,KÜÇÜK YARDIMCILAR
TID_KNIGHT_ULTI_DESC,Temizliğe yardım eden küçük robot fareler! Rakiplere dokununca patlıyorlar ve Ash buna çok öfkeleniyor.
TID_SPEC_ABI_KNIGHT_1,İLK DARBE
TID_SPEC_ABI_KNIGHT_1_DESC,"Ash, saldırıları tam doluyken bir düşmana vurduğunda daha da fazla öfkelenir. Öfkesi <c00cc00>%<VALUE1></c> artar."
TID_SPEC_ABI_KNIGHT_2,DELİYE DÖNMÜŞ
TID_SPEC_ABI_KNIGHT_2_DESC,"Ash, öfkelendikçe silahını daha hızlı doldurmaya başlar ve maksimumda <c00cc00>%<VALUE1></c> daha hızlı doldurur."
TID_ACCESSORY_KNIGHT_HEAL,ÖFKE İLACI
TID_ACCESSORY_KNIGHT_HEAL_DESC,"Ash, sürekli öfkeli olsa da zaman zaman sakinleşmek ona iyi geliyor. Bu aksesuarı kullandığında öfkesi tam doluysa sağlığı <c00cc00><VALUE1></c> puan artıyor. Öfkesi az olduğunda daha az iyileşiyor."
TID_MECHA_DUDE,MEG
TID_MECHA_DUDE_SHORT_DESC,TANK
TID_MECHA_DUDE_DESC,"Meg'in iki modu vardır: normal mod ve robotuna binip savaştığı robot modu. Robot, zamanla sağlık kaybeder ve yok edildiğinde Meg normal moduna geri döner."
TID_MECHA_DUDE_WEAPON,HEDEF BELİRLENDİ
TID_MECHA_DUDE_WEAPON_DESC,"Meg, silahıyla düşmanları rahatsız edecek seri atışlar yapar."
TID_MECHA_DUDE_ULTI,MEGA MAKİNE
TID_MECHA_DUDE_ULTI_DESC,"Meg, robotuna atlayıp ortalığı birbirine katar!"
TID_MECHA_DUDE_BIG_WEAPON,KALABALIK KONTROLÜ
TID_MECHA_DUDE_BIG_WEAPON_DESC,Hiçbir şeyi şansa bırakmayan güçlü bir yaylım ateşi. Kalabalığı dağıtmanın en hızlı yolu!
TID_MECHA_DUDE_BIG_ULTI,ÇELİĞİ HİSSET
TID_MECHA_DUDE_BIG_ULTI_DESC,"Robot, kollarıyla güçlü bir darbe vurup düşmanlara gününü gösterir."
TID_SPEC_ABI_MECHA_DUDE_1,KUVVET ALANI
TID_SPEC_ABI_MECHA_DUDE_1_DESC,"Meg, robotu yok edildiğinde <c00cc00><VALUE2></c> saniyeliğine <c00cc00>%<VALUE1></c> kalkan elde eder."
TID_SPEC_ABI_MECHA_DUDE_2,AĞIR METAL
TID_SPEC_ABI_MECHA_DUDE_2_DESC,"Robot, süresi dolduğunda patlayarak yakındaki hedeflere <c00cc00><VALUE1></c> hasar verir ve hepsini geri püskürtür."
TID_ACCESSORY_MECHA_DUDE_HEAL,VOLTAJ MAKİNESİ
TID_ACCESSORY_MECHA_DUDE_HEAL_DESC,"Robot, <c00cc00><VALUE2></c> saniye boyunca saniyede <c00cc00><VALUE1></c> puan iyileşir."
TID_FLAMENGO_MIKE_SKIN,FLAMENGO MIKE
TID_LDU_QUITO_MIKE_SKIN,LDU QUITO MIKE
TID_CHIVAS_MIKE_SKIN,CHIVAS MIKE
TID_UNIVERSITARIO_PRIMO_SKIN,EL PRIMO UNIVERSITARIO
TID_NACIONAL_PRIMO_SKIN,EL PRIMO CLUB NACIONAL
TID_CORINTHIANS_PRIMO_SKIN,EL PRIMO CORINTHIANS
TID_BOCA_SHELLY_SKIN,BOCA JUNIORS SHELLY
TID_AMERICA_SHELLY_SKIN,AMERICA SHELLY
TID_UDC_SHELLY_SKIN,U DE CHILE SHELLY
TID_RIVER_PLATE_COLT_SKIN,RIVER PLATE COLT
TID_CERRO_PORTENO_COLT_SKIN,CERRO PORTEÑO COLT
TID_ATL_NACIONAL_COLT_SKIN,ATL. NACIONAL COLT
TID_FLAMENGO_MIKE_SKIN_SHOP,FLAMENGO\nMIKE
TID_LDU_QUITO_MIKE_SKIN_SHOP,LDU QUITO\nMIKE
TID_CHIVAS_MIKE_SKIN_SHOP,CHIVAS\nMIKE
TID_UNIVERSITARIO_PRIMO_SKIN_SHOP,EL PRIMO\nUNIVERSITARIO
TID_NACIONAL_PRIMO_SKIN_SHOP,EL PRIMO\nCLUB NACIONAL
TID_CORINTHIANS_PRIMO_SKIN_SHOP,EL PRIMO\nCORINTHIANS
TID_BOCA_SHELLY_SKIN_SHOP,BOCA JUNIORS\nSHELLY
TID_AMERICA_SHELLY_SKIN_SHOP,AMERICA\nSHELLY
TID_UDC_SHELLY_SKIN_SHOP,U DE CHILE\nSHELLY
TID_RIVER_PLATE_COLT_SKIN_SHOP,RIVER PLATE\nCOLT
TID_CERRO_PORTENO_COLT_SKIN_SHOP,CERRO PORTEÑO\nCOLT
TID_ATL_NACIONAL_COLT_SKIN_SHOP,ATL. NACIONAL\nCOLT
TID_CLUB_AMERICA_COLT_SKIN,CLUB AMERICA COLT
TID_CLUB_AMERICA_COLT_SKIN_SHOP,CLUB AMERICA\nCOLT
TID_SKIN_INFO_CAMPAIGN_LAML,GÜNEY AMERİKA MASTER LİGİ
TID_GAME_MODE_21,KUPAYI KORU
TID_GAME_MODE_21_DESC,Puan kazanmak için kupayı elinde tut! %100'e ilk ulaşan takım maçı kazanır.
TID_HOLD_THE_BALL_INTRO_TEXT,Puan toplamak için kupayı koru!
TID_GAME_MODE_22,BASKET SAVAŞI
TID_GAME_MODE_22_DESC,"Topu rakip takımın potasına at. Yakından atarsan iki puan, çizginin dışından atarsan üç puan alırsın. Bir takım 5 puana ulaştığında veya süre dolduğunda maç sona erer."
TID_BASKET_BRAWL_INTRO_TEXT,Basket atma zamanı!
TID_GAME_MODE_23,VOLEYBOL SAVAŞI
TID_GAME_MODE_23_DESC,Topu rakip takımın alanına düşürerek puan topla. 2 puana ilk ulaşan takım kazanır! Top oyunda kaldıkça hızlanıyor!
TID_VOLLEY_BRAWL_INTRO_TEXT,Topu rakip tarafa gönder!
TID_AVOID_POISON_PRC,请寻找安全去！
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO_PRC,独自作战
TID_SHOWDOWN_END_PRC,决赛圈！
TID_MATCHMAKE_FAILED_22,Seçtiğin kostüm şu anda kullanılamıyor.
TID_MATCHMAKE_FAILED_23,Seçtiğin savaşçı şu anda kullanılamıyor.
TID_LEAVE_BATTLE_DESC,İlk 3'e girdin!\nFinal şampiyonluğuna ilerlemeye devam edecek misin?
TID_LEAVE_BATTLE_DESC_TEAMS,İlk 2'ye girdin!\nFinal şampiyonluğuna ilerlemeye devam edecek misin?
TID_LEAVE_BATTLE_DESC_WAIT_TEAM_EXIT,Çıkış oyu verildi.\nTakım yanıtı bekleniyor (<SECONDS> sn)
TID_LEAVE_BATTLE_BUTTON_EXIT,ÇIKIŞ
TID_LEAVE_BATTLE_BUTTON_CONTINUE,DEVAM (<SECONDS> sn)
TID_CHINA_LOGIN_AA_POPUP_DESC,1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理：\n游戏中部分玩法和道具需要付费。未满8周岁的用户不能付费；8周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。未成年人用户每日22点到次日8点不得使用，法定节假日每天不得使用超过3小时，其他时间每天不得使用超过1.5小时。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_CHINA_LOGIN_AA_POPUP_TITLE,提示说明
TID_LAML_FOOTBALL_SKINS_INFO,<NUM> Futbol Takımının Kostümleri
TID_SKIN_GROUP_PRICE_FOR_EACH,HER BİRİ <NUM> ELMAS
TID_SKIN_GROUP_PRICE_STARTING_FROM,EN DÜŞÜK:
TID_SKIN_INFO_CAMPAIGN_LAML_TITLE,GÜNEY AMERİKA MASTER LİGİ KOSTÜMLERİ
TID_SKIN_GROUP_POPUP_ALREADY_BOUGHT,Bu kostüm sende zaten var.
TID_SKIN_GROUP_POPUP_BRAWLER_LOCKED,Bu kostümü almak için savaşçıyı açmalısın.
TID_TEAM_GOAL,Mavi takım puan aldı!
TID_OPPONENT_GOAL,Kırmızı takım puan aldı!
TID_TEAM_GOAL_MATCH_OVER,Mavi takım puan aldı!\nMaç bitti.
TID_OPPONENT_GOAL_MATCH_OVER,Kırmızı takım puan aldı!\nMaç bitti.
TID_HOOP_GOAL,"<name>\n, <points> puan aldı!"
TID_HOOP_GOAL_MATCH_OVER,"<name>\n, <points> puan aldı!\n\nMaç bitti."
TID_SKIN_INFO_CAMPAIGN_PUNK_TITLE,BAD RANDOMS
TID_PUNK_SKINS_INFO,Punk Grubu Kostüm Seti
TID_CC_POPUP_TITLE_CHALLENGE,ÖZEL MÜCADELE
TID_TRUE_GOLD_COLT_SKIN,SAF ALTIN COLT
TID_TRUE_GOLD_COLT_SKIN_SHOP,SAF ALTIN\nCOLT
TID_TRUE_GOLD_MRP_SKIN,SAF ALTIN MR. P
TID_TRUE_GOLD_MRP_SKIN_SHOP,SAF ALTIN\nMR. P
TID_TRUE_SILVER_COLT_SKIN,SAF GÜMÜŞ COLT
TID_TRUE_SILVER_COLT_SKIN_SHOP,SAF GÜMÜŞ\nCOLT
TID_TRUE_SILVER_MRP_SKIN,SAF GÜMÜŞ MR. P
TID_TRUE_SILVER_MRP_SKIN_SHOP,SAF GÜMÜŞ\nMR. P
TID_PUNK_STU_SKIN,KORKUNÇ STU
TID_PUNK_STU_SKIN_SHOP,KORKUNÇ\nSTU
TID_PUNK_POCO_SKIN,PİS POCO
TID_PUNK_POCO_SKIN_SHOP,PİS\nPOCO
TID_PUNK_BUZZ_SKIN,DOĞUŞTAN KÖTÜ BUZZ
TID_PUNK_BUZZ_SKIN_SHOP,DOĞUŞTAN KÖTÜ\nBUZZ
TID_PUNK_BIBI_SKIN,ZALİM BIBI
TID_PUNK_BIBI_SKIN_SHOP,ZALİM\nBIBI
TID_HERMES_MAX_SKIN,HERMES MAX
TID_HERMES_MAX_SKIN_SHOP,HERMES\nMAX
TID_MB_DARRYL_SKIN,MEGA KUTU DARRYL
TID_MB_DARRYL_SKIN_SHOP,MEGA KUTU\nDARRYL
TID_BURGER_LOU_SKIN,BURGER LOU
TID_BURGER_LOU_SKIN_SHOP,BURGER\nLOU
TID_SURFER_CARL_SKIN,SÖRFÇÜ CARL
TID_SURFER_CARL_SKIN_SHOP,SÖRFÇÜ\nCARL
TID_COCO_ROSA_SKIN,COCO ROSA
TID_COCO_ROSA_SKIN_SHOP,COCO\nROSA
TID_JETSKI_JACKY_SKIN,JET SKI JACKY
TID_JETSKI_JACKY_SKIN_SHOP,JET SKI\nJACKY
TID_DINO_LEON_SKIN,DİNOZOR LEON
TID_DINO_LEON_SKIN_SHOP,DİNOZOR\nLEON
TID_WHALEWATCH_NITA_SKIN,BALİNA BEKÇİSİ NITA
TID_WHALEWATCH_NITA_SKIN_SHOP,BALİNA BEKÇİSİ\nNITA
TID_BEACHTIME_MORTIS_SKIN,MORTIS SAHİLDE
TID_BEACHTIME_MORTIS_SKIN_SHOP,MORTIS\nSAHİLDE
TID_SD_JUNE21_1,Karanlık Fanteziler
TID_SD_JUNE21_2,Büyük Kemerler
TID_SD_JUNE21_3,Riskli Falezler
TID_SD_JUNE21_4,Tutuşma
TID_SD_JUNE21_5,Mistik Dokunuş
TID_SD_JUNE21_6,Tuzak Haritası
TID_SD_JUNE21_7,Zehirli Ağaç
TID_GG_JUNE21_1,Yıldız Tozu Fırtınası
TID_GG_JUNE21_2,Tatlı Hayaller
TID_GG_JUNE21_3,Güdümlü Torpido
TID_GG_JUNE21_4,Elmas Koşusu
TID_GG_JUNE21_5,Şeker Pekmezi
TID_GG_JUNE21_6,Su Kaydırağı
TID_BB_JUNE21_1,Yan Saldırı
TID_BB_JUNE21_2,Dalga Darbesi
TID_BB_JUNE21_3,Retina
TID_BB_JUNE21_4,Kaplumbağa Kabuğu
TID_BB_JUNE21_5,Yapışkan Notlar
TID_BB_JUNE21_6,İdeal Vuruş
TID_BB_JUNE21_7,Son Anda
TID_HEIST_JUNE21_1,Kalabalık
TID_HEIST_JUNE21_2,Haydut Kancası
TID_HEIST_JUNE21_3,Taze Soğan
TID_HEIST_JUNE21_4,Sağlıcakla Kal
TID_HZ_JUNE21_1,Zaman Sıçraması
TID_HZ_JUNE21_2,Demir Kablolar
TID_HZ_JUNE21_3,Sabotaj Şeridi
TID_HZ_JUNE21_4,Yüzleşme
TID_BOUNTY_JUNE21_1,Fırtına Saldırısı
TID_BOUNTY_JUNE21_2,Sarma Manevrası
TID_SIEGE_JUNE21_1,Sağlam Temizlik
TID_SIEGE_JUNE21_2,Pas Kemeri
TID_VOLLEY_01,Kaplan Atlayışı
TID_VOLLEY_02,Blok Partisi
TID_VOLLEY_03,Derin Çapraz Smaç
TID_VOLLEY_04,Güçlü Taraf
TID_VOLLEY_05,El Üstü Sektirme
TID_VOLLEY_06,Mahalle Maçı
TID_VOLLEY_07,Uçan Servis
TID_BASKET_01,Bencil Oyuncu
TID_BASKET_02,Ters Geçiş
TID_BASKET_03,Yerden Pas
TID_BASKET_04,Top Kaybı
TID_BASKET_05,Alley Oop
TID_BASKET_06,Smaç
TID_BASKET_07,Triple-Double
