"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargeSkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","MainAttackOverchargedProjectile","SecondaryProjectile","ThirdProjectile","UltiProjectile","OverchargedUltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","PoisonEffect","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","CustomEffect1","CustomEffect2"
"JetpackGirlDefault","JetpackGirl","janet_geo.glb","","","janet_portrait.glb","","JanetIdle","JanetWalk","JanetAttack","JanetSuper","JanetSuper","JanetAttackRecoil","","","","JanetIdle","JanetPushback","","JanetWin","JanetWinloop","","JanetLose","JanetLoseloop","JanetWin","JanetWinloop","JanetIdle","JanetWin","JanetWinloop","JanetWin","","JanetIdle","JanetIdle","JanetPortrait","","","JanetIdle","CrowMechaIdle","","","","","","JanetStill","JanetStill","JanetWin","JanetWinLoop","","JanetLose","JanetLoseLoop","JanetWin","JanetWinLoop","JanetWinLoop","JanetWin","JanetWinLoop","JanetWin","JanetStill","JanetStill","janet_def_lobby","janet_def_lobby","janet_def_lobby","janet_def_lobby","janet_def_lose","","true","","","","","","","","janet_def_atk","","","","","","","","","","","","","","","janet_height_pillar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeMang","BullDude","bull_mang_geo.glb","","","bull_mang_portrait.glb","","BullDudeMangIdle","BullDudeMangWalk","BullDudeMangPrimary","BullDudeMangSecondary","BullDudeMangSecondary","BullDudeMangRecoil","","BullDudeMangRecoil","","BullDudeMangReload","BullDudeMangPushback","","BullDudeMangWin","BullDudeMangWinloop","","BullDudeMangLose","BullDudeMangLoseloop","BullDudeMangWin","BullDudeMangWinloop","BullDudeMangIdle","BullDudeMangWin","BullDudeMangWinloop","BullDudeMangWin","","BullDudeMangIdle","BullDudeMangIdle","BullDudeMangProfile","","","BullDudeMangProfile","BullRockIdle","","","","","","Bull006Still","Bull006Still","Bull006Win","Bull006WinLoop","","Bull006Lose","Bull006LoseLoop","Bull006Win","Bull006WinLoop","Bull006WinLoop","Bull006Win","Bull006WinLoop","Bull006Win","Bull006Still","Bull006Still","","","","","bull_005_lobby_lose","","true","","Bull005Projectile","","","","","","bull_005_atk","","","","","","","","","","","","","","","bull_005_ulti_loop","bull_005_ulti_loop_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlDefault","CannonGirl","clyde_geo.glb","","","clyde_pose_portrait.glb","","CannonGirlDefaultIdle","CannonGirlDefaultWalk","CannonGirlDefaultAttack","","","CannonGirlDefaultAttackRecoil","","","","CannonGirlDefaultReload","CannonGirlDefaultPushback","","CannonGirlDefaultWin","CannonGirlDefaultWinloop","","CannonGirlDefaultLose","CannonGirlDefaultLoseloop","CannonGirlDefaultWin","CannonGirlDefaultWinloop","CannonGirlDefaultIdle","CannonGirlDefaultWin","CannonGirlDefaultWinloop","CannonGirlDefaultWin","","CannonGirlDefaultIdle","CannonGirlDefaultIdle","CannonGirlDefaultProfile","CannonGirlDefaultWinloop","","CannonGirlDefaultProfile","CarlPirateIdle","","","","","","BonnieStill","BonnieStill","BonnieWin","BonnieWinLoop","","BonnieLose","BonnieLoseLoop","BonnieWin","BonnieWinLoop","BonnieWinLoop","BonnieWin","BonnieWinLoop","BonnieWin","BonnieStill","BonnieStill","bonnie_def_lobby","bonnie_def_lobby","bonnie_def_lobby","bonnie_def_lobby","","","true","","","","","","","","bonnie_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","CannonGirlExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bonnie_def_fire","","","","","","","","","","",""
"CannonGirlSmallDefault","CannonGirlSmall","bonnie_geo.glb","","","clyde_portrait_cam.glb","","CannonGirlSmallDefaultIdle","CannonGirlSmallDefaultWalk","CannonGirlSmallDefaultAttack","CannonGirlSmallDefaultMegSuper","CannonGirlSmallDefaultMegSuper","CannonGirlSmallDefaultRecoil","CannonGirlSmallDefaultRecoil2","CannonGirlSmallDefaultMegSuperRecoil","CannonGirlSmallDefaultLouchadorSecondary","CannonGirlSmallDefaultReload","CannonGirlSmallDefaultPushback","","CannonGirlSmallDefaultWin","CannonGirlSmallDefaultWinloop","","CannonGirlSmallDefaultLose","CannonGirlSmallDefaultLoseloop","CannonGirlSmallDefaultWin","CannonGirlSmallDefaultWinloop","CannonGirlSmallDefaultIdle","CannonGirlSmallDefaultWin","CannonGirlSmallDefaultWinloop","CannonGirlSmallDefaultWin","","CannonGirlSmallDefaultIdle","CannonGirlSmallDefaultIdle","CannonGirlSmallDefaultProfile","","","CannonGirlSmallDefaultProfile","LeonIdle","","","","","","BonnieStill","BonnieStill","BonnieWin","BonnieWinLoop","","BonnieLose","BonnieLoseLoop","BonnieWin","BonnieWinLoop","BonnieWinLoop","BonnieWin","BonnieWinLoop","BonnieWin","BonnieStill","BonnieStill","","","","","","","","","","","","","","","bonnie_def_atk_small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","driller_def_moving","","bonnie_def_atk_fly_smoke","","","","","","","","","","","",""
"JetpackGirlDamageTowerDefault","JetpackGirlDamageTower","janet_gadget_speakers_geo.glb","","","portrait_cam.scw","","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","","JetpackGirlDamageTowerDefaultIdle","","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","","JetpackGirlDamageTowerDefaultSpawn","JetpackGirlDamageTowerDefaultIdle","","","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultSpawn","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","","JetpackGirlDamageTowerDefaultIdle","","","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","JetpackGirlDamageTowerDefaultIdle","","","JetpackGirlDamageTowerDefaultIdle","8bitTurretIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerCooky","Driller","jacky_cooky_geo.glb","","","jacky_portrait.scw","","DrillerCookyIdle","DrillerCookyWalk","DrillerCookyAttack","DrillerCookySuper","DrillerCookySuper","DrillerCookyRecoil","","DrillerCookySuperRecoil","","DrillerCookyIdle","DrillerCookyIdle","","DrillerCookyHappy","DrillerCookyHappyLoop","","DrillerCookyLose","DrillerCookyLoseloop","DrillerCookyHappy","DrillerCookyHappyLoop","DrillerCookyIdle","DrillerCookyHappy","DrillerCookyHappyLoop","DrillerCookyHappy","","DrillerCookyIdle","DrillerCookyIdle","DrillerCookyPortrait","","","DrillerCookyIntro","JackyIdle","","","","","","Jacky004Still","Jacky004Still","Jacky004Win","Jacky004WinLoop","","Jacky004Lose","Jacky004LoseLoop","Jacky004Win","Jacky004WinLoop","Jacky004WinLoop","Jacky004Win","Jacky004WinLoop","Jacky004WinLoop","Jacky004Still","Jacky004Still","driller_005_lobby","driller_005_lobby","driller_005_lobby","driller_005_lobby","driller_005_lobby_lose","","","","","","","","","","","","","","","","","","","driller_005_ulti_use_floor","","","","","","driller_005_ulti_use","","","","","","","","","Driller_005_atk","","Driller_005_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","driller_def_moving","","","","","","","","","","","","","",""
"EnragerTata","Enrager","edgar_tata_geo.glb","","","edgar_base_cam.scw","","EnragerTataIdle","EnragerTataWalk","EnragerTataAttack","EnragerTataSuper","EnragerTataSuper","EnragerTataRecoil","","EnragerTataSuper","","","EnragerTataPushback","","EnragerTataWin","EnragerTataWinloop","","EnragerTataLose","EnragerTataLoseloop","EnragerTataWin","EnragerTataWinloop","EnragerTataIdle","EnragerTataWin","EnragerTataWinloop","EnragerTataWin","","EnragerTataIdle","EnragerTataIdle","EnragerTataProfile","","","EnragerTataIdle","EdgarIdle","","","","","","Edgar005Win","Edgar005Win","Edgar005Win","Edgar005WinLoop","","Edgar005Lose","Edgar005LoseLoop","Edgar005Win","Edgar005WinLoop","Edgar005WinLoop","Edgar005Win","Edgar005WinLoop","Edgar005Win","Edgar005Still","Edgar005Still","edgar_005_lobby","edgar_005_lobby","edgar_005_lobby","edgar_005_lobby","edgar_005_lobby_lose","","true","","Enrager005Projectile","","","","","","edgar_005_atk","","","","","","","","","edgar_005_ulti","","edgar_005_ulti_end","","","","edgar_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindBiker","Whirlwind","carl_stuntman_geo.glb","","","carl_base_cam.scw","","WhirlwindBikerIdle","WhirlwindBikerWalk","WhirlwindBikerAttack","WhirlwindBikerSecondary","WhirlwindBikerSecondary","WhirlwindBikerAttackRecoil","","WhirlwindBikerSecondaryRecoil","","WhirlwindBikerReload","WhirlwindBikerIdle","","WhirlwindBikerWin","WhirlwindBikerWinloop","","WhirlwindBikerLose","WhirlwindBikerLoseloop","WhirlwindBikerWin","WhirlwindBikerWinloop","WhirlwindBikerIdle","WhirlwindBikerWin","WhirlwindBikerWinloop","WhirlwindBikerWin","","WhirlwindBikerIdle","WhirlwindBikerIdle","WhirlwindBikerProfile","WhirlwindBikerWinloop","","WhirlwindBikerProfile","CarlIdle","","","","","","Carl007Still","Carl007Still","Carl007Win","Carl007WinLoop","","Carl007Lose","Carl007LoseLoop","Carl007Win","Carl007WinLoop","Carl007WinLoop","Carl007Win","Carl007WinLoop","Carl007Win","Carl007Still","Carl007Still","","","","","","","","","Carl007Projectile","","","","","","carl_007_atk","","","","","","","","","","","","","","","carl_007_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusFireproof","Cactus","spike_fireproof_geo.glb","","","spike_base_cam.scw","","CactusFireproofIdle","CactusFireproofWalk","CactusFireproofPrimary","CactusFireproofSecondary","CactusFireproofSecondary","CactusFireproofRecoil","","CactusFireproofRecoil2","","CactusFireproofReload","CactusFireproofIdle","","CactusFireproofWin","CactusFireproofWinloop","","CactusFireproofLose","CactusFireproofLoseloop","CactusFireproofWin","CactusFireproofWinloop","CactusFireproofIdle","CactusFireproofWin","CactusFireproofWinloop","CactusFireproofWin","","CactusFireproofIdle","CactusFireproofIdle","CactusFireproofProfile","CactusFireproofWinloop","","CactusFireproofProfile","SpikeIdle","","","","","","","","","","","","","","","","","","","","","spike_006_lobby_fire","spike_006_lobby_fire","spike_006_lobby_fire","spike_006_lobby_fire","spike_006_lose","","true","true","Spike006Projectile","","","","Spike006UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","spike_006_moving","","","","","","","","","","","","","",""
"DuplicatorVillain","Duplicator","lolla_starforce_geo.glb","","","lolla_portrait.glb","","DuplicatorVillainIdle","DuplicatorVillainWalk","DuplicatorVillainAttack","DuplicatorVillainSuper","DuplicatorVillainSuper","DuplicatorVillainRecoil","","DuplicatorVillainSuperRecoil","","","DuplicatorVillainPushback","","DuplicatorVillainWin","DuplicatorVillainWinloop","","DuplicatorVillainLose","DuplicatorVillainLoseloop","DuplicatorVillainWin","DuplicatorVillainWinloop","DuplicatorVillainIdle","DuplicatorVillainWin","DuplicatorVillainWinloop","DuplicatorVillainWin","","DuplicatorVillainIdle","DuplicatorVillainIdle","DuplicatorVillainPortrait","DuplicatorVillainWinloop","","DuplicatorVillainIdle","FireDudeMaskedIdle","","","","","","Lolla003Still","Lolla003Still","Lolla003Win","Lolla003WinLoop","","Lolla003Lose","Lolla003LoseLoop","Lolla003Win","Lolla003WinLoop","Lolla003WinLoop","Lolla003Win","Lolla003WinLoop","Lolla003Win","Lolla003Still","Lolla003Still","","","","","","","true","true","Lolla003Projectile","","","","Lolla003UltiProjectile","","lolla_003_atk","","lolla_003_atk","","","","","true","","","","","","lolla_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","always","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotCrash","BarrelBot","darryl_crashtest_geo.glb","","","darryl_base_cam.scw","","BarrelBotCrashIdle","BarrelBotCrashWalk","BarrelBotCrashPrimary","BarrelBotCrashBarrelbotSecondary","BarrelBotCrashBarrelbotSecondary","BarrelBotCrashRecoil","BarrelBotCrashRecoil2","BarrelBotCrashRecoil","","BarrelBotCrashReload","BarrelBotCrashPushback","","BarrelBotCrashBarrelbotWin","BarrelBotCrashBarrelbotWinloop","","BarrelBotCrashBarrelbotLose","BarrelBotCrashBarrelbotLoseloop","BarrelBotCrashBarrelbotWin","BarrelBotCrashBarrelbotWinloop","BarrelBotCrashIdle","BarrelBotCrashBarrelbotWin","BarrelBotCrashBarrelbotWinloop","BarrelBotCrashBarrelbotWinloop","","BarrelBotCrashHide","BarrelBotCrashIdle","BarrelBotCrashProfile","","","BarrelBotCrashProfile","DarrylIdle","","","","","","Darryl002Still","Darryl002Still","Darryl002Win","Darryl002WinLoop","","Darryl002Lose","Darryl002LoseLoop","Darryl002Win","Darryl002WinLoop","Darryl002WinLoop","Darryl002Win","Darryl002WinLoop","Darryl002Win","Darryl002Still","Darryl002Still","","","","","","","true","","Darryl005Projectile","","","","","","darryl_005_atk_blue","","","","","","darryl_005_ulti_loop_2","","","darryl_005_ulti_loop","","","darryl_005_ultihit","","","rosa_004_ulti_loop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilVillain","SnakeOil","byron_villain_geo.glb","","","byron_base_cam.scw","","SnakeOilVillainIdle","SnakeOilVillainWalk","SnakeOilVillainAttack","SnakeOilVillainSuper","SnakeOilVillainSuper","SnakeOilVillainRecoil","","SnakeOilVillainSuperRecoil","","","SnakeOilVillainPushback","","SnakeOilVillainWin","SnakeOilVillainWinloop","","SnakeOilVillainLose","SnakeOilVillainLoseloop","SnakeOilVillainWin","SnakeOilVillainWinloop","SnakeOilVillainIdle","SnakeOilVillainWin","SnakeOilVillainWinloop","SnakeOilVillainWin","","SnakeOilVillainIdle","SnakeOilVillainIdle","SnakeOilVillainProfile","SnakeOilVillainWinloop","","SnakeOilVillainIdle","ByronIdle","","","","","","Byron003Still","Byron003Still","Byron003Win","Byron003WinLoop","","Byron003Lose","Byron003LoseLoop","Byron003Win","Byron003WinLoop","Byron003WinLoop","Byron003Win","Byron003WinLoop","Byron003Win","Byron003Still","Byron003Still","","","","","","","true","true","Byron003Projectile","","","","Byroon003UltiProjectile","","byron_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeDaruma","SpawnerDude","mrp_daruma_geo.glb","","","mrp_portrait.scw","","SpawnerDudeDarumaIdle","SpawnerDudeDarumaWalk","SpawnerDudeDarumaAttack","SpawnerDudeDarumaAttack","SpawnerDudeDarumaAttack","SpawnerDudeDarumaRecoil","","SpawnerDudeDarumaRecoil","","","SpawnerDudeDarumaPushBack","","SpawnerDudeDarumaWin","SpawnerDudeDarumaWinloop","","SpawnerDudeDarumaLose","SpawnerDudeDarumaLoseloop","SpawnerDudeDarumaWin","SpawnerDudeDarumaWinloop","SpawnerDudeDarumaIdle","SpawnerDudeDarumaWin","SpawnerDudeDarumaWinloop","SpawnerDudeDarumaWin","","SpawnerDudeDarumaIdle","SpawnerDudeDarumaIdle","SpawnerDudeDarumaPortrait","SpawnerDudeDarumaIdle","","SpawnerDudeDarumaPortrait","MrPIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","SpawnerDude004Projectile","","","","SpawnerDude004UltiProjectile","","mrp_def_atk","","mrp_004_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeTurretDaruma","SpawnerDudeTurret","mrp_daruma_spawn_geo.glb","","","portrait_cam.scw","","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","","SpawnerDudeTurretDarumaIdle","","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","","SpawnerDudeTurretDarumaSpawn","SpawnerDudeTurretDarumaSpawnLoop","","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaSpawn","SpawnerDudeTurretDarumaSpawnLoop","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaSpawn","SpawnerDudeTurretDarumaSpawnLoop","SpawnerDudeTurretDarumaIdle","","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","SpawnerDudeTurretDarumaIdle","","","SpawnerDudeTurretDarumaIdle","MrPSpawnerIdle","","","","","","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOff","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOff","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetDaruma","SpawnerPet","mrp_daruma_pet_geo.glb","","","portrait_cam.scw","","SpawnerPetDarumaIdle","SpawnerPetDarumaWalk","SpawnerPetDarumaAttack","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaAttack","","SpawnerPetDarumaIdle","","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","SpawnerPetDarumaIdle","","","SpawnerPetDarumaIdle","MrPPetIdle","","","","","","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","MrPPetOn","","","","","","","","","SpawnerPet004Projectile","","","","","","mrp_004_pet_attack","","","","","","","","","","","","","mrp_004_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpawnerPet004Projectile","","","","","","","","","","","","","","","","","","","",""
"BlackHoleDevious","BlackHole","tara_devious_geo.glb","","","tara_base_cam.scw","","BlackHoleDeviousIdle","BlackHoleDeviousWalk","BlackHoleDeviousPrimary","BlackHoleDeviousSecondary","BlackHoleDeviousSecondary","BlackHoleDeviousRecoil","","BlackHoleDeviousSecondaryRecoil","","BlackHoleDeviousReload","BlackHoleDeviousIdle","","BlackHoleDeviousWin","BlackHoleDeviousWinloop","","BlackHoleDeviousLose","BlackHoleDeviousLoseloop","BlackHoleDeviousWin","BlackHoleDeviousWinloop","BlackHoleDeviousIdle","BlackHoleDeviousWin","BlackHoleDeviousWinloop","BlackHoleDeviousWin","","BlackHoleDeviousIdle","BlackHoleDeviousIdle","BlackHoleDeviousProfile","","","BlackHoleDeviousProfile","TaraIdle","","","","","","Tara004Still","Tara004Still","Tara004Win","Tara004WinLoop","","Tara004Lose","Tara004LoseLoop","Tara004Win","Tara004WinLoop","Tara004WinLoop","Tara004Win","Tara004WinLoop","Tara004Win","Tara004Still","Tara004Still","","","","","","","true","true","Tara004Projectile","","","","Tara004UltiProjectile","","tara_004_atk","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeMonsterTruck","MechaDude","meg_monstertruck_geo.glb","","","meg_portrait.glb","","MechaDudeMonsterTruckIdle","MechaDudeMonsterTruckWalk","MechaDudeMonsterTruckAttack","MechaDudeMonsterTruckSuper","MechaDudeMonsterTruckSuper","MechaDudeMonsterTruckRecoil","","MechaDudeMonsterTruckSuperRecoil","","MechaDudeMonsterTruckReload","MechaDudeMonsterTruckBeaPushback","","MechaDudeMonsterTruckWin","MechaDudeMonsterTruckWinloop","","MechaDudeMonsterTruckLose","MechaDudeMonsterTruckLoseloop","MechaDudeMonsterTruckWin","MechaDudeMonsterTruckWinloop","MechaDudeMonsterTruckIdle","MechaDudeMonsterTruckWin","MechaDudeMonsterTruckWinloop","MechaDudeMonsterTruckWin","","MechaDudeMonsterTruckIdle","MechaDudeMonsterTruckLose","MechaDudeMonsterTruckPortrait","MechaDudeMonsterTruckWinloop","","MechaDudeMonsterTruckPortrait","BeaIdle","","","","","","Meg003Still","Meg003Still","Meg003Win","Meg003WinLoop","","Meg003Lose","Meg003LoseLoop","Meg003Win","Meg003WinLoop","Meg003WinLoop","Meg003Win","Meg003WinLoop","Meg003Win","Meg003Still","Meg003Still","","","","","","","true","true","Mecha003Projectile","","","","","","mecha_003_atk1","","bea_def_ulti","","","","","","","mecha_003_ulti1_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bea_def_atk_charged","","","","","","","",""
