"TID","UK"
"TID_RECRUIT_ROAD_CURRENTLY_UNLOCKING","ЗАРАЗ РОЗБЛОКОВУЄТЬСЯ"
"TID_RECRUIT_ROAD_UNLOCK_NOW","РОЗБЛОКУВАТИ ЗАРАЗ:"
"TID_FAME_SCREEN_TITLE","РІВЕНЬ СЛАВИ"
"TID_FAME_TIER_GLOBAL1","ВСЕСВІТНЯ СЛАВА I"
"TID_FAME_TIER_GLOBAL2","ВСЕСВІТНЯ СЛАВА II"
"TID_FAME_TIER_GLOBAL3","ВСЕСВІТНЯ СЛАВА III"
"TID_FAME_TIER_LUNAR1","МІСЯЧНА СЛАВА I"
"TID_FAME_TIER_LUNAR2","МІСЯЧНА СЛАВА II"
"TID_FAME_TIER_LUNAR3","МІСЯЧНА СЛАВА III"
"TID_FAME_TIER_MARTIAL1","МАРСІАНСЬКА СЛАВА I"
"TID_FAME_TIER_MARTIAL2","МАРСІАНСЬКА СЛАВА II"
"TID_FAME_TIER_MARTIAL3","МАРСІАНСЬКА СЛАВА III"
"TID_FAME_TIER_SATURNAL1","САТУРНІАНСЬКА СЛАВА I"
"TID_FAME_TIER_SATURNAL2","САТУРНІАНСЬКА СЛАВА II"
"TID_FAME_TIER_SATURNAL3","САТУРНІАНСЬКА СЛАВА III"
"TID_FAME_TIER_SOLAR1","СОНЯЧНА СЛАВА I"
"TID_FAME_TIER_SOLAR2","СОНЯЧНА СЛАВА II"
"TID_FAME_TIER_SOLAR3","СОНЯЧНА СЛАВА III"
"TID_FAME_PANEL_UNLOCK_INFO","Розблокуй усіх бійців, щоб отримати Всесвітню славу!"
"TID_FAME_SCREEN_PROFILE_BUTTON","ПРОФІЛЬ"
"TID_FAME_SCREEN_FAME_BUTTON","СЛАВА"
"TID_JESTER","ЧЕСТЕР"
"TID_JESTER_SHORT_DESC","Керуй випадковістю та контролюй мапу."
"TID_JESTER_DESC","Честер жорстко знущається з усіх, хто трапляється йому на очі, намагаючись вивести їх із себе. Чим більше ненависті він отримує, тим краще... особливо якщо це ненависть від Менді!"
"TID_JESTER_WEAPON","КОВПАК З ДЗВІНОЧКАМИ"
"TID_JESTER_WEAPON_DESC","Честер стріляє дзвіночками зі свого ковпака: спочатку вилітає один, потім два, потім три й зрештою чотири дзвіночки."
"TID_JESTER_ULTI","ЧОРТ З КОРОБКИ"
"TID_JESTER_ULTI_EXPLOSION","ВИБУХОВА ЦУКЕРКА"
"TID_JESTER_ULTI_EXPLOSION_DESC","Честер кидає вибухову цукерку, яка руйнує об’єкти оточення, відкидає противників і завдає їм ушкодження."
"TID_JESTER_ULTI_STUN","ЦУКЕРКА НЕ ПО ЗУБАХ"
"TID_JESTER_ULTI_STUN_DESC","Честер випускає велику тверду цукерку, яка під час влучання оглушує противників."
"TID_JESTER_ULTI_POISON","САЛЬМІАККІ"
"TID_JESTER_ULTI_POISON_DESC","Честер розпилює солону лакричну пудру, яка поступово отруює противників і завдає їм ушкодження."
"TID_JESTER_ULTI_AREA","ШИПУЧКА"
"TID_JESTER_ULTI_AREA_DESC","Честер розсипає на землі шипучі цукерки, які поступово завдають ушкодження й сповільнюють противників, що на них стоять."
"TID_JESTER_ULTI_HEAL","МІЦНА М’ЯТА"
"TID_JESTER_ULTI_HEAL_DESC","Честер з’їдає відсвіжну м’ятну цукерку, що поступово відновлює йому здоров’я."
"TID_SPEC_ABI_JESTER_1","ПЕРШИЙ ДЗВІНОЧОК"
"TID_SPEC_ABI_JESTER_1_DESC","Перший дзвіночок у серії атак Честера завдає <c00cc00><VALUE1>%</c> ушкодження."
"TID_SPEC_ABI_JESTER_2","ПОГЛЯД У МАЙБУТНЄ"
"TID_SPEC_ABI_JESTER_2_DESC","Честер завжди буде знати, яка супердія у нього наступна."
"TID_ACCESSORY_JESTER_GADGET_1","ПЕКУЧІ КОСТІ"
"TID_ACCESSORY_JESTER_GADGET_1_DESC","Честер отримує нову випадкову супердію, відмінну від поточної."
"TID_ACCESSORY_JESTER_GADGET_2","ЦУКЕРКОВІ ДРАЖЕ"
"TID_ACCESSORY_JESTER_GADGET_2_DESC","Честер з’їдає драже із загадковим смаком зі свого ковпака й отримує випадковий баф на <c00cc00><VALUE1></c> с."
"TID_JESTER_OVERCHARGE","ХРУСТКИЙ, ЖУВАЛЬНИЙ, ТЯГУЧИЙ"
"TID_JESTER_OVERCHARGE_DESC","Честер поєднує 3 вміння своєї супердії. Він кидає цукерку, яка вибухає та завдає ушкодження, створює отруйну хмару й залишає зону сповільнення, що діє певний час."
"TID_TRAIT_CHARGE_SUPER_RANDOM","Цей боєць починає з випадковою супердією, яка змінюється після кожного використання."
"TID_DOORMAN","ГРЕЙ"
"TID_DOORMAN_SHORT_DESC","Доставляй свою команду в бій за допомогою порталів!"
"TID_DOORMAN_DESC","Грей зображає персонажа старого німого кіно. Він ставиться до своєї ролі дуже відповідально, але іноді забуває тримати рот закритим, коли вдає постріли пальцями."
"TID_DOORMAN_WEAPON","ПАЛЕЦЬ-ПІСТОЛЕТ"
"TID_DOORMAN_WEAPON_DESC","А кулі взагалі справжні?"
"TID_DOORMAN_ULTI","ПОРТАЛИ МІЖ ВИМІРАМИ"
"TID_DOORMAN_ULTI_DESC","Грей створює комплект порталів для себе та товаришів по команді для швидкої втечі та раптових атак!"
"TID_SPEC_ABI_DOORMAN_1","ФАЛЬШИВА ТРАВМА"
"TID_SPEC_ABI_DOORMAN_1_DESC","Коли у Грея повна шкала здоров’я, наступне отримане ушкодження зменшується на <c00cc00><VALUE>%</c>."
"TID_SPEC_ABI_DOORMAN_2","НОВИЙ ПОГЛЯД"
"TID_SPEC_ABI_DOORMAN_2_DESC","Коли Грей або його союзники використовують портали, вони відновлюють <c00cc00><VALUE>%</c> від максимального запасу здоров’я."
"TID_ACCESSORY_DOORMAN_GADGET_1","ТРОСТИНА"
"TID_ACCESSORY_DOORMAN_GADGET_1_DESC","Наступний постріл Грея з пальця-пістолета випускає тростину, яка трохи відтягує противників назад."
"TID_ACCESSORY_DOORMAN_GADGET_2","РОЯЛЬ"
"TID_ACCESSORY_DOORMAN_GADGET_2_DESC","Наступний постріл Грея з пальця-пістолета також залишить на землі мітку, куди впаде рояль і завдасть ушкодження противникам.\nБуло б прикро, якби хтось постраждав, правда?"
"TID_DOOR_MAN_OVERCHARGE","ІНШИЙ ВИМІР"
"TID_DOOR_MAN_OVERCHARGE_DESC","Грей відчиняє нову пару порталів. Коли він чи союзники проходять крізь них, вони отримують щит з міцністю <c00cc00><VALUE2></c> од."
"TID_SELECT_RECRUIT","ВИБРАТИ БІЙЦЯ"
"TID_SELECT_RECRUIT_DESC","Натисни на бійця, щоб дізнатися більше"
"TID_SWITCH_RECRUIT","ЗМІНИТИ БІЙЦЯ ДЛЯ РОЗБЛОКУВАННЯ?"
"TID_SWITCH_RECRUIT_DESC","Натисни на бійця, щоб дізнатися більше"
"TID_RESOURCE_POWER_POINTS","Очки сили"
"TID_TOP_TOOL_TIP_POWER_POINTS","<cff00ff>Очки сили</c> використовуються для покращення бійців й отримання бафіків.\n\nЗдобувай очки сили в Brawl Pass, у різних призах, а також як нагороди за квести та випробування."
"TID_POWER_POINT_CAP_REACHED_TITLE","ДОСЯГНУТО ЛІМІТУ ОЧОК СИЛИ"
"TID_POWER_POINT_CAP_REACHED_DESC","Витрать очки сили на покращення бійців, перш ніж збирати ще."
"TID_POWER_POINT_CAP_REACHED_DESC_OFFER","Витрать очки сили на покращення бійців, перш ніж купувати ще."
"TID_POWER_POINT_CAP_REACHED_AMOUNT","<NUM>/<MAX>"
"TID_POWER_POINT_CAP_REACHED_UPGRADE_BUTTON","ПОКРАЩЕННЯ БІЙЦІВ"
"TID_CURRENTLY_RECRUITING","ЗАРАЗ РОЗБЛОКОВУЄТЬСЯ"
"TID_RECRUIT_TOKENS_TO_UNLOCK","Щоб розблокувати бійця <BRAWLER>, необхідні кредити:"
"TID_FAME_LEVEL_UP_FLOW_BUTTON","УПЕРЕД!"
"TID_FAME_SHOP_TITLE","ОТРИМАЙ БІЛЬШЕ СЛАВИ!"
"TID_FAME_BUTTON_VALUE","СЛАВА: + <NUM>"
"TID_FAME_LOCKED_TITLE","СЛАВА"
"TID_FAME","СЛАВА"
"TID_PURCHASE_FAME_ERROR_CHROMATIC_BRAWLERS_AVAILABLE_TO_UNLOCK","Спершу потрібно розблокувати всіх доступних хроматичних бійців"
"TID_PURCHASE_FAME_ERROR_UNKNOWN","Зараз неможливо придбати славу (<NUM>)"
"TID_RECRUIT_ROAD_COLLECT_CREDITS_TO_UNLOCK","Збирай кредити, щоб розблокувати цього бійця:"
"TID_RECRUIT_ROAD_CHOICES_AVAILABLE","Доступні варіанти:"
"TID_RECRUIT_ROAD_TAP_TO_TRY","НАТИСНИ, ЩОБ ВИПРОБУВАТИ"
"TID_RECRUIT_ROAD_SINGLE_AVAILABLE","Доступний 1 боєць"
"TID_RECRUIT_ROAD_CHOOSE_ONE","ВИБІР БІЙЦЯ"
"TID_SHOP_OFFER_TITLE_41","ОЧКИ СИЛИ"
"TID_SHOP_OFFER_TITLE_43","ТИТУЛ ГРАВЦЯ"
"TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_TITLE","ОЧКИ СИЛИ"
"TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_DESC",""
"TID_HERO_INFO_LEVEL_UP_ERROR_8","Бракує очок сили для покращення цього бійця"
"TID_RECRUIT_NOW_UNLOCKING_TITLE","<BRAWLER>"
"TID_RECRUIT_ROAD_BUBBLE_UNLOCK_NOW","РОЗБЛОКУВАТИ ЗАРАЗ?"
"TID_QUEST_BRAWLER_UNLOCK_BRAWLER","РОЗБЛОКУЙ БІЙЦЯ"
"TID_QUEST_BRAWLER_SPECIAL_REWARD","НАГОРОДА"
"TID_RECRUIT_NEXT_BRAWLER_READY","ПОЧНИ РОЗБЛОКОВУВАТИ НОВОГО БІЙЦЯ (<RARITY>)!"
"TID_SHOP_OFFER_INFO_41","Містить очки сили: <AMOUNT>. Збирай очки сили, щоб покращувати бійців й отримувати бафіки."
"TID_FAME_INFO_TITLE","СЛАВА"
"TID_FAME_INFO_TXT1","Після розблокування всіх бійців із БУМУ БІЙЦІВ..."
"TID_FAME_INFO_TXT2","Усі отримані кредити допомагають здобувати більше СЛАВИ!"
"TID_FAME_INFO_TXT3","Слава відображається у твоєму профілі — покажи свої досягнення!"
"TID_FAME_INFO_TXT4","Після розблокування всіх доступних хроматичних бійців ти зможеш обмінювати хромакредити на СЛАВУ!"
"TID_INFO_BUTTON_GOTIT","ЗРОЗУМІЛО!"
"TID_RECRUIT_ROAD_BUTTON_LETS_GO","УПЕРЕД!"
"TID_SHOP_POWER_POINTS_OFFER_ANY_BRAWLER","ДЛЯ БУДЬ-ЯКОГО\nБІЙЦЯ"
"TID_SHOP_POWER_POINTS_OFFER_ANY_DESC","Для будь-якого бійця!"
"TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_50_PERCENT","<DISCOUNT>%"
"TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_OFF","ЗНИЖКИ"
"TID_RECRUIT_ROAD_LEGENDARY_DISCOUNT_LABEL","<DISCOUNT>% знижки на першого легендарного бійця розблоковано."
"TID_RECRUIT_NOW_UNLOCKING","ЗАРАЗ РОЗБЛОКОВУЄТЬСЯ"
"TID_RECRUIT_ROAD_NEW_BRAWLER","Новий боєць"
"TID_SWITCH_TO_NEWLY_RELEASED_TITLE","ЗМІНИТИ НА БІЙЦЯ <NEWBRAWLER>?"
"TID_SWITCH_TO_NEWLY_RELEASED_DESC","Скасувати розблокування бійця <CURRENTBRAWLER> та передати кредити бійцю <NEWBRAWLER>? Розблокуй бійця <CURRENTBRAWLER> знову після розблокування бійця <NEWBRAWLER>."
"TID_SWITCH_TO_NEWLY_RELEASED_BUTTON","ЗМІНИТИ"
"TID_RECRUIT_ROAD_CURRENT_BRAWLER_CANCEL","ПРИПИНИТИ РОЗБЛОКУВАННЯ"
"TID_RECRUIT_ROAD_STOP_UNLOCK_TITLE","ПРИПИНИТИ РОЗБЛОКУВАННЯ БІЙЦЯ <BRAWLER>?"
"TID_RECRUIT_ROAD_STOP_UNLOCK_TEXT","Якщо це вікно відображається, так не має бути!"
"TID_RECRUIT_ROAD_STOP_UNLOCK_YES","ЗУПИНИТИ"
"TID_RECRUIT_ROAD_STOP_UNLOCK_NO","ПРОДОВЖИТИ РОЗБЛОКОВУВАННЯ"
"TID_RECRUIT_NOW_UNLOCKING_TRANSFER_DESC","Кредити, передані за розблокування бійця <PREVIOUSBRAWLER>"
"TID_BEAMER","МЕНДІ"
"TID_BEAMER_SHORT_DESC","Утримуй позицію завдяки великій дальності."
"TID_BEAMER_DESC","Менді керує Магазином солодощів, де в костюмі цукеркової королеви роздає ласощі. Вона трохи занадто захоплюється своєю роллю й править королівством залізною рукою."
"TID_BEAMER_WEAPON","ЦУКЕРКОВИЙ АВТОМАТ"
"TID_BEAMER_WEAPON_DESC","Менді стріляє цукерками зі свого цукеркового автомата і, залишаючись на місці, фокусується, що збільшує її дальність атаки."
"TID_BEAMER_ULTI","ЦУКРОВИЙ ПРОМІНЬ"
"TID_BEAMER_ULTI_DESC","Менді випускає довгий цукровий промінь, який проходить крізь противників й об’єкти оточення і завдає величезного ушкодження."
"TID_SPEC_ABI_BEAMER_1","У ПОЛІ ЗОРУ"
"TID_SPEC_ABI_BEAMER_1_DESC","Сфокусована Менді стріляє цукерками на <c00cc00><VALUE1>%</c> швидше."
"TID_SPEC_ABI_BEAMER_2","ТВЕРДА ЦУКЕРКА"
"TID_SPEC_ABI_BEAMER_2_DESC","Сфокусована Менді отримує щит, який зменшує ушкодження на <c00cc00><VALUE1>%</c>."
"TID_ACCESSORY_BEAMER_GADGET_1","КАРАМЕЛІЗАЦІЯ"
"TID_ACCESSORY_BEAMER_GADGET_1_DESC","Наступна цукерка Менді з цукеркового автомата під час влучання сповільнює противників на <c00cc00><!card.accessory.statuseffectenemy.duration.ticksasseconds></c> с."
"TID_ACCESSORY_BEAMER_GADGET_2","КРИХТИ ПЕЧИВА"
"TID_ACCESSORY_BEAMER_GADGET_2_DESC","Наступна цукерка Менді з цукеркового автомата пробиває противників та об’єкти оточення."
"TID_BEAMER_OVERCHARGE","ЦУКОР ДЛЯ ВСІХ!"
"TID_BEAMER_OVERCHARGE_DESC","Менді активує свою супердію у трьох різних напрямках."
"TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_VALUE","<VALUE>"
"TID_YETI_SAM_SKIN","ЄТІ СЕМ"
"TID_YETI_SAM_SKIN_SHOP","ЄТІ СЕМ"
"TID_FROST_QUEEN_AMBER_SKIN","КРИЖАНА КОРОЛЕВА ЕМБЕР"
"TID_FROST_QUEEN_AMBER_SKIN_SHOP","КРИЖАНА КОРОЛЕВА\nЕМБЕР"
"TID_KRAMPUS_ASH_SKIN","КРАМПУС ЕШ"
"TID_KRAMPUS_ASH_SKIN_SHOP","КРАМПУС ЕШ"
"TID_CUPCAKE_DARRYL_SKIN","КАПКЕЙК ДЕРРІЛ"
"TID_CUPCAKE_DARRYL_SKIN_SHOP","КАПКЕЙК\nДЕРРІЛ"
"TID_BUZZETTE_SKIN","БАЗЕТТА"
"TID_BUZZETTE_SKIN_SHOP","БАЗЕТТА"
"TID_GUMMYBEAR_NITA_SKIN","ЖЕЛЕЙНИЙ ВЕДМЕДИК НІТА"
"TID_GUMMYBEAR_NITA_SKIN_SHOP","ЖЕЛЕЙНИЙ ВЕДМЕДИК\nНІТА"
"TID_MAGMA_MANDY_SKIN","МАГМОВА МЕНДІ"
"TID_MAGMA_MANDY_SKIN_SHOP","МАГМОВА МЕНДІ"
"TID_PINATA_ASH_SKIN","ПІНЬЯТА ЕШ"
"TID_PINATA_ASH_SKIN_SHOP","ПІНЬЯТА ЕШ"
"TID_RIDER_EVE_SKIN","БАЙКЕРКА ІВ"
"TID_RIDER_EVE_SKIN_SHOP","БАЙКЕРКА ІВ"
"TID_ARCADE_GRIFF_SKIN","РЕКОРДНИЙ ҐРІФ"
"TID_ARCADE_GRIFF_SKIN_SHOP","РЕКОРДНИЙ\nҐРІФ"
"TID_TEDDY_SAM_SKIN","ВЕДМЕДИК СЕМ"
"TID_TEDDY_SAM_SKIN_SHOP","ВЕДМЕДИК\nСЕМ"
"TID_DARK_CHESTER_SKIN","ТЕМНИЙ ЧЕСТЕР"
"TID_DARK_CHESTER_SKIN_SHOP","ТЕМНИЙ\nЧЕСТЕР"
"TID_MC_MANDY_SKIN","MC МЕНДІ"
"TID_MC_MANDY_SKIN_SHOP","MC МЕНДІ"
"TID_RUNAWAY_GRAY_SKIN","ВТІКАЧ ГРЕЙ"
"TID_RUNAWAY_GRAY_SKIN_SHOP","ВТІКАЧ\nГРЕЙ"
"TID_CLASSIC_SHELLY_SKIN","КЛАСИЧНА ШЕЛЛІ"
"TID_CLASSIC_SHELLY_SKIN_SHOP","КЛАСИЧНА\nШЕЛЛІ"
"TID_WF_GUS_SKIN","ЧЕМПІОН СВІТУ ГАС"
"TID_WF_GUS_SKIN_SHOP","ЧЕМПІОН СВІТУ\nГАС"
"TID_RECRUIT_ROAD_INFO_TITLE","ЩО ТАКЕ БУМ БІЙЦІВ?"
"TID_RECRUIT_ROAD_INFO_TXT1","1 боєць для розблокування на кожному рівні рідкісності"
"TID_RECRUIT_ROAD_INFO_TXT2","Збери всі необхідні кредити"
"TID_RECRUIT_ROAD_INFO_TXT3","Розблокуй і грай за нового бійця"
"TID_RECRUIT_ROAD_INFO_TXT4","Розблоковуй <ce297ff>епічних</c>, <cff9a9a>міфічних</c>, <cfdf01f>легендарних</c> і <c7aff6b>ультрарідкісних</c> бійців у Бумі бійців!"
"TID_RECRUIT_ROAD_INFO_TXT5","Бажаєш розблокувати іншого бійця? Торкнися бійця, якого розблоковуєш, щоб змінити вибір."
