TID,MS
TID_ACCESSORY_SANDSTORM_STUN_SLEEP,MIMPI MANIS
TID_ACCESSORY_SANDSTORM_STUN_SLEEP_DESC,"Serangan Sandy seterusnya membuat lawan tidur selama <c00cc00><VALUE1></c> saat. Namun, mereka akan bangun apabila terkena serangan."
TID_ACCESSORY_CACTUS_COVER,TANAMAN HIDUP
TID_ACCESSORY_CACTUS_COVER_DESC,"Spike menanam kaktus besar dengan <c00cc00><VALUE1></c> nilai nyawa untuk melindungi rakan sepasukan. Jika dimusnahkan, kaktus akan meletup dan semua rakan berdekatan dipulihkan <c00cc00><VALUE2></c> nilai nyawa."
TID_ACCESSORY_BLOWER_STOPPER,PUTING BELIUNG
TID_ACCESSORY_BLOWER_STOPPER_DESC,Gale menggunakan peniup daunnya untuk mencipta tornado yang akan menolak semua lawan yang cuba melepasinya.
TID_ACCESSORY_NINJA_INVISIBLE_AREA,JATUHAN LOLIPOP
TID_ACCESSORY_NINJA_INVISIBLE_AREA_DESC,Leon mencipta kawasan persembunyian untuk pasukannya. Nilai nyawa lolipop berkurang secara perlahan apabila masa berlalu.
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL,ISTANA MELANTUN
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL_DESC,Setiap lantunan peluru daripada serangan Rico yang seterusnya akan memulihkan dia sebanyak <c00cc00><VALUE1></c> nilai nyawa.
TID_TRAITS_HEADER,CIRI:
TID_TRAIT_CHARGE_SUPER_FROM_DAMAGE,Brawler ini mengecas Super daripada kerosakan yang diterima
TID_TRAIT_CHARGE_SUPER_AUTOMATIC,Brawler ini mengecas Super apabila masa berlalu
TID_TRAIT_CHARGE_SUPER_FROM_DISTANCE,Brawler ini mengecas Super dengan berada dekat Brawler lawan
TID_TRAIT_MOVE_ON_WATER,Brawler ini boleh melintasi air
TID_SECTION_SHORTCUT_0,ISTIMEWA
TID_SECTION_SHORTCUT_1,LIGA BINTANG
TID_SECTION_SHORTCUT_2,TROFI
TID_SECTION_SHORTCUT_3,KOMUNITI
TID_SECTION_SHORTCUT_4,ARENA BINTANG
TID_SECTION_SHORTCUT_5,ISTIMEWA
TID_SECTION_SHORTCUT_6,LIGA BINTANG
TID_SECTION_HEADER_0,ACARA ISTIMEWA
TID_SECTION_HEADER_1,LIGA BINTANG
TID_SECTION_HEADER_2,ACARA TROFI
TID_SECTION_HEADER_3,PEMBUAT PETA
TID_SECTION_HEADER_4,ARENA BINTANG
TID_SECTION_HEADER_5,ACARA ISTIMEWA
TID_SECTION_HEADER_6,LIGA BINTANG
TID_SECTION_HEADER_OWN,PETA ANDA
TID_SECTION_HEADER_CLUB_LEAGUE,LIGA KELAB
TID_SECTION_SHORTCUT_CLUB_LEAGUE,LIGA KELAB
TID_RANKED2_ROUNDS_HEADER,Pusingan Brawl
TID_RANKED2_ROUNDS_INFO,Pasukan pertama yang menang <NUM> pertempuran akan memenangi perlawanan!
TID_RANKED2_ROUNDS_NEXT_TIMER,Pusingan <NUM> bermula dalam:
TID_RANKED2_ROUNDS_NEXT_TIMER_TIME,<SECONDS>
TID_RONIN_RUFFS_SKIN,RUFFS RONIN
TID_RONIN_RUFFS_SKIN_SHOP,RUFFS\nRONIN
TID_DARK_LORD_SPIKE_SKIN,SPIKE RAJA JAHAT
TID_DARK_LORD_SPIKE_SKIN_SHOP,SPIKE\nRAJA JAHAT
TID_SPACE_OX_BULL_SKIN,BULL LEMBU ANGKASA
TID_SPACE_OX_BULL_SKIN_SHOP,BULL\nLEMBU ANGKASA
TID_NAVIGATOR_COLETTE_SKIN,COLETTE PEMANDU ARAH
TID_NAVIGATOR_COLETTE_SHOP,COLETTE\nPEMANDU ARAH
TID_DARK_TIDE_CARL_SKIN,CARL LANUN JAHAT
TID_DARK_TIDE_CARL_SKIN_SHOP,CARL\nLANUN JAHAT
TID_SMOOTH_LOU_SKIN,LOU BERBUDI
TID_SMOOTH_LOU_SKIN_SHOP,LOU\nBERBUDI
TID_D4R-RY1_SKIN,D4R-RY1
TID_D4R-RY1_SKIN_SHOP,D4R-RY1
TID_EMOTE_BUNDLE_LUNARBRAWL21_GIFT,PIN BRAWL TAHUN BAHARU CINA
TID_JAN2021MAPS_1,Ambil Alih 2
TID_JAN2021MAPS_2,Parti Musim Salji
TID_JAN2021MAPS_3,Arena Gila-gila
TID_JAN2021MAPS_4,Arked Desa
TID_JAN2021MAPS_5,Lingkaran
TID_JAN2021MAPS_6,Kacang Lompat
TID_JAN2021MAPS_7,Tiada Halangan
TID_JAN2021MAPS_8,Pemberian Hadiah
TID_JAN2021MAPS_9,Perintahan Bertiga
TID_JAN2021MAPS_10,Perjalanan Pantas
TID_JAN2021MAPS_11,Tempat Beracun
TID_JAN2021MAPS_12,Cenuram Bahaya
TID_JAN2021MAPS_13,Kebanjiran Tanah Pamah
TID_JAN2021MAPS_14,Demam Ngarai
TID_JAN2021MAPS_15,Pelanggaran Penyampai
TID_JAN2021MAPS_16,Perjalanan Pantas
TID_JAN2021MAPS_17,Notis Amaran
TID_JAN2021MAPS_18,Penglihatan Terhad
TID_JAN2021MAPS_19,Lalu Lintas Utama
TID_JAN2021MAPS_20,Serangan Membelit
TID_JAN2021MAPS_21,Rusuhan Bot
TID_JAN2021MAPS_22,Medan Terbuka
TID_JAN2021MAPS_23,Angkasa Permata
TID_JAN2021MAPS_24,Penuh Gaya
TID_JAN2021MAPS_25,Rekod Bersih
TID_JAN2021MAPS_26,Ke Sana Ke Sini
TID_JAN2021MAPS_27,Orang Kuat
TID_JAN2021MAPS_28,Sauh Tengah
TID_JAN2021MAPS_29,Lingkaran Dahsyat
TID_JAN2021MAPS_30,Sukar Dikejar
TID_JAN2021MAPS_31,Cabang Laju
TID_JAN2021MAPS_32,Medan Magnet
TID_JAN2021MAPS_33,Bimasakti
TID_ROLLER,STU
TID_ROLLER_SHORT_DESC,ASASIN
TID_ROLLER_DESC,"Stu ialah pemandu pelagak ngeri dengan petrol mengalir di dalam uratnya! Dia membuat penampilan mengejutkan, membakar getah di seluruh arena."
TID_ROLLER_WEAPON,SINARAN MENYILAU
TID_ROLLER_WEAPON_DESC,Stu melepaskan dua tembakan piroteknik yang kuat belaka.
TID_ROLLER_ULTI,GALAKAN NITRO
TID_ROLLER_ULTI_DESC,"Mengenai lawan dengan Sinaran Menyilau akan mengecas Galakan Nitro Stu, suatu kuasa pecutan yang meninggalkan jejak leburan getah di tanah. Jejak itu akan membakar lawan yang terkenanya."
TID_SPEC_ABI_ROLLER_1,BEBAS HALANGAN
TID_SPEC_ABI_ROLLER_1_DESC,Jarak pecutan Galakan Nitro meningkat sebanyak <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_ROLLER_2,SEMBUHAN GASOLIN
TID_SPEC_ABI_ROLLER_2_DESC,Menggunakan Galakan Nitro akan memulihkan <c00cc00><VALUE1></c> nilai nyawa Stu.
TID_ACCESSORY_ROLLER_SPEED,ZON KELAJUAN
TID_ACCESSORY_ROLLER_SPEED_DESC,Stu menggunakan penggalak yang membuat dirinya dan rakan sepasukannya bergerak lebih cepat ketika berada dalam kawasan terkesan.
TID_RANKED2_PICK_NEXT,SETERUSNYA
TID_RANKED2_BAN,LARANG
TID_RANKED2_BANNED,DILARANG
TID_RANKED2_BAN_QUESTION,LARANG?
TID_RANKED2_COIN_FLIP_HEADER,Pasukan manakah yang akan memulakan pemilihan Brawler?
TID_RANKED2_COIN_FLIP_TITLE,LAMBUNG SYILING
TID_RANKED2_CON_FLIP_RED,PASUKAN MERAH DAHULU
TID_RANKED2_CON_FLIP_BLUE,PASUKAN BIRU DAHULU
TID_EVENT_NAME_POWER_LEAGUE,LIGA BINTANG
TID_EVENT_LOCATION_POWER_LEAGUE,Acara 3 lwn 3
TID_RANKED_SOLO,SOLO
TID_RANKED_TEAM,PASUKAN
TID_RANKED_LEADERBOARDS_POPUP_LEADERBOARDS_LABEL,PAPAN PENDAHULU
TID_RANKED_LEADERBOARDS_POPUP_TITLE,PAPAN PENDAHULU LIGA BINTANG
TID_RANKED_LEADERBOARDS_POPUP_INFO,Uji kemahiran anda di LIGA BINTANG! Naik pangkat dan menjadi jaguh Brawl Stars!
TID_RANKED_LEADERBOARDS_POPUP_CURRENT_SEASON,LIGA SEMASA
TID_RANKED_LEADERBOARDS_POPUP_PREVIOUS_SEASON,LIGA TERDAHULU
TID_RANKED_LEADERBOARDS_POPUP_SOLO,SOLO
TID_RANKED_LEADERBOARDS_POPUP_TEAM,PASUKAN
TID_RANKED_SOLO_MODE,Solo
TID_RANKED_TEAM_MODE,Pasukan
TID_BATTLE_END_RANKED_RANK_UP_TITLE,LIGA BINTANG
TID_BATTLE_END_RANKED_RANK_UP_TITLE_NEW_HIGH,LIGA BINTANG - <cFFEF49>PANGKAT TERTINGGI BAHARU!</c>
TID_BATTLE_END_RANKED_RANK_UP,NAIK PANGKAT!
TID_RANKED_EVENT_GAMEMODE_INFO,LIGA BINTANG
TID_RANKED_EVENT_LOCATION_INFO,Mod Permainan dan Peta Rawak
TID_RANKED_EVENT_DESC_1,Bertanding di pertempuran 3 lwn 3 dengan pasukan anda atau pemain lain yang bertahap sama dengan anda.
TID_RANKED_EVENT_DESC_2,Pasukan pertama yang menang dua pertempuran akan memenangi perlawanan.
TID_RANKED_EVENT_DESC_3,Bersiap sedia! Mod permainan dan peta berubah secara kerap dan rawak!
TID_RANKED_EVENT_DESC_4,"Apabila musim berakhir, anda akan mendapat ganjaran berdasarkan pangkat tertinggi anda capai di musim itu."
TID_RANKED_CLUB_LEAGUE_EVENT_GAMEMODE_INFO,PERLAWANAN BINTANG
TID_RANKED_CLUB_LEAGUE_EVENT_LOCATION_INFO,Mod Permainan dan Peta Rawak
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_1,Bersaing di pertempuran 3 lwn 3 dalam pasukan atau dengan pemain lain yang bertahap kemahiran sama dengan anda.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_2,Pasukan pertama yang menang dua pertempuran akan memenangi perlawanan.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_3,Bersiap sedia! Mod permainan dan peta bergilir secara kerap dan rawak!
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_4,"Apabila minggu itu tamat, anda mendapat ganjaran berdasarkan bilangan tiket yang anda guna dan kedudukan kelab anda pada musim itu."
TID_RANKED_EVENT_SEASON_REWARDS_BUTTON,GANJARAN MUSIM
TID_RANKED_EVENT_SOLO,LIGA BINTANG
TID_RANKED_EVENT_TEAMS,LIGA BINTANG
TID_RANKED_BUTTON_WARNING_TEAMS,Mod Pasukan: perlukan tiga pemain
TID_RANKED_BUTTON_WARNING_SOLO,Perlawanan Solo: pemain tunggal sahaja
TID_RANKED_START_MATCH_WARNING_TEXT_SOLO,Perlawanan SOLO tidak boleh dimainkan secara berpasukan!
TID_RANKED_START_MATCH_WARNING_TEXT_TEAMS,Perlawanan PASUKAN memerlukan pasukan dengan tiga pemain!
TID_CHROMA_CAP_PLAY_WARNING_QUEST,Misi memberi ganjaran kredit kroma
TID_CHROMA_CAP_PLAY_WARNING_CHALLENGE,Cabaran memberi ganjaran kredit kroma
TID_GAME_INTRO_ROUND,PUSINGAN <NUM>
TID_RANKED_LOOKING_FOR_EVENT,Memilih Acara
TID_GACHA_HERO_DROP_NEW_BRAWLER,BRAWLER BAHARU!
TID_GACHA_HERO_DROP_NEW_SKIN,KULIT BAHARU!
TID_RANKED_SEASON_ENDS_IN,Musim tamat dalam: <TIME>
TID_RANKED_SEASON_END_POPUP_TITLE,MUSIM LIGA BINTANG TELAH BERAKHIR
TID_RANKED_SEASON_END_POPUP_HIGHEST_RANK,PANGKAT TERTINGGI MUSIM INI
TID_RANKED_SEASON_END_POPUP_CLAIM,TUNTUT
TID_RANKED_SEASON_END_NOTIFICATION,GANJARAN AKHIR MUSIM LIGA BINTANG: <AMOUNT> <cff00ff>mata bintang</c> diperoleh!
TID_RANKED_SEASON_END_REWARD_DESC,GANJARAN MUSIM AKHIR ANDA
TID_RANKED_MIDSEASON_REWARD_POPUP_TITLE,GANJARAN LIGA BINTANG
TID_RANKED_MIDSEASON_REWARD_POPUP_CLAIM,TUNTUT
TID_RANKED_MIDSEASON_REWARD_POPUP_SHOW_OFFER,TUNJUKKAN
TID_RANKED_MIDSEASON_NOTIFICATION_RANK,GANJARAN LIGA KUASA KERANA MENCAPAI PANGKAT <RANK>
TID_RANKED_MIDSEASON_NOTIFICATION,GANJARAN LIGA BINTANG
TID_RANKED_MIDSEASON_REWARD_NEEDS_BRAWLER,Anda perlu buka <BRAWLER> dahulu!
TID_RANKED_REWARD_QUEST_DESC_26,PILIHAN PEMBELIAN KULIT
TID_REWARD_DESC_PURCHASE_OPTION_SKIN,PILIHAN PEMBELIAN KULIT EKSKLUSIF
TID_REWARD_DESC_PURCHASE_OPTION,PILIHAN PEMBELIAN EKSKLUSIF
TID_REWARD_DESC_PLAYER_ICON,IKON PEMAIN EKSKLUSIF
TID_RANKED_GOAL_REWARD_NEW,BAHARU!
TID_SKIN_INFO_CAMPAIGN_RANKED,Kulit Liga Bintang
TID_RANKED_MATCH_VICTORY,MENANG!
TID_RANKED_BRONZE_I,GANGSA I
TID_RANKED_BRONZE_II,GANGSA II
TID_RANKED_BRONZE_III,GANGSA III
TID_RANKED_SILVER_I,PERAK I
TID_RANKED_SILVER_II,PERAK II
TID_RANKED_SILVER_III,PERAK III
TID_RANKED_GOLD_I,EMAS I
TID_RANKED_GOLD_II,EMAS II
TID_RANKED_GOLD_III,EMAS III
TID_RANKED_DIAMOND_I,BERLIAN I
TID_RANKED_DIAMOND_II,BERLIAN II
TID_RANKED_DIAMOND_III,BERLIAN III
TID_RANKED_MYTHIC_I,MITOS I
TID_RANKED_MYTHIC_II,MITOS II
TID_RANKED_MYTHIC_III,MITOS III
TID_RANKED_LEGENDARY_I,LEGENDA I
TID_RANKED_LEGENDARY_II,LEGENDA II
TID_RANKED_LEGENDARY_III,LEGENDA III
TID_RANKED_MASTERS,JAGUH
TID_RANKED_GOAL_PLAY_MATCHES,MAIN <NUM> PERLAWANAN MUSIM INI
TID_RANKED_GOAL_REACH_RANK,CAPAI PANGKAT <RANK> MUSIM INI
TID_RANKED_GOAL_WIN_MATCHES,MENANG <NUM> PERLAWANAN MUSIM INI
TID_RANKED_GOAL_WIN_BATTLES,MENANGI <NUM> PUSINGAN MUSIM INI
TID_RANKED_GET_READY_TURN,BERSEDIA!
TID_RANKED_BAN_TURN,GILIRAN <cfcbc21>KETUA PASUKAN MELARANG</c>
TID_RANKED_YOU_BAN_TURN,GILIRAN <cfcbc21>MELARANG BRAWLER</c>
TID_RANKED_OWN_TEAM_PICK_TURN,GILIRAN <c94d7f4><PLAYER> MEMILIH</c>
TID_RANKED_ENEMY_TEAM_PICK_TURN,GILIRAN <cf75252><PLAYER> MEMILIH</c>
TID_RANKED_OWN_PICK_TURN,GILIRAN <cffffff>ANDA MEMILIH</c>
TID_RANKED_FINAL_TURN,<cffffff>PERSEDIAAN TERAKHIR</c>
TID_ELECTRO_SNIPER,BELLE
TID_ELECTRO_SNIPER_SHORT_DESC,AHLI TEMBAK
TID_ELECTRO_SNIPER_DESC,"Belle membangkitkan semangat pemujaan dalam gengnya, senapang elektronya pula mengejutkan dan memegunkan pihak lawan!"
TID_ELECTRO_SNIPER_WEAPON,PENGEJUT ELEKTRO
TID_ELECTRO_SNIPER_WEAPON_DESC,"Belle menembak kilat elektro jarak jauh, mengenakan kerosakan terhadap sasaran yang terkena. Selepas sejenak, kilat akan memantul ke sasaran berdekatan, melakukan kerosakan dan kemudian memantul ke sasaran berikutnya."
TID_ELECTRO_SNIPER_ULTI,BEBOLA CAT
TID_ELECTRO_SNIPER_ULTI_DESC,Belle melepaskan tembakan yang meninggalkan tanda pada lawan yang terkena tembakan. Lawan yang ditanda akan menerima kerosakan tambahan dari sebarang sumber. Hanya satu sasaran boleh ditandai pada satu-satu masa.
TID_SPEC_ABI_ELECTRO_SNIPER_1,SUAP BALIK POSITIF
TID_SPEC_ABI_ELECTRO_SNIPER_1_DESC,Belle mendapat <c00cc00><VALUE1>%</c> perisai setiap kali kilat elektro mengenai sasaran.
TID_SPEC_ABI_ELECTRO_SNIPER_2,TERKANDAS
TID_SPEC_ABI_ELECTRO_SNIPER_2_DESC,"Apabila pihak lawan ditandai Super milik Belle, lawan itu tidak akan dapat mengisi semula serangan selama <c00cc00><VALUE2></c> saat."
TID_ACCESSORY_ELECTRO_SNIPER_TRAP,PERANGKAP LETUPAN
TID_ACCESSORY_ELECTRO_SNIPER_TRAP_DESC,Belle meletakkan perangkap di tanah yang akan meletup apabila dicetuskan oleh lawan. Perangkap melakukan <c00cc00><VALUE1></c> kerosakan dan melambatkan sesiapa sahaja dalam radius letupannya selama <c00cc00><VALUE2></c> saat.
TID_STICKY_BOMB,SQUEAK
TID_STICKY_BOMB_SHORT_DESC,PENGAWAL
TID_STICKY_BOMB_DESC,"Dicipta secara tidak sengaja oleh Colonel Ruffs, Squeak dilahirkan untuk bermain permainan mengutip!"
TID_STICKY_BOMB_WEAPON,BOM LEKIT
TID_STICKY_BOMB_WEAPON_DESC,"Gumpalan melekit Squeak ini tidak stabil, meletup dengan percikan besar dan amat menyakitkan! Gumpalan ini melekat pada lawan yang ia terkena."
TID_STICKY_BOMB_ULTI,GUMPALAN BESAR
TID_STICKY_BOMB_ULTI_DESC,Squeak melontar gumpalan yang meletup kuat! Letupan benda lekit ini akan berpecah menjadi enam Bom Lekit kecil yang berterbangan ke semua arah.
TID_SPEC_ABI_STICKY_BOMB_1,TINDAK BALAS BERANTAI
TID_SPEC_ABI_STICKY_BOMB_1_DESC,Setiap lawan di dalam kawasan letupan Bom Lekit akan meningkatkan kerosakan benda lekit itu sebanyak <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_STICKY_BOMB_2,SUPER LEKIT
TID_SPEC_ABI_STICKY_BOMB_2_DESC,Letupan bom lekit kecil daripada Super milik Squeak juga melambatkan lawan sebanyak <c00cc00><VALUE2></c> saat.
TID_ACCESSORY_STICKY_BOMB_RANGE,DAYA KEMBANG
TID_ACCESSORY_STICKY_BOMB_RANGE_DESC,Bom Lekit Squeak yang seterusnya melakukan <c00cc00><VALUE2>%</c> lebih banyak kerosakan dan jarak menjadi <c00cc00><VALUE1>%</c> lebih jauh.
TID_RANKED2_CONFIRM_QUESTION,PILIH?
TID_RANKED_PICK_ERROR_BRAWLER_NOT_OWNED,Anda tidak memiliki brawler ini!
TID_RANKED_PICK_ERROR_BRAWLER_BANNED,"Brawler ini dilarang, pilih yang lain!"
TID_RANKED_PICK_ERROR_BRAWLER_PICKED,"Brawler ini telah dipilih, pilih yang lain!"
TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED,"Brawler ini belum ada di Liga Bintang, sila pilih yang lain!"
TID_RANKED_PICK_ERROR_BRAWLER_UNRELEASED_CLUB_LEAGUE,Brawler ini belum tersedia dalam Perlawanan Bintang. Pilih Brawler lain!
TID_RANKED_ERROR_BRAWLER_BLACKLISTED,Brawler ini telah dilumpuhkan oleh penganjur kejohanan.
TID_RANKED_HERO_POWER,KUASA <NUM>
TID_RANKED_REWARD_POPUP_SEASON,MUSIM <SEASON>
TID_RANKED_REWARDS_TOOL_TIP,LIGA BINTANG mempunyai dua mod 3 lwn 3:\n\n- Mod solo: anda menyertai dua pemain rawak bertahap liga yang sama dengan anda.\n\n- Mod pasukan: anda membentuk pasukan dengan tiga pemain untuk memulakan perlawanan.\n\nGanjaran LIGA BINTANG anda akan berdasarkan pangkat tertinggi yang dicapai di musim tersebut di kedua-dua mod.
TID_BUTTON_LEADERBOARDS,PAPAN PENDAHULU
TID_MSG_RANKED_ELO_DECAYED,Anda tidak aktif selama <INACTIVE_DAYS> hari di <RANKED_MODE> LIGA BINTANG musim <SEASON_ID> dan mata anda telah berkurang. Teruskan bermain untuk menyimpan mata anda!
TID_CHALLENGE_SKIN_PRIZE,KULIT <NUM> PERMATA
TID_CHALLENGE_HERO_PRIZE,BRAWLER <NUM> PERMATA
TID_CHALLENGE_SKIN_PRIZE_TITLE,Ganjaran\nMenyelesaikan Cabaran
TID_RANKED_GOAL_REWARD_PROFILE_PICTURE,IKON PEMAIN EKSKLUSIF
TID_BIBILANTE_SKIN,BIBILASAH
TID_BIBILANTE_SKIN_SHOP,BIBILASAH
TID_SMUGGLER_PENNY_SKIN,PENNY PENYELUDUP
TID_SMUGGLER_PENNY_SKIN_SHOP,PENNY\nPENYELUDUP
TID_SUPERSTAR_STU_SKIN,STU BINTANG HANDALAN
TID_SUPERSTAR_STU_SKIN_SHOP,STU\nBINTANG HANDALAN
TID_PSG_MIKE_SKIN,MIKE PSG
TID_PSG_MIKE_SKIN_SHOP,MIKE PSG
TID_ATT_PREPROMPT_TITLE,KEMAS KINI LOG MASUK FACEBOOK
TID_ATT_PREPROMPT_TEXT,"Ciri sosial Facebook memerlukan \qBrawl Stars\q untuk berkongsi data anda dengan Facebook. Facebook menggunakan data ini untuk tujuannya sendiri, termasuk untuk pengiklanan dan penjejakan.\n\nBenarkan - Jika anda mahu berkongsi data anda dengan Facebook dan mendayakan ciri sosial Facebook anda.\n\nMinta aplikasi untuk tidak jejak - Jika anda tidak mahu berkongsi data anda dengan Facebook. Ini akan membuang ciri sosial Facebook daripada \qBrawl Stars\q. Lihat Supercell ID untuk ciri sosial ramah privasi!"
TID_ATT_PREPROMPT_BUTTON,TERUSKAN
TID_RANKED_SP_REWARD_TRACK_OVERLAY,Capai <RANK> untuk mendapatkan ini sebagai ganjaran akhir musim Liga Bintang anda!
TID_RANKED_SP_REWARD_TRACK_OVERLAY_CURRENT,Ini ialah ganjaran akhir musim Liga Bintang semasa anda.
TID_RANKED_PARTICIPATION_REWARD_TRACK_OVERLAY,Main <NUM> perlawanan musim ini untuk membuka ganjaran ini.
TID_RANKED_MILESTONE_REWARD_TRACK_OVERLAY,Capai <RANK> pangkat musim ini untuk membuka ganjaran ini.
TID_CHALLENGE_BUY_LIVES_REMAINING,Baki pembelian: <NUM>
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_LEADER,Hanya ketua pasukan boleh melarang brawler
TID_RANKED_TEAM_SELECT_ERROR_BAN_ALREADY_DONE,Anda telah memilih brawler untuk dilarang
TID_RANKED_TEAM_SELECT_ERROR_PICK_ALREADY_DONE,Anda telah memilih brawler anda
TID_RANKED_TEAM_SELECT_ERROR_PICK_NOT_YOUR_TURN,Belum lagi giliran anda untuk memilih
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_BANNING,Belum lagi giliran untuk melarang
TID_RANKED_TEAM_SELECT_ERROR_BAN_GENERIC,"Gagal melarang (<CODE>), sila cuba lagi nanti!"
TID_RANKED_TEAM_SELECT_ERROR_BAN_NOT_IN_TEAM,"Gagal melarang (<CODE>), sila cuba lagi nanti!"
TID_RANKED_TEAM_SELECT_ERROR_BAN_INVALID_INPUT,"Gagal melarang (<CODE>), sila cuba lagi nanti!"
TID_RANKED_TEAM_SELECT_ERROR_GENERIC_1,"Gagal melarang (<CODE>), sila cuba lagi nanti!"
TID_RANKED_TEAM_SELECT_ERROR_GENERIC_2,"Gagal melarang (<CODE>), sila cuba lagi nanti!"
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC,"Gagal memilih brawler (<CODE>), sila cuba lagi"
TID_RANKED_TEAM_SELECT_ERROR_NOT_OWNED,"Anda tidak memiliki brawler ini, cuba pilih yang lain!"
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_1,"Gagal memilih brawler (<CODE>), sila cuba lagi"
TID_RANKED_TEAM_SELECT_ERROR_PICK_GENERIC_2,"Gagal memilih brawler (<CODE>), sila cuba lagi"
TID_MSG_RANKED_SEASON_END,Tahniah! Anda telah mencapai <RANK> di LIGA BINTANG musim <SEASON_ID>.
TID_MATCHMAKE_FAILED_20,Gagal mencari padanan: masih dalam tempoh bertenang. Sila cuba lagi nanti.
TID_MATCHMAKE_FAILED_21,Gagal mencari padanan: masih dalam tempoh bertenang kerana melahu atau putus sambungan semasa dalam perlawanan
TID_RANKED_MATCH_TERMINATED_REASON_GENERIC,Perlawanan dihentikan (<CODE>). Sila cuba lagi.
TID_RANKED_MATCH_TERMINATED_REASON_1,Perlawanan dihentikan: <NAME> terputus sambungan
TID_RANKED_MATCH_TERMINATED_REASON_2,Perlawanan dihentikan: <NAME> tidak memberi respons
TID_RANKED_MATCH_TERMINATED_REASON_3,Perlawanan ditamatkan: musim berakhir
TID_RANKED_MATCH_TERMINATED_REASON_4,Perlawanan dihentikan (<CODE>). Sila cuba lagi.
TID_RANKED_MATCH_TERMINATED_REASON_5,Perlawanan dihentikan: Masa perlawanan terlalu lama.
TID_RANKED_MATCH_TERMINATED_REASON_6,Perlawanan dihentikan: Masa pertempuran terlalu lama.
TID_RANKED_GOAL_REWARD_PURCHASE_OPTION_SKIN,PILIHAN PEMBELIAN KULIT EKSKLUSIF
TID_RANKED_MATCH_TERMINATED_NAME_PLAYER,pemain
TID_RANKED2_CONFIRM_PICKED,DIPILIH
TID_ATT_NOT_GIVEN_PRINT,Ciri sosial Facebook telah dinyahdaya disebabkan pilihan privasi anda.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_3,Tidak boleh beli percubaan cabaran kerana masih ada baki percubaan.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_4,"Maaf, cabaran ini tidak lagi aktif!"
TID_CHALLENGE_LIVES_PURCHASE_ERROR_GENERIC,Tidak boleh membeli cubaan cabaran sekarang. Cuba lagi nanti!
TID_RANKED_COOLDOWN_FLOATER,Tidak boleh memulakan perlawanan. Anda digantung dari LIGA BINTANG selama <TIME>.
TID_RANKED_COOLDOWN_WARNING,Digantung selama: <TIME>
TID_RANKED_ENEMY_P1,Merah 1
TID_RANKED_ENEMY_P2,Merah 2
TID_RANKED_ENEMY_P3,Merah 3
TID_NOTIFICATION_RANKED_SEASON_STARTED,Musim LIGA BINTANG baharu telah bermula!
TID_NOTIFICATION_RANKED_SEASON_ENDING,Musim LIGA BINTANG hampir berakhir. Teruskan berjuang!
TID_POWER_LEAGUE_SEASON,LIGA BINTANG
TID_STARTING_SOON,Akan bermula sebentar lagi...
TID_RANKED_TEAM_SELECT_HINT_PICK,Pilih brawler anda
TID_RANKED_TEAM_SELECT_HINT_BAN,Larang brawler
TID_RANKED_TEAM_SELECT_HINT_SP,Pilih kuasa bintang anda
TID_RANKED_TEAM_SELECT_HINT_SP_GADGET,Pilih kuasa bintang dan alat anda
TID_RANKED_TEAM_SELECT_HINT_GADGET,Pilih alat anda
TID_RANKED_TEAM_SELECT_HINT_NO_SP_NO_GADGET,BERSEDIA!
TID_MSG_RANKED_ABANDON_MATCH,Anda meninggalkan perlawanan LIGA BINTANG sebelum tamat. Perbuatan berulang akan mengakibatkan penggantungan sementara dari LIGA BINTANG!
TID_RANKED_REWARDS_QUALIFY,ANDA PERLU MAIN SATU PERLAWANAN UNTUK LAYAK MENDAPAT GANJARAN
TID_FRIEND_STATUS_RANKED,Liga Bintang
TID_CLAN_MEMBER_ONLINE_STATUS_15,<cff1e00>LIGA BINTANG</c>
TID_TEAM_MEMBER_STATUS_15,<cff1e00>LIGA BINTANG</c>
TID_TEAM_MEMBER_STATUS_NEW_15,LIGA BINTANG
TID_RANKED_TEAM_SELECT_PICK_BAN_TURN,PEMILIHAN DAN LARANGAN BERMULA DALAM
TID_RANKED_TEAM_MODE_NOT_UNLOCKED,Seorang pemain dalam pasukan belum buka mod ini!
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED,Capai pangkat <RANK> untuk buka main semula Liga Bintang
TID_TEAM_ERROR_RANKED_NOT_UNLOCKED,LIGA BINTANG belum dibuka
