TID_ALLIANCE_INVITE_TITLE,GIA NHẬP CLB CỦA TÔI
TID_RAID_TOWN_CRUSH_1,SIÊU ĐÔ THỊ
TID_GUEST_LOGIN_IAP_BLOCKED_TITLE,CẢNH BÁO
TID_GUEST_LOGIN_IAP_BLOCKED,"Theo quy tắc chống nghiện game mới nhất, bạn không thể thực hiện thanh toán trong trò chơi khi đăng nhập bằng tài khoản dạng Khách. Để đảm bảo có được trải nghiệm game tốt nhất, chúng tôi khuyến khích bạn nên đăng nhập bằng QQ hoặc WeChat và hoàn tất quá trình xác minh tên thật của mình. Nếu bạn đã đăng nhập bằng tài khoản dạng Khách, bạn có thể kết nối tài khoản của mình với QQ hoặc WeChat từ trang Cài đặt của trò chơi."
TID_TENCENT_GUEST_LOGIN_WARNING_TITLE,Đăng nhập dạng khách?
TID_TENCENT_GUEST_LOGIN_WARNING,"Theo quy tắc chống nghiện game mới nhất, bạn sẽ không thể hoàn tất xác minh tên thật khi đăng nhập bằng tài khoản dạng Khách, đồng thời, thời gian chơi game của bạn sẽ bị hạn chế còn 1 giờ mỗi 15 ngày. Để đảm bảo có được trải nghiệm game tốt nhất, chúng tôi khuyến khích bạn nên đăng nhập bằng QQ hoặc WeChat và hoàn tất quá trình xác minh tên thật của mình."
TID_ACCESSORY_CROW_POISON_TRIGGER,ĐỘC LÀM CHẬM DI CHUYỂN
TID_ACCESSORY_CROW_POISON_TRIGGER_DESC,Tất cả kẻ địch hiện đang bị nhiễm độc sẽ di chuyển chậm trong <c00cc00><VALUE1></c> giây.
TID_ACCESSORY_ARTILLERY_BARRAGE,ĐỊNH VỊ ĐỘI TRƯỞNG
TID_ACCESSORY_ARTILLERY_BARRAGE_DESC,Penny ra lệnh cho Đại bác của cô ta bắn một phát pháo đến vị trí mà cô ta đang đứng.
TID_ACCESSORY_SHELLY_FOCUS,BẮN ĐĨA BAY
TID_ACCESSORY_SHELLY_FOCUS_DESC,"Khi phụ kiện này được kích hoạt, trong <c00cc00><VALUE1></c> giây tiếp theo, đòn tấn công chính của Shelly tập trung bắn vào khu vực nhỏ hơn và có phạm vi ảnh hưởng rộng hơn."
TID_ACCESSORY_BO_MINE_TRIGGER,DÂY BẪY
TID_ACCESSORY_BO_MINE_TRIGGER_DESC,"Tất cả mìn của Bo được kích nổ sau <c00cc00><VALUE1></c> giây. Trong khoảng thời gian chờ kích nổ, đối thủ hoàn toàn không thể phát hiện ra số mìn này."
TID_ACCESSORY_UNDERTAKER_RELOAD,XẺNG ĐA NĂNG
TID_ACCESSORY_UNDERTAKER_RELOAD_DESC,Mortis nạp đạn nhanh hơn trong <c00cc00><VALUE1></c> giây.
TID_ACCESSORY_SNIPER_SEEKER,CÔNG THỨC GIA TRUYỀN
TID_ACCESSORY_SNIPER_SEEKER_DESC,"Khi được kích hoạt, đòn tấn công chính tiếp theo của Piper sẽ nhắm thẳng vào kẻ thù."
TID_ACCESSORY_LUCHADOR_METEOR,VÀNH ĐAI TIỂU HÀNH TINH
TID_ACCESSORY_LUCHADOR_METEOR_DESC,El Primo triệu hồi một thiên thạch nhỏ đánh thẳng vào kẻ địch gần nhất. Thiên thạch này gây ra <c00cc00><VALUE1></c> sát thương và có thể phá hủy tường.
TID_ACCESSORY_BARKEEP_HEAL_POTION,THUỐC THẢO DƯỢC
TID_ACCESSORY_BARKEEP_HEAL_POTION_DESC,Barley ném một bình thuốc hồi máu vào các liên minh ở gần ông ta để tạo ra một khu vực hồi <c00cc00><VALUE1></c> máu mỗi giây.
TID_ACCESSORY_TNT_STUN,BOM GÂY CHOÁNG
TID_ACCESSORY_TNT_STUN_DESC,"Khi được kích hoạt, đòn tấn công chính tiếp theo cũng sẽ làm choáng kẻ địch trong <c00cc00><VALUE1></c> giây."
TID_ACCESSORY_MECHANIC_TURRET_BUFF,TĂNG TỐC ĐỘ BẮN
TID_ACCESSORY_MECHANIC_TURRET_BUFF_DESC,Tốc độ tấn công của Trụ súng dã chiến tăng gấp đôi trong <c00cc00><VALUE1></c> giây.
TID_ACCESSORY_BLOCKED_MISSING_MINES,Không thể kích hoạt khi không có mìn!
TID_BRAWLPASS_POPUP_UNLOCKED,ĐÃ MỞ KHÓA VÉ BRAWL PASS!
TID_BRAWL_PASS_SEASON_1,ĐẠI CHIẾN QUÁI THÚ MÙA HÈ
TID_EMOTE_EQUIP_NOT_OWNED,Hãy tìm Huy hiệu này trong các Gói Huy hiệu!
TID_RAID_BOSS_TOWN_CRUSHER_INTRO_TEXT,Đánh bại Siêu Quái thú!
TID_EMOTE_CATEGORY_1,Ô 1
TID_EMOTE_CATEGORY_2,Ô 2
TID_EMOTE_CATEGORY_3,Ô 3
TID_EMOTE_CATEGORY_4,Ô 1
TID_EMOTE_CATEGORY_5,Ô 2
TID_EMOTE_CATEGORY_BRAWLER_PINS,HUY HIỆU CỦA <BRAWLER>
TID_EMOTE_CATEGORY_PLAYER_PINS,HUY HIỆU CỦA NGƯỜI CHƠI
TID_SPRAY_CATEGORY_BRAWLER,SƠN XỊT CỦA <BRAWLER>
TID_SPRAY_CATEGORY_SHARED,SƠN XỊT CHUNG
TID_SPRAY_CATEGORY_1,Ô 1
TID_SPRAY_CATEGORY_2,Ô 1
TID_SPRAY_CATEGORY_3,Ô 2
TID_SPRAY_CATEGORY_4,Ô 3
TID_SPRAY_CATEGORY_5,Ô 4
TID_SPRAY_EQUIP_NOT_OWNED,Bạn chưa mở khóa chai Sơn xịt này!
TID_SPRAY_BRAWLER_EQUIP_NOT_OWNED,Tìm chai Sơn xịt này trong Cửa hàng!
TID_SPRAY_SLOT_LOCKED,Ô Sơn xịt sẽ mở khóa khi bạn đạt <NUM> cúp!
TID_EDIT_MUTE_EMOTES,Tắt tiếng Huy hiệu trong trận đấu
TID_ACCESSORY_BLOCKED_INVISIBILITY_ALREADY_ACTIVE,Đã tàng hình rồi!
TID_ACCESSORY_BLOCKED_SHIELD_ALREADY_ACTIVE,Đã kích hoạt Khiên đã rồi!
TID_ACCESSORY_BLOCKED_ALREADY_ACTIVE,Phụ kiện đã được kích hoạt rồi!
TID_ACCESSORY_BLOCKED_ALREADY_MAX_LEVEL,Đã đạt cấp tối đa!
TID_SETTINGS_PLAYER_ID,ID người chơi: <ID>
TID_NAME_COLOR_REQUIRES_BRAWL_PASS,MUA VÉ BRAWL PASS để mở khóa bảng tên Sắc màu trong suốt mùa giải!
TID_RANK_COLLECT_PREVIOUS_REWARD_SPECIFIC,"Trước tiên, bạn cần thu thập phần thưởng trước đó!"
TID_MEGA_BEETLE_BEA_SKIN,BEA SIÊU BỌ
TID_MEGA_BEETLE_BEA_SKIN_SHOP,BEA\nSIÊU BỌ
TID_STREETWEAR_MAX_SKIN,MAX PHONG CÁCH ĐƯỜNG PHỐ
TID_STREETWEAR_MAX_SKIN_SHOP,MAX\nPHONG CÁCH ĐƯỜNG PHỐ
TID_KING_CRAB_TICK_SKIN,TICK VUA CUA
TID_KING_CRAB_TICK_SKIN_SHOP,TICK\nVUA CUA
TID_ULTRA_DRILLER_JACKY_SKIN,JACKY THỢ KHOAN ULTRA
TID_ULTRA_DRILLER_JACKY_SKIN_SHOP,JACKY\nTHỢ KHOAN ULTRA
TID_RETRO_NANI_SKIN,NANI CỔ ĐIỂN
TID_RETRO_NANI_SKIN_SHOP,NANI\nCỔ ĐIỂN
TID_MECHA_PALADIN_SURGE_SKIN,SURGE RÔ BỐT HIỆP SĨ
TID_MECHA_PALADIN_SURGE_SKIN_SHOP,SURGE\nRÔ BỐT HIỆP SĨ
TID_TRUE_SILVER_EMZ_SKIN,EMZ BẰNG BẠC
TID_TRUE_SILVER_EMZ_SKIN_SHOP,EMZ\nBẰNG BẠC
TID_TRUE_SILVER_EL_PRIMO_SKIN,EL PRIMO BẰNG BẠC
TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP,EL PRIMO\nBẰNG BẠC
TID_TRUE_SILVER_SHELLY_SKIN,SHELLY BẰNG BẠC
TID_TRUE_SILVER_SHELLY_SKIN_SHOP,SHELLY\nBẰNG BẠC
TID_TRUE_SILVER_PIPER_SKIN,PIPER BẰNG BẠC
TID_TRUE_SILVER_PIPER_SKIN_SHOP,PIPER\nBẰNG BẠC
TID_TRUE_SILVER_LEON_SKIN,LEON BẰNG BẠC
TID_TRUE_SILVER_LEON_SKIN_SHOP,LEON\nBẰNG BẠC
TID_TRUE_GOLD_EMZ_SKIN,EMZ BẰNG VÀNG
TID_TRUE_GOLD_EMZ_SKIN_SHOP,EMZ\nBẰNG VÀNG
TID_TRUE_GOLD_EL_PRIMO_SKIN,EL PRIMO BẰNG VÀNG
TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP,EL PRIMO\nBẰNG VÀNG
TID_TRUE_GOLD_SHELLY_SKIN,SHELLY BẰNG VÀNG
TID_TRUE_GOLD_SHELLY_SKIN_SHOP,SHELLY\nBẰNG VÀNG
TID_TRUE_GOLD_PIPER_SKIN,PIPER BẰNG VÀNG
TID_TRUE_GOLD_PIPER_SKIN_SHOP,PIPER\nBẰNG VÀNG
TID_TRUE_GOLD_LEON_SKIN,LEON BẰNG VÀNG
TID_TRUE_GOLD_LEON_SKIN_SHOP,LEON\nBẰNG VÀNG
TID_SUPER_RANGER_BROCK_SKIN,BROCK SIÊU NHÂN
TID_SUPER_RANGER_BROCK_SKIN_SHOP,BROCK\nSIÊU NHÂN
TID_SKIN_INFO_CAMPAIGN_13_NOT_AVAILABLE,BẰNG BẠC
TID_SKIN_INFO_CAMPAIGN_14_NOT_AVAILABLE,BẰNG VÀNG
TID_BATTLE_ROYALE_45,nruhC gnaH
TID_BATTLE_ROYALE_46,Đấu trường Clash
TID_BATTLE_ROYALE_47,Vành đai ven sông
TID_BATTLE_ROYALE_48,Cỏ bốn lá
TID_BATTLE_ROYALE_49,Linh hồn hắc ám
TID_BATTLE_ROYALE_50,Vỏ trứng
TID_BATTLE_ROYALE_51,Ma trơi
TID_BATTLE_ROYALE_52,Thung lũng Victor
TID_BATTLE_ROYALE_53,Hẻm núi xanh tươi
TID_GOLDRUSH_54,Thị trấn nhỏ
TID_GOLDRUSH_55,Tấn công hàng loạt
TID_GOLDRUSH_56,Cuộc tẩu thoát
TID_WANTED_29,Thuận buồm xuôi gió
TID_WANTED_30,Trốn tìm
TID_BANKHEIST_29,Toàn cảnh
TID_BANKHEIST_30,Leo thang
TID_KING_OF_HILL_16,Cửa sau bị phong tỏa
TID_KING_OF_HILL_17,Tổ ong bắp cày
TID_KING_OF_HILL_18,Vành đai
TID_KING_OF_HILL_19,Hồ nước
TID_KING_OF_HILL_20,Phân chia
TID_KING_OF_HILL_21,Bom tấn
TID_KING_OF_HILL_22,Mở cửa kinh doanh
TID_KING_OF_HILL_23,Chiến lược song song
TID_KING_OF_HILL_24,Đường mòn cắt ngang
TID_KING_OF_HILL_25,Khu tam giác
TID_KING_OF_HILL_26,Vòng quay roulette
TID_KING_OF_HILL_27,Lát cắt dọc
TID_KING_OF_HILL_28,Kiểm soát tuyệt đối
TID_EMOTE_EQUIP_NOT_OWNED_SPECIAL,Các nhà sưu tập Huy hiệu chú ý! Huy hiệu này không thường xuyên xuất hiện đâu!
TID_EMOTE_EQUIP_NOT_OWNED_MASTERY,Huy hiệu thành thạo! Mở khóa huy hiệu này từ cột mốc thành thạo của chiến binh brawl!
TID_LOGIN_WITH_FACEBOOK,Đăng nhập bằng Facebook
TID_TERMS_OF_SERVICE_BUTTON_TENCENT,Thỏa thuận Dịch vụ và Giấy phép của Tencent Games
TID_PRIVACY_POLICY_BUTTON_TENCENT,荒野乱斗隐私保护指引
TID_PARENTS_GUIDE_BUTTON_TENCENT,Quy tắc Bảo vệ Quyền riêng tư Trẻ em của Tencent Games
TID_TENCENT_LOGIN_AGREEMENTS,"Tôi đã đọc kỹ và đồng ý với <TOS>, <PP>, <CHILDREN> và <THIRDPARTY>."
TID_THIRD_PARTY_SHARING_BUTTON_TENCENT,Danh sách thông tin chia sẻ với bên thứ ba
TID_TENCENT_THIRDPARTY_INFO,Danh sách thông tin chia sẻ với bên thứ ba
TID_TENCENT_LOGIN_TOS,Thỏa thuận Dịch vụ và Giấy phép của Tencent Games
TID_TENCENT_LOGIN_PP,荒野乱斗隐私保护指引
TID_TENCENT_LOGIN_CHILDREN,Quy tắc Bảo vệ Quyền riêng tư Trẻ em của Tencent Games
TID_TENCENT_LOGIN_AGREEMENT_NOTE,"Bạn cần phải đọc kỹ và đồng ý với\n<TOS>,\n<PP>,\n<CHILDREN> và\n<THIRDPARTY>\ntrước khi truy cập vào trò chơi."
TID_KING_OF_HILL_29,Siêu nhân Surge
TID_QUESTS_GMV_NOT_AVAILABLE,Chế độ chơi hiện không khả dụng
TID_IAP_SOM_072001,ƯU ĐÃI MÙA HÈ
TID_IAP_SOM_072002,CHÀO THÁNG 8!
TID_IAP_SOM_072003,CHÀO THÁNG 9!
TID_IAP_SOM_072004,SIÊU TIẾT KIỆM
TID_IAP_SOM_072005,SIÊU TIẾT KIỆM
TID_IAP_SOM_072006,CÀNG NHIỀU NGỌC CÀNG TỐT!
TID_IAP_SOM_072007,CÀNG NHIỀU NGỌC CÀNG TỐT!
TID_IAP_SOM_072008,GÓI MÙA GIẢI!
TID_IAP_SOM_072009,VÉ BRAWL PASS THÌ SAO?
TID_IAP_SOM_072010,TÔI CẦN XU!
TID_BRAWL_PASS_INFO_EXTRA_CHINA,乱斗金券每个主题季只能购买一次
TID_VALUE_MULTIPLIER,<NUM>x
TID_AMOUNT_MULTIPLIER,x<NUM>
TID_DEVICE_LINK_CODE_VALID_TIME,Mã hợp lệ trong:
TID_CONFIRM_DEVICE_LINKING,Xác nhận liên kết
TID_CONFIRM_DEVICE_LINK_TEXT,Bạn có thật sự chắc rằng bạn muốn xóa tiến trình hiện tại và thay thế bằng:
TID_DEVICE_LINK_ERROR_GAME_CENTER,Chưa đăng nhập vào Game Center
TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT,Vui lòng đăng nhập vào Game Center để thực hiện liên kết thiết bị. Sau đó thử lại lần nữa.
TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID,Chưa đăng nhập vào Google Play
TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID,"Vui lòng đăng nhập vào Google Play để thực hiện liên kết thiết bị. Để đăng nhập, hãy nhấn vào nút Đăng nhập Google Play trong màn hình cài đặt. Sau đó thử lại lần nữa."
TID_DEVICE_LINK_ERROR_TIMEOUT,Mã liên kết đã hết hạn
TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT,Mã liên kết đã hết hạn. Bạn phải nhập mã vào thiết bị mới trong vòng <time>.\n\nBạn có thể nhận mã mới dễ dàng bằng cách vào lại màn hình mã liên kết.
TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES,Có quá nhiều thiết bị được liên kết
TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT,"Bạn đã liên kết 10 thiết bị rồi, và đây là con số tối đa được cho phép.\n\nNếu bạn muốn xóa bớt một số thiết bị cũ, vui lòng liên hệ với chúng tôi thông qua trang Trợ giúp và Hỗ trợ."
TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE,Mã liên kết không hợp lệ
TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT,"Bạn đã nhập sai mã, hoặc là mã đã hết hạn. Hãy bảo đảm rằng bạn đã nhập mã chính xác, khớp với mã được hiển thị trên thiết bị kia.\n\nVui lòng nhấn mũi tên quay lại để thử lần nữa.\n\nLưu ý: Mỗi mã chỉ có thể được sử dụng một lần và mã sẽ hết hạn sau <time>. Bạn luôn có thể nhận được mã mới bằng cách thoát rồi vào lại màn hình Liên kết."
TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE,Thiết bị cũ không hoạt động
TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT,"Để liên kết thành công các thiết bị của bạn, thì thiết bị cũ phải đang hoạt động và hiển thị màn hình mã liên kết."
TID_DEVICE_LINKED_MAIL_ITEM,Thiết bị mới đã được liên kết với tiến trình của bạn.
TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE,Chưa được kết nối với Game Center
TID_DEVICE_LINK_ERROR_NOT_ATTACHED,Tiến trình của bạn chưa được kết nối với tài khoản Game Center. Vui lòng bảo đảm rằng bạn đã đăng nhập vào tài khoản Game Center vẫn chưa được kết nối với tiến trình hiện hữu nào rồi sau đó khởi động lại trò chơi.\n\nBạn sẽ được hỏi rằng bạn có muốn kết nối tiến trình hiện tại với tài khoản Game Center không. Hãy trả lời \qCó\q.\n\nCẢNH BÁO: Tiến trình sẽ được kết nối vĩnh viễn và không thể thay đổi sau này.
TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID,Chưa được kết nối với Google Play
TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID,Tiến trình của bạn chưa được kết nối với tài khoản Google. Hãy quay lại màn hình cài đặt và đăng nhập bằng tài khoản Google Play vẫn chưa được kết nối với tiến trình hiện hữu nào.\n\nCẢNH BÁO: Tiến trình sẽ được kết nối vĩnh viễn và không thể thay đổi sau này.
TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE,Đăng nhập vào sai tài khoản
TID_DEVICE_LINK_WRONG_ACCOUNT,"Tiến trình hiện tại được kết nối với một tài khoản Game Center khác, không phải là tài khoản mà bạn đang đăng nhập vào.\n\nVui lòng đăng xuất khỏi ứng dụng Game Center và đăng nhập lại bằng tài khoản đã được kết nối với tiến trình này.\n\nSau đó hãy thử liên kết lần nữa."
TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID,"Tiến trình hiện tại được kết nối với một tài khoản Google khác, không phải là tài khoản mà bạn đã đăng nhập vào.\n\nVui lòng đăng xuất khỏi tài khoản Google hiện tại và đăng nhập bằng tài khoản đã được kết nối với tiến trình này.\n\nSau đó hãy thử liên kết lần nữa."
TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE,Đã liên kết rồi
TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS,Tiến trình hiện tại đã được liên kết rồi. Việc liên kết chỉ có thể được thực hiện một lần.
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH,Không thể ghi đè tiến trình
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT,Tiến trình hiện tại của bạn đã được kết nối vĩnh viễn với tài khoản mà bạn đã dùng để đăng nhập.\n\nVì đã có tiến trình rồi (Cấp <level> hoặc giao dịch mua đã được thực hiện) nên không ghi đè được nữa.
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM,Mã liên kết không khả dụng
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT,"Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị iOS.\n\nĐể chơi trên một thiết bị iOS khác, hãy đảm bảo rằng bạn đã đăng nhập vào Game Center trên thiết bị kia. Sau đó, trên thiết bị này, đăng nhập vào cùng tài khoản Game Center đó.\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa thông qua tài khoản Game Center."
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID,"Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị Android.\n\nĐể chơi trên một thiết bị Android khác, trước hết hãy đảm bảo rằng bạn đã đăng nhập bằng Đăng nhập Google Play trên thiết bị kia. Sau đó, trên thiết bị này, sử dụng Đăng nhập Google Play. (Bạn có thể tìm thấy Đăng nhập Google Play trong phần cài đặt của trò chơi.)\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa."
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN,"Bạn không cần phải sử dụng mã liên kết để chơi trên nhiều thiết bị Android.\n\nĐể chơi trên một thiết bị Android khác, hãy tải xuống Brawl Stars từ cùng Cửa hàng Ứng dụng Android và sử dụng cùng một tài khoản để đăng nhập\n\nTiến trình của bạn sẽ tự động được đồng bộ hóa."
TID_DEVICE_LINK_SUCCESFULL_TITLE,Liên kết thành công!
TID_DEVICE_LINK_SUCCESFULL_NEW,"Bạn đã liên kết thành công thiết bị này với tài khoản của mình. Để bắt đầu chơi, chỉ cần nhấn OK và tài khoản của bạn sẽ được tải. Chúc bạn chơi vui vẻ nhé!"
TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE,Bạn đã liên kết thành công một thiết bị mới với tài khoản của mình!
TID_DEVICE_LINK_SUCCESFULL_OLD,Bạn đã liên kết thành công thiết bị sau đây với tài khoản của bạn:
TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE,Đã phát sinh lỗi (100)
TID_DEVICE_LINK_ERROR_CODE_ERROR_0,Đã xảy ra lỗi. Vui lòng thử lại!
TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE,Đã phát sinh lỗi (101)
TID_DEVICE_LINK_ERROR_CODE_ERROR_1,Đã xảy ra lỗi. Vui lòng thử lại!
TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE,Đã phát sinh lỗi (102)
TID_DEVICE_LINK_ERROR_CODE_ERROR_2,Đã xảy ra lỗi. Vui lòng thử lại!
TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC,Cấp <level>
TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID,"Để chơi trên nhiều thiết bị, hãy đảm bảo bạn đã đăng nhập vào WeChat hoặc QQ trên thiết bị này.\n\nSau đó, đăng nhập vào WeChat hoặc QQ trên thiết bị kia. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN,Tiến trình hiện tại đã được liên kết rồi. Việc liên kết chỉ có thể được thực hiện một lần.
TID_LINK_NEW_DEVICE_TITLE,Liên kết một thiết bị
TID_LINK_NEW_DEVICE_TEXT,"Nếu bạn muốn chơi trên 2 thiết bị hoặc muốn chuyển tài khoản của mình sang một thiết bị mới, bạn có thể thực hiện ở đây."
TID_LINK_NEW_DEVICE_TEXT2,Nhấn một tùy chọn để bắt đầu:
TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE,LƯU Ý: Nếu bạn chỉ đang chơi trên thiết iOS và đang sử dụng tài khoản Game Center của mình thì bạn không cần phải liên kết các thiết bị. Bạn chỉ cần đăng nhập vào cùng tài khoản Game Center là được.
TID_LINK_NEW_DEVICE_OLD_BUTTON,Đây là THIẾT BỊ CŨ
TID_LINK_NEW_DEVICE_NEW_BUTTON,Đây là THIẾT BỊ MỚI
TID_LINK_CODE_TITLE,Mã liên kết
TID_LINK_CODE_TEXT,"Bây giờ, hãy để màn hình này mở. Trên thiết bị kia, đến màn hình liên kết và nhấn vào nút \qĐây là thiết bị MỚI\q."
TID_LINK_CODE_TEXT2,Nhập mã này vào thiết bị mới của bạn:
TID_LINK_CODE_WARNING_TEXT,CẢNH BÁO: Đừng bao giờ đưa mã này cho bất kỳ người nào khác! Mã này chỉ được sử dụng cho mục đích cá nhân mà thôi. Vui lòng lưu ý rằng liên kết này sẽ được duy trì vĩnh viễn.
TID_LINK_DEVICES_ENTER_CODE_TITLE,Nhập mã liên kết
TID_LINK_DEVICES_ENTER_CODE_TEXT,"(Để nhận mã liên kết: trên thiết bị cũ, đến màn hình liên kết và nhấn vào nút \qĐây là thiết bị CŨ\q.)"
TID_LINK_DEVICES_ENTER_CODE_TEXT2,Nhập mã liên kết ở đây:
TID_LINK_TARGET_IOS_BUTTON,"Tôi muốn liên kết với\niPhone, iPad hoặc iPod"
TID_LINK_TARGET_IOS_BUTTON_ANDROID,Tôi muốn liên kết với\nmột thiết bị Android
TID_LINK_TARGET_OTHER_BUTTON,Tôi muốn liên kết với\nmột thiết bị khác
TID_LINK_TARGET_DEVICE_TYPE,Thiết bị mục tiêu
TID_LINK_TARGET_DEVICE_TEXT,Hãy chọn loại thiết bị mà bạn muốn liên kết với:
TID_LINK_SAME_PLATFORM_TITLE,Đồng bộ với Game Center
TID_LINK_SAME_PLATFORM_TITLE_ANDROID,Đồng bộ với một tài khoản Google
TID_LINK_SAME_PLATFORM_TITLE_KUNLUN,Đồng bộ với tài khoản của bạn
TID_LINK_SAME_PLATFORM,"Để chơi trên nhiều thiết bị, hãy đảm bảo bạn đã đăng nhập vào Game Center trên thiết bị này.\n\nSau đó, đăng nhập vào Game Center trên thiết bị kia. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
TID_LINK_SAME_PLATFORM_ANDROID,"Để chơi trên nhiều thiết bị Android, hãy đảm bảo rằng bạn đã đăng nhập vào tài khoản Google của mình trong phần cài đặt của trò chơi.\n\nSau đó, cũng đăng nhập bằng tài khoản Google của bạn trên thiết bị kia. Tiến trình của bạn sẽ được tự động đồng bộ hóa."
TID_LINK_SAME_PLATFORM_KUNLUN,"Để chơi trên nhiều thiết bị Android, hãy tải xuống Brawl Stars từ cùng Cửa hàng Ứng dụng Android và sử dụng cùng một tài khoản để đăng nhập. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
TID_LINK_CANCELLED_TITLE,Đã hủy liên kết
TID_LINK_CANCELLED,Bạn đã hủy việc liên kết. Không có thiết bị nào được liên kết.
TID_LINK_CODE_GENERATE_CODE_TEXT,Hãy sử dụng mã liên kết bên dưới để chuyển tiến trình của bạn sang một Cửa hàng Ứng dụng Android khác. Xem hướng dẫn để biết thêm chi tiết!
