"Name","Character","Model","ModelCNOverride","GadgetModel","BigHeroIconOverrideSWF","BigHeroIconOverrideExportName","SmallHeroIconOverrideSWF","SmallHeroIconOverrideExportName","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargedSecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","LobbyLoopEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","OverchargedMainAttackProjectile","UltiProjectile","OverchargedUltiProjectile","AlternativeSkillProjectile","UltiAlternativeSkillProjectile","MainAttackEffect","MainAttackEffect2","MainAttackEffect3","OverchargedMainAttackEffect","OverchargedMainAttackEffect2","OverchargedMainAttackEffect3","AlternatingMainAttackEffect","UltiAttackEffect","UltiAttackEffect2","UltiAttackEffect3","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","OverchargedUltiAttackEffect3","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","OverchargedMainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","OverchargedMeleeHitEffect","OverchargedUltiMeleeHitEffect","SpawnAreaEffect","SpawnEffect","SpawnShieldEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","OverchargedStarPower1Effect","StarPower2Effect","OverchargedStarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPowerOvercharged","AreaEffectStarPower2","AreaEffectStarPower2Overcharged","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","ActivationSelfStatusEffectAttack","ActivationSelfStatusEffectUlti","StatusEffectSP1","StatusEffectSP2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","UltiChargeMoveEffect","OverchargedChargeMoveEffect","OverchargedUltiChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","FaceScaledUpTexture","TransformWhenOvercharged","ShadowRealmEnterEffect","ShadowRealmExitEffect","ShadowRealmFrameEffect","CustomEffect1","CustomEffect2","OverchargedCustomEffect1","OverchargedCustomEffect2","CustomAnim1","CustomAnim1Face","CustomAnim2","CustomAnim2Face","CustomAnim3","CustomAnim3Face","CustomAnim4","CustomAnim4Face","HighlightAnimSequence","SortOrder","SpawnedItemClip","SpawnedItemLoopingEffect","SpawnedItemActiveEffect","SpawnedItemStartClip","SpawnedItemReadyEffect","CustomAreaEffect1","CustomAreaEffect2","SurpriseAnim","SurpriseAnimDelay","SurpriseAnimProbability"
"ControllerOnceupon","Controller","nani_demonknight_geo.glb","","","","","","","nani_demonknight_portrait.glb","","ControllerOnceuponIdle","ControllerOnceuponWalk","ControllerOnceuponAttack","ControllerOnceuponSecondary","ControllerOnceuponSecondary","ControllerOnceuponRecoil","","","","ControllerOnceuponReload","ControllerOnceuponPushback","","ControllerOnceuponWin","ControllerOnceuponWinloop","","ControllerOnceuponLose","ControllerOnceuponLoseloop","ControllerOnceuponWin","ControllerOnceuponWinloop","ControllerOnceuponIdle","ControllerOnceuponWin","ControllerOnceuponWinloop","ControllerOnceuponWin","","ControllerOnceuponIdle","ControllerOnceuponIdle","ControllerOnceuponPortrait","","","ControllerOnceuponIdle","NaniIdle","","","","","","Nani006Still","Nani006Still","Nani006Win","Nani006WinLoop","","Nani006Lose","Nani006LoseLoop","Nani006Win","Nani006WinLoop","Nani006WinLoop","Nani006Win","Nani006WinLoop","Nani006Win","Nani006Still","Nani006Still","nani_006_lobby","","nani_006_lobby","nani_006_lobby","nani_006_lobby","","true","true","","Nani006Projectile","","Nani006UltiProjectile","","","","nani_006_atk","","","","","","","nani_006_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nani_006_moving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowHarvest","Crow","crow_lantern_geo.glb","","","","","","","crow_lantern_portrait.glb","","CrowHarvestIdle","CrowHarvestWalk","CrowHarvestPrimary","CrowHarvestSecondary","CrowHarvestSecondary","CrowHarvestRecoil","","CrowHarvestIdle","","CrowHarvestReload","CrowHarvestPushback","","CrowHarvestWin","CrowHarvestWinloop","","CrowHarvestLose","CrowHarvestLoseloop","CrowHarvestWin","CrowHarvestWinloop","CrowHarvestIdle","CrowHarvestWin","CrowHarvestWinloop","CrowHarvestWin","","CrowHarvestIdle","CrowHarvestIdle","CrowHarvestProfile","","","CrowHarvestProfile","CrowIdle","","","","","","Crow006Still_k2","Crow006Still_k2","Crow006Win_k2","Crow006WinLoop_k2","","Crow006Lose_k2","Crow006LoseLoop_k2","Crow006Win_k2","Crow006WinLoop_k2","Crow006WinLoop_k2","Crow006Win_k2","Crow006WinLoop_k2","Crow006Win_k2","Crow006Still_k2","Crow006Still_k2","crow_007_lobby","","crow_007_lobby","crow_007_lobby","crow_007_lobby","","","true","","Crow007Projectile","","Crow007UltiProjectile","","","","","","","","","","","crow_007_ulti","","","","","","","","","","","","crow_007_ulti_area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","crow_007_ulti_bone_trail_1","","crow_007_ulti_bone_trail_2","","crow_007_ulti_bone_trail_3","","crow_007_ulti_bone_trail_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankHarvest","FishTank","fishtank_lantern_geo.glb","","","","","","","fishtank_lantern_portrait.glb","","FishTankHarvestIdle","FishTankHarvestWalk","FishTankDefaultPrimary","FishTankHarvestSecondary","FishTankHarvestSecondary","FishTankHarvestRecoil","FishTankHarvestRecoil2","FishTankHarvestRecoil","FishTankHarvestRecoil2","","","","FishTankHarvestWin","FishTankHarvestWinloop","","FishTankHarvestLose","FishTankHarvestLoseloop","FishTankHarvestWin","FishTankHarvestWinloop","FishTankHarvestIdle","FishTankHarvestWin","FishTankHarvestWinloop","FishTankHarvestWin","","FishTankHarvestIdle","FishTankHarvestIdle","FishTankHarvestProfile","","","FishTankHarvestProfile","GunslingerIdle","","","","","","Hank004Still_k2","Hank004Still_k2","Hank004Win_k2","Hank004WinLoop_k2","","Hank004Lose_k2","Hank004LoseLoop_k2","Hank004Win_k2","Hank004WinLoop_k2","Hank004WinLoop_k2","Hank004Win_k2","Hank004WinLoop_k2","Hank004Win_k2","Hank004Still_k2","Hank004Still_k2","hank_003_lobby","","hank_003_lobby","hank_003_lobby","hank_003_lobby","hank_003_lobby","","","","","","","","","","","","","","","","","hank_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hank003Blast","","FishTank003UltiArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tenant_def_moving","","","","","","","","","","","","hank_003_atk","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterHarvest","Jester","chester_harvest_festival_geo.glb","","","","","","","chester_harvest_festival_portrait.glb","","JesterHarvestIdle","JesterHarvestWalk","JesterHarvestAttack","JesterHarvestSecondary","JesterHarvestSecondary","JesterHarvestRecoil","JesterHarvestRecoil2","JesterHarvestRecoil","","JesterHarvestReload","JesterHarvestPushback","","JesterHarvestWin","JesterHarvestWinloop","","JesterHarvestLose","JesterHarvestLoseloop","JesterHarvestWin","JesterHarvestWinloop","JesterHarvestIdle","JesterHarvestWin","JesterHarvestWinloop","JesterHarvestWin","","JesterHarvestIdle","JesterHarvestIdle","JesterHarvestProfile","","","JesterHarvestIntro","LeonIdle","","","","","","Chester005Still","Chester005Still","Chester005Win","Chester005WinLoop","","Chester005Lose","Chester005LoseLoop","Chester005Win","Chester005WinLoop","Chester005WinLoop","Chester005Win","Chester005WinLoop","Chester005Win","Chester005Still","Chester005Still","chester_004_lobby","","chester_004_lobby","chester_004_lobby","chester_004_lobby","","","","","Chester004Projectile;Chester004ProjectileSP","","Chester004UltiProjectileExploding;Chester004UltiProjectileStunning;Chester004UltiProjectilePoisoning;;","","","","chester_004_atk","","","","","","","","","","","","","","","","","Dummy_effect;chester_004_ulti_stun;Dummy_effect;Dummy_effect;chester_004_ulti_heal","","","","","","","","","","","","","","","","","","","","","","","","","Chester004UltiDamageArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeSB","RopeDude","buzz_patrick_geo.glb","","","","","","","buzz_patrick_portrait.glb","","RopeDudeSBIdle","RopeDudeSBWalk","RopeDudeSBAttack","RopeDudeSBSuperThrow","RopeDudeSBSuperThrow","","","RopeDudeSBSuperThrowRecoil","RopeDudeSBSuperJump","RopeDudeSBIdle","RopeDudeSBIdle","","RopeDudeSBWin","RopeDudeSBWinloop","","RopeDudeSBLose","RopeDudeSBLoseloop","RopeDudeSBWin","RopeDudeSBWinloop","RopeDudeSBWinloop","RopeDudeSBWin","RopeDudeSBWinloop","RopeDudeSBWin","","RopeDudeSBIdle","RopeDudeSBIdle","RopeDudeSBPortrait","","","RopeDudeSBIdle","BuzzIdle","","","","","","Buzz007Still","Buzz007Still","Buzz007Win","Buzz007WinLoop","","Buzz007Lose","Buzz007LoseLoop","Buzz007Win","Buzz007WinLoop","Buzz007WinLoop","Buzz007Win","Buzz007WinLoop","Buzz007Win","Buzz007Still","Buzz007Still","buzz_008_lobby","","buzz_008_lobby","buzz_008_lobby","buzz_008_lobby","","","true","true","Buzz008Projectile","","Buzz008UltiProjectile","","","","buzz_008_atk","","","","","","","","","","","","","","","","","buzz_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","buzz_008_ulti_trail","","buzz_overcharged_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSB","BarrelBot","darryl_plankton_geo.glb","","","","","","","darryl_plankton_portrait.glb","","BarrelBotSBIdle","BarrelBotSBWalk","BarrelBotSBPrimary","BarrelBotSBBarrelbotSecondary","BarrelBotSBBarrelbotSecondary","BarrelBotSBRecoil","BarrelBotSBRecoil2","BarrelBotSBRecoil","","BarrelBotSBReload","BarrelBotSBPushback","","BarrelBotSBBarrelbotWin","BarrelBotSBBarrelbotWinloop","","BarrelBotSBBarrelbotLose","BarrelBotSBBarrelbotLoseloop","BarrelBotSBBarrelbotWin","BarrelBotSBBarrelbotWinloop","BarrelBotSBIdle","BarrelBotSBBarrelbotWin","BarrelBotSBBarrelbotWinloop","BarrelBotSBBarrelbotWin","","BarrelBotSBHide","BarrelBotSBIdle","BarrelBotSBProfile","","","BarrelBotSBProfile","DarrylIdle","","","","","","Darryl004Still","Darryl004Still","Darryl004Win","Darryl004WinLoop","","Darryl004Lose","Darryl004LoseLoop","Darryl004Win","Darryl004WinLoop","Darryl004WinLoop","Darryl004Win","Darryl004WinLoop","Darryl004Win","Darryl004Still","Darryl004Still","darryl_008_lobby","","darryl_008_lobby","darryl_008_lobby","darryl_008_lobby","","","true","","Darryl008Projectile","","","","","","darryl_008_atk","","","","","","","","","","","","","","","","","darryl_008_ulti_trail","","darryl_008_ulti_shield_end","","","","","","","","darryl_008_ulti_loop","","","","","","","","","","","","","","","","","","","","Barrelbot008Shield","Barrelbot008AfterChargeShield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorSB","Luchador","primo_spongebob_geo.glb","","","","","","","primo_spongebob_portrait.glb","","LuchadorSBIdle","LuchadorSBWalk","LuchadorSBPrimary","LuchadorSBSecondary","LuchadorSBSecondary","LuchadorSBRecoil","LuchadorSBRecoil2","LuchadorSBRecoil","","","LuchadorSBPushback","","LuchadorSBWin","LuchadorSBWinloop","","LuchadorSBLose","LuchadorSBLoseloop","LuchadorSBWin","LuchadorSBWinloop","LuchadorSBIdle","LuchadorSBWin","LuchadorSBWinloop","LuchadorSBWin","","LuchadorSBIdle","LuchadorSBIdle","LuchadorSBProfile","","","LuchadorSBIntro","LouchadorIdle","","","","LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil","Primo012Still","Primo012Still","Primo012Win","Primo012WinLoop","","Primo012Lose","Primo012LoseLoop","Primo012Win","Primo012WinLoop","Primo012WinLoop","Primo012Win","Primo012WinLoop","Primo012Win","Primo012Still","Primo012Still","primo_012_lobby","","primo_012_lobby","primo_012_lobby","primo_012_lobby","","","","","Primo012Projectile","","","","","","primo_012_atk","","","","","","","","","","","","","","","","","primo_012_ulti","","primo_012_ulti_ground_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicSB","Mechanic","jessie_sandy_geo.glb","","","","","","","jessie_sandy_portrait.glb","","MechanicSBIdle","MechanicSBWalk","MechanicSBPrimary","MechanicSBUltiAttack","MechanicSBUltiAttack","MechanicSBRecoil","","MechanicSBUltiRecoil","","MechanicSBReload","MechanicSBPushback","","MechanicSBWin","MechanicSBWinloop","","MechanicSBLose","MechanicSBLoseloop","MechanicSBWin","MechanicSBWinloop","MechanicSBIdle","MechanicSBWin","MechanicSBWinloop","MechanicSBWin","","MechanicSBIdle","MechanicSBIdle","MechanicSBProfile","","","MechanicSBProfile","JunkerIdle","","","","","","Jessie010Still","Jessie010Still","Jessie010Win","Jessie010WinLoop","","Jessie010Lose","Jessie010LoseLoop","Jessie010Win","Jessie010WinLoop","Jessie010WinLoop","Jessie010Win","Jessie010WinLoop","Jessie010Win","Jessie010Still","Jessie010Still","jessie_008_lobby","","jessie_008_lobby","jessie_008_lobby","jessie_008_lobby","","","true","true","Jessie008Projectile1","","Jessie008UltiProjectile","","","","jessie_008_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerSB","Undertaker","mortis_squidward_geo.glb","","","","","","","mortis_squidward_portrait.glb","","UndertakerSBIdle","UndertakerSBWalk","UndertakerSBAttack","UndertakerSBUltiAttack","UndertakerSBUltiAttack","UndertakerSBRecoil1","","UndertakerSBUltiRecoil1","","","UndertakerSBPushback","","UndertakerSBWin","UndertakerSBWinloop","","UndertakerSBLose","UndertakerSBLoseloop","UndertakerSBWin","UndertakerSBWinloop","UndertakerSBIdle","UndertakerSBWin","UndertakerSBWinloop","UndertakerSBWin","","UndertakerSBIdle","UndertakerSBIdle","UndertakerSBProfile","","","UndertakerSBProfile","UndertakerIdle","","","","","","Mortis007Still","Mortis007Still","Mortis007Win","Mortis007WinLoop","","Mortis007Lose","Mortis007LoseLoop","Mortis007Win","Mortis007WinLoop","Mortis007WinLoop","Mortis007Win","Mortis007WinLoop","Mortis007Win","Mortis007Still","Mortis007Still","mortis_007_lobby","","mortis_007_lobby","mortis_007_lobby","mortis_007_lobby","","","true","true","","","Mortis007UltiProjectile","","","","","","","","","","","","","","","","","","","mortis_007_atk","","","","","mortis_007_atk_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UndertakerSBHighlightSequence","","","","","","","","","","",""
"ClusterBombDudeSB","ClusterBombDude","tick_mrkrabs_geo.glb","","","","","","","tick_mrkrabs_portrait.glb","","ClusterBombDudeSBIdle","ClusterBombDudeSBWalk","ClusterBombDudeSBPrimary","ClusterBombDudeSBSecondary","ClusterBombDudeSBSecondary","ClusterBombDudeSBRecoil","","ClusterBombDudeSBUltRecoil","","ClusterBombDudeSBIdle","ClusterBombDudeSBIdle","","ClusterBombDudeSBWin","ClusterBombDudeSBWinloop","","ClusterBombDudeSBLose","ClusterBombDudeSBLoseloop","ClusterBombDudeSBWin","ClusterBombDudeSBWinloop","ClusterBombDudeSBIdle","ClusterBombDudeSBWin","ClusterBombDudeSBWinloop","ClusterBombDudeSBWin","","ClusterBombDudeSBIdle","ClusterBombDudeSBIdle","ClusterBombDudeSBProfile","","","ClusterBombDudeSBProfile","TickIdle","","","","","","Tick009Still","Tick009Still","Tick009Win","Tick009WinLoop","","Tick009Lose","Tick009LoseLoop","Tick009Win","Tick009WinLoop","Tick009WinLoop","Tick009Win","Tick009WinLoop","Tick009Win","Tick009Still","Tick009Still","tick_007_lobby","","tick_007_lobby","tick_007_lobby","tick_007_lobby","","","true","true","Tick007Projectile","","Tick007UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorZombie","SoulCollector","gus_zombie_geo.glb","","","","","","","gus_portrait.glb","","SoulCollectorZombieIdle","SoulCollectorZombieWalk","SoulCollectorZombiePrimary","SoulCollectorZombiePrimary","SoulCollectorZombiePrimary","SoulCollectorZombiePrimaryRecoil","","SoulCollectorZombiePrimaryRecoil","","SoulCollectorZombieIdle","SoulCollectorZombiePushback","","SoulCollectorZombieWin","SoulCollectorZombieWinloop","","SoulCollectorZombieLose","SoulCollectorZombieLoseloop","SoulCollectorZombieWin","SoulCollectorZombieWinloop","SoulCollectorZombieIdle","SoulCollectorZombieWin","SoulCollectorZombieWinloop","SoulCollectorZombieWin","","SoulCollectorZombieIdle","SoulCollectorZombieIdle","SoulCollectorZombiePortrait","","","","ByronIdle","","","","","","Gus004Still","Gus004Still","Gus004Win","Gus004WinLoop","","Gus004Lose","Gus004LoseLoop","Gus004Win","Gus004WinLoop","Gus004WinLoop","Gus004Win","Gus004WinLoop","Gus004Win","Gus004Still","Gus004Still","gus_004_lobby","","gus_004_lobby","gus_004_lobby","gus_004_lobby","","","true","true","Gus004Projectile","","Gus004UltiProjectile","","","","gus_004_atk","","","","","","","gus_004_ulti","","","","","","gus_004_Shield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeZombie","MinigunDude","pam_zombie_geo.glb","","","","","","","pam_zombie_portrait.glb","","MinigunDudeZombieIdle","MinigunDudeZombieWalk","MinigunDudeZombieAttack","MinigunDudeZombieSecondary","MinigunDudeZombieSecondary","MinigunDudeZombieRecoil","","MinigunDudeZombieSecondaryRecoil","","MinigunDudeZombieReload","MinigunDudeZombiePushback","","MinigunDudeZombieWin","MinigunDudeZombieWinloop","","MinigunDudeZombieLose","MinigunDudeZombieLoseloop","MinigunDudeZombieWin","MinigunDudeZombieWinloop","MinigunDudeZombieIdle","MinigunDudeZombieWin","MinigunDudeZombieWinloop","MinigunDudeZombieWin","","MinigunDudeZombieIdle","MinigunDudeZombieIdle","MinigunDudeZombiePortrait","","","MinigunDudeZombiePortrait","PamIdle","","","","","","Pam004Still","Pam004Still","Pam004Win","Pam004WinLoop","","Pam004Lose","Pam004LoseLoop","Pam004Win","Pam004WinLoop","Pam004WinLoop","Pam004Win","Pam004WinLoop","Pam004Win","Pam004Still","Pam004Still","pam_007_lobby","","pam_007_lobby","pam_007_lobby","pam_007_lobby","","","true","true","Pam007Projectile","","Pam007UltiProjectile","","","","pam_007_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HealingStationHeal4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeZombie","TntDude","dynamike_zombie_geo.glb","","","","","","","dynamike_zombie_portrait.glb","","TntDudeZombieIdle","TntDudeZombieWalk","TntDudeZombiePrimary","TntDudeZombieSecondary","TntDudeZombieSecondary","TntDudeZombieRecoil","","TntDudeZombieUlti","","TntDudeZombieReload","TntDudeZombiePushback","","TntDudeZombieWin","TntDudeZombieWinloop","","TntDudeZombieLose","TntDudeZombieLoseloop","TntDudeZombieWin","TntDudeZombieWinloop","TntDudeZombieIdle","TntDudeZombieWin","TntDudeZombieWinloop","TntDudeZombieWin","","TntDudeZombieIdle","TntDudeZombieIdle","TntDudeZombieProfile","","","TntDudeZombieProfile","TntguyIdle","","","","","","Dyna006Still","Dyna006Still","Dyna006Win","Dyna006WinLoop","","Dyna006Lose","Dyna006LoseLoop","Dyna006Win","Dyna006WinLoop","Dyna006WinLoop","Dyna006Win","Dyna006WinLoop","Dyna006Win","Dyna006Still","Dyna006Still","dynamike_010_lobby","","dynamike_010_lobby","dynamike_010_lobby","dynamike_010_lobby","","","true","true","Mike010Projectile","","Mike010UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterCursed","Percenter","colette_cursed_geo.glb","","","","","","","colette_portrait.scw","","ColetteIdle","ColetteWalk","ColetteAttack","ColetteSuper","ColetteSuper","ColetteRecoil","","ColetteIdle","","ColetteIdle","ColetteIdle","","ColetteWin","ColetteIdle","","ColetteLose","ColetteLoseloop","ColetteWin","ColetteIdle","ColetteIdle","ColetteWin","ColetteIdle","ColetteWin","","ColetteIdle","ColetteIdle","ColettePortrait","","","ColetteIdle","ColetteIdle","","","","","","Colette010Still","Colette010Still","Colette010Win","Colette010WinLoop","","Colette010Lose","Colette010LoseLoop","Colette010Win","Colette010WinLoop","Colette010WinLoop","Colette010Win","Colette010WinLoop","Colette010Win","Colette010Still","Colette010Still","","","","","","","","true","","","","","","","","colette_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeWorldfinal","KickerDude","fang_sporty_geo.glb","","","","","","","fang_portrait.glb","","KickerDudeWorldfinalIdle","KickerDudeWorldfinalWalk","KickerDudeWorldfinalAttack","KickerDudeWorldfinalSuper","KickerDudeWorldfinalSuper","KickerDudeWorldfinalRecoil","","","","","KickerDudeWorldfinalIdle","","KickerDudeWorldfinalWin","KickerDudeWorldfinalWinloop","","KickerDudeWorldfinalLose","KickerDudeWorldfinalLoseloop","KickerDudeWorldfinalWin","KickerDudeWorldfinalWinloop","KickerDudeWorldfinalIdle","KickerDudeWorldfinalWin","KickerDudeWorldfinalWinloop","KickerDudeWorldfinalWin","","KickerDudeWorldfinalIdle","KickerDudeWorldfinalIdle","KickerDudeWorldfinalPortrait","","","KickerDudeWorldfinalIdle","LuchadorBrownIdle","","","","FangAttack","","Fang007Still","Fang007Still","Fang007Win","Fang007WinLoop","","Fang007Lose","Fang007Lose","Fang007Win","Fang007WinLoop","Fang007WinLoop","Fang007Win","Fang007WinLoop","Fang007Win","Fang007Still","Fang007Still","fang_007_lobby","","fang_007_lobby","fang_007_lobby","fang_007_lobby","","","true","true","Fang007Projectile;Fang007Projectile2","","","","","","fang_007_atk","","","","","","","","","","","","","","","","","","","","fang_hit_melee","","","","","","","fang_007_ulti","fang_007_ulti_cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
