"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes"
"MegaBossSplitterSpawnRobotsThrow","","2500","","0","","true","","","","","400","1","","","","MegaSplitterTwinsEnemyThrow","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsShoot","","2200","","0","","true","","","","","400","1","","","","MegaSplitterTwinsEnemyShoot","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTwinsThrowerProjectile","","2000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTwinsShotgunProjectile","","2800","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnKenji","","2000","","0","","true","","","","","400","1","","","","MegaKenjiPet","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSpikeSummonPet","","1500","","0","","true","","","","","300","","","","","MegaBossCactusCover","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPetShoot","","2000","","62","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSamuraiRangedEnemyProjectile","","1700","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ActorPlaceholderProjectile","","3500","","40","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormProjectile","","4000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormLastShotProjectile","","4000","","110","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiOverchargedProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormShellProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormOnShellPickedUpProjectile","","4000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiMarkedProjectile","","4500","","80","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","9","","","","4","2","8","40","","","","","",""
"BulletstormUltiOverchargedMarkedProjectile","","4500","","80","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","9","","","","4","2","8","40","","","","","",""
"MegaBossDgProjectile","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawn","","2500","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawnProjectile","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileDropClock","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileLong","","3100","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileFreeze","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteCirclingProjectileClose","","560","","200","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","550","","true","","","","99999","","","1000","","",""
"RogueliteCirclingProjectileFar","","560","","200","","","","","","","0","5","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","800","","true","","","","99999","","","1000","","",""
"RogueliteCirclingProjectile3","","560","","200","","","","","","","0","10","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","500","","true","","","","99999","","","1000","","",""
"EnragerPullProjectile","","4000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","",""
"EnragerPullProjectileBuddy","","4000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","",""
"MegaBossFrankProjectile","","2200","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankUltiProjectile","","2200","","200","true","","","","","","0","2","","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankSpawnAdd","","2500","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankGroundSpikeProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
