"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"MegaBossVecRockExplosionDamage","","300","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","MegaBossVecRockExplosionBullets","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecRockExplosionBullets","","700","","1000","","","","5","","BulletExplosion","","","","","","","","","","","","MegaBossVecProjectileRockExplosionProjectiles","30","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBlackholeDistanceAreaEffect","","1500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecBlackholeDistanceArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBlackholeDistanceArea","","1000","","1300","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","-250","","400","","","","","","","MegaBossVecBlackholeDistanceAreaStun","MegaBossVecBlackholeDistanceAreaDmg","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBlackholeDistanceAreaStun","","700","","550","","","","","","StatusEffect","","","VecnaStunSmash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBigBlackholeEffect","","1800","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecBigBlackhole","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecBlackholeDistanceAreaDmg","","100","","800","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecTeleport","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecTeleportEnd","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAddWarning","","2000","","450","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankAddTrigger","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankAddTrigger","","50","","450","","","","1","","BulletExplosion","","","","","","","","","","","","MegaBossFrankCreateDemon","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MortisOverchargedBulletSpawner","","1800","","20","500","","5","","","ShootsProjectileToSource","","","","","","","","","","","","UndertakerAfterChargeOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusPoppingBuddy","","700","","550","","","","","","StatusEffect","","","CactusPoppingBuddy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusCoverBuddy","","700","","800","0","","6","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShellyBuddySPBurnArea","","2900","","300","","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillBlockProjectilesAreaEffect","","10000","","500","","","","","","BlockProjectiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LoveBombExplosion","","700","","600","100000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","120","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","",""
"MenderGadgetSkillHealArea","","100","","1000","","","","","","StatusEffect","MenderGadgetHeal","MenderGadgetHeal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerGadgetSkillComboSpinnerAreaExplosion","","700","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","StrictLineOfSight","","","","0","",""
"UndertakerGadgetSkillComboSpinnerBuddyAreaExplosion","","700","","800","","","","50","30","PreyOnWeak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","StrictLineOfSight","","","","0","",""
"MegaBossStickyBombClusterExplosion","","700","","","500","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossStickyBombUltiBulletExplodeProjectileLarge","35","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargeStickyBombClusterExplosion","","700","","","500","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossStickyBombUltiBulletExplodeProjectile","35","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaStickyBombPushAwayArea","","700","","600","500","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaStickyBombPushAwayExplosion","","700","","","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossStickyBombUltiBulletExplodeProjectileLarge","35","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostPushBack","","700","","1000","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostSlap","","700","","1000","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostSlapLarge","","700","","1000","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HeistBombExplosion","","700","","600","20000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","120","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","",""
"ShadowdemonIndirectExplosion","","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonMinionTarget","","300000","","1500","","","","","","MinionTarget","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonMinionSummon","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonTeleportGadgetLeave","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonTeleportGadgetEnter","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombExplosion","","100","","1000","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossStickyBombSlowArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombExplosionLarge","","100","","1328","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossStickyBombSlowAreaLarge","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiExplosionLarge","","700","","532","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossStickyBombSlowAreaSmall","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiExplosion","","700","","400","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossStickyBombSlowAreaTiny","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombSlowArea","","4000","","780","","","","","","StatusEffect","","","MegaStickyBombAreaSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaStickyBombPushAwayExplosionTiny","","","","","","","true","","","","","","","","","","","","","","","","RevealInForest","","","","","",""
"MegaBossStickyBombSlowAreaLarge","","4000","","1050","","","","","","StatusEffect","","","MegaStickyBombAreaSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaStickyBombPushAwayExplosionSmall","","","","","","","true","","","","","","","","","","","","","","","","RevealInForest","","","","","",""
