"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"GunslingerGadgetSkillDoubleShotBuddy","Attack","bonusSkill","","true","true","","","50","15000","300","","33","","","","","","","1","320","0","","100","0","","1","true","true","","","","","","","","","","","","GunslingerDoubleShotProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colt_1","","","colt_def_buddy_gadget1_atk","colt_def_overcharge","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerGadgetSkillSilverBulletBuddy","Attack","bonusSkill","","true","true","","","50","17000","150","","33","","","","","","","1","1000","-1","","100","0","","1","true","true","","","","","","","","","","","","GunslingerSilverBulletProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colt_2","","","colt_def_buddy_gadget2_atk","colt_def_overcharge","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"DummySkillForLoveBomb","Attack","utility","","true","true","0","","250","","150","","18","","200","","","","","","","-1","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForLoveBomb","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyUltiSkillForLoveBomb","Attack","utility","","true","true","0","","250","","150","","24","","300","","","","","","","-1","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForLoveBomb","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGadgetSkillAcidSpray","Attack","bonusSkill","","true","true","","","250","16000","150","","20","","","","","","2000","1","560","-1","","100","80","5","5","","true","","","","","","","","","","","","MummyGadgetSkillAcidSprayProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_2","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"MummyGadgetSkillAcidSprayBuddy","Attack","bonusSkill","","true","true","","","250","16000","150","","20","","","","","","2000","1","560","-1","","100","80","5","5","","true","","","","","","","","","","","","MummyGadgetSkillAcidSprayProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_2","","","emz_def_buddy_gadget1_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"MummyGadgetSkillFriendzoner","Attack","bonusSkill","","true","true","","","250","19000","150","","12","","","","","","","1","250","0","","100","","7","4","","true","","","","","","","","","","","","MummyGadgetSkillFriendzonerProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_1","","","emz_def_atk","gale_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGadgetSkillFriendzonerBuddy","Attack","bonusSkill","","true","true","","","250","19000","150","","12","","","","","","","1","250","0","","100","","7","4","","true","","","","","","","","","","","","MummyGadgetSkillFriendzonerProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_emz_1","","","emz_def_buddy_gadget2_atk","gale_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostPushAway","Attack","weapon","","","true","","1","50","","700","","8","","","","","","800","1","500","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaBossGhostPushBack","","","","","","","","","","","","","","","","","","","","shade_def_oc_atk","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostDash","Charge","weapon","","true","true","","1","50","","","","10","","","","","","","","500","-1","","","","","","","","","80","","2000","25","","","","","","","","","","","","MegaBossGhostSpookyArea","","","","","","","","","","","","","","","","","","","","","","","","shade_003_ulti_red","","","","","","","","","","","","","","","","true","","","","MegaBossGhostIncorporeal","","","","","","","","","","","","","","","",""
"MegaBossGhostSlap","Attack","weapon","","true","true","3","1","150","","250","","11","","","","","","800","3","600","-1","","150","300","","1","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","shade_003_atk","","","","","","","","","","","","","","","","","","","","true","","","","","","","","2","","","","","","","","","","","",""
"MegaBossGhostSlapLarge","Attack","weapon","","true","true","3","1","150","","250","","15","","","","","","800","3","800","-1","","150","300","","1","","","","100","","","","","","","","","","","","","","","MegaBossGhostBulletExplode","","","","","","","true","","","","","","","","","","","","","shade_003_gadget1","","","","","","","","","","","","","","","","","","","","true","","","","","","","","2","","","","","","","","","","","",""
"MegaBossStickyPushAway","Attack","weapon","","","","","1","500","","250","","10","","","","","","1800","3","500","-1","","200","","","","","","","80","","","","","","","","","","","","","","","MegaStickyBombPushAwayArea","","MegaStickyBombPushAwayExplosion","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombWeapon","Attack","weapon","","","true","","","250","","1000","","35","","","","","99","2100","3","500","-1","","300","100","","1","","true","","","","","","1","99","","","","","MegaBossStickyBombProjectile","","","","","","","","","","","","","","","","MegaBossStickyBomb","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUlti","Attack","ulti","","","true","","","250","","250","","30","","","","","1","","","500","-1","","200","0","","1","","true","","","","","","","","","","","","MegaBossStickyBombUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombDash","Charge","weapon","","","true","","1","50","","","","10","","","","","","","","500","-1","","","","","","","","","80","","2000","1","","","","","true","","","","","","","MegaSplitterLegsDamageArea","","","","","","","","","","","","","","","","","","","","","","","","samurai_mega_atk4_charge_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombWeaponSecond","Attack","weapon","","","true","","","250","","250","","55","","","","","99","2100","3","500","-1","","200","0","","1","","true","","","","","","1","99","","","","","MegaBossStickyBombProjectileLarge","","","","","","","","","","","","","","","","MegaBossStickyBombLarge","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiSecond","Attack","ulti","","","true","","","250","","500","","30","","","","","1","","","800","-1","","500","0","","1","","true","","","","","","","","","","","","MegaBossStickyBombOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManPushAway","Attack","weapon","","","true","","1","50","","700","","5","","","","","","800","1","1200","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaKenjiPushBack","","","","","","","","","","","","","","","","","","","","samurai_mega_atk1_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManWeapon","Attack","weapon","","","true","","2","500","","150","","100","","","","","","100","1","500","-1","","100","400","17","5","","true","","","","","","","","","","","","MegaBossMosquitoProjectile","","","","","","","","","","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","50","","","","","",""
"MegaBossInsectManUlti","Attack","ulti","","","","","","","","","","100","","","","","","","","500","-1","","70","","","","","","","","","","","","","","","","","","","","","","MegaBossInsectManUltiDamageAreaLarge","","","","InsectManOverchargedUltiDamageArea","InsectManOverchargedUltiSwitchSkillArea","","","","","","","","","","","","","","","emz_def_ulti_use","","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManWeaponSecond","Attack","weapon","","","true","","2","500","","150","","100","","","","","","100","1","1000","-1","","100","200","17","3","","true","","","","","","","","","","","","MegaBossMosquitoProjectileLarge","","","","","","","","","","","","","","","","","","","","","","","angelo_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","50","","","","","",""
"MegaBossInsectManUltiSecond","Attack","ulti","","","","","","","","","","100","","","","","","","","500","-1","","70","","","","","","","","","","","","","","","","","","","","","","MegaBossInsectManUltiDamageAreaLarge","","","","InsectManOverchargedUltiDamageArea","InsectManOverchargedUltiSwitchSkillArea","","","","","","","","","","","","","","","emz_def_ulti_use","","","","dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManJump","Charge","ulti","","","true","","","50","","","","7","","","","","","","","300","-1","","","","","","","","","0","","3000","2","","","","","true","","","","","","","MegaBossInsectManBulletExplosion","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillNoiseCancel","Attack","bonusSkill","","true","true","","","50","16000","700","","18","","","","","","800","1","600","0","","700","45","","1","","true","","","","","","","","","","","true","HammerDudeGadgetSkillNoiseCancelProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_frank_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HammerDudeGadgetSkillNoiseCancelStatusEffect","","","","","","","FixRecoilAnimation","","","","","","","10","",""
"HammerDudeGadgetSkillAttraction","Attack","bonusSkill","","","true","","","50","20000","700","","22","","","","","","800","1","1240","-1","","600","0","","1","","","","","","","","","","","","","true","HammerDudeGadgetSkillAttractionProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_frank_2","","","","","frank_def_atk_pre_sfx","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"HammerDudeGadgetSkillNoiseCancelBuddy","Attack","bonusSkill","","true","true","","","50","16000","700","","18","","","","","","800","1","600","0","","700","45","","1","","true","","","","","","","","","","","true","HammerDudeGadgetSkillNoiseCancelBuddyProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_frank_1","","","hammer_dude_buddy_gadget1_atk","","","","","","","","","","","","","","","","","","","","","","","","","","HammerDudeGadgetSkillNoiseCancelStatusEffect","","","","","","","FixRecoilAnimation","","","","","","","10","",""
"HammerDudeGadgetSkillAttractionBuddy","Attack","bonusSkill","","","true","","","50","20000","700","","22","","","","","","800","1","1240","-1","","600","0","","1","","","","","","","","","","","","","true","HammerDudeGadgetSkillAttractionBuddyProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_frank_2","","","hammer_dude_buddy_gadget2_atk","","frank_def_atk_pre_sfx","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","UseWeaponAmmo","","","","","","","","",""
