"TID","FI"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Ottele yksin tai kaverisi kanssa selkkausareenalla! Viimeiseksi selviytyvä voittaa.\n\nKerää voimakuutioita, jotka lisäävät elinvoimaasi ja hyökkäyksesi tuhovoimaa. Myrkkypilvet lähestyvät hiljalleen, joten pysy liikkeessä!"
"TID_INVITE_PENDING","KUTSUTAAN"
"TID_JOIN_REQUEST_PENDING","LIITYTÄÄN"
"TID_GOAL_MATCH_OVER","<name> teki maalin!\nOttelu päättyi."
"TID_GOLDRUSH_XMAS_1","Lumilinna"
"TID_GOLDRUSH_XMAS_2","Lomalepo"
"TID_GOLDRUSH_XMAS_3","Lumisota"
"TID_GOLDRUSH_XMAS_4","Jääjärkäle"
"TID_GOLDRUSH_XMAS_5","Luminen motti"
"TID_GOLDRUSH_XMAS_6","Lahjapaketti"
"TID_GOLDRUSH_XMAS_7","Pakkasen puolella"
"TID_GOLDRUSH_XMAS_8","Jäätynyt järvi"
"TID_GOLDRUSH_XMAS_9","Kuurankukat"
"TID_GOLDRUSH_XMAS_10","Aarteenmetsästys"
"TID_RAID_BOSS_DIFFICULTY_CAP","Pomotaistelusi haastetasoa on madallettu vastaamaan joukkueesi tasoa. Et tarvitse lippuja alemmalla tasolla ottelemiseen, mutta saat palkintoja ainoastaan omaa tasoasi vastaavan pomon haastamisesta!"
"TID_RAID_BOSS_DIFFICULTY","Vaikeustaso:"
"TID_BOSS_3","Kärhämä"
"TID_BOSS_4","Joukkuepäivä"
"TID_BOSS_5","Pöytien raivaus"
"TID_BOSS_6","Metsästysbileet"
"TID_COOP_3","Säilön suojelijat"
"TID_COOP_4","Takapajula"
"TID_COOP_5","Oikosulku"
"TID_COOP_6","Suljettu alue"
"TID_RAID_2","Konesektori"
"TID_RAID_3","Romuvaja"
"TID_BUTTON_INVITE_PLAYER","KUTSU"
"TID_BUTTON_JOIN_TEAM","PYYDÄ LIITTYMISTÄ"
"TID_BUTTON_TEAM_FULL","TÄYNNÄ"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","POKAALIPOLUN PALKINTO"
"TID_RARITY_HEADER_1","HARVINAINEN"
"TID_RARITY_HEADER_2","SUPERHARVINAINEN"
"TID_RARITY_HEADER_3","EEPPINEN"
"TID_RARITY_HEADER_4","MYYTTINEN"
"TID_RARITY_HEADER_5","LEGENDAARINEN"
"TID_SETTINGS_KAKAO","KAKAOTALK-KAVERIT"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","TEHO <NUMBER>"
"TID_IN_YOUR_TEAM","JOUK-\nKUEESI"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Pyyntöä ei voida lähettää. Joukkueesi on täynnä."
"TID_EVENT_ENDS_IN","Tapahtuman päättymiseen: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Avaa tapahtuma pokaalipolkunäytöllä."
"TID_EVENT_LOCKED_CAN_CLAIM","Onnea! Voit nyt avata tapahtuman pokaalipolkunäytöllä."
"TID_BATTLE_ROYALE_3D","Kalmanlaakso"
"TID_BATTLE_ROYALE_7D","Kivinen laakso"
"TID_WANTED_4D","Kärpässieni"
"TID_GOLDRUSH_3D","Sieniluola"
"TID_WEEKEND_OFFER","Viikonlopputarjous"
"TID_EXCLUSIVE_OFFER","Ainutlaatuinen tarjous"
"TID_EPIC_OFFER","Eeppinen tarjous"
"TID_MEGA_OFFER","Megatarjous"
"TID_FEATURED_OFFER","Erikoistarjous"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE",
"TID_FRIEND_STATUS_YOU",
"TID_FRIEND_STATUS_OFFLINE",
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM",
"TID_BOUNTY_1",
"TID_FRIEND_REQUEST_REASON_0",
"TID_TEAM_MEMBER_STATUS_NEW_3",
