Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
BarrelBotGold,BarrelBot,darryl_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,BarrelbotWin,BarrelbotWinloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,,DarrylHide,DarrylIdle,DarrylProfile,,,DarrylProfile,DarrylIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,,,,,darryl_def_atk,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
BarrelBotSilver,BarrelBot,darryl_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,BarrelbotWin,BarrelbotWinloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,,DarrylHide,DarrylIdle,DarrylProfile,,,DarrylProfile,DarrylIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
ClusterBombPetSnowman,ClusterBombPet,bombhead_snowman_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,,BombheadSnowmanIdle,,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,,,BombheadSnowmanIdle,BombheadSnowmanIdle,,,,,,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,Tick003Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tick_003_ulti_moving,,,,,,,
MechanicGold,Mechanic,jessie_geo.glb,,,jessie_portrait.glb,emz_intro_pose.scw,,JessieIdle,JessieWalk,JessiePrimary,JessieUltiAttack,JessieRecoil,,JessieUltiRecoil,,JessieReload,JessiePushback,JessieWin,JessieWinloop,JessieLose,JessieLoseloop,JessieWin,JessieWinloop,JessieIdle,JessieWin,JessieWinloop,JessieWin,,JessieIdle,JessieIdle,JessieProfile,,,JessieProfile,JunkerIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,mechanic_attack,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
MechanicSilver,Mechanic,jessie_geo.glb,,,jessie_portrait.glb,emz_intro_pose.scw,,JessieIdle,JessieWalk,JessiePrimary,JessieUltiAttack,JessieRecoil,,JessieUltiRecoil,,JessieReload,JessiePushback,JessieWin,JessieWinloop,JessieLose,JessieLoseloop,JessieWin,JessieWinloop,JessieIdle,JessieWin,JessieWinloop,JessieWin,,JessieIdle,JessieIdle,JessieProfile,,,JessieProfile,JunkerIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
BlackHoleGold,BlackHole,tara_geo.scw,,,tara_base_cam.scw,emz_intro_pose.scw,,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraWin,TaraWinloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,,TaraIdle,TaraIdle,TaraProfile,,,TaraProfile,TaraIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,tara_def_atk,gen_gold_atk_single,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
BlackHoleSilver,BlackHole,tara_geo.scw,,,tara_base_cam.scw,emz_intro_pose.scw,,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraWin,TaraWinloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,,TaraIdle,TaraIdle,TaraProfile,,,TaraProfile,TaraIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
RuffsDefault,Ruffs,ruffs_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,RuffsIdle,RuffsWalk,RuffsAttack,RuffsSuper,RuffsRecoil,,RuffsSuperRecoil,,RuffsIdle,RuffsPushback,RuffsWin,RuffsWinloop,RuffsLose,RuffsLoseloop,RuffsWin,RuffsWinloop,RuffsIdle,RuffsWin,RuffsWinloop,RuffsWin,,RuffsIdle,RuffsIdle,RuffsPortrait,,,RuffsIdle,RuffsIdle,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWin,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,,,,true,true,,,,ruffs_def_atk,,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeOx,BullDude,bull_ox_geo.scw,,,bull_ox_portrait.scw,emz_intro_pose.scw,,BullDudeLaserIdle,BullDudeLaserWalk,BullDudeLaserPrimary,BullDudeLaserSecondary,BullDudeLaserRecoil,,BullDudeLaserRecoil,,BullDudeLaserReload,BullDudeLaserPushback,BullDudeLaserWin,BullDudeLaserWinloop,BullDudeLaserLose,BullDudeLaserLoseloop,BullDudeLaserWin,BullDudeLaserWinloop,BullDudeLaserIdle,BullDudeLaserWin,BullDudeLaserWinloop,BullDudeLaserWin,,BullDudeLaserIdle,BullDudeLaserIdle,BullDudeLaserProfile,,,BullDudeLaserProfile,BullDudeLaserIdle,,,,,,Bull003WinLoop,Bull003WinLoop,Bull003Win,Bull003WinLoop,Bull003Lose,Bull003LoseLoop,Bull003Win,Bull003WinLoop,Bull003WinLoop,Bull003Win,Bull003WinLoop,Bull003Win,Bull003Still,Bull003Still,,,,,,,true,,Bull003Projectile,,,bull_003_atk,,,,,,,,,,,,,,,,,,,,,Visor_Bull_Kill_VO,Visor_Bull_Lead_VO,Visor_Bull_Start_VO,Visor_Bull_Ulti_VO,Visor_Bull_Hurt_VO,Visor_Bull_Die_VO,,Visor_Bull_Start_VO,3,,,,,,,,,,,,,,,,
CactusLord,Cactus,spike_lord_geo.scw,,,spike_lord_portrait.scw,emz_intro_pose.scw,,SpikeLordIdle,SpikeLordWalk,SpikeLordPrimary,SpikeLordSecondary,SpikeLordRecoil,,SpikeLordRecoil2,,SpikeLordReload,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordLose,SpikeLordLoseloop,SpikeLordWin,SpikeLordWinloop,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordWin,,SpikeLordIdle,SpikeLordIdle,SpikeLordProfile,,,SpikeLordProfile,SpikeLordIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Spike004Projectile,,Spike004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotLaser,BarrelBot,darryl_droid_geo.scw,,,darryl_base_cam.scw,emz_intro_pose.scw,,DarrylDroidIdle,DarrylDroidWalk,DarrylDroidPrimary,DarrylDroidSecondary,DarrylDroidRecoil,DarrylDroidRecoil2,DarrylDroidRecoil,,DarrylDroidReload,DarrylDroidPushback,DarrylDroidWin,DarrylDroidWinloop,DarrylDroidLose,DarrylDroidLoseloop,DarrylDroidWin,DarrylDroidWinloop,DarrylDroidIdle,DarrylDroidWin,DarrylDroidWinloop,DarrylDroidWinloop,,DarrylDroidHide,DarrylDroidIdle,DarrylDroidProfile,,,DarrylDroidProfile,DarrylDroidIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,,Darryl004Projectile,,,bull_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerDefault,Roller,stu_geo.glb,,,stu_portrait.glb,emz_intro_pose.scw,,StuIdle,StuWalk,StuAttack,StuIdle,StuRecoil,StuRecoil,StuIdle,,,StuPushback,StuWin,StuWinloop,StuLose,StuLoseloop,StuWin,StuWinloop,StuIdle,StuWin,StuWinloop,StuWin,,StuIdle,StuLoseEnter,StuPortrait,,,,StuIdle,,,,,,,,,,,,,,,,,,,,stu_def_lobby,stu_def_lobby,stu_def_lobby,stu_def_lobby,,,true,,,,,stu_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,
IceDudeCrooner,IceDude,lou_crooner_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerLose,LouCroonerLoseloop,LouCroonerWin,LouCroonerWinloop,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerWin,,LouIdle,LouIdle,LouCroonerPortrait,LouCroonerWinloop,,LouIdle,LouIdle,,,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,Lou003Lose,Lou003LoseLoop,LouWin,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,LouStill,,,,,,,,,Lou003Projectile,,Lou003UltiProjectile,lou_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindDarkTide,Whirlwind,carl_pirate_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlPirateIdle,CarlPirateWalk,CarlPirateAttack,CarlPirateSecondary,CarlPirateAttackRecoil,,CarlPirateSecondaryRecoil,,CarlPirateReload,CarlPiratePushback,CarlPirateWin,CarlPirateWinloop,CarlPirateLose,CarlPirateLoseloop,CarlPirateWin,CarlPirateWinloop,CarlPirateIdle,CarlPirateWin,CarlPirateWinloop,CarlPirateWin,,CarlPirateIdle,CarlPirateIdle,CarlPirateProfile,,,CarlPirateProfile,CarlPirateIdle,,,,,,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005Still,Carl005Still,,,,,,,,,Carl005Projectile,,,,,,,,,,,,,,,carl_005_ulti_ground,,,,,,,,,,,,,,,,,1,,,,,,,,,carl_005_moving,,,carl_005_still,,,,
RuffsRonin,Ruffs,ruffs_rohin_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,RuffsRoninIdle,RuffsRoninWalk,RuffsRoninAttack,RuffsRoninSuper,RuffsRoninRecoil,,RuffsRoninSuperRecoil,,RuffsRoninIdle,RuffsRoninPushback,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninLose,RuffsRoninLoseloop,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninIdle,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninWin,,RuffsRoninIdle,RuffsRoninIdle,RuffsRoninPortrait,,,RuffsRoninIdle,RuffsRoninIdle,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWin,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,,,,true,true,Ruffs002Projectile,,Ruffs002UltiProjectile,ruffs_def_atk,,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsCoverDefault,RuffsCover,ruffs_sandbags.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterCrew,Percenter,colette_crew_geo.scw,,,colette_portrait.scw,emz_intro_pose.scw,,PercenterCrewIdle,PercenterCrewWalk,PercenterCrewAttack,PercenterCrewSuper,PercenterCrewRecoil,,PercenterCrewIdle,,PercenterCrewIdle,PercenterCrewIdle,PercenterCrewWin,PercenterCrewIdle,PercenterCrewLose,PercenterCrewLoseloop,PercenterCrewWin,PercenterCrewIdle,PercenterCrewIdle,PercenterCrewWin,PercenterCrewIdle,PercenterCrewWin,,PercenterCrewIdle,PercenterCrewIdle,PercenterCrewPortrait,,,PercenterCrewIdle,PercenterCrewIdle,,,,,,Colette003Still,Colette003Still,Colette003Win,Colette003WinLoop,Colette003Lose,Colette003LoseLoop,Colette003Win,Colette003WinLoop,Colette003WinLoop,Colette003Win,Colette003WinLoop,Colette003Win,Colette003Still,Colette003Still,,,,,,,true,,Colette003Projectile,,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElectroSniperDefault,ElectroSniper,belle_geo.glb,,,belle_portrait.glb,emz_intro_pose.scw,,BelleIdle,BelleWalk,BelleAttack,BelleAttack,BelleRecoil,,BelleRecoil,,,BellePushback,BelleWin,BelleWinloop,BelleLose,BelleLoseloop,BelleWin,BelleWinloop,BelleIdle,BelleWin,BelleWinloop,BelleWin,,BelleIdle,BelleIdle,BellePortrait,,,BelleIdle,BelleIdle,,,,,,BelleStill,BelleStill,BelleWin,BelleWinLoop,BelleLose,BelleLoseLoop,BelleWin,BelleWinLoop,BelleWinLoop,BelleWin,BelleWinLoop,BelleWin,BelleStill,BelleStill,,,,,,,true,true,,,,belle_def_atk,,belle_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StickyBombDefault,StickyBomb,squeak_geo.glb,,,squeak_portrait.glb,emz_intro_pose.scw,,SqueakIdle,SqueakWalk,SqueakAttack,SqueakAttack,SqueakRecoil,,SqueakRecoil,,SqueakIdle,SqueakPushback,SqueakWin,SqueakWinloop,SqueakLose,SqueakLoseloop,SqueakWin,SqueakWinloop,SqueakIdle,SqueakWin,SqueakWinloop,SqueakWin,,SqueakIdle,SqueakIdle,SqueakPortrait,,,SqueakIdle,SqueakIdle,,,,,,SqueakStill,SqueakStill,SqueakWin,SqueakWinLoop,SqueakLose,SqueakLoseLoop,SqueakWin,SqueakWinLoop,SqueakWinLoop,SqueakWin,SqueakWinLoop,SqueakWin,SqueakStill,SqueakStill,,,,,,,true,true,,,,sticky_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballVigilante,Baseball,bibi_vigilante_geo.glb,,,bibi_base_cam.scw,emz_intro_pose.scw,,BibiVigilanteIdle,BibiVigilanteWalk,BibiVigilantePrimary,BibiVigilanteSecondary,BibiVigilanteRecoil,,BibiVigilanteRecoil2,,,BibiVigilantePushback,BibiVigilanteWin,BibiVigilanteWinloop,BibiVigilanteLose,BibiVigilanteLoseloop,BibiVigilanteWin,BibiVigilanteWinloop,BibiVigilanteIdle,BibiVigilanteWin,BibiVigilanteWinloop,BibiVigilanteWin,,BibiVigilanteIdle,BibiVigilanteIdle,BibiVigilanteProfile,,,BibiVigilanteProfile,BibiVigilanteIdle,,,,,,Bibi004Still,Bibi004Still,Bibi004Win,Bibi004WinLoop,Bibi004Lose,Bibi004LoseLoop,Bibi004Win,Bibi004WinLoop,Bibi004WinLoop,Bibi004Win,Bibi004WinLoop,Bibi004Win,Bibi004Still,Bibi004Still,,,,,,,,,,,,bibi_004_atk,,,,,,,,bibi_004_atk_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeSmuggler,ArtilleryDude,penny_smuggler_geo.glb,,,penny_portrait.glb,emz_intro_pose.scw,,PennySmugglerIdle,ArtilleryGalWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,PennySmugglerWin,PennySmugglerWinloop,ArtilleryGalLose,ArtilleryGalLoseloop,PennySmugglerWin,PennySmugglerWinloop,PennySmugglerIdle,PennySmugglerWin,PennySmugglerWinloop,PennySmugglerWin,,PennySmugglerIdle,PennySmugglerIdle,PennySmugglerPortrait,,,PennySmugglerPortrait,PennySmugglerIdle,,,,,,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,Penny002Face,,,,,,,,,Penny005Projectile,,Penny005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretSmuggler,ArtilleryDudeTurret,penny_smuggler_turret_geo.glb,,,portrait_cam.scw,emz_intro_pose.scw,,PennySmugglerIdle,PennySmugglerIdle,PennySmugglerIdle,PennySmugglerIdle,PennySmugglerAttack,,PennySmugglerIdle,,PennySmugglerIdle,PennySmugglerIdle,PennySmugglerSpawn,PennySmugglerIdle,,PennySmugglerIdleMenu,PennySmugglerSpawn,PennySmugglerIdle,PennySmugglerIdleMenu,PennySmugglerIdleMenu,PennySmugglerIdleMenu,,,PennySmugglerIdleMenu,PennySmugglerIdleMenu,PennySmugglerIdle,,,PennySmugglerIdle,PennySmugglerIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penny_005_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,Penny005TurretProjectile,,,,,,,,,,
TntDudePsg,TntDude,dynamike_coach_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,DynamikeCoachIdle,DynamikeCoachWalk,DynamikeCoachPrimary,DynamikeCoachSecondary,DynamikeCoachRecoil,,DynamikeCoachUlti,,DynamikeCoachReload,DynamikeCoachPushback,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachLose,DynamikeCoachLoseloop,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachIdle,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachWin,,DynamikeCoachIdle,DynamikeCoachIdle,DynamikeCoachProfile,,,DynamikeCoachProfile,DynamikeCoachIdle,,,,,,Dyna003Still,Dyna003Still,Dyna003Win,Dyna003WinLoop,Dyna003Lose,Dyna003LoseLoop,Dyna003Win,Dyna003WinLoop,Dyna003WinLoop,Dyna003Win,Dyna003WinLoop,Dyna003Win,Dyna003Still,Dyna003Still,,,,,,,true,true,Mike005Projectile,,Mike005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerWhite,Roller,stu_geo.glb,,,stu_portrait.glb,emz_intro_pose.scw,,StuIdle,StuWalk,StuAttack,StuIdle,StuRecoil,StuRecoil,StuIdle,,,StuPushback,StuWin,StuWinloop,StuLose,StuLoseloop,StuWin,StuWinloop,StuIdle,StuWin,StuWinloop,StuWin,,StuIdle,StuIdle,StuPortrait,,,,StuIdle,,,,,,,,,,,,,,,,,,,,stu_def_lobby,stu_def_lobby,stu_def_lobby,stu_def_lobby,,,true,,,,,stu_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,
CrossBomberDefault,CrossBomber,grom_geo.glb,,,grom_portrait.glb,emz_intro_pose.scw,,GromIdle,GromWalk,GromAttack,GromSecondary,GromRecoil,,GromSecondary,,,GromPushback,GromWin,GromWinloop,GromLose,GromLoseloop,GromWin,GromWinloop,GromIdle,GromWin,GromWinloop,GromWin,,GromIdle,GromIdle,GromProfile,,,GromProfile,GromIdle,,,,,,GromStill,GromStill,GromWin,GromWinLoop,GromLose,GromLoseLoop,GromWin,GromWinLoop,GromWinLoop,GromWin,GromWinLoop,GromWin,GromStill,GromStill,,,,,,,true,true,,,,grom_def_atk,,grom_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,
SpeedBoosterDefault,SpeedBooster,stu_tire_geo.glb,,,,,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,SpeedBoosterDefaultIdle,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,,SpeedBoosterDefaultIdle,SpeedBoosterDefaultIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FireDudeMasked,FireDude,amber_masked_geo.glb,,,amber_masked_portrait.glb,emz_intro_pose.scw,,FireDudeMaskedIdle,FireDudeMaskedWalk,FireDudeMaskedAttack,FireDudeMaskedAttack,FireDudeMaskedRecoil,,FireDudeMaskedRecoil,,,FireDudeMaskedPushback,AmberMaskedWin,AmberMaskedWinloop,FireDudeMaskedLose,FireDudeMaskedLoseloop,AmberMaskedWin,AmberMaskedWinloop,FireDudeMaskedIdle,AmberMaskedWin,AmberMaskedWinloop,AmberMaskedWin,,FireDudeMaskedIdle,FireDudeMaskedIdle,FireDudeMaskedPortrait,AmberMaskedWinloop,,FireDudeMaskedIdle,FireDudeMaskedIdle,,,,,,Amber002Still,Amber002Still,Amber002Win,Amber002WinLoop,Amber002Lose,Amber002LoseLoop,Amber002Win,Amber002WinLoop,Amber002WinLoop,Amber002Win,Amber002WinLoop,Amber002Win,Amber002Still,Amber002Still,amber_002_lobby_fire_sword,amber_002_lobby_fire_sword,amber_002_lobby_fire_sword,amber_002_lobby_fire_sword,amber_002_lobby_fire_sword,,,,,,,amber_def_atk,,amber_def_ulti,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,always,,,,,,,,,,,
EnragerDuel,Enrager,edgar_duelist_geo.glb,,,edgar_duelist_portrait.glb,emz_intro_pose.scw,,EnragerDuelIdle,EnragerDuelWalk,EnragerDuelAttack,EnragerDuelSuper,EnragerDuelRecoil,,EnragerDuelSuper,,,EnragerDuelPushback,EnragerDuelWin,EnragerDuelWinloop,EnragerDuelLose,EnragerDuelLoseloop,EnragerDuelWin,EnragerDuelWinloop,EnragerDuelIdle,EnragerDuelWin,EnragerDuelWinloop,EnragerDuelWin,,EnragerDuelIdle,EnragerDuelIdle,EnragerDuelProfile,,,EnragerDuelIdle,EnragerDuelIdle,,,,,,Edgar002Win,Edgar002Win,Edgar002Win,Edgar002WinLoop,Edgar002Lose,Edgar002LoseLoop,Edgar002Win,Edgar002WinLoop,Edgar002WinLoop,Edgar002Win,Edgar002WinLoop,Edgar002Win,Edgar002Still,Edgar002Still,,,,,,,true,,Enrager002Projectile,,,edgar_002_atk,,,,,,edgar_def_ulti,edgar_def_ultiEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
