"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","MoveEffect2","StillEffect","StillEffect2","ChargedShotEffect","DisableHeadRotation"
"PercenterDefault","Percenter","colette_geo.scw",,,"colette_portrait.scw","emz_intro_pose.scw",,"ColetteIdle","ColetteWalk","ColetteAttack","ColetteSuper","ColetteRecoil",,"ColetteIdle",,"ColetteIdle","ColetteIdle","ColetteWin","ColetteIdle","ColetteLose","ColetteLoseloop","ColetteWin","ColetteIdle","ColetteIdle","ColetteWin","ColetteIdle","ColetteWin","ColetteIdle","ColetteIdle","ColettePortrait","ColetteIdle",,,,,,"ColetteIdle","ColetteIdle","ColetteHappy","ColetteIdle","ColetteLose","ColetteLoseLoop","ColetteHappy","ColetteIdle","ColetteIdle","ColetteHappy","ColetteIdle","ColetteHappy","ColetteIdle","ColetteIdle",,,,,,,"true",,,,,"colette_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FireDudeDefault","FireDude","amber_geo.scw",,,"amber_portrait.scw","emz_intro_pose.scw",,"AmberIdle","AmberWalk","AmberAttack","AmberAttack","AmberRecoil",,"AmberRecoil",,,"AmberPushback","AmberWin","AmberWinloop","AmberLose","AmberLoseloop","AmberWin","AmberWinloop","AmberIdle","AmberWin","AmberWinloop","AmberWin","AmberIdle","AmberIdle","AmberPortrait","AmberIdle",,,,,,"AmberFace","AmberFace","AmberWin","AmberFace","AmberLose","AmberLoseLoop","AmberWin","AmberFace","AmberFace","AmberWin","AmberFace","AmberFace","AmberFace","AmberFace","amber_def_lobby_fire","amber_def_lobby_fire","amber_def_lobby_fire","amber_def_lobby_fire","amber_def_lose",,,,,,,"amber_def_atk",,"amber_def_ulti",,"true",,,,,,,,,,,,,,,,,,,,,,"amber_def_ingame_fire",,,,"always",,,,,,,,,
"MummyGiftShop","Mummy","emz_giftshop_geo.scw",,,"emz_giftshop_cam.scw","emz_intro_pose.scw",,"EmzGiftshopIdle","EmzGiftshopWalk","EmzGiftshopPrimary","EmzGiftshopPrimary","EmzGiftshopRecoil","EmzGiftshopSecondary","EmzGiftshopRecoil","EmzGiftshopSecondaryRecoil","EmzGiftshopReload","EmzGiftshopPushback","EmzGiftshopWin","EmzGiftshopWinloop","EmzGiftshopLose","EmzGiftshopLoseloop","EmzGiftshopWin","EmzGiftshopWinloop","EmzGiftshopIdle","EmzGiftshopWin","EmzGiftshopWinloop","EmzGiftshopWin","EmzGiftshopIdle","EmzGiftshopIdle","EmzGiftshopProfile","EmzIntro",,,,,,"EmzIdle","EmzFront","EmzWin","EmzFront","EmzLose","EmzLoseLoop","EmzWin","EmzFront","EmzIdle","EmzWin","EmzFront","EmzIdle","EmzFront","EmzIdle",,,,,,,"true",,"Emz002Projectile",,,"emz_002_atk",,,,,,,,,,,,,,,,,"Emz_002_Ulti",,,,,,,,,,,,,,,,,,,,,,
"SandstormGiftShop","Sandstorm","sandy_sugar_addict_geo.scw",,,"sandy_sugar_addict_cam.scw","emz_intro_pose.scw",,"SandyGiftshopIdle","SandyGiftshopWalk","SandyGiftshopAttack","SandyGiftshopAttack","SandyGiftshopRecoil",,"SandyGiftshopRecoil",,"SandyGiftshopReload","SandyGiftshopPushBack","SandyGiftshopWin","SandyGiftshopWinloop","SandyGiftshopLose","SandyGiftshopLose","SandyGiftshopWin","SandyGiftshopWinloop","SandyGiftshopIdle","SandyGiftshopWin","SandyGiftshopWinloop","SandyGiftshopWin","SandyGiftshopIdle","SandyGiftshopIdle","SandyGiftshopProfile","SandyGiftshopProfile",,,,,,"SandyIdle","SandyWalk","SandyWin","SandyWinloop","SandyWinloop","SandyWinloop","SandyWin","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyIdle","SandyProfile","SandyIdle",,,,,,,,"true","Sandy002Projectile",,"Sandy002UltiProjectile",,,,,,,,,,,,,"sandy_002_ulti_starP1","sandy_002_ulti_starP2",,,,,,,,,,,,,,,,,,,,,,,,,,
"WallyMoon","Wally","sprout_moon_geo.scw",,,"sprout_moon_cam.scw","emz_intro_pose.scw",,"SproutMoonIdle","SproutMoonWalk","SproutMoonPrimary","SproutMoonPrimary","SproutMoonRecoil",,"SproutMoonRecoil",,"SproutMoonReload","SproutMoonPushback","SproutMoonWin","SproutMoonWinloop","SproutMoonLose","SproutMoonLoseloop","SproutMoonWin","SproutMoonWinloop","SproutMoonIdle","SproutMoonWin","SproutMoonWinloop","SproutMoonWin","SproutMoonIdle","SproutMoonIdle","SproutMoonPortrait","SproutMoonPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Sprout002Projectile","Sprout002SecondaryProjectile","Sprout002UltiProjectile",,,,,,,,,,,,,,,,"Sprout_002_sp1",,,,,,,,,,,,,,,,,,,,,,,,
"CactusMask","Cactus","spike_mask_geo.scw",,,"spike_base_cam.scw","emz_intro_pose.scw",,"SpikeIdle","SpikeWalk","SpikePrimary","SpikeSecondary","SpikeRecoil",,"SpikeRecoil2",,"SpikeReload","SpikeIdle","SpikeWin","SpikeWinloop","SpikeLose","SpikeLoseloop","SpikeWin","SpikeWinloop","SpikeIdle","SpikeWin","SpikeWinloop","SpikeWin","SpikeIdle","SpikeIdle","SpikeProfile","SpikeProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PercenterTrixie","Percenter","colette_trixie_geo.scw",,,"colette_demon_portrait.scw","emz_intro_pose.scw",,"ColetteTrixieIdle","ColetteTrixieWalk","ColetteTrixieAttack","ColetteTrixieSuper","ColetteTrixieRecoil",,"ColetteTrixieIdle",,"ColetteTrixieIdle","ColetteTrixieIdle","ColetteTrixieWin","ColetteTrixieWinloop","ColetteTrixieLose","ColetteTrixieLoseloop","ColetteTrixieWin","ColetteTrixieWinloop","ColetteTrixieIdle","ColetteTrixieWin","ColetteTrixieWinloop","ColetteTrixieWin","ColetteTrixieIdle","ColetteTrixieIdle","ColetteTrixiePortrait","ColetteTrixiePortrait",,,,,,"Colette002Idle","Colette002Idle","Colette002Happy","Colette002Idle","Colette002Lose","Colette002LoseLoop","Colette002Happy","Colette002Idle","Colette002Idle","Colette002Happy","Colette002Idle","Colette002Happy","Colette002Idle","Colette002Idle",,,,,,,"true",,"Colette002Projectile",,,"colette_002_atk",,,,,,,,,,"colette_002_ulti","colette_002_ulti_cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PocoStarr","DeadMariachi","poco_starr_geo.scw",,,"poco_starr_portrait.scw","emz_intro_pose.scw",,"PocoIdle","PocoWalk","PocoAttack","PocoSecondary","PocoRecoil",,"PocoRecoil",,"PocoReload","PocoPushback","PocoWin","PocoWinloop","PocoLose","PocoLoseloop","PocoWin","PocoWinloop","PocoIdle","PocoWin","PocoWinloop","PocoWin","PocoIdle","PocoIdle","PocoStarrPortrait","PocoProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"poco_003_atk_root","poco_003_atk_root",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorAtomic","Luchador","primo_geo.scw:torsoGeo+braceletGeo_02+legsGeo+beltGeo",,,"primo_portrait.scw","primo_intro_pose.scw",,"LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil",,,"LouchadorPushback","LouchadorWin","LouchadorWinloop","LouchadorLose","LouchadorLoseloop","LouchadorWin","LouchadorWinloop","LouchadorIdle","LouchadorWin","LouchadorWinloop","LouchadorWin","LouchadorIdle","LouchadorIdle","LouchadorProfile","LouchadorIntro",,,,"LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil",,,,,,,,,,,,,,,"primo_004_lobby_aura","primo_004_lobby_aura","primo_004_lobby_aura","primo_004_lobby_aura","primo_004_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"primo_004_moving",,"primo_004_still",,,
"RosaRosaBrawloween","Rosa","rosa_brawloween_geo.scw",,,"rosa_base_cam.scw","emz_intro_pose.scw",,"RosaBrawloweenIdle","RosaBrawloweenWalk","RosaBrawloweenAttack","RosaBrawloweenIdle","RosaBrawloweenAttackRecoil","RosaBrawloweenAttackRecoil2","RosaBrawloweenUltRecoil","RosaBrawloweenUltRecoil2",,"RosaBrawloweenIdle","RosaBrawloweenWin","RosaBrawloweenWinloop","RosaBrawloweenLose","RosaBrawloweenLoseloop","RosaBrawloweenWin","RosaBrawloweenWinloop","RosaBrawloweenIdle","RosaBrawloweenWin","RosaBrawloweenWinloop","RosaBrawloweenWin","RosaBrawloweenIdle","RosaBrawloweenIdle","RosaBrawloweenProfile","RosaBrawloweenProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosa002Projectile",,,"rosa_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BowDudeDemonic","BowDude","bo_demonic_geo.scw",,,"bo_base_cam.scw","emz_intro_pose.scw",,"BoDemonIdle","BoDemonWalk","BoDemonAttack","BoDemonSecondary","BoDemonRecoil",,"BoDemonRecoil2",,,"BoDemonIdle","BoDemonWin","BoDemonWinloop","BoDemonLose","BoDemonLoseloop","BoDemonWin","BoDemonWinloop","BoDemonIdle","BoDemonWin","BoDemonWinloop","BoDemonWin","BoDemonIdle","BoDemonIdle","BoDemonProfile","BoDemonProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bo004Projectile",,"Bo004UltiProjectile",,,,,"true",,,,,,,,,,,,,,"MineDemon",,,,,,,,,,,,,,,,,,,,,
"GunslingerPlayer","Gunslinger","colt_player_geo.scw",,,"colt_base_cam.scw","emz_intro_pose.scw",,"ColtPlayerIdle","ColtPlayerWalk","GunslingerPrimary","GunslingerSecondary","GunslingerRecoil","GunslingerRecoil2","GunslingerRecoil","GunslingerRecoil2","GunslingerReload","GunslingerPushback","ColtPlayerWin","ColtPlayerWinloop","ColtPlayerlose","ColtPlayerLoseloop","ColtPlayerWin","ColtPlayerWinloop","GunslingerIdle","ColtPlayerWin","ColtPlayerWinloop","ColtPlayerWin","GunslingerIdle","GunslingerIdle","GunslingerProfile","GunslingerProfile",,,,,,"Colt002Face","ColtFace","Colt002Happy","Colt002Face","Colt002Sad","ColtSadLoop","Colt002Happy","Colt002Face","Colt002Face","Colt002Happy","Colt002Face","Colt002Happy","Colt002Still","Colt002Still",,,,,,,,,"Colt004Projectile",,"Colt004UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BullDudeGold","BullDude","bull_geo.scw",,,"bull_base_cam.scw","emz_intro_pose.scw",,"BullRockIdle","BullRockWalk","BullRockPrimary","BullRockSecondary","BullRockRecoil",,"BullRockRecoil",,"BullRockReload","BullRockPushback","BullRockWin","BullRockWinloop","BullRockLose","BullRockLoseloop","BullRockWin","BullRockWinloop","BullRockIdle","BullRockWin","BullRockWinloop","BullRockWin","BullRockIdle","BullRockIdle","BullRockProfile","BullRockProfile",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true",,,,,"bull_def_atk","gen_gold_atk_single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"BullDudeSilver","BullDude","bull_geo.scw",,,"bull_base_cam.scw","emz_intro_pose.scw",,"BullRockIdle","BullRockWalk","BullRockPrimary","BullRockSecondary","BullRockRecoil",,"BullRockRecoil",,"BullRockReload","BullRockPushback","BullRockWin","BullRockWinloop","BullRockLose","BullRockLoseloop","BullRockWin","BullRockWinloop","BullRockIdle","BullRockWin","BullRockWinloop","BullRockWin","BullRockIdle","BullRockIdle","BullRockProfile","BullRockProfile",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"BarkeepTrueGold","Barkeep","barkeep_geo.scw",,,"barley_base_cam.scw","barley_intro_pose.scw",,"BarkeepIdle","BarkeepWalk","BarkeepPrimary","BarkeepSecondary","BarkeepRecoil",,"BarkeepRecoil",,"BarkeepReload","BarkeepPushback","BarkeepWin","BarkeepWinloop","BarkeepLose","BarkeepLoseloop","BarkeepWin","BarkeepWinloop","BarkeepWinidleloop","BarkeepWin","BarkeepWinidleloop","BarkeepWin","BarkeepIdle","BarkeepIdle","BarkeepProfile","BarkeepIntro",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,,,,,,"barkeep_attack","gen_gold_atk_throw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"BarkeepTrueSilver","Barkeep","barkeep_geo.scw",,,"barley_base_cam.scw","barley_intro_pose.scw",,"BarkeepIdle","BarkeepWalk","BarkeepPrimary","BarkeepSecondary","BarkeepRecoil",,"BarkeepRecoil",,"BarkeepReload","BarkeepPushback","BarkeepWin","BarkeepWinloop","BarkeepLose","BarkeepLoseloop","BarkeepWin","BarkeepWinloop","BarkeepWinidleloop","BarkeepWin","BarkeepWinidleloop","BarkeepWin","BarkeepIdle","BarkeepIdle","BarkeepProfile","BarkeepIntro",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"BaseballZombibi","Baseball","bibi_zombibi_geo.scw",,,"bibi_base_cam.scw","emz_intro_pose.scw",,"BibiIdle","BibiWalk","BibiPrimary","BibiSecondary","BibiRecoil",,"BibiRecoil2",,,"BibiPushback","BibiWin","BibiWinloop","BibiLose","BibiLoseloop","BibiWin","BibiWinloop","BibiIdle","BibiWin","BibiWinloop","BibiWin","BibiIdle","BibiIdle","BibiProfile","BibiProfile",,,,,,"Bibi003_Idle","Bibi003_Idle","Bibi003_Win","Bibi003_Idle","Bibi003_Lose","Bibi003_LoseLoop","Bibi003_Win","Bibi003_Idle","Bibi003_Idle","Bibi003_Win","Bibi003_Idle","Bibi003_Idle","Bibi003_Still","Bibi003_Idle",,,,,,,,,,,"Bibi003UltiProjectile","bibi_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrickshotDudeTrueGold","TrickshotDude","rico_geo.scw",,,"rico_base_cam.scw","emz_intro_pose.scw",,"RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoRecoil",,"RicoRecoil",,"RicoReload","RicoPushback","RicoWin","RicoWinloop","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","RicoIdle","RicoIdle","RicoProfile","RicoProfile",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,,,,,,"rico_def_atk","gen_gold_atk_single_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"TrickshotDudeSilver","TrickshotDude","rico_geo.scw",,,"rico_base_cam.scw","emz_intro_pose.scw",,"RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoRecoil",,"RicoRecoil",,"RicoReload","RicoPushback","RicoWin","RicoWinloop","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","RicoIdle","RicoIdle","RicoProfile","RicoProfile",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"HammerDudeGold","HammerDude","frank_geo.scw",,,"frank_base_cam.scw","frank_intro_pose.scw",,"FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankRecoil",,"FrankRecoil2",,,"FrankPushback","FrankWin","FrankWinloop","FrankLose","FrankLoseloop","FrankWin","FrankWinloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","FrankIdle","FrankIdle","FrankProfile","FrankIntro",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,,,,,,"hammer_dude_attack","gen_gold_atk_single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"HammerDudeSilver","HammerDude","frank_geo.scw",,,"frank_base_cam.scw","frank_intro_pose.scw",,"FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankRecoil",,"FrankRecoil2",,,"FrankPushback","FrankWin","FrankWinloop","FrankLose","FrankLoseloop","FrankWin","FrankWinloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","FrankIdle","FrankIdle","FrankProfile","FrankIntro",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"UndertakerGold","Undertaker","mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo",,,"mortis_base_cam.scw","emz_intro_pose.scw",,"UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerRecoil1",,"UndertakerUltiRecoil1",,,"UndertakerPushback","UndertakerWin","UndertakerWinloop","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","UndertakerIdle","UndertakerIdle","UndertakerProfile","UndertakerProfile",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true","true",,,,,,,,,"gen_gold_atk_mortis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"UndertakerSilver","Undertaker","mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo",,,"mortis_base_cam.scw","emz_intro_pose.scw",,"UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerRecoil1",,"UndertakerUltiRecoil1",,,"UndertakerPushback","UndertakerWin","UndertakerWinloop","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","UndertakerIdle","UndertakerIdle","UndertakerProfile","UndertakerProfile",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"UndertakerHatGold","Undertaker","mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo",,,"mortis_base_cam.scw","emz_intro_pose.scw",,"UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerRecoil1",,"UndertakerUltiRecoil1",,,"UndertakerPushback","UndertakerWin","UndertakerWinloop","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","UndertakerIdle","UndertakerIdle","UndertakerProfile","UndertakerProfile",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true","true",,,,,,,,,"gen_gold_atk_mortis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"UndertakerHatSilver","Undertaker","mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo",,,"mortis_base_cam.scw","emz_intro_pose.scw",,"UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerRecoil1",,"UndertakerUltiRecoil1",,,"UndertakerPushback","UndertakerWin","UndertakerWinloop","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","UndertakerIdle","UndertakerIdle","UndertakerProfile","UndertakerProfile",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"IceDudeDefault","IceDude","lou_geo.scw",,,"lou_portrait.scw","emz_intro_pose.scw",,"LouIdle","LouWalk","LouAttack","LouSuper","LouRecoil",,"LouRecoil",,"LouIdle","LouIdle","LouWin","LouWinloop","LouLose","LouLoseloop","LouWin","LouWinloop","LouIdle","LouWin","LouWinloop","LouWin","LouIdle","LouIdle","LouPortrait","LouIdle",,,,,,"LouWinLoop","LouWinLoop","LouWin","LouWinLoop","LouLose","LouLoseLoop","LouWin","LouWinLoop","LouWinLoop","LouWin","LouWinLoop","LouWin","LouStill","LouWinLoop",,,,,,,,,,,,"lou_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceDudeKing","IceDude","lou_king_geo.scw",,,"lou_king_portrait.scw","emz_intro_pose.scw",,"LouIdle","LouWalk","LouAttack","LouAttack","LouRecoil",,"LouRecoil",,"LouIdle","LouIdle","LouKingWin","LouKingWinloop","LouKingLose","LouKingLoseloop","LouKingWin","LouKingWinloop","LouIdle","LouKingWin","LouKingWinloop","LouKingWin","LouIdle","LouIdle","LouKingPortrait","LouIdle",,,,,,"Lou002WinLoop","Lou002WinLoop","Lou002Win","Lou002WinLoop","Lou002Lose","Lou002LoseLoop","Lou002Win","Lou002WinLoop","Lou002WinLoop","Lou002Win","Lou002WinLoop","Lou002Win","Lou002Still","Lou002WinLoop",,,,,,,,,"Lou002Projectile",,"Lou002UltiProjectile","lou_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpeedyLine","Speedy","max_cony_geo.scw",,,"max_cony_portrait.scw","emz_intro_pose.scw",,"MaxLineIdle","MaxLineWalk","MaxLinePrimary","MaxLineSecondary","MaxLineRecoil",,"MaxLineSecondaryRecoil",,"MaxLineReload","MaxLinePushback","MaxLineWin","MaxLineWinloop","MaxLineLose","MaxLineLoseloop","MaxLineWin","MaxLineWinloop","MaxLineIdle","MaxLineWin","MaxLineWinloop","MaxLineWin","MaxLineIdle","MaxLineIdle","MaxLinePortrait","MaxLinePortrait",,,,,,"Max002WinLoop","Max002WinLoop","Max002Win","Max002WinLoop","Max002Lose","Max002LoseLoop","Max002Win","Max002WinLoop","Max002WinLoop","Max002Win","Max002WinLoop","Max002Win","Max002Still","Max002WinLoop","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sad_tears",,,,"Max002Projectile",,,"max_002_atk",,,,,"max_002_use","max_002_ulti_use",,,,,,,,,,,,,"LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo",,,,,,,,,,,,,,
"ControllerLine","Controller","nani_line_friends_geo.scw",,,"nani_line_friends_portrait.scw","emz_intro_pose.scw",,"NaniLineIdle","NaniLineWalk","NaniLineAttack","NaniLineSecondary","NaniLineRecoil",,,,"NaniLineReload","NaniLinePushback","NaniLineWin","NaniLineWinloop","NaniLineLose","NaniLineLoseloop","NaniLineWin","NaniLineWinloop","NaniLineIdle","NaniLineWin","NaniLineWinloop","NaniLineWin","NaniLineIdle","NaniLineIdle","NaniLinePortrait","NaniLineIdle",,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,"Nani003Projectile",,"Nani003UltiProjectile","jessie_003_atk",,,,,"leon_003_atk",,,,,,,,,,,,,,"LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo",,,,,,,,,,,,,,
