"TID","PL"
"TID_BALL_7","Plusk w kałużę"
"TID_BANKHEIST_8","Kościany tunel"
"TID_EVENT_MODIFIER_DESC_3_SD","Trzymanie się blisko znajomych może być niebezpieczne, gdy z nieba spadają wielkie głazy!"
"TID_DEFEATED_SHOWDOWN","Porażka"
"TID_OFFER_WATCH_AD","OGLĄDAJ"
"TID_ERROR_REPLAY_DISABLED","Powtórka jest niedostępna"
"TID_WANTED_9","Canal Grande"
"TID_HOOK","GENE"
"TID_STAR_KEY_INFO_EXTENSION","\n\nGwiezdne żetony używane są do otwierania dużych skrzynek."
"TID_TEAM_OWNER_TEXT","Drużyna gracza <NAME>"
"TID_SPECTATE_AUTO","Automatyczny"
"TID_BATTLE_ROYALE_11","Bow Wow"
"TID_FRIEND_POPOVER_INVITE","ZAPROŚ DO DRUŻYNY"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Ten gracz jest już w twojej drużynie!"
"TID_TEAM_ERROR_ALREADY_INVITED","Ten gracz jest już zaproszony!"
"TID_BATTLE_ROYALE_D2","Burzowe równiny"
"TID_UNDERTAKER_GREASER_SKIN","ROCKANDROLLOWY MORTIS"
"TID_COMMUNITY_PROPS","Mapa społecznościowa!\n\nPomysł:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Gorący labirynt"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Ten gracz jest już w drużynie!"
"TID_HINT_38","Obracający się niebieski okrąg pod Zadymiarzem oznacza, że jego superatak jest gotowy."
"TID_HINT_39","Obracający się żółty okrąg pod Zadymiarzem oznacza, że obecnie próbuje wycelować swój superatak."
"TID_EVENT_NOT_AVAILABLE","Brak wydarzeń"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Brak dostępnego wideo. Sprawdź ponownie później!"
"TID_SHOP_NOT_AVAILABLE","niedostępne"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ROCKANDROLLOWY\nMORTIS"
"TID_HINT_40","Połącz konto z identyfikatorem Supercell na ekranie ustawień, aby zapewnić bezpieczeństwo konta i grać na różnych urządzeniach. W nagrodę otrzymasz także darmowe przebranie!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Dodano dodatkowe nagrody!"
"TID_BUTTON_NAVI_SHOP","SKLEP"
"TID_BUTTON_NAVI_SOCIAL","SPOŁECZNOŚĆ"
"TID_BUTTON_NAVI_BRAWLERS","ZADYMIARZE"
"TID_BRAWL_TICKETS_BUTTON","GRAJ"
"TID_HOME_SCREEN_INVITE","ZAPROŚ"
"TID_HINT_41","Liczba wszystkich pucharów jest sumą pucharów zdobytych przez twoich Zadymiarzy."
"TID_GOAL","Gracz <name> strzelił gola!"
"TID_EVENT_MODIFIER_5","GRZYBY LECZNICZE"
"TID_EVENT_MODIFIER_DESC_5","Grzyby lecznicze pojawiają się losowo. Przez pewien czas będą leczyć każdego, kto znajduje się w pobliżu."
"TID_EVENT_MODIFIER_DESC_5_SD","Grzyby lecznicze pojawiają się losowo. Jeśli będziecie się trzymać ze znajomymi bardzo blisko siebie, grzyby nie będą rosnąć."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Gdy Zadymiarz nie atakuje ani nie odnosi przez pewien czas obrażeń, zaczyna się leczyć."
"TID_HOOK_SHORT_DESC","WSPARCIE"
"TID_HOOK_DESC","Gene wystrzeliwuje pocisk rozszczepiający za pomocą swojej magicznej lampy. Jego superatak to magiczna dłoń, która łapie wrogów i przyciąga ich na bliską odległość."
"TID_SPEC_ABI_HOOK","Magiczne obłoczki"
"TID_SPEC_ABI_HOOK_DESC","Gene leczy wszystkich przyjaznych Zadymiarzy znajdujących się wokół niego. Odzyskują oni <c00cc00><VALUE1></c> pkt. życia na sekundę."
"TID_HOOK_WEAPON","ZASŁONA DYMNA"
"TID_HOOK_ULTI","MAGICZNA DŁOŃ"
"TID_HOOK_WEAPON_DESC","Gene ciska potężną kulą magicznego dymu ze swojej lampy. Jeśli kula nie trafi w cel, dym się rozprasza i zadaje obrażenia na obszarze o kształcie stożka."
"TID_HOOK_ULTI_DESC","Gene wywołuje magiczną dłoń ze swojej lampy. Jeśli dłoń trafi we wroga, zostanie on przyciągnięty do miejsca, w którym znajduje się Gene."
"TID_NINJA_SHORT_DESC","UKRADKOWY ZABÓJCA"
"TID_NINJA_DESC","Leon błyskawicznie zasypuje wroga ostrzami. Jego superatak to bomba dymna, która sprawia, że na chwilę staje się niewidzialny!"
"TID_SPEC_ABI_SPEED_INVISIBLE","Zadymienie"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Gdy Leon używa swojego superataku, osiąga <c00cc00><VALUE1>%</c> przyspieszenia przez cały czas, gdy jest niewidzialny."
"TID_NINJA_WEAPON","WIRUJĄCE OSTRZA"
"TID_NINJA_ULTI","BOMBA DYMNA"
"TID_NINJA_WEAPON_DESC","Jednym ruchem nadgarstka Leon rzuca cztery wirujące ostrza. Im dalej lecą, tym mniejsze zadają obrażenia."
"TID_NINJA_ULTI_DESC","Leon staje się niewidzialny na <time>s. Jeśli zaatakuje, stanie się widzialny. Wrogowie znajdujący się blisko Leona zauważą go."
"TID_ROSA_SHORT_DESC","WAGA CIĘŻKA"
"TID_ROSA_DESC","Botanistka z zamiłowaniem do boksu zasadza się na wroga i wali go z liścia! Superatak zapewnia jej solidną i w pełni wegańską tarczę ochronną."
"TID_SPEC_ABI_HEAL_FOREST","Życiodajna flora"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa ukryta w gąszczu odzyskuje <c00cc00><VALUE1></c> pkt. życia na sekundę."
"TID_ROSA_WEAPON","KAMIENNE PIĘŚCI"
"TID_ROSA_ULTI","MOCNY MATERIAŁ"
"TID_ROSA_WEAPON_DESC","Rosa zasypuje wrogów lawiną potężnych i perfekcyjnych technicznie ciosów!"
"TID_ROSA_ULTI_DESC","Rosa zostaje szczelnie opleciona twardym pnączem, które przez <time> s pochłania <num>% wszystkich zadawanych jej obrażeń."
"TID_STAT_DAMAGE_PER_CLUSTER","Obrażenia kasetowe"
"TID_STAT_DAMAGE_PER_SHURIKEN","Obrażenia od ostrza na krótkim dystansie"
"TID_STAT_INVISIBLE","Bomba dymna"
"TID_STAT_SHIELD","Tarcza"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Gracze kontra Boss</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Trzech graczy kontra BOSS ROBOT"
"TID_GAME_MODE_10","WALKA Z BOSSEM"
"TID_RAID_BOSS_INTRO_TEXT","Pokonaj Bossa"
"TID_RAID_1","Arena Bossa Robota"
"TID_GAME_MODE_10_DESC","Czy wygrasz z potężnym Bossem Robotem? Połącz siły z dwoma graczami z drużyny i pokonajcie tego potwora. Możesz wrócić do walki, jeśli tylko co najmniej jeden członek drużyny nadal stoi na nogach. Jeśli wszyscy zostaną pokonani, nastąpi koniec gry!\n\nZa każdym razem, gdy próbujecie pokonać Bossa, walki z nim stają się coraz trudniejsze - od poziomu Normalnego aż do Ekstremalnego."
"TID_TEAM_MATE_GONE","<ccccc00>Członek drużyny pokonany!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Obaj członkowie drużyny pokonani!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Boss jest ZŁY!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Boss jest WŚCIEKŁY!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Boss wpadł w FURIĘ!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normalny"
"TID_RAID_BOSS_DIFFICULTY_1","Trudny"
"TID_RAID_BOSS_DIFFICULTY_2","Ekspercki"
"TID_RAID_BOSS_DIFFICULTY_3","Mistrzowski"
"TID_RAID_BOSS_DIFFICULTY_4","Ekstremalny"
"TID_RAID_BOSS_DIFFICULTY_5","Ekstremalny II"
"TID_RAID_BOSS_DIFFICULTY_6","Ekstremalny III"
"TID_RAID_BOSS_DIFFICULTY_7","Ekstremalny IV"
"TID_RAID_BOSS_DIFFICULTY_8","Ekstremalny V"
"TID_RAID_BOSS_DIFFICULTY_9","Ekstremalny VI"
"TID_RAID_BOSS_DIFFICULTY_10","Ekstremalny VII"
"TID_RAID_BOSS_DIFFICULTY_11","Ekstremalny VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Ekstremalny IX"
"TID_RAID_BOSS_DIFFICULTY_13","Ekstremalny X"
"TID_RAID_BOSS_DIFFICULTY_14","Ekstremalny XI"
"TID_RAID_BOSS_DIFFICULTY_15","Ekstremalny XII"
"TID_RAID_BOSS_DIFFICULTY_16","Ekstremalny XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Ekstremalny XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Ekstremalny XV"
"TID_RAID_BOSS_DIFFICULTY_19","Ekstremalny XVI"
"TID_MODES_NEW_EVENT","NOWE WYDARZENIE!"
"TID_MODES_NEW_EVENTS","NOWE WYDARZENIA"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","W BITWIE"
"TID_TEAM_MEMBER_STATUS_NEW_2","NIEOBECNY"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","WYBÓR PRZECIWNIKÓW"
"TID_TEAM_MEMBER_STATUS_NEW_5","EKRAN KOŃCOWY"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","OGLĄDA"
"TID_TEAM_MEMBER_STATUS_NEW_8","ĆWICZY"
"TID_TEAM_MEMBER_STATUS_NEW_9","PISZE..."
"TID_TEAM_MEMBER_STATUS_NEW_10","WYBIERA ZADYMIARZA"
"TID_TEAM_MEMBER_STATUS_NEW_11","PRZEGLĄDA WYDARZENIA"
"TID_TEAM_MEMBER_STATUS_NEW_READY","GOTOWY"
"TID_BUTTON_SPECTATE","OGLĄDAJ"
"TID_NEW_EVENT_IN","Nowe wydarzenie za: <TIME>"
"TID_NEW_EVENT_NOW","DOSTĘPNE NOWE WYDARZENIE!"
"TID_SHOP_TITLE","SKLEP"
"TID_SELECT_EVENT_TITLE","WYBIERZ WYDARZENIE"
"TID_HERO_LIST_LABEL_NEW","ZADYMIARZE <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","GRACZE W TRYBIE ONLINE"
"TID_ONLINE_TAB_2","CZAT DRUŻYNY"
"TID_ONLINE_TAB_3","CZAT KLUBOWY"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Dołącz do klubu, aby uzyskać dostęp do czatu klubowego."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Połącz siły z innymi graczami, aby uzyskać dostęp do czatu drużynowego"
"TID_NO_BAND_GO_TO_BANDS","Przejdź do klubów"
"TID_SHARE_TEAM_CODE_NO_CODE","Zanim udostępnisz, poczekaj na wygenerowanie kodu!"
"TID_TEAM_TEAMCODE_YOURS","Twój kod drużyny"
"TID_BACK_BUTTON","OPUŚĆ DRUŻYNĘ"
"TID_BARLEY_WIZARD_SKIN","CZARODZIEJ BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Aby odblokować wydarzenie, musisz zdobyć więcej pucharów"
"TID_SHOTGUN_STAR_SKIN","GWIAZDA SHELLY"
"TID_PARTY_MODE_TITLE","GRA DLA ZNAJOMYCH"
"TID_BUTTON_PARTY_MODE","UTWÓRZ"
"TID_LEAVE_TEAM_TITLE","DRUŻYNA"
"TID_LEAVE_TEAM_TXT","OPUŚĆ"
"TID_PARTY_MODE_DESC","W grach dla znajomych nie zdobywa się pucharów, ale można za to ćwiczyć umiejętności w konkretnych wydarzeniach albo zorganizować konkurs dla znajomych.\n\nW grach dla znajomych wszyscy Zadymiarze są w pełni rozwinięci."
"TID_HEROES_TO_BE_UNLOCKED","ZADYMIARZE DO ODBLOKOWANIA"
"TID_NITA_REINDEER_SKIN","CZERWONONOSA NITA"
"TID_PENNY_ELF_SKIN","POMOCNICA PENNY"
"TID_DYNAMIKE_SANTA_SKIN","ŚWIĘTY MIKEOŁAJ"
"TID_DYNAMIKE_CHEF_SKIN","PIKANTNY MIKE"
"TID_BROCK_BOOMBOX_SKIN","BUMBOKS BROCK"
"TID_EVENT_SLOT_NAME_1","ZBIORY KLEJNOTÓW"
"TID_EVENT_SLOT_NAME_2","STARCIE"
"TID_EVENT_SLOT_NAME_3","CODZIENNE WYDARZENIA"
"TID_EVENT_SLOT_NAME_4","WYDARZENIA SPECJALNE"
"TID_EVENT_SLOT_NAME_7","WYDARZENIA BILETOWANE"
"TID_PENNY_ELF_SKIN_SHOP","POMOCNICA\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","ŚWIĘTY MIKEOŁAJ"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","PIKANTNY MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BUMBOKS\nBROCK"
"TID_NITA_REINDEER_SKIN_SHOP","CZERWONONOSA\nNITA"
"TID_EVENT_STARTS_IN","Wydarzenie rozpoczyna się za: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS W CYLINDRZE"
"TID_CREATE_ROOM_CODE","UTWÓRZ KOD DRUŻYNY"
"TID_EVENT_LOCKED_TEAM","Drużyny nie mogą brać udziału w tym wydarzeniu!"
"TID_EVENT_PREVIEW_TITLE","INFORMACJE O WYDARZENIU"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Przetrwaj na Arenie"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Udaj się na Arenę Rozgrywek - w pojedynkę lub w parze! Wygrywa ten, kto pozostanie przy życiu na końcu rozgrywki.\n\nZbieraj kostki mocy, aby zwiększać liczbę punktów życia oraz zadawanych obrażeń. Nadciągają trujące chmury, więc nie stój w miejscu!"
"TID_INVITE_PENDING","ZAPRASZA"
"TID_JOIN_REQUEST_PENDING","DOŁĄCZA"
"TID_GOAL_MATCH_OVER","Gracz <name> zdobył gola!\nRozgrywka zakończona"
"TID_GOLDRUSH_XMAS_1","Śnieżny fort"
"TID_GOLDRUSH_XMAS_2","Mroźne święta"
"TID_GOLDRUSH_XMAS_3","Walka na śnieżki"
"TID_GOLDRUSH_XMAS_4","Lodowe bloki"
"TID_GOLDRUSH_XMAS_5","Śnieżne oblężenie"
"TID_GOLDRUSH_XMAS_6","Opakowanie na prezent"
"TID_GOLDRUSH_XMAS_7","Świerkowo"
"TID_GOLDRUSH_XMAS_8","Zamarznięte jezioro"
"TID_GOLDRUSH_XMAS_9","Mroźne kryształy"
"TID_GOLDRUSH_XMAS_10","Wyprawa po skarby"
"TID_RAID_BOSS_DIFFICULTY_CAP","Poziom wyzwania walki z Bossem został obniżony, aby był taki sam dla wszystkich członków drużyny. Niższy poziom wyzwania oznacza, że nie musisz zużywać biletów, ale nagrody dostaniesz tylko za walkę z Bossem na Twoim poziomie."
"TID_RAID_BOSS_DIFFICULTY","Wyzwanie:"
"TID_BOSS_3","Potężny wróg"
"TID_BOSS_4","Dzień drużyny"
"TID_BOSS_5","Zamiana stron"
"TID_BOSS_6","Polowanie"
"TID_COOP_3","Obrońcy skarbca"
"TID_COOP_4","Zdobywcy przygód"
"TID_COOP_5","Przerwa w transporcie"
"TID_COOP_6","Bezpieczeństwo to podstawa"
"TID_RAID_2","Strefa maszyn"
"TID_RAID_3","Złom"
"TID_BUTTON_INVITE_PLAYER","ZAPROŚ"
"TID_BUTTON_JOIN_TEAM","POPROŚ O DOŁĄCZENIE"
"TID_BUTTON_TEAM_FULL","PEŁNA"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","NAGRODA ALEI PUCHARÓW"
"TID_RARITY_HEADER_1","RZADKI"
"TID_RARITY_HEADER_2","BARDZO RZADKI"
"TID_RARITY_HEADER_3","EPICKI"
"TID_RARITY_HEADER_4","MITYCZNY"
"TID_RARITY_HEADER_5","LEGENDARNY"
"TID_SETTINGS_KAKAO","KAKAO FRIENDS"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","MOC <NUMBER>"
"TID_IN_YOUR_TEAM","TWOJA DRUŻYNA"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Nie możesz wysłać prośby o dołączenie. W Twojej drużynie nie ma miejsca"
"TID_EVENT_ENDS_IN","Koniec wydarzenia za: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Odblokuj wydarzenie z ekranu Alei Pucharów"
"TID_EVENT_LOCKED_CAN_CLAIM","Gratulacje! Możesz teraz odblokować wydarzenie z ekranu Alei Pucharów"
"TID_BATTLE_ROYALE_3D","Dolina śmierci"
"TID_BATTLE_ROYALE_7D","Skalista dolina"
"TID_WANTED_4D","Sromotnik"
"TID_GOLDRUSH_3D","Grzybowa jaskinia"
"TID_WEEKEND_OFFER","Oferta weekendowa"
"TID_EXCLUSIVE_OFFER","Oferta ekskluzywna"
"TID_EPIC_OFFER","Oferta epicka"
"TID_MEGA_OFFER","Mega oferta"
"TID_FEATURED_OFFER","Wyróżniona oferta"
"TID_TAIPEI_OFFER","Oferta z okazji targów Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Boss jest w trybie BOSKIM!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Boss będzie <cffbb22bb>ZŁY</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Boss będzie <cffbb2222>WŚCIEKŁY</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Boss wpadnie w <cffbbbb22>FURIĘ</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Boss wejdzie w tryb <cffffffff>BOSKI</c> za:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Aby odblokować, otwieraj skrzynki Zadymiarza"
"TID_ROBO_WARS_1","Szwedzkie oblężenie"
"TID_ROBO_WARS_INTRO_TEXT","Zniszcz bazę wroga"
"TID_ROBO_WARS_SCRAP","Śruby:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Twoja drużyna</c> zbudowała robota oblężniczego!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Wroga drużyna</c> zbudowała robota oblężniczego!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Twoja drużyna</c> skonstruowała <c99bb22bb>GNIEWNEGO Robota!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Wroga drużyna</c> skonstruowała <c99bb22bb>GNIEWNEGO Robota!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Twoja drużyna</c> skonstruowała <c99bb2222>WŚCIEKŁEGO Robota!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Wroga drużyna</c> skonstruowała <c99bb2222>WŚCIEKŁEGO Robota!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Twoja drużyna</c> skonstruowała <c99bbbb22>Robota w FURII!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Wroga drużyna</c> skonstruowała <c99bbbb22>Robota w FURII!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Aby otworzyć tę skrzynkę Zadymiarza, należy w bitwach zebrać <c33a5d7><COUNT> żetonów</c>"
"TID_STAR_BOX_INFO","Aby otworzyć tą dużą skrzynkę, należy z pierwszych wygranych w różnych wydarzeniach zebrać <cff8E1b><COUNT> gwiezdnych żetonów</c>."
"TID_ALLIANCE_LOCATION","LOKALIZACJA KLUBU"
"TID_LOCATION_TITLE","WYBIERZ LOKALIZACJĘ"
"TID_SETTINGS_LOCATION","LOKALIZACJA"
"TID_REGION_INT","Międzynarodowa"
"TID_POPUP_CHANGE_LOCATION_TITLE","Zmienić lokalizację?"
"TID_POPUP_CHANGE_LOCATION","Czy na pewno chcesz zmienić lokalizację? Można ją zmienić tylko raz dziennie"
"TID_CHANGE_LOCATION_RESULT_0","Lokalizacja została zmieniona na: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Nie możesz jeszcze zmienić lokalizacji. Spróbuj ponownie za <TIME>"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Załóż odświętne przebranie z okazji Chińskiego Nowego Roku w Brawl Stars!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Przebranie z okazji Chińskiego Nowego Roku."
"TID_CACTUS_PINK_SKIN","SAKURA SPIKE"
"TID_CACTUS_PINK_SKIN_SHOP","SAKURA\nSPIKE"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","NAŁADOWANY RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","NAŁADOWANY\nRICO"
"TID_SKIN_POPCORN_RICO","POPCORNOWY RICO"
"TID_SKIN_POPCORN_RICO_SHOP","POPCORNOWY\nRICO"
"TID_SKIN_FOOTBULL","FUTBOLISTA BULL"
"TID_SKIN_FOOTBULL_SHOP","FUTBOLISTA\nBULL"
"TID_SKIN_DUMPLING_DARRYL","PIEROŻKOWY DARRYL"
"TID_SKIN_DUMPLING_DARRYL_SHOP","PIEROŻKOWY\nDARRYL"
"TID_SKIN_LUNAR_BROCK","TAŃCZĄCY BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","TAŃCZĄCY\nBROCK"
"TID_SKIN_LUNAR_COLT","KRÓLEWSKI AGENT COLT"
"TID_SKIN_LUNAR_COLT_SHOP","KRÓLEWSKI AGENT\nCOLT"
"TID_SKIN_VALENTINE_POCO","SERENADOWY POCO"
"TID_SKIN_VALENTINE_POCO_SHOP","SERENADOWY\nPOCO"
"TID_BANKHEIST_9","W mgnieniu oka"
"TID_BANKHEIST_10","Walka wśród beczek"
"TID_BANKHEIST_11","Po prostu strzelaj"
"TID_BANKHEIST_12","O jeden most za daleko"
"TID_BANKHEIST_13","Zza rogu"
"TID_WANTED_10","Impreza przy basenie"
"TID_WANTED_11","Bycza zagroda"
"TID_WANTED_12","Wyróżnij się"
"TID_WANTED_13","Przekładaniec"
"TID_WANTED_14","Susza"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Masz za mało gwiezdnych punktów!"
"TID_NOT_ENOUGH_GOLD_TITLE","Masz za mało monet!"
"TID_NOT_ENOUGH_GOLD_TEXT","Kupić brakujące <NUM> monet?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Kupić brakującą monetę?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","ZABLOKUJ WSZYSTKIE ZAPROSZENIA PRZEZ NAJBLIŻSZĄ GODZINĘ"
"TID_TEAM_INVITATION_SETTING_MUTE","Zablokuj wszystkie zaproszenia do drużyn"
"TID_BUTTON_TEAM_DND","NIE PRZESZKADZAĆ"
"TID_SHOP_VALENTINE_OFFER","Oferta walentynkowa"
"TID_SHOP_BRAWLER_BUNDLE","Zestaw Zadymiarza"
"TID_SHOP_SEASONAL_SKIN_OFFER","Oferta przebrań sezonowych"
"TID_SHOP_WELCOME_OFFER","Oferta powitalna"
"TID_SHOP_BRAWLER_PACK","Pakiet Zadymiarza"
"TID_SHOP_STAR_POWER_OFFER","Oferta gwiezdnej mocy"
"TID_SHOP_UPGRADE_BUNDLE","Zestaw ulepszeń"
"TID_SHOP_NEW_BRAWLER_OFFER","Oferta dla nowych Zadymiarzy"
"TID_SHOP_NEW_SKIN_RELEASE","Nowe przebranie"
"TID_SHOP_NEW_SKIN_OFFER","Oferta z nowym przebraniem"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Zdobądź <NUM>. poziom doświadczenia, aby odblokować gry dla znajomych"
"TID_HEROES_COMING_SOON","NOWI ZADYMIARZE JUŻ WKRÓTCE"
"TID_RARITY_NAME_0_UPPER","NAGRODA ALEI PUCHARÓW"
"TID_RARITY_NAME_1_UPPER","RZADKI"
"TID_RARITY_NAME_2_UPPER","BARDZO RZADKI"
"TID_RARITY_NAME_3_UPPER","EPICKI"
"TID_RARITY_NAME_4_UPPER","MITYCZNY"
"TID_RARITY_NAME_5_UPPER","LEGENDARNY"
"TID_STARTER_PACK_5","Pakiet 50. poziomu"
"TID_STARTER_PACK_6","Pakiet 75. poziomu"
"TID_STARTER_PACK_7","Pakiet 100. poziomu"
"TID_STARTER_PACK_8","Pakiet 125. poziomu"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","WOJOWNIK"
"TID_WHIRLWIND_DESC","Carl rzuca kilofem jak bumerangiem. Jego superatak to szalony obrót wózkiem, który zadaje obrażenia wszystkim wokół."
"TID_WHIRLWIND_WEAPON","KILOF"
"TID_WHIRLWIND_ULTI","SZALONY OBRÓT"
"TID_WHIRLWIND_WEAPON_DESC","Carl rzuca kilofem jak bumerangiem. Gdy złapie powracający kilof, może nim ponownie rzucić."
"TID_WHIRLWIND_ULTI_DESC","Carl przez kilka sekund wykonuje szalone obroty, niszcząc wszystko dookoła i raniąc pobliskich przeciwników."
"TID_STAT_DAMAGE_EACH_WAY","Obrażenia od uderzenia"
"TID_STAT_DAMAGE_PER_SWING","Obrażenia od obrotu"
"TID_HINT_43","Gdy kilof Carla napotyka przeszkodę, odbija się i wraca do właściciela. Carl może teraz rzucić nim ponownie z większą prędkością."
"TID_SPEC_ABI_PROJECTILE_SPEED","Mocny rzut"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl rzuca kilofem z prędkością zwiększoną o <c00cc00><VALUE1>%</c>, dzięki czemu broń szybciej leci i wraca w jego ręce."
"TID_SPEC_ABI_SUPERSPEED","Wirowanie"
"TID_SPEC_ABI_SUPERSPEED_DESC","Obracający się wózek Carla przyspiesza, gdy jego superatak jest aktywny!"
"TID_HERO_SORTING_TROPHIES","Najmniej pucharów"
"TID_HERO_SORTING_TROPHIES_DESC","Najwięcej pucharów"
"TID_HERO_SORTING_RARITY","Według rzadkości"
"TID_HERO_SORTING_RARITY_DESC","Według rzadkości, malejąco"
"TID_HERO_SORTING_POWER_DESC","Poziom mocy"
"TID_HERO_SORTING_RANKUP","Najbliżej kolejnej rangi"
"TID_MUTE_INVITES_LABEL","Nie przeszkadzać:"
"TID_GEM_BALANCE_TITLE","Liczba klejnotów"
"TID_JP_BUTTON","Liczba klejnotów"
"TID_GEM_BALANCE","Aktualna liczba klejnotów: <total>\n\nDarmowe klejnoty: <free>\n\nKupione klejnoty: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Wykonana z tego konta transakcja została zrefundowana w dniu <DATE> lub uznano ją za nielegalną. Jeżeli wystąpiono o zwrot, to zostanie on przeprowadzony w tej samej formie, w jakiej dokonano płatności. Z konta odjęto <X> klejnotów o wartości równej kwocie zwrotu. W związku z tym saldo klejnotów może być ujemne. Aby przywrócić dodatnie saldo, można złożyć kolejne zamówienia oraz zbierać zasoby w grze."
"TID_HERO_DISABLED_CURRENTLY","Ten Zadymiarz jest chwilowo niedostępny"
"TID_SKIN_FARMER_POCO","FARMER POCO"
"TID_SKIN_FARMER_POCO_SHOP","FARMER\nPOCO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","NOCNY CZAROWNIK MORTIS"
