"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"TwinsPet","233","","","","TwinsWeaponShotgun","TwinsUltiDummy","","","","","770","3300","","","","","","","","","","","","","","","","","20","","","","","","","","","","5","","","Minion_Twin","","","","TwinsPetDefault","","","","","","","","overchargeactivepet_fire","","","","","","takedamage_gen","","death_barkeep","","true","gen_move_fx","reload_barkeep","no_ammo_shotgungirl","dry_fire_barkeep","twin_def_ulti_spawn","twin_def_oc_ulti_spawn","","","","","","","","","","","","","","","twin_def_pet_indicator","","","","","","","","","","","50","","80","80","","","35","116","200","285","95","170","260","260","true","","-500","-500","","","","","120","Medium","-59","","","","350","","","","","","","","","","footstep","25","350","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ExtractionRangedEnemy","234","","","","","","","","","","770","6000","","","","","","","","","1400","630","","","","30","CoopRangedEnemyProjectile","","27","","","","","","","","","","","","","Minion_Invasion","","","","RangedBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","","100","Medium","-49","","","","350","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"ExtractionMeleeEnemy","235","","","","","","","","","","600","10000","","","","","","","","","400","260","","","","","","","5","","","","","","","","","","","","","Minion_Invasion","","","","MeleeBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","100","200","270","","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"ExtractionFastMeleeEnemy","236","","","","","","","","","","900","8000","","","","","","","","","600","400","","","","","","","5","","","","","","","","","","","","","Minion_Invasion","","","","MeleeFastBotDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_fast_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"TrophyCritter","237","","","","","","","","","","1200","4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Critter","","","","TrophyCritterDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","","","","","","","","","","","","","","gen_trail_small","","","","","","","","","","","","","85","80","","","25","200","200","270","","","","","","","","","","","","","90","Medium","-43","","","","","","","","","","","","","","footstep","25","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",""
"ExplodingTank","238","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","ExplodingTank","","","","","","","","","","","","ExplodingTankExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","35","106","","","","","","","","","","","","","","","145","Medium","-50","","","","350","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Godzilla","239","","","","GodzillaWeapon1","GodzillaUlti","","","","","600","19000","","","","","","","","","","","","","","","","","12","","","","","100","100","","","","","","","Hero","","","","GodzillaDefault","","","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","reload_shotgun_girl","no_ammo_shotgungirl","dry_fire_shotgungirl","","","bibi_def_atk_hit","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","20","","80","80","","","35","100","100","100","90","100","100","100","","","","","","-400","-25","40","280","Medium","-160","","","","450","","","","tank","","","","","","footstep","60","400","100","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_GODZILLA","1","","","","","","","","","","","",""
"PaintBall","240","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","PaintBall","PaintballDefault","","","","","","","","","","","","","","","","laser_ball_goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","120","","","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TankArchetypeCover","241","","","","","","","","","","","1","","","","","","","","","","","","","","","","","12","","true","","","","","","","","","","","Minion_Orbiting","","","","RuffsCoversb_burger","","","true","","","","","","","","","","","","","death_tank_archetype","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","100","","","","","","","","","1400","-500","","","","","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","4","","","","","","","","","","","","","",""
"DiggerDrill","242","","","","DiggerDrillWeapon","DiggerDrillUlti","","","","","920","3500","","","","","","","","","","","","","","","","","12","","","","100","","","","","","5","20","5","Hero","","","","DiggerDrillDefault","","","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","otis_reload_sfx","","otis_dryfire_sfx","","","","","","","","","","","","","","","","","","","Drill_Moe_Kill_VO","Drill_Moe_Lead_VO","Drill_Moe_Start_VO","","Drill_Moe_Hurt_VO","Drill_Moe_Die_VO","","Drill_Moe_Start_VO","3","35","","80","80","","","35","80","200","200","90","180","200","200","","","","","-800","200","-50","","120","Medium","-52","","","","","","","TID_DIGGER_DRILL","tank","","sc/hero_portraits.sc","hero_icon_bonnie","","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_DIGGER_DRILL","100","200","","","","","","","","","","",""
"VolleyBallZombie","243","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","VolleyBall","Volleyball","","","","","","","","","","","","","","","","laser_ball_goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","","","25","100","","","","","","","","","","","","","","","320","Medium","-30","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HighlightEnvironment","244","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","","HighlightEnvironmentDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicPet","245","","","","","","","","","","1300","2000","","","","","","","","","600","600","","","","","","","5","","","","","","","","","","","","","Minion_FindEnemies","","","","DemonicPetDefault","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","220","200","270","","","","","","","","","","","","","90","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoosterOvercharge","246","","","","","","","","DamageBooster","","","4600","","","","","","","","","250","230","","","","30","ArcadeOverchargedTurretProjectile","ArcadeOverchargedTurretProjectile","27","","","","","1","1","","","","","","","Minion_Building","","","","DamageBoosterOverchargeDefault","","","","","","","","overchargeactivepet","true","","DamageBoost","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","8bit_def_ulti_spawn","","","nani_def_oc_muzzle","","","","","","","","","","","","","","","","","","","","","","","","35","125","75","75","","","25","180","220","297","","","","","","","1000","-400","","","","","120","Medium","-32","","","","220","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_ARCADE_TURRET","","","","","","","","","","","","",""
"VoodooPet","247","","","","","","","","","","610","4000","","","","","","","","","900","800","","","","","VoodooPetProjectile","VoodooPetOverchargedProjectile","20","","","","","1","","","","","","","","Minion_FindEnemies","","","","VoodooPetDefault","","","","","","","","","","","","","","","","death_bull_dude","","","gen_move_fx","","","","selena_def_ulti_summon","twin_def_oc_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","106","200","280","","","","","","","500","-1250","","","","","145","Medium","-32","","","","100","","","","","","","","","","footstep","90","200","160","","","","","","true","water_footstep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicPet","248","","","","","","","","","","600","1000","","","","","","","","","300","200","","","","","WrathOfAnAngelProjectile","","15","","","","","","","","","","","","","Minion_FindEnemies","","","","AngelicPetDefault","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","toy_angel_smith_pole","","","","","","","","","","","","","","","","toy_angel_pet_glow","","","","","","","","","","","30","","85","80","","","25","180","200","270","","","","","","","","","","","","","90","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicPetBig","249","","","","","","","","","","870","5000","","","","","","","","","600","500","","","","","BlackHolePet2Projectile","","15","","","","","","","","","","","","","Minion_FindEnemies","","","","AngelicPetDefault","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","toy_angel_smith_pole","","","","","","","","","","","","","","","","toy_angel_pet_glow","","","","","","","","","","","30","","85","80","","","25","280","200","270","","","","","","","","","","","","","90","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicPetSiege","250","","","","","","","","","","900","8000","","","","","","","","","600","300","","","","","","","5","","","","","","","","","","","","","RoboWars","","","","DemonicPetDefault","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","petwars_pet_glow","","","","","","","","","","","30","","85","80","","","25","120","200","270","","","","","","","","","","","","","120","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicPetSiege","251","","","","","","","","","","900","8000","","","","","","","","","600","300","","","","","","","5","","","","","","","","","","","","","RoboWars","","","","AngelicPetDefault","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","tara_def_ulti_starpower_spawn","","","bear_attack","","","","","","","","","","","","","petwars_pet_glow","","","","","","","","","","","30","","85","80","","","25","120","200","270","","","","","","","","","","","","","120","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AirDisc","252","","","","","","","","","Component","130","1","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","AirDisc","AirDiscDefault","","","","","","","","","","","","","","","","laser_ball_goal","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
