"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"MegaBossVecProjectileFreeze","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecFreezeArea","MegaBossVecFreezeExplosion","","","",""
"RogueliteCirclingProjectileClose","","560","","200","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","550","true","","","","99999","","","1000","","","","","","","","","","","","",""
"RogueliteCirclingProjectileFar","","560","","200","","","","","","","0","5","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","800","true","","","","99999","","","1000","","","","","","","","","","","","",""
"RogueliteCirclingProjectile3","","560","","200","","","","","","","0","10","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","500","true","","","","99999","","","1000","","","","","","","","","","","","",""
"EnragerPullProjectile","","4000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","",""
"EnragerPullProjectileBuddy","","4000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","",""
"MegaBossFrankProjectile","","2200","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankUltiProjectile","","2200","","200","true","","","","","","0","2","","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankFireArea","","","","",""
"MegaBossFrankSpawnAdd","","2500","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankAddWarning","","","","",""
"MegaBossFrankGroundSpikeProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFrankGroundWarning","","","","",""
"RogueliteLCardSqueakProjectile2","","3000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RogueliteLCardSqueakStickyBomb","","","","","","","","",""
"MegaBossVecProjectileRockExplosion","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecRockExplosion","","","","",""
"MegaBossVecProjectileRockExplosionProjectiles","","1700","","65","","","","","","","0","","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileBlackholeDistance","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossVecBlackholeDistanceAreaEffect","","","","",""
"MegaBossVecAttackSlowProjectile","","1500","","400","","","","","","","0","","","","","","","","true","","","","","true","true","true","-100","4","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecTeleport","","2500","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","",""
"MegaBossFrankCreateDemon","","1000","","0","","true","","","","","260","1","","","","MegaFrankMeleeEnemy","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShellyOverchargedProjectile","","4430","","","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpikeOverchargedProjectile","","2174","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CactusOverchargedExplosion","CactusOverchargedSpikeExplosion","","","",""
"SpikeOverchargedFrag","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerOverchargedProjectile","","4000","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderProjectile","","5000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MenderWeaponAllyTether","MenderWeaponEnemyTether","","","","","","",""
"MenderUltiProjectile","","5000","","300","","","","","","","0","1","","MenderUltiFearAction;MenderUltiSlowAction","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderUltiOverchargedProjectile","","5000","","300","","","","","","","0","1","","MenderUltiOverchargedStatusesAction","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonProjectileDirect","","2500","","70","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShadowdemonProjectileIndirect","","2500","","0","","true","","","","","1000","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ShadowdemonIndirectExplosion","","","","",""
"ShadowdemonUltiProjectile","","29000","","0","","true","","","","","260","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ShadowdemonMinionTarget","","","","",""
"ShadowdemonCloneBulletProjectile","","3800","","70","","","","","","","0","1","","ShadowdemonCloneBulletHit","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ShadowdemonCloneBulletSlow","","","","","","",""
"HammerDudeWeaponOverchargedProjectile","","5000","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyWeaponOverchargedProjectile","","1500","","250","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","","","","","","EmzOverchargedPoison","","","","","","",""
"CactusBonusSkillCoverProjectile","","2500","","0","","true","","","","","240","1","","","","CactusCover","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusBonusSkillCoverProjectileBuddy","","2500","","0","","true","","","","","240","1","","","","CactusCoverBuddy","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
