"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"DiggerDrillDefault","DiggerDrillDefault","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","moe_tex.sctx","moe_tex.sctx","","","","","","","","","","","","",""
"DragonRiderOnceupon","DragonRiderOnceupon","","FANTASY","57","","","","","","","","","","","","","","","","","","true","","299","","","LEGENDARY","TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN","TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","","","","","","","","AVAILABLE",""
"CookerOnceupon","CookerOnceupon","","ONCEUPON","57","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_COOKER_DARK_KEEP_SKIN","TID_COOKER_DARK_KEEP_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","pearl_medieval_tex.sctx","pearl_medieval_tex.sctx","","","","","300","","","","","","","AVAILABLE",""
"BeamerOnceupon","BeamerOnceupon","","ONCEUPON","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BEAMER_MALICIOUS_SKIN","TID_BEAMER_MALICIOUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mandy_evilsorceress_tex.sctx","mandy_evilsorceress_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","RANKED_OLD","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiOnceupon","DeadMariachiOnceupon","","ONCEUPON","57","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_DEAD_MARIACHI_POSSESSED_SKIN","TID_DEAD_MARIACHI_POSSESSED_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","poco_skullknight_tex.sctx","poco_skullknight_tex.sctx","","","","","450","true","","","","","","AVAILABLE",""
"PowerLevelerOnceupon","PowerLevelerOnceupon","","BRAWLPASS","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_POWER_LEVELER_SKELETAL_SKIN","TID_POWER_LEVELER_SKELETAL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_tex.sctx","surge_evilking_tex.sctx","","","","600","-300","","","","","","","AVAILABLE",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherOnceupon","AttacherOnceupon","","ONCEUPON","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_ATTACHER_LOCK_SKIN","TID_ATTACHER_LOCK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","kit_thief_tex.sctx","kit_thief_tex.sctx","","","","-200","150","","","","","","","AVAILABLE",""
"ControllerOnceupon","ControllerOnceupon","","FANTASY","57","","","","","","","","","","","ControllerOnceuponAddon","","","","","","5000","true","","149","","","EPIC","TID_CONTROLLER_KNIGHTMARE_SKIN","TID_CONTROLLER_KNIGHTMARE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nani_demonknight_tex.sctx","nani_demonknight_tex.sctx","","","","","-100","true","","","","","","AVAILABLE",""
"CrowHarvest","CrowHarvest","","LUNAREVENT","57","","","","","","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_CROW_HARVEST_SKIN","TID_CROW_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","200","","","","","","","","AVAILABLE",""
"JesterHarvest","JesterHarvest","","LUNAREVENT","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_JESTER_HARVEST_SKIN","TID_JESTER_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","chester_harvest_festival_tex.sctx","chester_harvest_festival_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"FishTankHarvest","FishTankHarvest","","LUNAREVENT","57","","","","","","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_FISHTANK_HARVEST_SKIN","TID_FISHTANK_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fishtank_lantern_tex.sctx","fishtank_lantern_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"RopeDudeSB","RopeDudeSB","","SPONGEBOB","57","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_ROPE_DUDE_PATRICK_SKIN","TID_ROPE_DUDE_PATRICK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","buzz_patrics_tex.sctx","buzz_patrics_tex.sctx","","impostor_outline_none","","-100","300","","","","","","","NEVER",""
"BarrelBotSB","BarrelBotSB","","SPONGEBOB","57","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_BARREL_BOT_PLANKTON_SKIN","TID_BARREL_BOT_PLANKTON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_plankton_tex.sctx","darryl_plankton_tex.sctx","","impostor_outline_none","","200","","","","","","","","NEVER",""
"LuchadorSB","LuchadorSB","","SPONGEBOB","57","","","","3","3","","","","","","","","","","","","","true","","199","","","MYTHIC","TID_SB_PRIMO_SKIN","TID_SB_PRIMO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_spongebob_tex.sctx","primo_spongebob_tex.sctx","","impostor_outline_none","","150","-200","","","","","","","NEVER",""
"MechanicSB","MechanicSB","","SPONGEBOB","57","","","","3","3","","","","","","MechanicTurretSB","","","","","","","true","","79","","","SUPER_RARE","TID_MECHANIC_SANDY_SKIN","TID_MECHANIC_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jessie_sandy_tex.sctx","jessie_sandy_tex.sctx","","impostor_outline_none","","750","-200","","","","","","","NEVER",""
"UndertakerSB","UndertakerSB","","BRAWLPASS","57","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_SKIN","TID_UNDERTAKER_SQUIDWARD_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_tex.sctx","mortis_squidward_tex.sctx","","impostor_outline_none","","","-200","","","","","","","NEVER",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDudeSB","ClusterBombDudeSB","","SPONGEBOB","57","","","","3","3","","","","","","ClusterBombPetSB","","","","","","","true","","79","","","SUPER_RARE","TID_CLUSTER_BOMB_DUDE_KRABS_SKIN","TID_CLUSTER_BOMB_DUDE_KRABS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_mrkrabs_tex.sctx","tick_mrkrabs_tex.sctx","","impostor_outline_none","","","-200","","","","","","","NEVER",""
"SoulCollectorZombie","SoulCollectorZombie","","BRAWLOWEEN","57","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_SOUL_COLLECTOR_GRUESOME_SKIN","TID_SOUL_COLLECTOR_GRUESOME_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gus_zombie_tex.sctx","gus_zombie_tex.sctx","","","","-200","300","","","","","","","NEVER",""
"MinigunDudeZombie","MinigunDudeZombie","","BRAWLOWEEN","57","","","","3","3","","","","","","HealstationZombie","","","","","","5000","true","","149","","","EPIC","TID_MINIGUN_DUDE_PUTRID_SKIN","TID_MINIGUN_DUDE_PUTRID_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","pam_zombie_tex.sctx","pam_zombie_tex.sctx","","","","","350","","","","","","","NEVER",""
"TntDudeZombie","TntDudeZombie","","BRAWLOWEEN","57","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_TNT_DUDE_DECAYING_SKIN","TID_TNT_DUDE_DECAYING_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_zombie_tex.sctx","dynamike_zombie_tex.sctx","","","","","","","","","","","","NEVER",""
"PercenterCursed","PercenterCursed","","BRAWLOWEEN","57","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_PERCENTERCURSED_CUCKOO_SKIN","TID_PERCENTERCURSED_CUCKOO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colette_cursed_tex.sctx","colette_cursed_tex.sctx","","","","","","","","","","","","NEVER",""
"KickerDudeWorldfinal","KickerDudeWorldfinal","","WF_2024","57","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_KICKER_DUDE_FANS_FANG_SKIN","TID_KICKER_DUDE_FANS_FANG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fang_sporty_tex.sctx","fang_sporty_tex.sctx","","","","200","","","","","","","","NEVER",""
"TrickshotDudeRedjacket","TrickshotDudeRedjacket","","CITY","57","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_TRICKSHOTDUDE_REDJACKET_SKIN","TID_TRICKSHOTDUDE_REDJACKET_SKIN_SHOP","MODEL,TEXTURE","","","rico_redjacket_redux_tex.sctx","rico_redjacket_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"LuchadorVampire","LuchadorVampire","","BRAWLOWEEN","57","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_LUCHADOR_VAMPRIMO_SKIN","TID_LUCHADOR_VAMPRIMO_SKIN_SHOP","MODEL,TEXTURE","","","primo_vampire_tex.sctx","primo_vampire_tex.sctx","","","","","","","","","","","","NEVER",""
"ClusterBombPetSB","ClusterBombPetSB","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","tick_mrkrabs_tex.sctx","tick_mrkrabs_tex.sctx","","impostor_outline_none","","","","","","","","","","",""
"MechanicTurretSB","MechanicTurretSB","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","jessie_sandy_turret_face_tex.sctx","jessie_sandy_turret_face_tex.sctx","","impostor_outline_none","","","","","","","","","","",""
"SamuraiDefault","SamuraiDefault","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","samurai_tex.sctx","samurai_tex.sctx","","","","","","","","","","","","",""
"UndertakerSBPink","UndertakerSBPink","","BRAWLPASS","57","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_PINK_SKIN","TID_UNDERTAKER_SQUIDWARD_PINK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_pink_tex.sctx","mortis_squidward_pink_tex.sctx","","impostor_outline_none","","","-200","","","","","","","NEVER",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerSBBlue","UndertakerSBBlue","","BRAWLPASS","57","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN","TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_blue_tex.sctx","mortis_squidward_blue_tex.sctx","","impostor_outline_none","","","-200","","","","","","","NEVER",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsCoversb_burger","RuffsCoversb_burger","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperSCmake","ElectroSniperSCmake","","SC_MAKE","57","","","","","","","","","","","HealingStationSummer","","","","","","5000","true","","149","","","EPIC","TID_ELECTRO_DRAGOON_BELLE_SKIN","TID_ELECTRO_DRAGOON_BELLE_SHOP","MODEL,TEXTURE,ANIM,VFX","Nana","","belle_bluedragon_tex.sctx","belle_bluedragon_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","VILLAINS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","RANKED_OLD","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealstationZombie","HealstationZombie","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","pam_zombie_tex.sctx","pam_zombie_tex.sctx","","","","","","","","","","","","",""
"ControllerOnceuponAddon","ControllerOnceuponAddon","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","nani_demonknight_tex.sctx","nani_demonknight_tex.sctx","","","","","","","","","","","","",""
"VolleyballZombie","VolleyballZombie","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiRare","SamuraiRare","","MEAL","57","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_SAMURAI_KENJI_SKIN","TID_SAMURAI_KENJI_SKIN_SHOP","MODEL,TEXTURE","","","samurai_29_gem_tex.sctx","samurai_29_gem_tex.sctx","","","","","","","","","","","","NEVER",""
"DiggerRare","DiggerRare","","MEAL","57","","","","","","","","","","","DiggerDrillRare","","","","","","1000","true","","29","","","RARE","TID_DIGGER_MONTEREY_SKIN","TID_DIGGER_MONTEREY_SKIN_SHOP","MODEL,TEXTURE","","","moe_29_gem_tex.sctx","moe_29_gem_tex.sctx","","","","","","","","","","","","NEVER",""
"PowerLevelerOnceupon_Red","PowerLevelerOnceupon_Red","","BRAWLPASS","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_POWER_LEVELER_VILLAINOUS_SKIN","TID_POWER_LEVELER_VILLAINOUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_red_tex.sctx","surge_evilking_red_tex.sctx","","","","600","-300","","","","","","","AVAILABLE",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOnceupon_Gold","PowerLevelerOnceupon_Gold","","BRAWLPASS","57","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_POWER_LEVELER_ANTI_HERO_SKIN","TID_POWER_LEVELER_ANTI_HERO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_gold_tex.sctx","surge_evilking_gold_tex.sctx","","","","600","-300","","","","","","","AVAILABLE",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirl_Original","RocketGirl_Original","","","57","","","14","5","5","","RocketGirlDefault","","","","","","","","","","","true","","","","","","TID_ROCKET_GIRL_ORIGINAL","TID_ROCKET_GIRL_ORIGINAL_SHOP","MODEL,TEXTURE","","","brock_redux_revamp_tex.sctx","brock_redux_revamp_tex.sctx","","","","","","","","","","","","",""
"DiggerDrillRare","DiggerDrillRare","","","57","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","moe_29_gem_tex.sctx","moe_29_gem_tex.sctx","","","","","","","","","","","","",""
"PainterGold","PainterGold","","GOLD","57","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PAINTER_SKIN","TID_TRUE_GOLD_PAINTER_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","berry_gold_face_tex.sctx","berry_gold_face_tex.sctx","","","","","","true","","","","","","",""
"PainterSilver","PainterSilver","","SILVER","57","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PAINTER_SKIN","TID_TRUE_SILVER_PAINTER_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","berry_silver_face_tex.sctx","berry_silver_face_tex.sctx","","","","","","true","","","","","","",""
"CrabGold","CrabGold","","GOLD","57","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CRAB_SKIN","TID_TRUE_GOLD_CRAB_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","clancy_gold_face_tex.sctx","clancy_gold_face_tex.sctx","","","","","","true","","","","","","",""
"CrabSilver","CrabSilver","","SILVER","57","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CRAB_SKIN","TID_TRUE_SILVER_CRAB_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","clancy_silver_face_tex.sctx","clancy_silver_face_tex.sctx","","","","","","true","","","","","","",""
"HighlightEnvironmentDefault","HighlightEnvironmentDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlOriginal_gold","RocketGirlOriginal_gold","","GOLD","57","","","13","6","6","","RocketGirlGold","","","","","","","","","","","true","","","","","","TID_TRUE_GOLD_BROCK_REVAMP_SKIN","TID_TRUE_GOLD_BROCK_REVAMP_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","brock_revamp_gold_face_tex.sctx","brock_revamp_gold_face_tex.sctx","","","","","","true","","","","","","",""
"RocketGirlOriginal_silver","RocketGirlOriginal_silver","","SILVER","57","","","12","6","6","","RocketGirlSilver","","","","","","","","","","","true","","","","","","TID_TRUE_SILVER_BROCK_REVAMP_SKIN","TID_TRUE_SILVER_BROCK_REVAMP_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","brock_revamp_silver_face_tex.sctx","brock_revamp_silver_face_tex.sctx","","","","","","true","","","","","","",""
"PayloadDefaultRed","PayloadDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","payload_red_tex.sctx","","","","","","","","","","","","","",""
"CtfGiftRed","CtfGiftRed","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeToon","IceDudeToon","","CARTOON","58","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_RUDE_ICE_DUDE_SKIN","TID_RUDE_ICE_DUDE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_toon_tex.sctx","lou_toon_tex.sctx","","impostor_outline_gradient","","","150","","","","","","","AVAILABLE",""
"RosaToon","RosaToon","","RANKED_OLD","58","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SUGARPLUM_ROSA_SKIN","TID_SUGARPLUM_ROSA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","impostor_outline_thin_extra","","100","","","","","","","","AVAILABLE",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieToon","MaisieToon","","BRAWLPASS","58","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_BIZARRE_MAISIE_SKIN","TID_BIZARRE_MAISIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","maisie_toon_tex.sctx","maisie_toon_tex.sctx","","impostor_outline_thin_extra","","","","","","","","","","AVAILABLE",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightToon","KnightToon","","CARTOON","58","","","","","","","","","","","KnightPetToon","","","","","","2750","true","","79","","","SUPER_RARE","TID_TOON_KNIGHT_SKIN","TID_TOON_KNIGHT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ash_toon_tex.sctx","ash_toon_tex.sctx","","impostor_outline_none","","100","500","","","","","","","AVAILABLE",""
"DuelistToon","DuelistToon","","CARTOON","58","","","","","","","","","","","","","","","","","","true","true","299","","","LEGENDARY","TID_TOON_DUELIST_SKIN","TID_TOON_DUELIST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","cordelius_toon_tex.sctx","cordelius_toon_tex.sctx","","impostor_outline_white","","-400","-500","","","","","","","AVAILABLE",""
