"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"SoulCollectorSilver","SoulCollectorSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GUS_SKIN","TID_TRUE_SILVER_GUS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","gus_silver_tex.sctx","gus_silver_tex.sctx","","","","","","","","",""
"JesterGold","JesterGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CHESTER_SKIN","TID_TRUE_GOLD_CHESTER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","chester_gold_tex.sctx","chester_gold_tex.sctx","","","","","","","","",""
"JesterSilver","JesterSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CHESTER_SKIN","TID_TRUE_SILVER_CHESTER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","chester_silver_tex.sctx","chester_silver_tex.sctx","","","","","","","","",""
"WeaponThrowerGold","WeaponThrowerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SAM_SKIN","TID_TRUE_GOLD_SAM_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","bronson_gold_tex.sctx","bronson_gold_tex.sctx","","","","","","","","",""
"WeaponThrowerSilver","WeaponThrowerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SAM_SKIN","TID_TRUE_SILVER_SAM_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","bronson_silver_tex.sctx","bronson_silver_tex.sctx","","","","","","","","",""
"DoorManGold","DoorManGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_GRAY_SKIN","TID_TRUE_GOLD_GRAY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","gray_gold_tex.sctx","gray_gold_tex.sctx","","","","","","","","",""
"DoorManSilver","DoorManSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_GRAY_SKIN","TID_TRUE_SILVER_GRAY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","gray_silver_tex.sctx","gray_silver_tex.sctx","","","","","","","","",""
"ClusterBombDudeCerberus","ClusterBombDudeCerberus","","OLYMPUS","sc/emoji.sc","emoji_tick_olympus","","","","","","ClusterBombPetCerberus","","","","","true","199","","","MYTHIC","TID_CERBERUS_TICK_SKIN","TID_CERBERUS_TICK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_cerberus_tex.sctx","tick_cerberus_tex.sctx","","","","140","","","","",""
"ClusterBombPetCerberus","ClusterBombPetCerberus","","","","","","","","","","","","","","","","","","","","","","","","","tick_cerberus_tex_face.sctx","tick_cerberus_tex_face.sctx","","","","","","","","",""
"ControllerAres","ControllerAres","","OLYMPUS","sc/emoji.sc","emoji_nani_olympus","","","","","","","","","","","true","199","","","MYTHIC","TID_ARES_NANI_SKIN","TID_ARES_NANI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nani_ares_tex.sctx","nani_ares_tex.sctx","","","100","-200","","","","",""
"RocketGirlZeus","RocketGirlZeus","","OLYMPUS","sc/emoji.sc","emoji_brock_olympus","","","","","","","","","","","true","199","","","MYTHIC","TID_ZEUS_BROCK_SKIN","TID_ZEUS_BROCK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","brock_zeus_tex.sctx","brock_zeus_tex.sctx","","","-200","-150","","","","",""
"MummyHarajuku","MummyHarajuku","","GOLDENWEEK","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_HARAJUKU_EMZ_SKIN","TID_HARAJUKU_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_harajuku_tex.sctx","emz_harajuku_tex.sctx","","","-150","","","","","",""
"ControllerAresAddon","ControllerAresAddon","","","","","","","","","","ControllerAres","","","","","","","","","","","","","","","nani_ares_tex.sctx","nani_ares_tex.sctx","","","","","","","","",""
"BaseballBubblegum","BaseballBubblegum","","CANDYLAND","","","","","","","","","","","","1000","","29","","","RARE","TID_BUBBLEGUM_BIBI_SKIN","TID_BUBBLEGUM_BIBI_SKIN_SHOP","MODEL,TEXTURE","","","bibi_bubblegum_tex.sctx","bibi_bubblegum_tex.sctx","","","","","","","","",""
"NinjaCat","NinjaCat","","ANIMALS","","","","","","","","","","","","1000","","29","","","RARE","TID_CAT_LEON_SKIN","TID_CAT_LEON_SKIN_SHOP","MODEL,TEXTURE","","","leon_cat_tex.sctx","leon_cat_tex.sctx","","","","","","","","",""
"MechaDudeJaguar","MechaDudeJaguar","","RANKED_OLD","","","","","","","","MechaDudeBigJaguar","MechaDudeReloadTowerDefault","","","5000","","149","","","EPIC","TID_JAGUAR_MEG_SKIN","TID_JAGUAR_MEG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","meg_jaguar_tex.sctx","meg_jaguar_tex.sctx","","","-150","-100","","","","",""
"","","","JUNGLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigJaguar","MechaDudeBigJaguar","","","","","","","","","","","","","","","","","","","","","","","","","meg_jaguar_mecha_tex.sctx","meg_jaguar_mecha_tex.sctx","","","","","","","","",""
"RopeDudeKaiju","RopeDudeKaiju","","MAXFORCE","","","","","","","","","","","","1000","","29","","","RARE","TID_KAIJU_BUZZ_SKIN","TID_KAIJU_BUZZ_SKIN_SHOP","MODEL,TEXTURE","","","buzz_kaiju_redux_tex.sctx","buzz_kaiju_redux_tex.sctx","","","100","450","","","","",""
"MaisieDefault","MaisieDefault","","","","","","","","","","","","","","","","","","","","","","","","","maisie_tex.sctx","maisie_tex.sctx","","","","","","","","",""
"FishTankDefault","FishTankDefault","","","","","","","","","","","","","","","","","","","","","","","","","fishtank_tex.sctx","fishtank_tex.sctx","","","","","","","","",""
"WhirlwindGoblin","WhirlwindGoblin","","CLASHIP","","","","","","","","","","","","1000","","29","","","RARE","TID_GOBLIN_CARL_SKIN","TID_GOBLIN_CARL_SKIN_SHOP","MODEL,TEXTURE","","","carl_goblin_tex.sctx","carl_goblin_tex.sctx","","","","","","","","",""
"SpeedyLeopard","SpeedyLeopard","","JUNGLE","sc/emoji.sc","emoji_max_jungle","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_LEOPARD_MAX_SKIN","TID_LEOPARD_MAX_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_leopard_tex.sctx","max_leopard_tex.sctx","","","450","800","","","","",""
"ShieldTankCroc","ShieldTankCroc","","JUNGLE","sc/emoji.sc","emoji_cameron_jungle","","","","","","","","","","5000","","149","","","EPIC","TID_CROCODILE_BUSTER_SKIN","TID_CROCODILE_BUSTER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cameron_crocodile_tex.sctx","cameron_crocodile_tex.sctx","","","240","-20","","","","",""
"GunslingerMonkey","GunslingerMonkey","","JUNGLE","sc/emoji.sc","emoji_colt_jungle","","","","","","","","","","5000","","149","","","EPIC","TID_MONKEY_COLT_SKIN","TID_MONKEY_COLT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colt_monkey_tex.sctx","colt_monkey_tex.sctx","","","","","","","","",""
"EnragerVigilante","EnragerVigilante","","MAXFORCE","","","","","","","","","","","","1000","","29","","","RARE","TID_VIGILANTE_EDGAR_SKIN","TID_VIGILANTE_EDGAR_SKIN_SHOP","MODEL,TEXTURE","","","edgar_vigilante_tex.sctx","edgar_vigilante_tex.sctx","","","","","","","","",""
"SpeedyBlackPanther","SpeedyBlackPanther","","JUNGLE","","","","","","","","","","","","1000","","29","","","SUPER_RARE","TID_PANTHER_MAX_SKIN","TID_PANTHER_MAX_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_black_panther__tex.sctx","max_black_panther__tex.sctx","","","450","800","","","SpeedyLeopard","",""
"MechaDudeBigJaguarAddon","MechaDudeBigJaguarAddon","","","","","","","","","","","","","","","","","","","","","","","","","meg_jaguar_tex.sctx","meg_jaguar_tex.sctx","","","","","","","","",""
"MaisieMaisieCyber","MaisieMaisieCyber","","HACKER","","","","","","","","","","","","1000","","29","","","RARE","TID_TECH_MAISIE_SKIN","TID_TECH_MAISIE_SKIN_SHOP","MODEL,TEXTURE","","","maisie_cyber_tex.sctx","maisie_cyber_tex.sctx","","","","","","","","",""
"FishTankShark","FishTankShark","","DEEPSEA","","","","","","","","","","","","1000","","29","","","RARE","TID_SHARK_HANK_SKIN","TID_SHARK_HANK_SKIN_SHOP","MODEL,TEXTURE","","","fishtank_shark_tex.sctx","fishtank_shark_tex.sctx","","","","","","","","",""
"MaisieSnake","MaisieSnake","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_JUNGLE_QUEEN_MAISIE_SKIN","TID_JUNGLE_QUEEN_MAISIE_SKIN_MAISIE","MODEL,TEXTURE,ANIM,VFX","","","maisie_snake_tex.sctx","maisie_snake_tex.sctx","","","50","120","","","","",""
"","","","JUNGLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistDefault","DuelistDefault","","","","","","","","","","","","","","","","","","","","","","","","","cordelius_tex.sctx","cordelius_tex.sctx","","","","","","","","",""
"ReviverDefault","ReviverDefault","","","","","","","","","","","","","","","","","","","","","","","","","doug_tex.sctx","doug_tex.sctx","","","","","","","","",""
"IceDudeStonetroll","IceDudeStonetroll","","RANKED_OLD","sc/emoji.sc","emoji_lou_enchanted","","","","","","","","","","5000","","149","","","EPIC","TID_STONE_TROLL_LOU_SKIN","TID_STONE_TROLL_LOU_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_stone_troll_tex.sctx","lou_stone_troll_tex.sctx","","","","","","","","",""
"","","","ENCHANTED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunTreasure","AssaultShotgunTreasure","","CURSED","sc/emoji.sc","emoji_griff_cursed","","","","","","","","","","5000","","149","","","EPIC","TID_CHEST_GRIFF_SKIN","TID_CHEST_GRIFF_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_sunken_treasure_tex.sctx","griff_sunken_treasure_tex.sctx","","","200","","","","","",""
"JesterWoodspirit","JesterWoodspirit","","ENCHANTED","sc/emoji.sc","emoji_chester_enchanted","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_WOOD_SPIRIT_CHESTER_SKIN","TID_WOOD_SPIRIT_CHESTER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","chester_wood_spirit_tex.sctx","chester_wood_spirit_tex.sctx","","","-150","400","","","","",""
"ArcadeHauntedHouse","ArcadeHauntedHouse","","ENCHANTED","sc/emoji.sc","emoji_8bit_enchanted","","","","","","DamageBoosterHauntedHouse","","","","5000","","149","","","EPIC","TID_HAUNTED_HOUSE_8BIT_SKIN","TID_HAUNTED_HOUSE_8BIT_SHOP","MODEL,TEXTURE,ANIM,VFX","","","8bit_haunted_house_tex.sctx","8bit_haunted_house_tex.sctx","","","","","","","","",""
"BaseballPirate","BaseballPirate","","CURSED","sc/emoji.sc","emoji_bibi_cursed","","","","","","","","","","5000","","149","","","EPIC","TID_PIRATE_BIBI_SKIN","TID_PIRATE_BIBI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bibi_cursed_pirate_tex.sctx","bibi_cursed_pirate_tex.sctx","","","-250","-130","","","","",""
"MechaDudePirate","MechaDudePirate","","CURSED","sc/emoji.sc","emoji_meg_cursed","","","","","","MechaDudeBigPirate","MechaDudeReloadTowerDefault","","","","true","199","","","MYTHIC","TID_SHARK_MEG_SKIN","TID_SHARK_MEG_ONELINER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","300","200","","","","",""
"MechaDudeBigPirate","MechaDudeBigPirate","","","","","","","","","","","","","","","","","","","","","","","","","meg_pirate_mecha_tex.sctx","meg_pirate_mecha_tex.sctx","","","","","","","","",""
"MechaDudeBigPirateAddon","MechaDudeBigPirateAddon","","","","","","","","","","","","","","","","","","","","","","","","","meg_pirate_tex.sctx","meg_pirate_tex.sctx","","","","","","","","",""
"CannonGirlUnicorn","CannonGirlUnicorn","","CANDYLAND","","","","","","","","CannonGirlSmallUnicorn","","","","1000","","29","","","RARE","TID_UNICORN_BONNIE_SKIN","TID_UNICORN_BONNIE_SKIN_SHOP","MODEL,TEXTURE","","","bonnie_unicorn_tex.sctx","bonnie_unicorn_tex.sctx","","","","","","","","",""
"CannonGirlSmallUnicorn","CannonGirlSmallUnicorn","","","","","","","","","","","","","","","","","","","","","","","","","bonnie_unicorn_tex.sctx","bonnie_unicorn_tex.sctx","","","","","","","","",""
"DamageBoosterHauntedHouse","DamageBoosterHauntedHouse","","","","","","","","","","","","","","","","","","","","","","","","","8bit_haunted_house_tex.sctx","8bit_haunted_house_tex.sctx","","","","","","","","",""
"PowerLevelerKraken","PowerLevelerKraken","","SC_MAKE","sc/emoji.sc","emoji_surge_cursed","","","","","","","","","","5000","","149","","","EPIC","TID_KRAKEN_SURGE_SKIN","TID_KRAKEN_SURGE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Steamfish","","surge_kraken_tex.sctx","surge_kraken_tex.sctx","","","200","-120","","","","",""
"","","","CURSED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlDarkFairy","JetpackGirlDarkFairy","","ENCHANTED","sc/emoji.sc","emoji_janet_enchanted","","","","","","","","","","5000","","149","","","EPIC","TID_DARK_FAIRY_JANET_SKIN","TID_DARK_FAIRY_JANET_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_dark_fairy_tex.sctx","janet_dark_fairy_tex.sctx","","","150","-100","","","","",""
"CannonGirlSoccer","CannonGirlSoccer","","GOLDENBALL","","","","","","","","CannonGirlSmallSoccer","","","","1000","","29","","","RARE","TID_FOOTBALL_BONNIE_SKIN","TID_FOOTBALL_BONNIE_SKIN_SHOP","MODEL,TEXTURE","","","bonnie_soccer_tex.sctx","bonnie_soccer_tex.sctx","","","","","","","","",""
"CannonGirlSmallSoccer","CannonGirlSmallSoccer","","","","","","","","","","","","","","","","","","","","","","","","","bonnie_soccer_tex.sctx","bonnie_soccer_tex.sctx","","","","","","","","",""
"ReviverDraco","ReviverDraco","","ONCEUPON","","","","","","","","","","","","1000","","29","","","RARE","TID_DRAGON_DOUG_SKIN","TID_DRAGON_DOUG_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","",""
"DuelistToxic","DuelistToxic","","ENCHANTED","","","","","","","","","","","","1000","","29","","","RARE","TID_POISON_SPORE_CORDELIUS_SKIN","TID_POISON_SPORE_CORDELIUS_SKIN_SHOP","MODEL,TEXTURE","","","cordelius_toxic_tex.sctx","cordelius_toxic_tex.sctx","","","","","","","","",""
"DuelistBrain","DuelistBrain","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_BIG_BRAIN_CORDELIUS_SKIN","TID_BIG_BRAIN_CORDELIUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cordelius_brain_tex.sctx","cordelius_brain_tex.sctx","","","","","","","","",""
"","","","VILLAINS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerDefault","CookerDefault","","","","","","","","","","","","","","","","","","","","","","","","","pearl_base_tex.sctx","pearl_base_tex.sctx","","","","","","","","",""
"ConductorDefault","ConductorDefault","","","","","","","","","","","","","","","","","","","","","","","","","chuck_tex.sctx","chuck_tex.sctx","","","","","","","","",""
"StickyBombUniversity","StickyBombUniversity","","UNIVERSITY","","","","","","","","","","","","5000","","149","","","EPIC","TID_SQUEAK_NERD_SKIN","TID_SQUEAK_NERD_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_nerd_tex.sctx","squeak_nerd_tex.sctx","","","450","","","","","",""
"RosaUniversity","RosaUniversity","","UNIVERSITY","","","","","","","","","","","","5000","","149","","","EPIC","TID_ROSA_CHEERLEADER_SKIN","TID_ROSA_CHEERLEADER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","-150","","","","",""
"FishTankWasteland","FishTankWasteland","","WASTELAND","","","","","","","","","","","","","true","199","","","MYTHIC","TID_HANK_RODEO_SKIN","TID_HANK_RODEO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","hank_rodeo_tex.sctx","hank_rodeo_tex.sctx","","","","","","","","",""
"RollerUniversity","RollerUniversity","","UNIVERSITY","","","","","","","","","","","","","true","299","","","LEGENDARY","TID_STU_JOCK_SKIN","TID_STU_JOCK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","stu_jock_tex.sctx","stu_jock_tex.sctx","","","","","","","","",""
"MaisieWasteland","MaisieWasteland","","RANKED_OLD","","","","","","","","","","","","5000","","149","","","EPIC","TID_MAISIE_MARAUDER_SKIN","TID_MAISIE_MARAUDER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","maisie_marauder_tex.sctx","maisie_marauder_tex.sctx","","","","","","","","",""
"","","","WASTELAND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerWasteland","PuppeteerWasteland","","WASTELAND","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_WILLOW_SCORPION_SKIN","TID_WILLOW_SCORPION_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","willow_scorpion_tex.sctx","willow_scorpion_tex.sctx","","","","","","","","",""
"DuelistWasteland","DuelistWasteland","","WASTELAND","","","","","","","","","","","","5000","","149","","","EPIC","TID_CORDELIUS_RAIDER_SKIN","TID_CORDELIUS_RAIDER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cordelius_raider_tex.sctx","cordelius_raider_tex.sctx","","","-600","","","","","",""
"Beamerharvest","Beamerharvest","","HARVESTFESTIVAL","","","","","","","","","","","","5000","","149","","","EPIC","TID_MANDY_HARVEST_FEST_SKIN","TID_MANDY_HARVEST_FEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mandy_harvest_festival_tex.sctx","mandy_harvest_festival_tex.sctx","","","200","-100","","","","",""
"UndertakerUndertakerHockey","UndertakerUndertakerHockey","","WF_2023","","","","3","3","","","","","","","","","149","","","EPIC","TID_HOCKEY_MORTIS_SKIN","TID_HOCKEY_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_hockey_player_tex.sctx","mortis_hockey_player_tex.sctx","","","","","","","","",""
"JetpackGirlMoon","JetpackGirlMoon","","LUNAREVENT","","","","","","","","","","","","","","199","","","MYTHIC","TID_JANET_MOON_FEST_SKIN","TID_JANET_MOON_FEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_moon_festival_tex.sctx","janet_moon_festival_tex.sctx","","","450","200","","","","",""
"EnragerMecha","EnragerMecha","","MECHA","","","","","","","","","","","","","true","299","","","LEGENDARY","TID_EDGAR_MECHA_SKIN","TID_EDGAR_MECHA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","edgar_mecha_tex.sctx","edgar_mecha_tex.sctx","","","100","-200","","","","",""
"CookerRare","CookerRare","","CITY","","","","","","","","","","","","1000","","29","","","RARE","TID_PEARL_VINTAGE_SKIN","TID_PEARL_VINTAGE_SKIN_SHOP","MODEL,TEXTURE","","","pearl_toybot_tex.sctx","pearl_toybot_tex.sctx","","","","","","","","",""
"ConductorRare","ConductorRare","","BRAWLOWEEN","","","","","","","","","","","","1000","","29","","","RARE","TID_CHUCK_RARE_SKIN","TID_CHUCK_RARE_SKIN_SHOP","MODEL,TEXTURE","","","chuck_rare_tex.sctx","chuck_rare_tex.sctx","","","","","","","","",""
"CookerDeepsea","CookerDeepsea","","BRAWLPASS","","","","","","","","","","","","5000","","149","","","EPIC","TID_PEARL_SUBMARINE_SKIN","TID_PEARL_SUBMARINE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","pearl_submarine_tex.sctx","pearl_submarine_tex.sctx","","","","","","","","",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberHindu","CrossBomberHindu","","HINDU","","","","","","","","","","","","","true","199","","","MYTHIC","TID_DASIS_GROM_SKIN","TID_DASIS_GROM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","grom_ravana_tex.sctx","grom_ravana_tex.sctx","","","","","","","","",""
"BowDudeHindu","BowDudeHindu","","HINDU","","","","","","","","BowDudeTotemDefault","","","","","","49","","","MYTHIC","TID_SUPREME_BO_SKIN","TID_SUPREME_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bo_ram_tex.sctx","bo_ram_tex.sctx","","","-200","400","","","BowDudeHinduChroma","",""
"HammerDudeHindu","HammerDudeHindu","","HINDU","","","","","","","","","","","","","true","199","","","MYTHIC","TID_VANARA_FRANK_SKIN","TID_VANARA_FRANK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","frank_hunuman_tex.sctx","frank_hunuman_tex.sctx","","","","-100","","","","",""
"WeaponThrowerDarkcircus","WeaponThrowerDarkcircus","","CIRCUS","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_DARK_CLOWN_SAM_SKIN","TID_DARK_CLOWN_SAM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bronson_clown_tex.sctx","bronson_clown_tex.sctx","","","","","","","","",""
"EnragerEnragerMecha01","EnragerEnragerMecha01","","MECHA","","","","","","","","","","","","","","49","","","LEGENDARY","TID_MECHA_EDGAR_01_SKIN","TID_MECHA_EDGAR_01_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_mecha_chroma_01_tex.sctx","edgar_mecha_chroma_01_tex.sctx","","","","","","","EnragerMecha","",""
