"TID","NL"
"TID_WOOD_SPIRIT_CHESTER_SKIN_SHOP","BOSGEEST-\nCHESTER"
"TID_STONE_TROLL_LOU_SKIN","STENEN TROL LOU"
"TID_STONE_TROLL_LOU_SKIN_SHOP","STENEN TROL\nLOU"
"TID_DARK_FAIRY_JANET_SKIN","DUISTERE FEE JANET"
"TID_DARK_FAIRY_JANET_SKIN_SHOP","DUISTERE FEE\nJANET"
"TID_CHEST_GRIFF_SKIN","VERZONKEN SCHAT GRIFF"
"TID_CHEST_GRIFF_SKIN_SHOP","VERZONKEN\nSCHAT GRIFF"
"TID_KRAKEN_SURGE_SKIN","KRAKEN-SURGE"
"TID_KRAKEN_SURGE_SKIN_SHOP","KRAKEN-\nSURGE"
"TID_PIRATE_BIBI_SKIN","VERVLOEKTE PIRAAT BIBI"
"TID_PIRATE_BIBI_SKIN_SHOP","VERVLOEKTE\nPIRAAT BIBI"
"TID_UNICORN_BONNIE_SKIN","EENHOORN-BONNIE"
"TID_UNICORN_BONNIE_SKIN_SHOP","EENHOORN-\nBONNIE"
"TID_FOOTBALL_BONNIE_SKIN","VOETBAL-BONNIE"
"TID_FOOTBALL_BONNIE_SKIN_SHOP","VOETBAL-\nBONNIE"
"TID_BRAWL_PASS_SEASON_18","BETOVERD BOS"
"TID_COME_BACK_NOTIFICATION_EXTRA_LARGE","Er staat je een gratis knokker te wachten! Tijd om te knokken!"
"TID_DRAGON_DOUG_SKIN","DRAAK-DOUG"
"TID_DRAGON_DOUG_SKIN_SHOP","DRAAK-DOUG"
"TID_WELCOME_BACK_NEW","NIEUW!"
"TID_BOX_REIMBURSEMENT_TITLE","BELONINGEN UIT DOOS OPGEHAALD!"
"TID_INBOX_TROPHY_LEAGUE","De trofeeëndivisie liep af terwijl je weg was. Je hebt <NUM> bling als beloning ontvangen."
"TID_INBOX_GEAR_REIMBURSEMENT","We hebben wijzigingen aangebracht aan de uitrustingen terwijl je weg was. Al je uitrustingen zijn gereset. Koop nieuwe uitrustingen met MUNTEN. Al je verzamelde uitrustingstokens en schroot zijn omgezet in <NUM> MUNTEN."
"TID_INBOX_BOX_REIMBURSEMENT","Knokdozen zijn niet meer! Al je bewaarde dozen zijn automatisch opgehaald."
"TID_INBOX_BLING_REIMBURSEMENT","Bling is een nieuwe manier waarmee je cosmetische items kunt ontgrendelen. Al je sterpunten zijn automatisch omgezet in <NUM> bling!"
"TID_PAYLOAD_501","Duizend bommen en granaten"
"TID_PAYLOAD_502","Kielhaling"
"TID_PAYLOAD_503","Zeemansgraf"
"TID_PAYLOAD_504","Donders!"
"TID_RANDOM_REWARDS_TITLE","STARR DROPS"
"TID_BOSS_RACE_501","Diagonaal gevaar"
"TID_BOSS_RACE_502","Rotonde"
"TID_BOSS_RACE_503","Ring des doods"
"TID_BOSS_RACE_504","Giftige velden"
"TID_RANDOM_REWARD_INFO_DESCRIPTION","Elke Drop bevat een verrassingsbeloning!"
"TID_TITLE_MASTERY_DOUG","Hansworst"
"TID_TITLE_MASTERY_CORDELIUS","Toxisch persoon"
"TID_SHOP_OFFER_TITLE_PHARAOTIS_PACK","Reactiepakket van Faraotis"
"TID_EMOTE_BUNDLE_CROW_PHOENIX_PACK","Reactiepakket van Feniks-Crow"
"TID_EMOTE_BUNDLE_EDGAR_MECHA_PACK","Mecha-reactiepakket van Edgar"
"TID_COOKER","PEARL"
"TID_COOKER_SHORT_DESC","BESCHADIGER"
"TID_COOKER_DESC","Het is Pearl gelukt om de verharde harten van Belle en Sam te veroveren dankzij haar warme karakter. Daarnaast is het onmogelijk om haar chocoladekoekjes te weerstaan."
"TID_COOKER_WEAPON","KOEKJES VAN EIGEN DEEG"
"TID_COOKER_WEAPON_DESC","Vuur snel hete koekjes af vers uit de oven. De oven koelt licht af terwijl vijanden schade oplopen bij elke treffer. Hoe heter de oven, hoe hoger de schade."
"TID_COOKER_ULTI","STOOM AFBLAZEN"
"TID_COOKER_ULTI_DESC","Laat de opgebouwde hitte los in een explosie waarbij je alle nabije vijanden schade toebrengt. Hoe heter de oven, hoe hoger de schade."
"TID_SPEC_ABI_COOKER_1","WARMTEBEHOUD"
"TID_SPEC_ABI_COOKER_1_DESC","De super vereist <c00cc00><VALUE1>%</c> minder hitte tijdens gebruik."
"TID_SPEC_ABI_COOKER_2","WARMTESCHILD"
"TID_SPEC_ABI_COOKER_2_DESC","Wanneer de oven warmer is dan <c00cc00><VALUE1>%</c>, vermindert de schade die je oploopt met <c00cc00><VALUE2>%</c>."
"TID_ACCESSORY_COOKER_GADGET_1","AANGEBRAND"
"TID_ACCESSORY_COOKER_GADGET_1_DESC","Met de volgende basisaanval vuur je brandende koekjes af die tijdelijk <c00cc00><VALUE1></c> extra schade aanrichten."
"TID_ACCESSORY_COOKER_GADGET_2","MET LIEFDE GEMAAKT"
"TID_ACCESSORY_COOKER_GADGET_2_DESC","Met de volgende basisaanval vuur je perfect gebakken koekjes af die vijanden negeren en in plaats daarvan bondgenoten tijdelijk genezen met <c00cc00><VALUE1></c>."
"TID_CONDUCTOR","CHUCK"
"TID_CONDUCTOR_SHORT_DESC","BESCHADIGER"
"TID_CONDUCTOR_DESC","Chuck is een briljante maestro die momenteel als treinconducteur werkt. Hij heeft de symfonieën uit de concertzalen verruild voor de kakofonieën van het Spookstation om nieuwe inspiratie op te doen."
"TID_CONDUCTOR_WEAPON","STOOMTREIN"
"TID_CONDUCTOR_WEAPON_DESC","Schiet een wolk stoom uit Chucks hoed, die vijanden doorboort en beschadigt. Brengt meer schade toe naarmate Chuck dichter bij een vijand is."
"TID_CONDUCTOR_ULTI","TSJOEKETSJOEK"
"TID_CONDUCTOR_ULTI_DESC","Sprint naar de dichtstbijzijnde seinpaal en beschadig vijanden op je pad. Als er geen seinpalen in de buurt zijn, werp je een nieuwe paal op."
"TID_SPEC_ABI_CONDUCTOR_1","PITSTOP"
"TID_SPEC_ABI_CONDUCTOR_1_DESC","Verhoog het maximale aantal seinpalen met <c00cc00><VALUE1></c>."
"TID_SPEC_ABI_CONDUCTOR_2","TICKETS, AUB!"
"TID_SPEC_ABI_CONDUCTOR_2_DESC","Als je door vijanden heen sprint met Chucks super, verwijder je <c00cc00><VALUE1>%</c> van hun munitie."
"TID_ACCESSORY_CONDUCTOR_GADGET_1","OMLEIDING"
"TID_ACCESSORY_CONDUCTOR_GADGET_1_DESC","Chuck verwijdert de dichtstbijzijnde seinpaal en laadt zijn super op."
"TID_ACCESSORY_CONDUCTOR_GADGET_2","SPOOKTREIN"
"TID_ACCESSORY_CONDUCTOR_GADGET_2_DESC","Chucks volgende super kan door muren gaan."
"TID_CONDUCTOR_OVERCHARGE","VOLLE KRACHT VOORUIT!"
"TID_CONDUCTOR_OVERCHARGE_DESC","Chuck heeft onbeperkt bereik bij zijn volgende sprint en laat wolken van schadelijke stoom achter!"
"TID_ACCESSORY_BLOCKED_MISSING_SIGN","Geen seinpaal in de buurt"
"TID_OVERCHARGE_EVENT_TITLE","HYPERKRACHT ONTKETEND"
"TID_OVERCHARGE_EVENT_RANDOM","Willekeurige selectie van:"
"TID_OVERCHARGE_EVENT_BRAWLERS","Knokkers!"
"TID_OVERCHARGE_EVENT_MAPS","Kaarten!"
"TID_OVERCHARGE_EVENT_MODIFIERS","Aanpassingen!"
"TID_OVERCHARGE_EVENT_OTHERSOURCES","KRIJG MEER HYPERKRACHTEN VIA STARR DROPS OF IN DE WINKEL"
"TID_OVERCHARGE_EVENT_COMPLETED","OPDRACHT VOLTOOID"
"TID_OVERCHARGE_EVENT_TEASER","KRIJG MEER WILLEKEURIGE HYPERKRACHTEN OVER"
"TID_RANDOM_REWARDS_TITLE_OVERCHARGE","HYPERKRACHT"
"TID_OVERCHARGE_GACHA_DROP_LOCKED","Upgrade <BRAWLER> naar krachtlevel <POWER> om hyperkracht te gebruiken."
"TID_OVERCHARGE_GACHA_DROP_READY","KLAAR OM TE GEBRUIKEN!"
"TID_GACHA_OVERCHARGE_LEVEL_LIMIT","Upgrade <HERONAME> naar <cfcbc21>krachtlevel <LEVEL></c> om hyperkracht te gebruiken."
"TID_NEW_EVENT_IN_SHORT","<TIME>"
"TID_QUEST_DESC_8","WIN <AMOUNT> GEVECHTEN"
"TID_POWER_PROGRESS_MAX_LEVEL","MAX <NUM>"
"TID_OVERCHARGE_STAT1_DESC","SNELHEID"
"TID_OVERCHARGE_STAT1_VALUE","+<VALUE>%"
"TID_OVERCHARGE_STAT2_DESC","SCHADE"
"TID_OVERCHARGE_STAT2_VALUE","+<VALUE>%"
"TID_OVERCHARGE_STAT3_DESC","SCHILD"
"TID_OVERCHARGE_STAT3_VALUE","+<VALUE>%"
"TID_SHOTGUNGIRL_OVERCHARGE","DUBBELLOOPS"
"TID_SHOTGUNGIRL_OVERCHARGE_DESC","'Superhuls' is <c00cc00><VALUE1>%</c> groter."
"TID_GUNSLINGER_OVERCHARGE","DUBBEL GEVAAR"
"TID_GUNSLINGER_OVERCHARGE_DESC","'Kogelstorm' is <c00cc00><VALUE1>%</c> wijder."
"TID_CACTUS_OVERCHARGE","BLOEISEIZOEN"
"TID_CACTUS_OVERCHARGE_DESC","Het gebied van 'Blijf plakken!' is <c00cc00><VALUE1>%</c> groter."
"TID_BULLDUDE_OVERCHARGE","STALEN KAKEN"
"TID_BULLDUDE_OVERCHARGE_DESC","'Bulldozer' vermindert de schade die je incasseert met <c00cc00><VALUE1>%</c>."
"TID_DRILLER_OVERCHARGE","SEISMISCHE GOLF"
"TID_DRILLER_OVERCHARGE_DESC","Gapend gat vertraagt vijanden rondom Jacky gedurende <c00cc00><VALUE1></c> seconden."
"TID_COOKER_OVERCHARGE","PYROLYTISCH"
"TID_COOKER_OVERCHARGE_DESC","'Stoom afblazen' laat een brandend gebied achter gedurende <c00cc00><VALUE1></c> seconden."
"TID_HERO_INFO_LEVEL_SHORT","KRACHT"
"TID_HERO_INFO_HEALTH_LABEL","GEZONDHEID"
"TID_SHOP_OFFER_PURCHASE_ERROR_13_OVERCHARGE","Hyperkrachtaanbieding beschikbaar over <TIME>"
"TID_SHOP_OFFER_PURCHASE_ERROR_13","Aanbieding beschikbaar over <TIME>"
"TID_OVERCHARGE_INFO_SUPER","SUPER"
"TID_SHOP_OFFER_TITLE_47","HYPERKRACHT"
"TID_SHOP_OFFER_TITLE_48","KNOKKERUPGRADE"
"TID_SHOP_OFFER_INFO_48","Upgrade <BRAWLER> naar krachtlevel <AMOUNT>."
"TID_GATCHA_SCREEN_STARR_DROP_DESC","HYPERKRACHT"
"TID_SHOP_OFFER_INFO_47","Willekeurige Starr Drop: kan een hyperkracht bevatten voor je knokker!"
"TID_OVERCHARGE_HOW_TO_GET","Hoe verkrijg je hyperkrachten:"
"TID_OVERCHARGE_HOW_TO_GET_EVENTS","EVENEMENTEN"
"TID_OVERCHARGE_HOW_TO_GET_SHOP","WINKEL"
"TID_EMOTE_BUNDLE_STU_UNIVERSITY_PACK","Reactieset van Sporter-Stu"
"TID_BRAWLER_MAX_LEVEL","MAX. LEVEL!"
"TID_OVERCHARGE_INFO_TITLE","WAT IS HYPERKRACHT?"
"TID_OVERCHARGE_INFO_TXT1","Laad op en activeer hyperkracht!"
"TID_OVERCHARGE_INFO_TXT2","Met hyperkracht worden de super en andere statistieken van je knokkers verbeterd."
"TID_STARR_DROP_RARITY_NAME_1","ZELDZAAM"
"TID_STARR_DROP_RARITY_NAME_2","SUPERZELDZAAM"
"TID_STARR_DROP_RARITY_NAME_3","EPISCH"
"TID_STARR_DROP_RARITY_NAME_4","MYTHISCH"
"TID_STARR_DROP_RARITY_NAME_5","LEGENDARISCH"
"TID_SHOP_STARR_DROP_RARE","ZELDZAME STARR DROPS"
"TID_SHOP_STARR_DROP_SUPER_RARE","SUPERZELDZAME STARR DROPS"
"TID_SHOP_STARR_DROP_EPIC","EPISCHE STARR DROPS"
"TID_SHOP_STARR_DROP_MYTHIC","MYTHISCHE STARR DROPS"
"TID_SHOP_STARR_DROP_LEGENDARY","LEGENDARISCHE STARR DROPS"
"TID_SKIN_INFO_CAMPAIGN_UNIVERSITY","KNOKACADEMIE"
"TID_SKIN_INFO_CAMPAIGN_WASTELAND","WOESTENIJ"
"TID_DOUBLE_STARR_DROPS_X2","x2"
"TID_BRAWL_PASS_SEASON_19","TERUG NAAR RANGER RANCH"
"TID_SQUEAK_NERD_SKIN","NERD-SQUEAK"
"TID_SQUEAK_NERD_SKIN_SHOP","NERD-SQUEAK"
"TID_ROSA_CHEERLEADER_SKIN","CHEERLEADER ROSA"
"TID_ROSA_CHEERLEADER_SKIN_SHOP","CHEERLEADER\nROSA"
"TID_STU_JOCK_SKIN","SPORTER-STU"
"TID_STU_JOCK_SKIN_SHOP","SPORTER-STU"
"TID_WILLOW_SCORPION_SKIN","SCHORPIOEN-WILLOW"
"TID_WILLOW_SCORPION_SKIN_SHOP","SCHORPIOEN-\nWILLOW"
"TID_CORDELIUS_RAIDER_SKIN","PLUNDERAAR-CORDELIUS"
"TID_CORDELIUS_RAIDER_SKIN_SHOP","PLUNDERAAR-\nCORDELIUS"
"TID_MAISIE_MARAUDER_SKIN","STROPER-MAISIE"
"TID_MAISIE_MARAUDER_SKIN_SHOP","STROPER-\nMAISIE"
"TID_MANDY_HARVEST_FEST_SKIN","HANBOK-MANDY"
"TID_MANDY_HARVEST_FEST_SKIN_SHOP","HANBOK-MANDY"
"TID_JANET_MOON_FEST_SKIN","LUNAIRE JANET"
"TID_JANET_MOON_FEST_SKIN_SHOP","LUNAIRE JANET"
"TID_HANK_RODEO_SKIN","RODEO-HANK"
"TID_HANK_RODEO_SKIN_SHOP","RODEO-HANK"
"TID_EDGAR_MECHA_SKIN","MECHA-EDGAR"
"TID_EDGAR_MECHA_SKIN_SHOP","MECHA-EDGAR"
"TID_CHUCK_RARE_SKIN","INFERNO-CHUCK"
"TID_CHUCK_RARE_SKIN_SHOP","INFERNO-CHUCK"
"TID_PEARL_VINTAGE_SKIN","VINTAGE PEARL"
"TID_PEARL_VINTAGE_SKIN_SHOP","VINTAGE PEARL"
"TID_PEARL_SUBMARINE_SKIN","PERISCOOP-PEARL"
"TID_PEARL_SUBMARINE_SKIN_SHOP","PERISCOOP-PEARL"
"TID_KEY_BAR_INFO_DOUBLE_STARR_DROP_EVENT","EVENEMENT: 2x ZOVEEL STARR DROPS.\nBij winst wordt elke Starr Drop verdubbeld."
"TID_DOUBLE_STARR_DROP_EVENT","EVENEMENT: 2x ZOVEEL STARR DROPS"
"TID_EMOJI_BEA_TEAM","LUMINOSITY"
"TID_EMOJI_STU_TEAM","FUT"
"TID_OVERCHARGE_SHOP_INFO","Laad <BRAWLER> op om de <cF800FF>hyperkracht</c> te activeren in een gevecht. Met hyperkracht worden de super en andere statistieken verbeterd.\n\n<cF800FF><OVERCHARGE> -</c>\n<cf5c249>SUPER</c>: <SUPER>\n<c13AA13>SNELHEID</c>: +<SPEED>%\n<cF4321E>SCHADE</c>: +<DAMAGE>%\n<c006EFF>SCHILD</c>: +<SHIELD>%\n\nHyperkrachten zijn beschikbaar voor bepaalde knokkers vanaf krachtlevel <LEVEL>."
"TID_HERO_INFO_OVERCHARGE_BLOCKED_OWNED","Activeer deze hyperkracht nadat je <cE05CFF>KRACHTLEVEL <LEVEL></c> bereikt."
"TID_OVERCHARGE_NOT_RELEASED","Binnenkort verkrijgbaar"
"TID_OVERCHARGE_INFO_TXT3","Hyperkrachten zijn verkrijgbaar voor bepaalde knokkers van krachtlevel 11."
"TID_OVERCHARGE_BRAWLER_COLLECTION","HYPERKRACHTIG"
"TID_OVERCHAGE_SLOT_UNLOCK","ONTGRENDEL HET VAK VOOR HYPERKRACHT!"
"TID_TITLE_MASTERY_PEARL","Ik bak er wat van!"
"TID_TITLE_MASTERY_CHUCK","De maestro"
"TID_TRAIT_HEAT","De aanvalsschade van deze knokker neemt geleidelijk aan toe."
"TID_SKIN_INFO_CAMPAIGN_HARVESTFESTIVAL","RIJKE OOGST"
"TID_BRAWLBALL_511","Stapstenen"
"TID_GEMGRAB_511","Laatste stop"
"TID_DEATHMATCH_512","Laagjesgebak"
"TID_HERO_INFO_BUY_MISSING_COINS","Wil je dit item nu kopen met munten en edelstenen?"
"TID_HERO_INFO_BUY_MISSING_COINS_GEMS_ONLY","Wil je dit item nu kopen met <GEMS> edelstenen?"
"TID_OVERCHARGE_BUFFS_WHILE_HYPERCHARGED","Verbeteringen door hyperkracht:"
"TID_OVERCHARGE_OFFERS_LOCKED_BY_SPRAYS","Ontgrendel de <NUM> trofeebeloning om aanbiedingen voor hyperkrachten te zien!"
"TID_EMOTE_BUNDLE_BRONSON_CAESAR_PACK","Reactieset van Caesar-Sam"
"TID_POPUP_GEM_CONFIRM_GADGET_MISSING_COINS","Weet je zeker dat je deze gadget wilt kopen met munten en edelstenen?"
"TID_POPUP_GEM_CONFIRM_STAR_POWER_MISSING_COINS","Weet je zeker dat je deze sterrenkracht wilt kopen met munten en edelstenen?"
"TID_POPUP_GEM_CONFIRM_GEAR_MISSING_COINS","Weet je zeker dat je deze uitrusting wilt kopen met munten en edelstenen?"
"TID_POPUP_GEM_CONFIRM_OVERCHARGE","Weet je zeker dat je deze hyperkracht wilt kopen met edelstenen?"
"TID_POPUP_GEM_CONFIRM_OVERCHARGE_MISSING_COINS","Weet je zeker dat je deze hyperkracht wilt kopen met munten en edelstenen?"
"TID_HERO_INFO_POSTS","Seinpalen"
"TID_SKIN_FEATURE_TAKEDOWN","- Aangepaste Takedown"
"TID_CLAN_SHARE_REPLAY_ENTRY_TITLE","<NAME> DEELDE EEN HERHALING VAN <MODE>"
"TID_CLAN_SHARE_REPLAY_ENTRY_WATCH","BEKIJKEN"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_TITLE","HERHALING DELEN MET CLUB"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_DESC","Wil je deze herhaling in je clubchat delen?"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_YES","JA"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_NO","NEE"
"TID_BATTLE_LOG_SHARE_REPLAY_ONLY_IN_CLUB","Je kunt enkel herhalingen delen van de wedstrijden die je in je huidige club hebt gespeeld."
"TID_BATTLE_LOG_SHARE_REPLAY_ALREADY_SHARED","Deze wedstrijd werd al gedeeld in de clubchat."
"TID_CLUB_MEMBERS_ONLINE_COUNT","<NUM>/<MAX>"
"TID_CLUB_PIGGY_EVENT_JOIN_CLUB","EEN CLUB ZOEKEN"
"TID_CLUB_PIGGY_EVENT_WINS_TO_NEXT_DROP","NOG <WINS> CLUBZEGES VOOR MEGADROP"
"TID_CLUB_PIGGY_EVENT_WINS_TO_NEXT_DROP_POPUP","NOG <WINS> CLUBZEGES VOOR MEGADROP:"
"TID_CLUB_PIGGY_EVENT_XMAS_WINS_TO_NEXT_DROP","NOG <WINS> CLUBZEGES VOOR CADEAU"
"TID_CLUB_PIGGY_EVENT_XMAS_WINS_TO_NEXT_DROP_POPUP","NOG <WINS> CLUBZEGES VOOR CADEAU:"
"TID_CLUB_PIGGY_EVENT_TICKETS_LEFT","NOG <NUM> TICKET(S) OVER"
"TID_CLUB_PIGGY_EVENT_MORE_TICKETS_IN","+<NUM> TICKETS over <TIME>"
"TID_CLUB_PIGGY_BANK_EVENT_RANDOM","Krijg tot wel 20 Starr Drops!"
"TID_CLUB_PIGGY_BANK_EVENT_TITLE","MEGAVARKEN!"
"TID_CLUB_PIGGY_BANK_JOIN_A_CLUB_TO_PLAY","SLUIT JE AAN BIJ EEN CLUB!"
"TID_CLUB_PIGGY_BANK_EVENT_TIME","BREEK over"
"TID_CLUB_PIGGY_BANK_EVENT_TIME_2","<TIME>"
"TID_CLUB_PIGGY_BANK_NEXT_EVENT_TIME","Volgende MEGAVARKEN over <TIME>"
"TID_CLUB_PIGGY_LEVEL_COUNTER","<NUM>/<MAX>"
"TID_CLUB_XMAS_LEVEL_COUNTER","DROPS VOLTOOID: <NUM>"
"TID_CLUB_XMAS_LEVEL_COUNTER_1","DROPS VOLTOOID: <NUM>"
"TID_CLUB_XMAS_NEXT_EVENT_TIME","Begint over: <TIME>"
"TID_CLUB_INFO_TAB_XMAS_TREE","MEGABOOM"
"TID_CLUB_XMAS_EVENT_ENDED_TITLE","MEGABOOM-\nevenement afgelopen!"
"TID_CLUB_XMAS_EVENT_ENDED_SMASH_TITLE","VERZAMEL DE CADEAUTJES!"
"TID_CLUB_EVENT_ENDED_SMASH_FALLBACK_TITLE","TIK OM TE VERZAMELEN"
"TID_CLUB_XMAS_CONTRIBUTED_WINS","Overwinningen bijgedragen aan de MEGABOOM"
"TID_CLUB_XMAS_NOT_CONTRIBUTED","Geen overwinningen bijgedragen aan de MEGABOOM:"
"TID_NOTIFICATION_CLUB_XMAS_EVENT_END","Het MEGABOOM-evenement is afgelopen. Je hebt <WINS> overwinningen behaald voor je club!"
"TID_CLUB_PIGGY_BANK_EVENT_BUTTON_PLAY","SPELEN"
"TID_CLUB_PIGGY_BANK_EVENT_UNAVAILABLE_IN_FRIENDLY","Niet beschikbaar in vriendschappelijke gevechten"
"TID_CLUB_PIGGY_BANK_EVENT_NO_TICKETS","Alle tickets gebruikt!"
"TID_CLUB_PIGGY_BANK_BONUS_STARS","x<NUM>"
"TID_CLUB_PIGGY_BANK_PREVIOUS_EVENT","VORIGE EVENEMENT"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_TITLE","MEGAVARKEN-EVENEMENT\nafgelopen!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_SMASH_TITLE","BREEK HET MEGAVARKEN!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_LETS_GO","GAAN!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_TITLE","BONUS!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_CONTRIBUTOR","voor het bereiken van de <POS>e plek als bijdrager"
"TID_CLUB_PIGGY_WARNING_NOT_ENOUGH_TICKETS","Niet genoeg tickets"
"TID_CLUB_PIGGY_TICKETS_PER_PLAY","<NUM><cA4B7E0>/WEDSTRIJD</c>"
"TID_CLUB_PIGGY_ONLINE_PLAYERS_HEADER","MEGAVARKEN"
"TID_CLUB_PIGGY_BANK_EVENT_NAME","MEGAVARKEN"
"TID_CLUB_XMAS_EVENT_NAME","MEGABOOM"
"TID_CLUB_PIGGY_MORE_TICKETS","Nieuwe tickets voor het MEGAVARKEN!"
"TID_CLUB_PIGGY_XMAS_MORE_TICKETS","Nieuwe tickets voor de MEGABOOM!"
"TID_TEAM_AD_JOIN_FAIL_PLAYER_NOT_IN_CLUB_PIGGY_EVENT","Aansluiten bij team mislukt. Je maakt geen deel uit van dit teams <EVENTNAME>."
"TID_TEAM_REQUEST_INVITE_FAIL_PLAYER_NOT_IN_CLUB_PIGGY_EVENT","Uitnodigen mislukt. Deze speler maakt geen deel uit van je <EVENTNAME>."
"TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_PLAYER","Aansluiten bij team mislukt. Deze speler heeft niet genoeg <EVENTNAME>-tickets."
"TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU","Aansluiten bij team mislukt. Je hebt niet genoeg <EVENTNAME>-tickets."
"TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU","Uitnodigen mislukt. Je hebt niet genoeg <EVENTNAME>-tickets."
"TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER","Uitnodigen mislukt. Deze speler heeft niet genoeg <EVENTNAME>-tickets."
"TID_STYLE_SHIPMENT_TITLE","STIJLZENDING"
"TID_STYLE_SHIPMENT_LABEL","<NUMBER> BLING"
"TID_CCTV_ENTRY_POPUP_YES","JA"
"TID_CCTV_ENTRY_POPUP_NO","NEE"
"TID_FAME_TIER_METEOR1","METEORISCHE ROEM I"
"TID_FAME_TIER_METEOR2","METEORISCHE ROEM II"
"TID_FAME_TIER_METEOR3","METEORISCHE ROEM III"
"TID_HERO_INFO_BUY_MISSING_GEMS3","Verzamel nog <MISSINGGEMS> edelstenen om de volgende drempel te bereiken."
"TID_LOGIN_CALENDAR_REWARD_OVERCHARGE","HYPERKRACHT"
"TID_LOGIN_CALENDAR_REWARD_DESC_OVERCHARGE","Willekeurige STARR DROP: kan een HYPERKRACHT bevatten voor je knokker!"
"TID_LOGIN_CALENDAR_REWARD_STARR_DROP_CONTAINER","STARR DROP"
"TID_LOGIN_CALENDAR_REWARD_DESC_STARR_DROP_CONTAINER","STARR DROP. Hoe hoger de zeldzaamheid, des te groter de kans voor een betere beloning!"
"TID_LOGIN_CALENDAR_REWARD_STARR_DROP","STARR DROP"
"TID_LOGIN_CALENDAR_REWARD_DESC_STARR_DROP","Willekeurige STARR DROP. Hoe hoger de zeldzaamheid, des te groter de kans voor een betere beloning!"
"TID_SHOP_OFFER_TITLE_50","STARR DROP"
"TID_SHOP_OFFER_INFO_50","Willekeurige STARR DROP. Hoe hoger de zeldzaamheid, des te groter de kans voor een betere beloning!"
"TID_COCOONER","CHARLIE"
"TID_COCOONER_SHORT_DESC","CONTROLEUR"
"TID_COCOONER_DESC","Hansje pansje Charlie klom eens op een hek.\nZe weefde een web en plots was je geld weg.\nZe verzamelde zo veel, wel een volle circustent.\nCharlie nam alles mee tot de laatste cent!"
"TID_COCOONER_WEAPON","JOJO"
"TID_COCOONER_WEAPON_DESC","Charlie slingert haar jojo naar voren, waarbij de eerste geraakte vijand schade oploopt voordat de jojo weer naar haar terugkeert."
"TID_COCOONER_ULTI","COCON"
"TID_COCOONER_ULTI_DESC","Charlie gooit een haarbundel dat zich om getroffen vijanden wikkelt en ze blokkeert tot de cocon wordt vernietigd."
"TID_COCOONER_SP_1","DIGESTIEF"
"TID_COCOONER_SP_1_DESC","Vijanden in cocons verliezen <c00cc00><VALUE1>%</c> van hun gezondheid zolang ze in de cocon zitten."
"TID_COCOONER_SP_2","SLIJMERIG"
"TID_COCOONER_SP_2_DESC","De cocon laat gedurende <c00cc00><VALUE1></c> seconden een slijmerig spoor achter dat vijanden vertraagt die eroverheen lopen."
"TID_COCOONER_GADGET_1","SPINNEN"
"TID_COCOONER_GADGET_1_DESC","Charlie laat <c00cc00><VALUE1></c> spinnen los die de dichtstbijzijnde vijanden opzoeken en aanvallen."
"TID_COCOONER_GADGET_2","PERSOONLIJKE RUIMTE"
"TID_COCOONER_GADGET_2_DESC","Charlie wikkelt zichzelf in een cocon en herstelt <c00cc00><VALUE1>%</c> van haar gezondheid."
"TID_COCOONER_OVERCHARGE","PEST"
"TID_COCOONER_OVERCHARGE_DESC","De cocon brengt <c00cc00><VALUE1></c> spinnen voort die de dichtstbijzijnde vijanden opzoeken en aanvallen."
"TID_STAT_COCOON_HEALTH","Gezondheid cocon"
"TID_CLUB_PIGGY_BANK_TICKETS_TITLE_TXT","TICKETS"
"TID_CLUB_PIGGY_BANK_WINS_TITLE_TXT","OVERWINNINGEN"
"TID_CLUB_PIGGY_BANK_BONUS_TITLE_TXT","BONUS"
"TID_CLUB_INFO_TAB_PIGGY_BANK","MEGAVARKEN"
"TID_CCTV_POPUP_TITLE","TIJDANOMALIE GEDETECTEERD"
"TID_CLUB_PIGGY_CONTRIBUTED_WINS","Overwinningen bijgedragen aan het MEGAVARKEN"
"TID_CREATE_CLUB_POPUP_CONFIRMATION","Weet je zeker dat je een nieuwe club wilt oprichten met munten en edelstenen?"
"TID_CREATE_CLUB_POPUP_CONFIRMATION_GEMS_ONLY","Weet je zeker dat je een nieuwe club wilt oprichten met edelstenen?"
"TID_SHOP_SKIN_COSMETICS_INCLUDED","EXCLUSIEVE COSMETISCHE ITEMS!"
"TID_EVENT_MODIFIER_0","GEEN AANPASSINGEN"
