TID,IT
TID_SUPPORT_NEW_VERSION_TITLE,Aggiornamento richiesto!
TID_SUPPORT_NEW_VERSION_TEXT,È disponibile una nuova versione di Brawl Stars. Aggiorna il gioco prima di accedere a \qGuida e assistenza\q.
TID_SUPPORT_NEW_VERSION_BUTTON,AGGIORNA
TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE,Informazioni
TID_TENCENT_LOGIN_AGREEMENT_POPUP,"Prima di utilizzare i servizi offerti da Tencent, leggi attentamente l'<TOS>, le <PP>, le <CHILDREN> e la <THIRDPARTY>, e assicurati di aver compreso appieno le regole e i punti riportati. Nel frattempo, presta attenzione ai punti esposti nei suddetti accordi che esonerano o limitano le responsabilità di Tencent, ai punti che limitano i diritti dell'utente, ai provvedimenti scelti per la risoluzione di controversie e alle clausole attributive della competenza giurisdizionale. Dopo aver letto attentamente e accettato l'<TOS>, le <PP>, le <CHILDREN> e la <THIRDPARTY>, premi \qAcconsento\q."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE,Acconsento
TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE,Rifiuto
TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE,Avviso importante
TID_TENCENT_LOGIN_AGREEMENT_POPUP_2,"Ti ricordiamo che devi leggere attentamente e accettare\nl'<TOS>,\nle <PP>,\nle <CHILDREN>\ne la <THIRDPARTY>\nprima di entrare in gioco."
TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK,Torna
TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO,No
TID_TENCENT_LOGIN_BS_PP,荒野乱斗隐私保护指引
TID_TENCENT_LOGIN_SPECIAL_TOS,《腾讯游戏许可及服务协议》
TID_TENCENT_LOGIN_SPECIAL_OLD_PP,《腾讯游戏隐私保护指引》
TID_TENCENT_LOGIN_SPECIAL_BS_PP,《荒野乱斗隐私保护指引》
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1_TITLE,更新提示
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1,尊敬的腾讯游戏用户：\n为充分保障您的权利及个人信息安全，我们根据法律法规要求，\n对<OLDPP>进行了更新。我们结合本产品和业务实际，更详细、具体地向您说明我们收集和使用您个人信息的业务场景及目的，具体可参见<PP>内更新提示。\n您也可以阅读完整版\n<PP>和<TOS>\n了解详尽的个人信息处理规则和用户权利义务。如您已详细阅读并同意\n<TOS>和<PP>，\n请点击\q同意\q继续使用我们的服务。
TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_2,尊敬的用户，您需要详细阅读并同意\n<TOS>、<PP>、\n<CHILDREN>和<THIRDPARTY>，\n才可进入游戏哦。
TID_BRAWL_PASS_SEASON_2,LO STARR PARK È APERTO!
TID_BRAWL_PASS_SEASON_3,MISCHIE DI NATALE
TID_BRAWL_PASS_SEASON_4,LA STARR FORCE
TID_BRAWL_PASS_INFO_TEXT_GENERIC,"Vinci un sacco di premi extra, tra cui:\n\n<BRAWLER>, il nuovo brawler cromatico\n\nLA SKIN ESCLUSIVA A TEMPO LIMITATO \q<SKIN_1>\q\n\nLA SKIN ESCLUSIVA A TEMPO LIMITATO \q<SKIN_2>\q\n\nREAZIONI ESCLUSIVE A TEMPO LIMITATO per <BRAWLER>\n\nGRAFFITI ESCLUSIVI A TEMPO LIMITATO\n\nMONETE e PUNTI ENERGIA AGGIUNTIVI\n\nMISSIONI EXTRA per accelerare i progressi del Brawl Pass\n\n<NUM_REROLL> MISSIONI MODIFICABILI IN PIÙ A SETTIMANA\n\nEFFETTO CROMATICO ESCLUSIVO PER IL NOME per tutta la stagione"
TID_QUESTS_MORE,Mostra tutte le missioni
TID_QUESTS_MORE_NEXT_SEASON,Hai completato tutte le missioni della stagione <THIS_SEASON>. Troverai nuove missioni una volta che avrà inizio la stagione <NEXT_SEASON>.
TID_BRAWL_PASS_AUTOCOLLECT_TITLE,Premi della stagione <NUM>
TID_BRAWL_PASS_AUTOCOLLECT,I premi della stagione <NUM> sono stati ritirati automaticamente.
TID_BRAWL_PASS_AUTOCOLLECT_INFO,I premi della stagione <OLD> non ritirati prima dell'inizio della stagione <CURRENT> saranno ritirati automaticamente per te.
TID_AUTH_WECHAT_SUCCESS,Cambio autorizzazione effettuato
TID_AUTH_WECHAT_CANCEL,Hai cancellato l'autorizzazione per Wechat.
TID_AUTH_QQ_SUCCESS,Cambio autorizzazione effettuato
TID_AUTH_QQ_CANCEL,Hai cancellato l'autorizzazione per QQ.
TID_TENCENT_AUTH_SUCCESS,Cambio autorizzazione effettuato
TID_TENCENT_AUTH_CANCEL,Hai cancellato l'autorizzazione per l'accesso.
TID_GOLDRUSH_57,Fonte inesauribile
TID_GOLDRUSH_58,Area collezionisti
TID_GOLDRUSH_59,Taglio netto
TID_GOLDRUSH_60,Non plus ultra
TID_GOLDRUSH_61,Bivio
TID_GOLDRUSH_62,Miniera Rocciadura II
TID_GOLDRUSH_63,Paradiso viola
TID_MASK_SPIKE_SKIN,SPIKE MASCHERATO
TID_SUPER_FAN_EMZ_SKIN,EMZ FAN SFEGATATA
TID_SUGAR_RUSH_SANDY_SKIN,SANDY GOLOSONE
TID_LUNAR_SPROUT_SKIN,SEMINO LUNARE
TID_TRIXIE_COLETTE_SKIN,COLETTE MALIGNA
TID_EL_ATOMICO_SKIN,EL ATÓMICO
TID_POCO_STARR_SKIN,POCHO STARR
TID_MASK_SPIKE_SKIN_SHOP,SPIKE\nMASCHERATO
TID_SUPER_FAN_EMZ_SKIN_SHOP,EMZ\nFAN SFEGATATA
TID_SUGAR_RUSH_SANDY_SKIN_SHOP,SANDY\nGOLOSONE
TID_LUNAR_SPROUT_SKIN_SHOP,SEMINO\nLUNARE
TID_TRIXIE_COLETTE_SKIN_SHOP,COLETTE\nMALIGNA
TID_EL_ATOMICO_SKIN_SHOP,EL ATÓMICO
TID_POCO_STARR_SKIN_SHOP,POCHO\nSTARR
TID_IAP_STARR_09001,OFFERTA SPECIALE
TID_IAP_STARR_09002,PACCHETTO STAGIONALE
TID_IAP_STARR_09003,PACCHETTO CONVENIENZA
TID_IAP_STARR_09004,PACCHETTO CONVENIENZA
TID_IAP_STARR_09005,PACC. FESTA DELLA LUNA
TID_IAP_STARR_09006,PACC. FESTA DELLA LUNA
TID_SHOP_OFFER_PURCHASE_ERROR_6,L'acquisto di questa offerta è già in elaborazione.
TID_SHOP_OFFER_PURCHASE_ERROR_7,L'opzione di acquisto non è stata sbloccata per questa offerta.
TID_SHOP_OFFER_PURCHASE_ERROR_8,Impossibile effettuare l'acquisto con un saldo di gemme negativo.
TID_FRIENDLY_MIN_TEAMS,Servono almeno 2 squadre per questo evento.
TID_FRIENDLY_MIN_PLAYERS,Servono almeno 2 giocatori per questo evento.
TID_GOLDRUSH_32T,Antro dei portali
TID_GOLDRUSH_33T,Salto nel vuoto
TID_GOLDRUSH_34T,Marea di portali
TID_CC_POPUP_TITLE_BRAWLOWEEN,SFIDA DI BRAWL-O-WEEN
TID_CC_POPUP_TITLE_BRAWLIDAYS,SFIDA IN COPPIA
TID_CC_POPUP_TITLE_SOLO,SFIDA IN SOLITARIA
TID_CC_POPUP_QUALIFY_INFO_GENERIC,Completa la sfida per vincere la skin \q<SKIN>\q e un pacchetto di reazioni esclusive!
TID_QUALIFIED_INFO_GENERIC,"Complimenti, hai vinto la <CHALLENGE>! Hai sbloccato la skin \q<SKIN>\q e un pacchetto di reazioni esclusive!"
TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN,Supera la sfida per vincere la skin \q<SKIN>\q!
TID_QUALIFIED_INFO_GENERIC_NO_PIN,"Complimenti, hai vinto la <CHALLENGE>! Hai sbloccato la skin \q<SKIN>\q!"
TID_BATTLE_END_BRAWLOWEEN_WIN_INFO,"Complimenti, hai vinto la SFIDA DI BRAWL-O-WEEN!"
TID_BATTLE_END_GENERIC_WIN_INFO,"Complimenti, hai vinto la sfida!"
TID_CHALLENGE_TEASER_INFO_GENERIC,"Dimostra quanto vali nella <CHALLENGE>!\n\nVinci <WIN> partite per ottenere la skin gratuita \q<SKIN>\q e un pacchetto di reazioni esclusive! Gioca con gli amici o usa la funzione \qTrova una squadra\q per aumentare le tue possibilità.\n\nLa sfida sarà attiva solo per <DURATION> ore, quindi non perdertela!"
TID_CHALLENGE_TEASER_INFO_GENERIC_NO_PIN,"Dimostra quanto vali nella <CHALLENGE>!\n\nVinci <WIN> partite per ottenere la skin gratuita \q<SKIN>\q! Gioca con gli amici o usa la funzione \qTrova una squadra\q per aumentare le tue possibilità. La sfida sarà attiva solo per <DURATION> ore, quindi non perdertela!"
TID_ACCESSORY_BULL_STOMP,FRENO PORTATILE
TID_ACCESSORY_BULL_STOMP_DESC,"Con questo gadget, Bull interrompe la super e calpesta il suolo tanto violentemente da rallentare i nemici nelle vicinanze per <c00cc00><VALUE1></c> secondi."
TID_ACCESSORY_REWIND,SCARPE DELLO SPAZIOTEMPO
TID_ACCESSORY_REWIND_DESC,Maxine si trasporta in un batter d'occhio in una zona dell'arena di tua scelta dopo <c00cc00><VALUE1></c> secondi dall'attivazione del gadget e guarisce da qualsiasi danno ricevuto in quel frangente.
TID_ACCESSORY_EXTRA_BEE,API PESTIFERE
TID_ACCESSORY_EXTRA_BEE_DESC,"Bea libera <c00cc00><VALUE1></c> api infuriate, che prendono il volo e causano sempre più danni man mano che si allontanano dalla loro padrona, fino a un massimo di <c00cc00><VALUE2></c> punti danno."
TID_ACCESSORY_BARREL_SLOW,SPARGICATRAME
TID_ACCESSORY_BARREL_SLOW_DESC,Barryl crea un'area attorno a sé in grado di rallentare i nemici per <c00cc00><VALUE1></c> secondi.
TID_ACCESSORY_SHAMAN_SHIELD,PELLICCIA SINTETICA
TID_ACCESSORY_SHAMAN_SHIELD_DESC,"Una volta attivato il gadget, l'orso di Nita ottiene uno scudo che riduce i danni subiti del <c00cc00><VALUE2>%</c> per <c00cc00><VALUE1></c> secondi."
TID_ACCESSORY_WALLY_REPOSITION,SRADICATORE
TID_ACCESSORY_WALLY_REPOSITION_DESC,"Semino distrugge la sua Siepe improvvisa, ma ricarica istantaneamente la super."
TID_ACCESSORY_MEGA_ROCKET,SUPERMISCELA PER RAZZI
TID_ACCESSORY_MEGA_ROCKET_DESC,"Con l'attacco successivo all'attivazione del gadget, Brock spara un megarazzo ancora più imponente, veloce e minaccioso, che è in grado di distruggere le mura."
TID_ACCESSORY_WHIRLWIND_FLY,GANCIO ESTENDIBILE
TID_ACCESSORY_WHIRLWIND_FLY_DESC,L'attacco successivo all'attivazione del gadget permette a Carl di lanciarsi verso il punto più lontano raggiunto dal suo piccone.
TID_ACCESSORY_ARCADE_DOUBLE,MUNIZIONI BONUS
TID_ACCESSORY_ARCADE_DOUBLE_DESC,"Con l'attacco successivo all'attivazione del gadget, 8-BIT spara più raggi laser del solito, per un totale di <c00cc00><VALUE1></c>."
TID_ACCESSORY_GUNSLINGER_BIG_BULLET,PROIETTILE D'ARGENTO
TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC,"Con l'attacco successivo all'attivazione del gadget, Colt spara un unico proiettile che non solo infligge gli stessi danni causati da <c00cc00><VALUE1></c> dei colpi sparati normalmente, ma è anche in grado di attraversare gli ostacoli e i nemici."
TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE,Ripetere l'acquisto?
TID_MULTIPLE_PURCHASE_RESTART_WARNING,"Hai già avviato l'acquisto di questa offerta, che puoi ottenere una sola volta. Gli acquisti accidentali successivi al primo non ti faranno ottenere più volte gli stessi articoli. Se hai annullato l'acquisto precedente e non hai dubbi a riguardo, puoi provare nuovamente. Confermi la scelta?"
TID_FIRE_DUDE,AMBRA
TID_FIRE_DUDE_SHORT_DESC,SORVEGLIANTE
TID_FIRE_DUDE_DESC,La passione di Ambra per il fuoco la porta ad avere atteggiamenti a dir poco incendiari nei confronti del mondo che la circonda... e dei nemici.
TID_FIRE_DUDE_WEAPON,FIAMMATA DEL DRAGO
TID_FIRE_DUDE_WEAPON_DESC,"Ambra lancia una serie di fiamme infernali in direzione dei nemici, creando uno spettacolo tanto avvincente quanto pericoloso per chiunque si trovi nelle vicinanze!"
TID_FIRE_DUDE_ULTI,INCENERIMENTO
TID_FIRE_DUDE_ULTI_DESC,Ambra crea una pozza che può incendiare con i suoi attacchi da sputafuoco e con cui può arrostire brawler e cespugli. La pozza originale scomparirà se ne viene creata un'altra.
TID_SPEC_ABI_FIRE_DUDE_1,FIAMME INCENDIARIE
TID_SPEC_ABI_FIRE_DUDE_1_DESC,"Ambra può creare due pozzanghere di combustibile allo stesso momento, che le permettono di ricaricare automaticamente la super, se si trova nelle vicinanze di una o dell'altra."
TID_SPEC_ABI_FIRE_DUDE_2,BENZINA SUL FUOCO
TID_SPEC_ABI_FIRE_DUDE_2_DESC,"Quando si trova vicino a una pozzanghera incendiaria, Ambra ricarica la Fiammata del drago il <c00cc00><VALUE1>%</c> più velocemente del normale."
TID_ACCESSORY_FIRE_DUDE_SPILL,SCIA INFERNALE
TID_ACCESSORY_FIRE_DUDE_SPILL_DESC,"Ambra corre più forte che può per <c00cc00><VALUE1></c> secondi e versa il liquido incendiario lungo il tragitto, a cui può dare fuoco con i suoi attacchi."
TID_EMOTE_EQUIP_ALREADY_IN_USE,Stai già usando questa reazione!
TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF,La chat è disponibile solo nei club adatti a ogni età.
TID_KING_OF_HILL_15F,Ring
TID_KING_OF_HILL_16F,Ring di fuoco
TID_KING_OF_HILL_17F,Campo dei grattacapi
TID_KING_OF_HILL_18F,Imbuto
TID_KING_OF_HILL_19F,Checkpoint
TID_WANTED_30T,Terra dei portali
TID_BANKHEIST_29T,Arena delle svolte
TID_EMOTE_BUNDLE_ROSALLOWEEN,REAZ. DI ROSA A BRAWL-O-WEEN
TID_EMOTE_BUNDLE_WF,REAZIONI DELLE FINALI MONDIALI
TID_EMOTE_PLAYERS,DEL GIOCATORE
TID_SPRAY_PLAYERS,GRAFFITI
TID_KING_OF_HILL_30,Arena sbalorditiva
TID_KING_OF_HILL_31,Arena delle imboscate
TID_PLAYER_MAP_SLOT_CREATE_NEW_TITLE,CREA NUOVA
TID_PLAYER_MAP_SLOT_CREATE_NEW_DESC,Generatore di mappe
TID_KING_OF_HILL_20F,Distesa degli scarafaggi
TID_CONTEXT_MENU_EDIT,MODIFICA
TID_CONTEXT_MENU_RENAME,RINOMINA
TID_CONTEXT_MENU_DELETE,ELIMINA
TID_CONTEXT_MENU_SUBMIT,INVIA
TID_MAP_EDITOR_RENAME_MAP_TITLE,RINOMINA LA MAPPA
TID_MAP_EDITOR_PENDING,"Operazione in corso, riprova più tardi."
TID_MAP_EDITOR_RENAME_OK,Hai rinominato la mappa.
TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT,Ti servono <NUM> trofei per accedere al generatore di mappe.
TID_MAP_EDITOR_NAME_ERROR,Impossibile rinominare la mappa.
TID_MAP_EDITOR_NAME_EMPTY_NAME,Inserisci un nome per la mappa.
TID_MAP_EDITOR_NAME_SHORT_NAME,Il nome è troppo corto.
TID_MAP_EDITOR_NAME_LONG_NAME,Il nome è troppo lungo.
TID_MAP_EDITOR_NAME_INVALID_NAME,Nome non accettato.
TID_MAP_EDITOR_NAME_OK,Operazione riuscita.
TID_MAP_EDITOR_MAP_DELETE_TITLE,ELIMINAZIONE MAPPA
TID_MAP_EDITOR_MAP_DELETE_TEXT,Vuoi davvero eliminare\n\q<NAME>\q?
TID_MAP_EDITOR_MAP_DELETE_OK,La mappa è stata eliminata.
TID_MAP_EDITOR_MAP_DELETE_ERROR,"Eliminazione non riuscita, si è verificato un errore."
TID_MAP_EDITOR_QUIT_TITLE,Uscire dal generatore di mappe?
TID_MAP_EDITOR_QUIT_TEXT,"Se abbandoni questa sessione, perderai tutte le modifiche effettuate."
TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL,Piazzamento singolo
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X,Piazzamento orizzontale a specchio
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y,Piazzamento verticale a specchio
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL,Piazzamento diagonale a specchio
TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH,Piazzamento a specchio (ogni direzione)
TID_MAP_EDITOR_BUTTON_QUIT,Esci
TID_MAP_EDITOR_BUTTON_UNDO,Annulla
TID_MAP_EDITOR_BUTTON_REDO,Ripristina
TID_MAP_EDITOR_BUTTON_LOAD,Carica
TID_MAP_EDITOR_BUTTON_SAVE,Salva
TID_MAP_EDITOR_BUTTON_CLEAR_ALL,Togli tutto
TID_MAP_EDITOR_BUTTON_GRID,Griglia
TID_MAP_EDITOR_BUTTON_MODIFIERS,Modificatori
TID_MAP_EDITOR_CANNOT_SAVE,Impossibile salvare la mappa. Uno o più oggetti sono posizionati in modo errato.
TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING,Non c'è abbastanza spazio tra gli oggetti.
TID_MAP_EDITOR_CANNOT_SAVE_WATER,Ci deve essere più di un blocco d'acqua.
TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA,Impossibile creare aree chiuse.
TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA,Impossibile mettere oggetti in questo punto.
TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS,Numero massimo di questi oggetti posizionato.
TID_MAP_EDITOR_SAVE_ERROR,"Impossibile salvare la mappa, si è verificato un errore."
TID_MAP_EDITOR_SAVE_OK,La mappa è stata salvata.
TID_MAP_EDITOR_HEIST_SAFE,Ogni squadra deve avere una cassaforte nel proprio lato della mappa.
TID_MAP_EDITOR_SECOND_TELEPORT,Secondo portale mancante.
TID_MAP_EDITOR_SECOND_SPAWN_POINT,Posizione del punto di rigenerazione non valida.
TID_MAP_EDITOR_BUTTON_REMOVE,DESELEZIONA
TID_MAP_EDITOR_HOT_ZONE_AREA,Devi posizionare dei presidi.
TID_MAP_EDITOR_SIEGE_BOLT,Devi posizionare delle aree che generano bulloni.
TID_MAP_EDITOR_MODIFIERS_TITLE,Modificatori
TID_PLAYER_MAP_SLOT_MAPS_MADE,Mappe create: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_DRAFT_MAPS,Bozze: <NUM>/<MAX>
TID_PLAYER_MAP_SLOT_STATUS,Stato: <STATUS>
TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN,Sconosciuto
TID_PLAYER_MAP_SLOT_STATUS_DRAFT,Bozza
TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED,Inviata. <APPROVAL>
TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED,Approvata
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED,Mappa pubblicata
TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE,Pubblicata. <VOTE>
TID_PLAYER_MAP_SLOT_STATUS_BANNED,Mappa bandita
TID_PLAYER_MAP_SLOT_STATUS_WINNER,Mappa vincitrice
TID_PLAYER_MAP_SLOT_STATUS_REJECTED,Rifiutata
TID_PLAYER_MAP_SLOT_STATUS_FEATURED,In evidenza. <VOTE>
TID_PLAYER_MAP_STATUS_INFO_TITLE,Stato della mappa
TID_PLAYER_MAP_STATUS_INFO_DRAFT,"Invia una nuova mappa da far approvare nelle battaglie amichevoli. Se gli altri giocatori l'approvano, puoi pubblicarla come candidata del giorno."
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED,"Se un numero sufficiente di giocatori approva una mappa nelle amichevoli, essa parteciperà alla gara delle mappe. Tuttavia, ogni modifica apportata successivamente rimuoverà l'approvazione e la mappa tornerà ad essere una bozza."
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED,"La mappa parteciperà alla gara quando gli altri giocatori l'avranno approvata, ma ricorda che ogni modifica successiva rimuoverà qualsiasi tipo di approvazione."
TID_PLAYER_MAP_STATUS_INFO_PUBLISHED,"Le mappe pubblicate partecipano alla gara delle mappe e da quel momento gli altri giocatori potranno giocarci e votarle. A seconda dei voti ricevuti, le mappe vincitrici passeranno successivamente all'evento dei vincitori."
TID_PLAYER_MAP_STATUS_INFO_BANNED,"Le mappe bandite non possono essere modificate, ma solo cancellate."
TID_PLAYER_MAP_STATUS_INFO_REJECTED,"Se la tua mappa è stata rifiutata, puoi sempre modificarla e inviarla nuovamente."
TID_PLAYER_MAP_STATUS_INFO_WINNER,Congratulazioni a tutti i vincitori! Le loro mappe figureranno nell'evento dei vincitori.
TID_PLAYER_MAP_STATUS_INFO_FEATURED,"Le mappe in evidenza appaiono nello slot previsto per le candidate del giorno. Le mappe vincitrici otterranno un posto nell'evento dei vincitori, a seconda dei voti ricevuti."
TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW,Puoi inviare nuove mappe per partecipare alla gara delle mappe. Quelle inviate possono essere pubblicate solo se prima è stata esclusa la presenza di contenuto inappropriato e hanno ricevuto l'approvazione.
TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW,Le mappe inviate devono essere approvate prima di poter essere pubblicate e partecipare alla gara delle mappe. Ogni modifica apportata successivamente rimuoverà l'approvazione e la mappa tornerà ad essere una bozza.
TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW,"La mappa parteciperà alla gara una volta che sarà approvata e l'avrai pubblicata, ma ricorda che ogni modifica successiva rimuoverà qualsiasi tipo di approvazione."
TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW,"Se la tua mappa è stata rifiutata, puoi sempre modificarla e inviarla nuovamente."
TID_PLAYER_MAP_CREATE_POPUP_TITLE,CREA UNA NUOVA MAPPA
TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME,NOME DELLA MAPPA
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE,SCEGLI L'EVENTO
TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING,Devi prima scegliere un evento!
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT,SCEGLI L'AMBIENTE
TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING,Devi prima scegliere un ambiente!
TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE,CREA
TID_BUTTON_MAP_EDITOR,GENERATORE DI MAPPE
TID_PLAYER_MAP_LIST_TITLE,GENERATORE DI MAPPE
TID_PLAYER_MAP_UNNAMED,Senza nome
TID_CREATE_MAP_ERROR_INTERNAL,Errore interno nella creazione della mappa. Prova più tardi.
TID_CREATE_MAP_ERROR_MISSING_NAME,Nome della mappa mancante.
TID_CREATE_MAP_ERROR_EXISTING_NAME,C'è già una mappa con questo nome.
TID_CREATE_MAP_ERROR_NAME_TOO_SHORT,Il nome è troppo corto.
TID_CREATE_MAP_ERROR_NAME_TOO_LONG,Il nome è troppo lungo.
TID_CREATE_MAP_ERROR_INVALID_NAME,Nome non valido.
TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED,Al momento non è possibile scegliere questo evento.
TID_CREATE_MAP_ERROR_INELIGIBLE,Al momento non ti è possibile creare una mappa.
TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT,Hai già raggiunto il numero massimo di bozze.
TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT,Hai già creato il numero massimo di mappe concesso.
TID_CREATE_MAP_ERROR_INVALID_MAP_ENV,Al momento non è possibile scegliere questo ambiente.
TID_CREATE_MAP_ERROR_UNKNOWN,Errore nella creazione della mappa. Prova più tardi.
TID_CREATE_MAP_TROPHY_REQUIREMENTS,Il generatore di mappe è disponibile una volta ottenuti <TROPHIES> trofei.
TID_TRUE_SILVER_BULL_SKIN,BULL ARGENTEO
TID_TRUE_SILVER_BULL_SKIN_SHOP,BULL\nARGENTEO
TID_TRUE_GOLD_BULL_SKIN,BULL 24 CARATI
TID_TRUE_GOLD_BULL_SKIN_SHOP,BULL\n24 CARATI
TID_TRUE_SILVER_BARLEY_SKIN,BOMBARDINO ARGENTEO
TID_TRUE_SILVER_BARLEY_SKIN_SHOP,BOMBARDINO\nARGENTEO
TID_TRUE_GOLD_BARLEY_SKIN,BOMBARDINO 24 CARATI
TID_TRUE_GOLD_BARLEY_SKIN_SHOP,BOMBARDINO\n24 CARATI
TID_TRUE_SILVER_RICO_SKIN,STECCA ARGENTEO
TID_TRUE_SILVER_RICO_SKIN_SHOP,STECCA\nARGENTEO
TID_TRUE_GOLD_RICO_SKIN,STECCA 24 CARATI
TID_TRUE_GOLD_RICO_SKIN_SHOP,STECCA\n24 CARATI
TID_TRUE_SILVER_FRANK_SKIN,FRANK ARGENTEO
TID_TRUE_SILVER_FRANK_SKIN_SHOP,FRANK\nARGENTEO
TID_TRUE_GOLD_FRANK_SKIN,FRANK 24 CARATI
TID_TRUE_GOLD_FRANK_SKIN_SHOP,FRANK\n24 CARATI
TID_TRUE_SILVER_MORTIS_SKIN,MORTIS ARGENTEO
TID_TRUE_SILVER_MORTIS_SKIN_SHOP,MORTIS\nARGENTEO
TID_TRUE_GOLD_MORTIS_SKIN,MORTIS 24 CARATI
TID_TRUE_GOLD_MORTIS_SKIN_SHOP,MORTIS\n24 CARATI
TID_CHALLENGER_COLT_SKIN,COLT SFIDANTE
TID_CHALLENGER_COLT_SKIN_SHOP,COLT\nSFIDANTE
TID_ZOMBIBI_SKIN,ZOMBIBI
TID_ZOMBIBI_SKIN_SHOP,ZOMBIBI
TID_UNDERWORLD_BO_SKIN,BO DIABOLICO
TID_UNDERWORLD_BO_SKIN_SHOP,BO\nDIABOLICO
TID_BRAWLOWEEN_ROSA_SKIN,ROSA A BRAWL-O-WEEN
TID_BRAWLOWEEN_ROSA_SKIN_SHOP,ROSA\nA BRAWL-O-WEEN
TID_ENVIRONMENT_MINE,Miniera
TID_ENVIRONMENT_DEFAULT,Deserto
TID_ENVIRONMENT_OLDTOWN,Città vecchia
TID_ENVIRONMENT_WAREHOUSE,Magazzino
TID_ENVIRONMENT_OASIS,Oasi
TID_ENVIRONMENT_MORTUARY,Cimitero di Mortis
TID_ENVIRONMENT_GRASSFIELD,Prato
TID_ENVIRONMENT_BEACHBALL,Campo da beach brawl
TID_ENVIRONMENT_ARCADE,Città dei videogiochi
