TID,PT
TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW,"Infelizmente, o mapa '<NAME>' não foi aprovado. Você pode fazer alterações e enviá-lo de novo!"
TID_MSG_PLAYER_MAP_DELETED,O rascunho do mapa '<NAME>' foi apagado por estar há muito tempo sem edição.
TID_MSG_PLAYER_MAP_BANNED,O mapa '<NAME>' recebeu denúncias de jogadores e foi banido.
TID_MSG_PLAYER_MAP_GREENLIGHTED,Excelente! O mapa '<NAME>' foi aprovado por jogadores o suficiente para ser publicado.
TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW,Excelente! O mapa '<NAME>' foi aprovado para ser publicado.
TID_MSG_PLAYER_MAP_FEATURED,"Parabéns! O mapa '<NAME>' ficou em destaque e recebeu <TOTAL_VOTES> votos, obtendo um percentual positivo de <UPVOTE_PERCENT>%."
TID_ESPORT_TOURNAMENTS_POPUP_TITLE,CAMPEONATO DE BRAWL STARS
TID_ESPORT_TOURNAMENTS_BUTTON,E-SPORTS
TID_SNAKE_OIL,BYRON
TID_SNAKE_OIL_SHORT_DESC,SUPORTE
TID_SNAKE_OIL_DESC,"Byron lida com medicamentos fortes, então não se atreva a chamá-lo de homeopata!"
TID_SNAKE_OIL_WEAPON,DOSE EXATA
TID_SNAKE_OIL_WEAPON_DESC,"Lança um dardo de longo alcance que acerta tanto inimigos quanto aliados. Inimigos sofrerão dano ao longo do tempo, aliados serão curados aos poucos."
TID_SNAKE_OIL_ULTI,TRATAMENTO COMPLETO
TID_SNAKE_OIL_ULTI_DESC,Lança um frasco que cura aliados e causa dano a inimigos.
TID_SPEC_ABI_SNAKE_OIL_1,MAL-ESTAR
TID_SPEC_ABI_SNAKE_OIL_1_DESC,O Super do Byron faz com que os adversários recebam <c00cc00><VALUE1>%</c> menos cura de qualquer fonte por <c00cc00><VALUE2></c> segundos.
TID_SPEC_ABI_SNAKE_OIL_2,INJEÇÃO
TID_SPEC_ABI_SNAKE_OIL_2_DESC,"A cada <c00cc00><VALUE1></c> segundos, o próximo ataque principal de Byron atravessa os alvos."
TID_ACCESSORY_SNAKE_OIL_HEAL,INTRAVENOSA
TID_ACCESSORY_SNAKE_OIL_HEAL_DESC,Byron usa uma de suas injeções em si mesmo para recuperar <c00cc00><VALUE1></c> pontos de saúde por segundo durante <c00cc00><VALUE2></c> segundos.
TID_ENRAGER,EDGAR
TID_ENRAGER_SHORT_DESC,ALGOZ
TID_ENRAGER_DESC,"Pagando pinta de misterioso e sem muita vontade de se envolver, Edgar prefere dar socos com seu cachecol. Com seu Super, Edgar pula no combate brandindo o cachecol ao seu redor."
TID_ENRAGER_WEAPON,CLUBE DA LUTA
TID_ENRAGER_WEAPON_DESC,Edgar acerta os inimigos com socos rápidos e se cura a cada soco que acerta.
TID_ENRAGER_ULTI,SALTO EM ALTURA
TID_ENRAGER_ULTI_DESC,"Edgar pula qualquer obstáculo, e sua velocidade aumenta temporariamente. Seu Super é carregado com o tempo."
TID_SPEC_ABI_ENRAGER_1,SEM AMORTECIMENTO
TID_SPEC_ABI_ENRAGER_1_DESC,"Ao aterrissar, o Super do Edgar também causa <c00cc00><VALUE1></c> pontos de dano a inimigos próximos."
TID_SPEC_ABI_ENRAGER_2,PUNHOS IMPLACÁVEIS
TID_SPEC_ABI_ENRAGER_2_DESC,Edgar recebe <c00cc00><VALUE1>%</c> a mais de cura ao causar dano.
TID_ACCESSORY_ENRAGER_SUPER_BOOST,ALÇAR VOO
TID_ACCESSORY_ENRAGER_SUPER_BOOST_DESC,"O Super do Edgar carrega mais rapidamente, <c00cc00><VALUE1>%</c> por <c00cc00><VALUE2></c> segundos."
TID_SHOP_TAG_LAST_CHANCE,ÚLTIMA CHANCE!
TID_SHOP_SKIN_DESC_LAST_CHANCE_INFO,<INFO>\n\n<cFF6EEE>ÚLTIMA CHANCE DE ADQUIRIR!</c>
TID_SHOP_LAST_CHANCE_DESC,É a última vez que o visual estará disponível para compra.
TID_SHOP_LAST_CHANCE_SKINS,ÚLTIMA CHANCE DE OBTER ESSES VISUAIS!
TID_GALE_NUTCRACKER,GALE QUEBRA-NOZES
TID_OLD_SCHOOL_BROCK,BROCK DAS ANTIGAS
TID_SNOWMAN_TICK,TICK DE NEVE
TID_HOLIDAY_PARTY_FRANK,FRANK FESTIVO
TID_GALE_NUTCRACKER_SHOP,GALE\nQUEBRA-NOZES
TID_OLD_SCHOOL_BROCK_SHOP,BROCK\nDAS ANTIGAS
TID_SNOWMAN_TICK_SHOP,TICK\nDE NEVE
TID_HOLIDAY_PARTY_FRANK_SHOP,FRANK\nFESTIVO
TID_CHALLENGE_BUY_LIVES_CONFIRM_TITLE,OBTER MAIS TENTATIVAS?
TID_CHALLENGE_BUY_LIVES_POPUP,Compre mais <NUM> tentativas para continuar o desafio!
TID_CHALLENGE_OVER_BUY_ATTEMPTS_INFO,Suas tentativas acabaram.\n\nVocê pode comprar mais tentativas para continuar o desafio.
TID_CHALLENGE_OVER_BUY_ATTEMPTS_BUY,Comprar <NUM> tentativas
TID_CTF_9,Presentes perdidos
TID_KING_OF_HILL_32,Mas o quê?
TID_KING_OF_HILL_33,Plaft
TID_TRUE_GOLD_TICK_SKIN,TICK DOURADO
TID_TRUE_GOLD_TICK_SKIN_SHOP,TICK\nDOURADO
TID_TRUE_GOLD_CROW_SKIN,CORVO DOURADO
TID_TRUE_GOLD_CROW_SKIN_SHOP,CORVO\nDOURADO
TID_TRUE_GOLD_DARRYL_SKIN,DARRYL DOURADO
TID_TRUE_GOLD_DARRYL_SKIN_SHOP,DARRYL\nDOURADO
TID_TRUE_GOLD_TARA_SKIN,TARA DOURADA
TID_TRUE_GOLD_TARA_SKIN_SHOP,TARA\nDOURADA
TID_TRUE_GOLD_JESSIE_SKIN,JESSIE DOURADA
TID_TRUE_GOLD_JESSIE_SKIN_SHOP,JESSIE\nDOURADA
TID_WARRIOR_BO_SKIN,BO GUERREIRO
TID_WARRIOR_BO_SKIN_SHOP,BO\nGUERREIRO
TID_GOLDRUSH_35C,Reservatório inundado
TID_TRUE_SILVER_TICK_SKIN,TICK PRATEADO
TID_TRUE_SILVER_TICK_SKIN_SHOP,TICK\nPRATEADO
TID_TRUE_SILVER_CROW_SKIN,CORVO PRATEADO
TID_TRUE_SILVER_CROW_SKIN_SHOP,CORVO\nPRATEADO
TID_TRUE_SILVER_DARRYL_SKIN,DARRYL PRATEADO
TID_TRUE_SILVER_DARRYL_SKIN_SHOP,DARRYL\nPRATEADO
TID_TRUE_SILVER_TARA_SKIN,TARA PRATEADA
TID_TRUE_SILVER_TARA_SKIN_SHOP,TARA\nPRATEADA
TID_TRUE_SILVER_JESSIE_SKIN,JESSIE PRATEADA
TID_TRUE_SILVER_JESSIE_SKIN_SHOP,JESSIE\nPRATEADA
TID_EMOTE_BUNDLE_BRALWMAS_GIFT,PRESENTE: REAÇÕES ESPECIAIS
TID_EMOTE_BUNDLE_BRALWMAS_PACK,REAÇÕES DAS FESTAS BRAWL
TID_MAP_EDITOR_LEGAL_WARNING_TITLE,Aviso importante
TID_MAP_EDITOR_LEGAL_WARNING_DESC,"Agradecemos por usar o criador de mapas. Pedimos que siga o contrato de serviços e licença da Tencent Games e outros regulamentos relevantes ao usar o criador de mapas. Não crie nem compartilhe conteúdo inapropriado, erótico, obsceno, que ponha a soberania e unidade nacional ou a integridade territorial em risco ou que viole leis ou outros regulamentos."
TID_MAP_EDITOR_LEGAL_WARNING_DESC_YOOZOO,"Agradecemos por usar o criador de mapas. Pedimos que siga o acordo do usuário e outros regulamentos relevantes ao usar o criador de mapas. Não crie nem compartilhe conteúdo inapropriado, erótico, obsceno, que ponha a soberania e unidade nacional ou a integridade territorial em risco ou que viole leis ou outros regulamentos."
TID_RUFFS,RUFFS
TID_RUFFS_SHORT_DESC,SUPORTE
TID_RUFFS_DESC,"Coronel Ruffs costuma se enquadrar no ditado \qcão que ladra não morde\q, a não ser que o inimigo o tire do sério (ou atire um graveto para ele apanhar)!"
TID_RUFFS_WEAPON,LASER DUPLO
TID_RUFFS_WEAPON_DESC,O feixe de laser duplo de Ruffs ricocheteia nas paredes várias vezes e também acerta adversários atrás de abrigos.
TID_RUFFS_ULTI,PEDIDO DE REFORÇOS
TID_RUFFS_ULTI_DESC,"Ruffs ordena um lançamento aéreo que causa dano aos inimigos e deixa um energizador para Brawlers aliados. O energizador aumenta os pontos de vida e o dano causado, mas não pode ser acumulado. Seu efeito é anulado quando o Brawler é derrotado."
TID_SPEC_ABI_RUFFS_1,SUPERIORIDADE AÉREA
TID_SPEC_ABI_RUFFS_1_DESC,"O Super de Ruffs inclui uma bomba que inflige <c00cc00><VALUE1></c> pontos de dano aos inimigos, além de também destruir paredes."
TID_SPEC_ABI_RUFFS_2,ASCENSÃO
TID_SPEC_ABI_RUFFS_2_DESC,"Enquanto esta habilidade estiver ativa, a saúde máxima de Brawlers aliados próximos a Ruffs aumentará em <c00cc00><VALUE1></c> pontos a cada segundo."
TID_ACCESSORY_RUFFS_COVER,COBERTURA
TID_ACCESSORY_RUFFS_COVER_DESC,Ruffs arremessa <c00cc00><VALUE1></c> sacos de areia para proteção. Cada saco tem <c00cc00><VALUE2></c> pontos de vida.
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2019,Visual de aniversário de 2019
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2020,Visual de aniversário de 2020
TID_ENTER_AGE_TIP_NUM_PAD,Insira sua idade para continuar.
TID_ACCESSORY_ROSA_BUSH_CONTROL,URTIGA
TID_ACCESSORY_ROSA_BUSH_CONTROL_DESC,Todos os oponentes escondidos em arbustos sofrem <c00cc00><VALUE2></c> pontos de dano e ficam desacelerados por <c00cc00><VALUE1></c> segundos.
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER,AJUDA EXTRA
TID_ACCESSORY_SPAWNER_DUDE_EXTRA_PORTER_DESC,O próximo ataque gera um ciberporteiro mais fraco no local atingido.
TID_ACCESSORY_POCO_CLEANSE,CANÇÃO PROTETORA
TID_ACCESSORY_POCO_CLEANSE_DESC,"Anula efeitos negativos de Brawlers aliados em uma grande área, tornando-os imunes a esses efeitos por <c00cc00><VALUE2></c> segundos."
TID_ACCESSORY_FRANK_PULL,ATRAÇÃO IRRESISTÍVEL
TID_ACCESSORY_FRANK_PULL_DESC,O próximo ataque de Frank inflige <c00cc00><VALUE1>%</c> a mais de dano e puxa os inimigos para perto dele.
TID_ACCESSORY_GENE_HOMING,ESPÍRITOS VINGATIVOS
TID_ACCESSORY_GENE_HOMING_DESC,"Eugênio dispara um míssil de amplo alcance contra todos os oponentes visíveis, causando até <c00cc00><VALUE2></c> pontos de dano, dependendo da distância."
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK,RETORNO AO REMETENTE
TID_ACCESSORY_CONTROLLER_BOUNCE_BACK_DESC,"Dentro de <c00cc00><VALUE2></c> segundos, na primeira vez que Nani sofrer dano de um oponente, <c00cc00><VALUE1>%</c> do dano voltará ao inimigo."
TID_ACCESSORY_TICK_EXPLOSION,TUDO OU NADA
TID_ACCESSORY_TICK_EXPLOSION_DESC,"Tick recebe uma proteção de <c00cc00><VALUE3>%</c> por <c00cc00><VALUE1></c> segundo. Depois disso, ele explode e causa <c00cc00><VALUE2></c> pontos de dano."
TID_ACCESSORY_TARA_SHADOWS,CORPO FECHADO
TID_ACCESSORY_TARA_SHADOWS_DESC,Tara se cerca de três sombras fracas que atacam oponentes e desaparecem depois de <c00cc00><VALUE1></c> segundos.
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE,XAROPE CONGELANTE
TID_ACCESSORY_ICE_DUDE_AREA_FREEZE_DESC,Adiciona um temporizador de congelamento de <c00cc00><VALUE1>%</c> aos oponentes dentro do Super do Lou.
TID_ACCESSORY_ROLLER_MEGA_STUNT,ROBÔ-FOGUETE
TID_ACCESSORY_ROLLER_MEGA_STUNT_DESC,"O próximo Super do Stu consegue passar por obstáculos, fazendo com que detritos voem por tudo e causem <c00cc00><VALUE1></c> pontos de dano aos oponentes atingidos."
TID_ACCESSORY_RUFFS_AIR_STRIKE,SUPORTE AÉREO
TID_ACCESSORY_RUFFS_AIR_STRIKE_DESC,"Ruffs ordena um bombardeio ao redor do oponente mais próximo, causando <c00cc00><VALUE1></c> pontos de dano a cada rodada."
TID_ACCESSORY_ENRAGER_PROTECTION,REFÚGIO
TID_ACCESSORY_ENRAGER_PROTECTION_DESC,Edgar ganha um escudo que o protege dos próximos <c00cc00><VALUE1></c> pontos de dano. O escudo vai enfraquecendo com o passar do tempo.
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK,RECARGA PESADA
TID_ACCESSORY_MINIGUN_DUDE_AMMO_SINK_DESC,"Cada golpe de Pam retira <c00cc00><VALUE1>%</c> da munição máxima do oponente, e Pam pega <c00cc00><VALUE2>%</c> dessa munição para si mesma."
TID_ACCESSORY_SANDSTORM_STUN_SLEEP,"NANA, NENÉM"
TID_ACCESSORY_SANDSTORM_STUN_SLEEP_DESC,"O próximo ataque de Sandy coloca os oponentes para dormir por <c00cc00><VALUE1></c> segundo. No entanto, qualquer dano os acorda."
TID_ACCESSORY_CACTUS_COVER,CACTO PACATO
TID_ACCESSORY_CACTUS_COVER_DESC,"Spike planta um cacto enorme com <c00cc00><VALUE1></c> pontos de vida para servir de cobertura aos aliados. Caso seja destruído, o cacto explode e restaura <c00cc00><VALUE2></c> pontos de vida dos aliados próximos."
TID_ACCESSORY_BLOWER_STOPPER,CICLONE
TID_ACCESSORY_BLOWER_STOPPER_DESC,"Gale usa o soprador de folhas para criar um pequeno tornado, que empurra oponentes que tentam passar."
TID_ACCESSORY_NINJA_INVISIBLE_AREA,PIRULITO FURTIVO
TID_ACCESSORY_NINJA_INVISIBLE_AREA_DESC,Leon cria uma área de invisibilidade para a sua equipe se esconder. O pirulito perde pontos de vida com o passar do tempo.
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL,CASTELO INFLÁVEL
TID_ACCESSORY_TRICKSHOT_DUDE_BOUNCE_HEAL_DESC,O próximo ataque de Rico restaura <c00cc00><VALUE1></c> pontos de vida a cada ricocheteada de um projétil.
TID_TRAITS_HEADER,ATRIBUTO
TID_TRAIT_CHARGE_SUPER_FROM_DAMAGE,O Super é carregado quando o Brawler recebe dano.
TID_TRAIT_CHARGE_SUPER_AUTOMATIC,O Super é carregado ao longo do tempo.
TID_TRAIT_CHARGE_SUPER_FROM_DISTANCE,O Super é carregado quando o Brawler fica perto dos adversários.
TID_TRAIT_MOVE_ON_WATER,Este Brawler consegue andar sobre a água.
TID_SECTION_SHORTCUT_0,ESPECIAL
TID_SECTION_SHORTCUT_1,LIGA ESTELAR
TID_SECTION_SHORTCUT_2,TROFÉUS
TID_SECTION_SHORTCUT_3,COMUNIDADE
TID_SECTION_SHORTCUT_4,SEDE DE PODER
TID_SECTION_SHORTCUT_5,ESPECIAL
TID_SECTION_SHORTCUT_6,LIGA ESTELAR
TID_SECTION_HEADER_0,EVENTOS ESPECIAIS
TID_SECTION_HEADER_1,LIGA ESTELAR
TID_SECTION_HEADER_2,EVENTOS DE TROFÉUS
TID_SECTION_HEADER_3,CRIADOR DE MAPAS
TID_SECTION_HEADER_4,SEDE DE PODER
TID_SECTION_HEADER_5,EVENTOS ESPECIAIS
TID_SECTION_HEADER_6,LIGA ESTELAR
TID_SECTION_HEADER_OWN,SEUS MAPAS
TID_SECTION_HEADER_CLUB_LEAGUE,LIGA DE CLUBES
TID_SECTION_SHORTCUT_CLUB_LEAGUE,LIGA DE CLUBES
TID_RANKED2_ROUNDS_HEADER,Rodadas de batalhas
TID_RANKED2_ROUNDS_INFO,A primeira equipe a vencer <NUM> batalhas ganha a partida!
TID_RANKED2_ROUNDS_NEXT_TIMER,A rodada <NUM> começa em:
TID_RANKED2_ROUNDS_NEXT_TIMER_TIME,<SECONDS>
TID_RONIN_RUFFS_SKIN,RUFFS SAMURAI
TID_RONIN_RUFFS_SKIN_SHOP,RUFFS\nSAMURAI
TID_DARK_LORD_SPIKE_SKIN,SPIKE DAS TREVAS
TID_DARK_LORD_SPIKE_SKIN_SHOP,SPIKE\nDAS TREVAS
TID_SPACE_OX_BULL_SKIN,CADETE ESTELAR BULL
TID_SPACE_OX_BULL_SKIN_SHOP,CADETE ESTELAR\nBULL
TID_NAVIGATOR_COLETTE_SKIN,COLETTE PILOTO
TID_NAVIGATOR_COLETTE_SHOP,COLETTE\nPILOTO
TID_DARK_TIDE_CARL_SKIN,CARL BARBA NEGRA
TID_DARK_TIDE_CARL_SKIN_SHOP,CARL\nBARBA NEGRA
TID_SMOOTH_LOU_SKIN,LOU CHARMOSO
TID_SMOOTH_LOU_SKIN_SHOP,LOU\nCHARMOSO
TID_D4R-RY1_SKIN,D4R-RY1
TID_D4R-RY1_SKIN_SHOP,D4R-RY1
TID_EMOTE_BUNDLE_LUNARBRAWL21_GIFT,REAÇÕES DE BRAWL LUNAR
TID_JAN2021MAPS_1,Domínio
TID_JAN2021MAPS_2,Festa de inverno
TID_JAN2021MAPS_3,Arena insana
TID_JAN2021MAPS_4,Fliperama rústico
TID_JAN2021MAPS_5,Cerco
TID_JAN2021MAPS_6,Feijões saltitantes
TID_JAN2021MAPS_7,De primeira
TID_JAN2021MAPS_8,Presentinhos
TID_JAN2021MAPS_9,Três poderes
TID_JAN2021MAPS_10,Viagem rápida
TID_JAN2021MAPS_11,Terra tóxica
TID_JAN2021MAPS_12,Penhasco perigoso
TID_JAN2021MAPS_13,Baixada alagada
TID_JAN2021MAPS_14,Fervo no desfiladeiro
TID_JAN2021MAPS_15,Condutor de confronto
TID_JAN2021MAPS_16,Viagem rápida
TID_JAN2021MAPS_17,Pista falsa
TID_JAN2021MAPS_18,Visão limitada
TID_JAN2021MAPS_19,Congestionamento
TID_JAN2021MAPS_20,Serpenteante
TID_JAN2021MAPS_21,Rebelião robótica
TID_JAN2021MAPS_22,Praça central
TID_JAN2021MAPS_23,Gemas espaciais
TID_JAN2021MAPS_24,Ação coletiva
TID_JAN2021MAPS_25,De lavada
TID_JAN2021MAPS_26,Splish splash
TID_JAN2021MAPS_27,Que dureza
TID_JAN2021MAPS_28,Volante
TID_JAN2021MAPS_29,Círculo de perigo
TID_JAN2021MAPS_30,Difícil manutenção
TID_JAN2021MAPS_31,Zigue-zague
TID_JAN2021MAPS_32,Campo magnético
TID_JAN2021MAPS_33,A galáxia
TID_ROLLER,STU
TID_ROLLER_SHORT_DESC,ALGOZ
TID_ROLLER_DESC,Stu é um extraordinário piloto acrobático com gasolina nas veias! Ele entra em cena com grande estilo graças a derrapadas de tirar o fôlego.
TID_ROLLER_WEAPON,PIROTECNIA
TID_ROLLER_WEAPON_DESC,Stu dispara duas rajadas pirotécnicas que causam um grande impacto.
TID_ROLLER_ULTI,NITROACELERADOR
TID_ROLLER_ULTI_DESC,Atingir um oponente com ataques regulares carrega o nitroacelerador de Stu e gera uma investida que deixa um rastro de chamas no chão. Esse rastro incendeia quem se aproxima.
TID_SPEC_ABI_ROLLER_1,AVANÇO OTIMIZADO
TID_SPEC_ABI_ROLLER_1_DESC,A distância da investida do Super de Stu aumenta em <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_ROLLER_2,CURA À GASOLINA
TID_SPEC_ABI_ROLLER_2_DESC,Stu recupera <c00cc00><VALUE1></c> pontos de saúde ao usar o Super.
TID_ACCESSORY_ROLLER_SPEED,PROPULSOR
TID_ACCESSORY_ROLLER_SPEED_DESC,Stu lança um energizador que faz com que ele e seus aliados se movam mais rapidamente dentro da área de efeito.
TID_RANKED2_PICK_NEXT,PRÓXIMO
TID_RANKED2_BAN,PROIBIR
TID_RANKED2_BANNED,PROIBIDO
TID_RANKED2_BAN_QUESTION,PROIBIR?
TID_RANKED2_COIN_FLIP_HEADER,Qual equipe escolherá os Brawlers primeiro?
TID_RANKED2_COIN_FLIP_TITLE,CARA OU COROA
TID_RANKED2_CON_FLIP_RED,VERMELHO COMEÇA
TID_RANKED2_CON_FLIP_BLUE,AZUL COMEÇA
TID_EVENT_NAME_POWER_LEAGUE,LIGA ESTELAR
TID_EVENT_LOCATION_POWER_LEAGUE,Eventos 3x3
TID_RANKED_SOLO,SOLITÁRIO
TID_RANKED_TEAM,EQUIPE
TID_RANKED_LEADERBOARDS_POPUP_LEADERBOARDS_LABEL,CLASSIFICAÇÃO
TID_RANKED_LEADERBOARDS_POPUP_TITLE,CLASSIFICAÇÃO DA LIGA ESTELAR
TID_RANKED_LEADERBOARDS_POPUP_INFO,Teste suas habilidades na LIGA ESTELAR! Suba na classificação e torne-se um mestre em Brawl Stars!
TID_RANKED_LEADERBOARDS_POPUP_CURRENT_SEASON,LIGA ATUAL
TID_RANKED_LEADERBOARDS_POPUP_PREVIOUS_SEASON,LIGA ANTERIOR
TID_RANKED_LEADERBOARDS_POPUP_SOLO,SOLITÁRIO
TID_RANKED_LEADERBOARDS_POPUP_TEAM,EQUIPE
TID_RANKED_SOLO_MODE,Solitário
TID_RANKED_TEAM_MODE,Equipe
TID_BATTLE_END_RANKED_RANK_UP_TITLE,LIGA ESTELAR
TID_BATTLE_END_RANKED_RANK_UP_TITLE_NEW_HIGH,LIGA ESTELAR - <cFFEF49>NOVA DIVISÃO MAIS ALTA!</c>
TID_BATTLE_END_RANKED_RANK_UP,NOVA POSIÇÃO!
TID_RANKED_EVENT_GAMEMODE_INFO,LIGA ESTELAR
TID_RANKED_EVENT_LOCATION_INFO,Mapa e modo de jogo aleatórios
TID_RANKED_EVENT_DESC_1,Lute em batalhas 3x3 com a sua própria equipe ou com jogadores do seu nível.
TID_RANKED_EVENT_DESC_2,A primeira equipe a vencer duas batalhas ganha a partida!
TID_RANKED_EVENT_DESC_3,Os mapas e os modos de jogo mudam aleatoriamente e com frequência. Prepare-se!
TID_RANKED_EVENT_DESC_4,"Ao fim da temporada, você ganha recompensas com base na posição mais alta atingida."
TID_RANKED_CLUB_LEAGUE_EVENT_GAMEMODE_INFO,LUTA POR PODER
TID_RANKED_CLUB_LEAGUE_EVENT_LOCATION_INFO,Mapa e modo de jogo aleatórios
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_1,Lute em batalhas 3x3 em equipe ou com outros jogadores de nível similar ao seu.
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_2,A primeira equipe a vencer duas batalhas ganha a partida!
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_3,Os mapas e os modos de jogo mudam aleatoriamente e com frequência. Prepare-se!
TID_RANKED_CLUB_LEAGUE_EVENT_DESC_4,"Quando a semana acabar, você ganhará recompensas proporcionais à quantidade de ingressos usados e à classificação do seu clube na temporada."
TID_RANKED_EVENT_SEASON_REWARDS_BUTTON,RECOMPENSAS
TID_RANKED_EVENT_SOLO,LIGA ESTELAR
TID_RANKED_EVENT_TEAMS,LIGA ESTELAR
TID_RANKED_BUTTON_WARNING_TEAMS,Partida em equipe: é preciso uma equipe de 3
TID_RANKED_BUTTON_WARNING_SOLO,Partida solitária: um único jogador
TID_RANKED_START_MATCH_WARNING_TEXT_SOLO,Partidas solitárias não podem ser jogadas em equipe!
TID_RANKED_START_MATCH_WARNING_TEXT_TEAMS,É preciso um time completo de 3 jogadores para jogar partidas em equipe!
TID_CHROMA_CAP_PLAY_WARNING_QUEST,A missão tem vales cromáticos como recompensa
TID_CHROMA_CAP_PLAY_WARNING_CHALLENGE,O desafio tem vales cromáticos como recompensa
TID_GAME_INTRO_ROUND,RODADA <NUM>
TID_RANKED_LOOKING_FOR_EVENT,Selecionando o evento...
TID_GACHA_HERO_DROP_NEW_BRAWLER,NOVO BRAWLER!
TID_GACHA_HERO_DROP_NEW_SKIN,NOVO VISUAL!
TID_RANKED_SEASON_ENDS_IN,Fim da temporada: <TIME>
TID_RANKED_SEASON_END_POPUP_TITLE,FIM DA TEMPORADA DA LIGA ESTELAR
TID_RANKED_SEASON_END_POPUP_HIGHEST_RANK,POSIÇÃO MAIS ALTA NA TEMPORADA
TID_RANKED_SEASON_END_POPUP_CLAIM,RESGATAR
TID_RANKED_SEASON_END_NOTIFICATION,RECOMPENSA DO FIM DA TEMPORADA DA LIGA ESTELAR: <AMOUNT> <cff00ff>pontos estelares</c> obtidos!
TID_RANKED_SEASON_END_REWARD_DESC,SUA RECOMPENSA
TID_RANKED_MIDSEASON_REWARD_POPUP_TITLE,PRÊMIO DA LIGA ESTELAR
TID_RANKED_MIDSEASON_REWARD_POPUP_CLAIM,RESGATAR
TID_RANKED_MIDSEASON_REWARD_POPUP_SHOW_OFFER,VER OFERTA
TID_RANKED_MIDSEASON_NOTIFICATION_RANK,RECOMPENSA POR ALCANÇAR A POSIÇÃO <RANK>
TID_RANKED_MIDSEASON_NOTIFICATION,PRÊMIO DA LIGA ESTELAR
TID_RANKED_MIDSEASON_REWARD_NEEDS_BRAWLER,É preciso desbloquear <BRAWLER> antes!
TID_RANKED_REWARD_QUEST_DESC_26,OPÇÃO DE COMPRA DE VISUAL
TID_REWARD_DESC_PURCHASE_OPTION_SKIN,OPÇÃO DE COMPRA EXCLUSIVA DE VISUAL
TID_REWARD_DESC_PURCHASE_OPTION,OPÇÃO DE COMPRA EXCLUSIVA
TID_REWARD_DESC_PLAYER_ICON,ÍCONE DE JOGADOR EXCLUSIVO
TID_RANKED_GOAL_REWARD_NEW,NOVO!
TID_SKIN_INFO_CAMPAIGN_RANKED,Visual da liga estelar
TID_RANKED_MATCH_VICTORY,VITÓRIA!
TID_RANKED_BRONZE_I,BRONZE I
TID_RANKED_BRONZE_II,BRONZE II
TID_RANKED_BRONZE_III,BRONZE III
TID_RANKED_SILVER_I,PRATA I
TID_RANKED_SILVER_II,PRATA II
TID_RANKED_SILVER_III,PRATA III
TID_RANKED_GOLD_I,OURO I
TID_RANKED_GOLD_II,OURO II
TID_RANKED_GOLD_III,OURO III
TID_RANKED_DIAMOND_I,DIAMANTE I
TID_RANKED_DIAMOND_II,DIAMANTE II
TID_RANKED_DIAMOND_III,DIAMANTE III
TID_RANKED_MYTHIC_I,MÍTICA I
TID_RANKED_MYTHIC_II,MÍTICA II
TID_RANKED_MYTHIC_III,MÍTICA III
TID_RANKED_LEGENDARY_I,LENDÁRIA I
TID_RANKED_LEGENDARY_II,LENDÁRIA II
TID_RANKED_LEGENDARY_III,LENDÁRIA III
TID_RANKED_MASTERS,MESTRES
TID_RANKED_GOAL_PLAY_MATCHES,JOGUE <NUM> PARTIDAS NESTA TEMPORADA
TID_RANKED_GOAL_REACH_RANK,ALCANCE A DIVISÃO <RANK> NESTA TEMPORADA
TID_RANKED_GOAL_WIN_MATCHES,VENÇA <NUM> PARTIDAS NESTA TEMPORADA
TID_RANKED_GOAL_WIN_BATTLES,VENÇA <NUM> RODADAS NESTA TEMPORADA
TID_RANKED_GET_READY_TURN,PREPARE-SE!
TID_RANKED_BAN_TURN,<cfcbc21>PROIBIÇÃO DOS LÍDERES DE EQUIPE</c>
TID_RANKED_YOU_BAN_TURN,<cfcbc21>PROIBIÇÃO DE UM BRAWLER</c>
TID_RANKED_OWN_TEAM_PICK_TURN,<c94d7f4>ESCOLHA DE <PLAYER></c>
TID_RANKED_ENEMY_TEAM_PICK_TURN,<cf75252>ESCOLHA DE <PLAYER></c>
TID_RANKED_OWN_PICK_TURN,<cffffff>SUA ESCOLHA</c>
TID_RANKED_FINAL_TURN,<cffffff>PREPARAÇÃO FINAL</c>
TID_ELECTRO_SNIPER,BELLE
TID_ELECTRO_SNIPER_SHORT_DESC,TIRO PRECISO
TID_ELECTRO_SNIPER_DESC,"Belle é adorada por sua gangue, já seu rifle elétrico provoca choque e terror aos adversários!"
TID_ELECTRO_SNIPER_WEAPON,CHOQUE EM CADEIA
